rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,id,topic_of_influence_en
30,Paulina Vega Dieppa @paulinavegadiep,6300000.0,0.75,Colombia,Art Actors Virtualization,1900000.0,instagram,colombia,False,2024,Tech&Gaming,MAPPED,,
31,Andrea Espada @andreaespadatv,6100000.0,0.8,Colombia,Fashion and Accessories family Entertainment and Music Parenting,1800000.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
32,Andy Rivera @andyrivera,6000000.0,1.31,Colombia,Entertainment and Music Marketing and Advertising,1800000.0,instagram,colombia,False,2024,Knowledge&Info,MAPPED,,
33,FARINA @farinamusic,6000000.0,0.99,Colombia,Actors Music DJ,1800000.0,instagram,colombia,False,2024,Music,MAPPED,,
34,Catherine Siachoque Varoni @catherinesiachoque,5600000.0,1.23,Colombia,Acting and Drama Actors,1700000.0,instagram,colombia,False,2024,Entertainment,MAPPED,,
35,LUISA CASTRO✨ @luisa_castro1585,5300000.0,0.98,Colombia,Fashion Actors,1600000.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
36,Luis Fernando Diaz Marulanda @luisdiaz19_,5300000.0,6.13,Colombia,Sports Soccer Actors Journalists,1600000.0,instagram,colombia,False,2024,Sports,MAPPED,,
37,ғᴀʙɪᴀɴ ʀɪᴏs @fabianrioss,5200000.0,0.17,Colombia,Entertainment and Music Actors Virtualization Journalists,1600000.0,instagram,colombia,False,2024,Knowledge&Info,MAPPED,,
38,EPA COLOMBIA @epa_colombia,5200000.0,2.61,Colombia,Beauty and Self Care,1600000.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
39,A M A 🤍 @amarantavp,5200000.0,3.64,Colombia,Entertainment and Music Romance and Wedding,1500000.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
40,ISABELA RAMIREZ @isabela_ramirez1555,5100000.0,3.0,Colombia,,1500000.0,instagram,colombia,False,2024,,,,
41,Ximena Duque @ximenaduque,5100000.0,1.1,Colombia,Acting and Drama Upskilling Business and Finance Celebrity,1500000.0,instagram,colombia,False,2024,Knowledge&Info,MAPPED,,
42,Claudia Bahamon @claudiabahamon,5000000.0,0.21,Colombia,Fashion and Accessories Beauty and Self Care Marketing and Advertising Actors,1500000.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
43,Carolina Gaitán - La Gaita @lagaita,4900000.0,0.29,Colombia,Acting and Drama Entertainment and Music Music Celebrity,1500000.0,instagram,colombia,False,2024,Music,MAPPED,,
44,Daniela Alvarez @danielaalvareztv,4600000.0,1.96,Colombia,Beauty and Self Care Fashion and Accessories Education Actors,1400000.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
45,Majida Issa @majidaissa,4600000.0,0.44,Colombia,Acting and Drama Entertainment and Music Marketing and Advertising Actors,1400000.0,instagram,colombia,False,2024,Knowledge&Info,MAPPED,,
46,J.J.RENDON @jjrendon,4500000.0,0.89,Colombia,Actors,1400000.0,instagram,colombia,False,2024,Entertainment,MAPPED,,
47,Saruma @felipesaruma,4500000.0,2.91,Colombia,Entertainment and Music Parenting Actors Journalists,1400000.0,instagram,colombia,False,2024,Knowledge&Info,MAPPED,,
48,𝑲𝒊𝒌𝒂 𝑵𝒊𝒆𝒕𝒐 @_kikanieto,4500000.0,0.8,Colombia,Fashion Actors Modeling,1300000.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
49,Red Bull Batalla @redbullbatalla,4500000.0,0.24,Colombia,Entertainment and Music Music Actors,1300000.0,instagram,colombia,False,2024,Music,MAPPED,,
50,Laurita Acuña - Presentadora @lauraacunaayala,4400000.0,0.27,Colombia,Entertainment and Music Television Actors Virtualization,1300000.0,instagram,colombia,False,2024,Tech&Gaming,MAPPED,,
51,We Love Beauty @we_love_nails_bar,4400000.0,0.01,Colombia,Beauty Beauty and Self Care Virtualization,1300000.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
52,Suso el Paspi @susoelpaspi,4400000.0,0.17,Colombia,Entertainment and Music Marketing and Advertising Actors,1300000.0,instagram,colombia,False,2024,Knowledge&Info,MAPPED,,
53,Lulu99 @luisalulu99,4400000.0,1.4,Colombia,Beauty and Self Care Fashion and Accessories Video Blogger Actors,1300000.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
54,Sebastian Caicedo @sebastiancaicedo,4300000.0,0.45,Colombia,Beauty and Self Care Entertainment and Music Actors,1300000.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
55,David Ospina @d_ospina1,4300000.0,1.7,Colombia,Soccer,1300000.0,instagram,colombia,False,2024,Sports,MAPPED,,
56,Yeison Jimenez @yeison_jimenez,4200000.0,0.31,Colombia,Entertainment and Music Music Actors Virtualization,1300000.0,instagram,colombia,False,2024,Tech&Gaming,MAPPED,,
57,✨AIDA CORTES ✨ @aidacortesll_,4200000.0,4.17,Colombia,Actors,1300000.0,instagram,colombia,False,2024,Entertainment,MAPPED,,
58,Mafe Méndez 🦋 @lamafemendez,4100000.0,0.39,Colombia,Beauty and Self Care Fashion and Accessories Actors Modeling,1200000.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
59,Valery Altamar @valeryaltamar001,3900000.0,3.87,Colombia,Beauty and Self Care Lifestyle,1200000.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
60,Laura Tobón @laura_tobon,3900000.0,0.39,Colombia,Fashion and Accessories Lifestyle Actors Celebrities,1200000.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
61,Maria Jose Vargas Agudelo @majovargas1,3800000.0,1.11,Colombia,Art Actors Modeling,1200000.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
62,nejoelbroko @nejoelbroko,3800000.0,0.19,Colombia,Entertainment and Music Actors,1100000.0,instagram,colombia,False,2024,Music,MAPPED,,
63,LOS MONTAÑEROS @losmontaneros,3800000.0,1.4,Colombia,,1100000.0,instagram,colombia,False,2024,,,,
64,Andrea Serna @andreasernafotos,3800000.0,0.25,Colombia,Entertainment and Music Television Actors Lifestyle,1100000.0,instagram,colombia,False,2024,Music,MAPPED,,
65,Luciano D'Alessandro @lucianodalessandro,3700000.0,0.21,Colombia,Celebrity Art Entertainment and Music Actors,1100000.0,instagram,colombia,False,2024,Music,MAPPED,,
66,KERAMAGIC OFICIAL @kera.magic,3700000.0,0.03,Colombia,Beauty and Self Care Actors,1100000.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
67,Mindo @el_mindo,3600000.0,2.1,Colombia,Animation and Cosplay Actors Journalists,1100000.0,instagram,colombia,False,2024,Knowledge&Info,MAPPED,,
68,Carolina Soto @caritosotooficial,3600000.0,0.56,Colombia,Entertainment and Music Marketing and Advertising Actors Journalists,1100000.0,instagram,colombia,False,2024,Knowledge&Info,MAPPED,,
69,Stephania Duque Pinzón @laduque7,3600000.0,1.77,Colombia,Acting and Drama,1100000.0,instagram,colombia,False,2024,Entertainment,MAPPED,,
70,Sonia Isaza @niaisazaoficial,3600000.0,0.37,Colombia,Fitness and Health,1100000.0,instagram,colombia,False,2024,Sports,MAPPED,,
71,Yerry Mina @yerrymina,3500000.0,0.34,Colombia,Sports Actors Music,1000000.0,instagram,colombia,False,2024,Sports,MAPPED,,
72,lajesu @lajesuu,3400000.0,4.35,Colombia,Business and Finance,1000000.0,instagram,colombia,False,2024,Knowledge&Info,MAPPED,,
73,BANDIDOS @bandidos_gram,3400000.0,0.31,Colombia,Music Entertainment and Music,1000000.0,instagram,colombia,False,2024,Music,MAPPED,,
74,RYAN CASTRO @ryancastrro,3400000.0,4.08,Colombia,Entertainment and Music,1000000.0,instagram,colombia,False,2024,Music,MAPPED,,
75,SARA ✮ CORRALES @saracorrales,3400000.0,0.72,Colombia,Food Business and Finance Celebrity Actors,1000000.0,instagram,colombia,False,2024,Knowledge&Info,MAPPED,,
76,Yokoi Kenji @yokoikenjidiaz,3400000.0,0.29,Colombia,Entertainment and Music Actors Virtualization,1000000.0,instagram,colombia,False,2024,Tech&Gaming,MAPPED,,
77,Daniela Legarda @danielalegarda,3400000.0,0.5,Colombia,Beauty and Self Care Fashion and Accessories Education Actors,1000000.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
78,Selección Colombia @fcfseleccioncol,3400000.0,0.44,Colombia,Sports Marketing and Advertising Soccer,1000000.0,instagram,colombia,False,2024,Sports,MAPPED,,
79,Daniela Rodriguez @danielarodrice,3300000.0,3.8,Colombia,Beauty and Self Care Marketing and Advertising,992000.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
80,Alejandra Azcárate @laazcarateoficial,3300000.0,0.18,Colombia,Beauty and Self Care Education Actors Journalists,988200.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
81,Paola Usme “Barbie”💕 @paolausme,3300000.0,0.66,Colombia,Actors Fitness Health & Fitness Humor,979200.0,instagram,colombia,False,2024,Sports,MAPPED,,
82,Valerie Domínguez @valeriedomi,3200000.0,1.12,Colombia,Actors Modeling,961100.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
83,GEMELAS ORTEGA @gemelasortegaa,3200000.0,2.08,Colombia,Entertainment and Music Actors Modeling,958700.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
84,BE⚡️ @belosmaki,3100000.0,1.08,Colombia,Fitness and Health,942000.0,instagram,colombia,False,2024,Sports,MAPPED,,
85,Lokillo @lokilloflorez,3100000.0,0.28,Colombia,Entertainment and Music Funny Events Actors,920600.0,instagram,colombia,False,2024,Music,MAPPED,,
86,Melissa Martínez A @melissamartineza,3000000.0,2.07,Colombia,Fashion and Accessories Actors Journalists Virtualization,890100.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
87,Beta Mejia @beta_mejia,2900000.0,4.52,Colombia,Fitness and Health Sports Actors Modeling,884700.0,instagram,colombia,False,2024,Sports,MAPPED,,
88,@itsisabelbedoya,2900000.0,0.27,Colombia,Beauty and Self Care Business and Finance Business,884400.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
89,CHENCHO CORLEONE @chenchocorleone,2900000.0,1.86,Colombia,Music DJ Producers,882800.0,instagram,colombia,False,2024,Music,MAPPED,,
90,Juan Fernando Quintero @juanferquinterop,2900000.0,2.18,Colombia,Actors,873600.0,instagram,colombia,False,2024,Entertainment,MAPPED,,
91,MrStivenTc @stiven.tc,2900000.0,5.7,Colombia,Entertainment and Music Automotive Actors,870800.0,instagram,colombia,False,2024,Tech&Gaming,MAPPED,,
92,Daniel Patiño @paisa,2900000.0,0.56,Colombia,Entertainment and Music Video Blogger Actors,870400.0,instagram,colombia,False,2024,Music,MAPPED,,
93,Para Damas Oficial @paradamaslaoficial,2900000.0,0.33,Colombia,Fashion and Accessories Marketing and Advertising Lifestyle,869300.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
94,Paola Rey @paolareyactriz,2800000.0,0.75,Colombia,Acting and Drama Actors Virtualization Journalists,853800.0,instagram,colombia,False,2024,Knowledge&Info,MAPPED,,
95,𝐕𝐀𝐋𝐄𝐍𝐓𝐈𝐍𝐀 𝐆𝐀𝐑𝐙𝐎𝐍 @valentinagarzonc,2800000.0,1.1,Colombia,Romance and Wedding Marketing and Advertising,852200.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
96,Maria Pineda @mia_astral,2800000.0,1.03,Colombia,Education,844400.0,instagram,colombia,False,2024,Knowledge&Info,MAPPED,,
97,NANDO @nandoweee,2800000.0,1.13,Colombia,Entertainment and Music Video Gaming Actors Music,838000.0,instagram,colombia,False,2024,Tech&Gaming,MAPPED,,
98,Juanpis González Pombo @juanpisgonzalez,2800000.0,0.27,Colombia,Entertainment and Music Business and Finance Actors,829500.0,instagram,colombia,False,2024,Knowledge&Info,MAPPED,,
99,Makeup Maquillaje Belleza @maquillaje.paramujeres,2800000.0,0.6,Colombia,Beauty and Self Care Actors,825200.0,instagram,colombia,False,2024,Beauty&Fashion,MAPPED,,
100,Juanda Caribe @juandacaribeshow,2700000.0,0.3,Colombia,Entertainment and Music Actors,802400.0,instagram,colombia,False,2024,Music,MAPPED,,
1,Dee @deestroying,2500000.0,9.06,Costa Rica,Entertainment and Music Sports Life and Society Soccer,757600.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
2,BRENDA KELLERMAN @brenda_kellerman,1600000.0,0.25,Costa Rica,Celebrity Actors,485200.0,instagram,costa-rica,False,2024,Entertainment,MAPPED,,
3,SAVANNAH MONTANO @savmontano,1600000.0,8.74,Costa Rica,Modeling Fashion,484300.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
4,Grecia 🌊🎙️ @grecia,1500000.0,0.94,Costa Rica,Food Business and Finance Music Actors,455100.0,instagram,costa-rica,False,2024,Knowledge&Info,MAPPED,,
5,Laura Marcela De León Céspedes @lauradeleonc,1500000.0,0.6,Costa Rica,Entertainment and Music Fashion and Accessories Actors Journalists,443600.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
6,Millions | Manifesting | Magic @reganhillyer,1100000.0,1.29,Costa Rica,Education Finance Business and Finance Celebrity,330900.0,instagram,costa-rica,False,2024,Knowledge&Info,MAPPED,,
7,ROSARIO @alejandrosario,1000000.0,4.88,Costa Rica,,304600.0,instagram,costa-rica,False,2024,,,,
8,Melissa Mora 🇨🇷 @melissamoraoficial,1000000.0,0.19,Costa Rica,Entertainment and Music Fashion and Accessories Actors Modeling,300100.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
9,Costa @costaokis,872100.0,0.22,Costa Rica,Entertainment and Music Acting and Drama Marketing and Advertising Actors,261600.00000000003,instagram,costa-rica,False,2024,Knowledge&Info,MAPPED,,
10,DARIANKA @darianka,857600.0,2.62,Costa Rica,Fashion and Accessories Lifestyle Modeling,257300.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
11,𝑲𝒆𝒚𝒍𝒂 𝑺𝒂𝒏𝒄𝒉𝒆𝒛 @keysg,850600.0,1.17,Costa Rica,Fashion and Accessories family Marketing and Advertising Actors,255200.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
12,María José Naranjo @majonaranjo27,643000.0,0.78,Costa Rica,Beauty and Self Care Actors Virtualization,192900.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
13,Johanna Solano @johasolano,642500.0,1.29,Costa Rica,Outdoor Activity Fitness and Health Animals Actors,192700.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
14,Santiago Saez @santiagosaez_,601000.0,2.38,Costa Rica,Entertainment and Music Actors Music,180300.0,instagram,costa-rica,False,2024,Music,MAPPED,,
15,@andreasua00,594900.0,0.2,Costa Rica,,178500.0,instagram,costa-rica,False,2024,,,,
16,Karla Allen @karlaallenn,587400.0,0.2,Costa Rica,Travel Fashion Photography,176200.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
17,Natalia Rodríguez @natyrodriguezcr,587400.0,0.32,Costa Rica,Entertainment and Music Actors Virtualization Journalists,176200.0,instagram,costa-rica,False,2024,Knowledge&Info,MAPPED,,
18,Raquel 506 @raquel506,568200.0,0.81,Costa Rica,Entertainment and Music Fashion and Accessories Actors,170500.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
19,Nancy Dobles @nandobles,555300.0,0.5,Costa Rica,Television Actors Journalists Modeling,166600.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
20,𝐌𝐮𝐬𝐢𝐜𝐚 𝐂𝐫𝐢𝐬𝐭𝐢𝐚𝐧𝐚 𝐏𝐥𝐚𝐲 @musicacristiana.play,553300.0,0.22,Costa Rica,News Music Singer Actors,166000.0,instagram,costa-rica,False,2024,Knowledge&Info,MAPPED,,
21,M O N T E S @montesleon,545800.0,2.03,Costa Rica,,163800.0,instagram,costa-rica,False,2024,,,,
22,Coto Hernández @cotocostarica,540400.0,0.6,Costa Rica,Travel Actors Modeling,162100.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
23,القطر🚂 @ameen.khattab.official,513400.0,1.4,Costa Rica,Music,154000.0,instagram,costa-rica,False,2024,Music,MAPPED,,
24,Jale Berahimi ♊️ @jaleberahimi,496200.0,0.39,Costa Rica,Fashion and Accessories Bikini Actors,148900.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
25,TD Más @tdmas_cr,490900.0,0.42,Costa Rica,Sports Actors,147300.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
26,Photographer. PETER MEDIA© @peter_media_wildlife,487700.0,2.23,Costa Rica,Photography,146300.0,instagram,costa-rica,False,2024,Lifestyle,MAPPED,,
27,Deportivo Saprissa @deportivo_saprissa,473400.0,2.61,Costa Rica,Sports Soccer Actors,142000.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
28,∇I∇IΔΠΔ CΔLDΣRóΠ @vivilutheoriginal,470700.0,0.27,Costa Rica,Nature Animals Actors,141200.0,instagram,costa-rica,False,2024,Entertainment,MAPPED,,
29,Ana Lucía Vega 🇨🇷 @analuvega29,456600.0,0.81,Costa Rica,Fitness,137000.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
30,Jefferson Kellerman @jeffkellerman,447300.0,0.29,Costa Rica,Fitness and Health Outdoor Activity Actors,134200.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
31,Melissa Diakova @memekova,444800.0,1.56,Costa Rica,Arts and Crafts Sports Celebrity Actors,133400.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
32,🦊Nicholas Coolridge @moderntarzan,426700.0,2.76,Costa Rica,Fitness and Health Outdoor Activity Health & Fitness,128000.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
33,El libre pensador @utopia_pensante,424600.0,0.6,Costa Rica,,127400.0,instagram,costa-rica,False,2024,,,,
34,Marcela Negrini🦋🇨🇷 @marcenegrini,408200.0,0.36,Costa Rica,Fitness and Health Actors Modeling Public Figure,122500.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
35,Giovanna Silvestre @confusedgirlla,404800.0,0.31,Costa Rica,Fashion and Accessories Actors Yoga Soul,121400.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
36,Fili Wey @filifiliwey,394200.0,1.31,Costa Rica,Entertainment and Music Actors,118300.0,instagram,costa-rica,False,2024,Music,MAPPED,,
37,Grecia @itsgrecia2,381800.0,2.7,Costa Rica,Food,114500.0,instagram,costa-rica,False,2024,Lifestyle,MAPPED,,
38,Kim Loaiza @kimloaiza,373400.0,1.4,Costa Rica,Fashion and Accessories Travel Entertainment and Music Business and Finance,112000.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
39,Glenda Peraza 🦋 @glendaperaza,366400.0,0.78,Costa Rica,Entertainment and Music family Marketing and Advertising Actors,109900.0,instagram,costa-rica,False,2024,Knowledge&Info,MAPPED,,
40,Axelview (Pavo)🦃 @axelviewoficial,359900.0,5.6,Costa Rica,,108000.0,instagram,costa-rica,False,2024,,,,
41,Cynthia KÅ | Prévention & Santé Naturelle @by_cynthia_ka,359500.0,4.02,Costa Rica,,107800.0,instagram,costa-rica,False,2024,,,,
42,Verónica González Quesada @verogonzalezcr,344100.0,0.94,Costa Rica,Actors Modeling,103200.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
43,LIGA DEPORTIVA ALAJUELENSE @alajuelense_oficial,343500.0,1.51,Costa Rica,Soccer Actors,103100.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
44,Descubre COSTA RICA 🇨🇷 @descubrecostarica,333300.0,0.45,Costa Rica,Travel Marketing and Advertising Nature & Outdoors Architecture,100000.0,instagram,costa-rica,False,2024,Knowledge&Info,MAPPED,,
45,KAMU @chefkamu,331500.0,0.97,Costa Rica,Food Food and Drink,99500.0,instagram,costa-rica,False,2024,Lifestyle,MAPPED,,
46,Sunfyre @sunfyretv,329400.0,3.58,Costa Rica,Entertainment and Music Music,98800.0,instagram,costa-rica,False,2024,Music,MAPPED,,
47,Diario Extra @diarioextra,328000.0,0.1,Costa Rica,News & Politics,98400.0,instagram,costa-rica,False,2024,Knowledge&Info,MAPPED,,
48,Andrea Salas @andreasalasb,327200.0,1.76,Costa Rica,Life and Society family,98200.0,instagram,costa-rica,False,2024,Knowledge&Info,MAPPED,,
49,Johanna Ortiz @johannaortiz,314600.0,0.2,Costa Rica,Fitness and Health Education Actors,94400.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
50,Libni Ortiz Quiros @mimiortizoficial,299300.0,0.45,Costa Rica,Fashion and Accessories Actors,89800.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
51,Laura Ortega @___lauraortega,295400.0,6.3,Costa Rica,Entertainment and Music Actors Modeling,88600.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
52,Leonora Jimenez @leonorajimenez,294500.0,0.34,Costa Rica,Fashion and Accessories Business and Finance Lifestyle,88400.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
53,Ericka Morera @erickamorera,292000.0,3.02,Costa Rica,Beauty and Self Care Actors Virtualization Journalists,87600.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
54,Maryn Azoff | Vocal Transformation Method™️ @vocal_transformation,290300.0,0.25,Costa Rica,Entertainment and Music,87100.0,instagram,costa-rica,False,2024,Music,MAPPED,,
55,Max Rodriguez @immaxrodriguez,289500.0,3.05,Costa Rica,Arts and Crafts Music Piercing Actors,86900.0,instagram,costa-rica,False,2024,Music,MAPPED,,
56,María Teresa Rodríguez @tere_rodriguezr,288400.0,0.25,Costa Rica,Fashion and Accessories Romance and Wedding Actors Modeling,86500.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
57,Fify @soy_fify,284500.0,6.55,Costa Rica,,85400.0,instagram,costa-rica,False,2024,,,,
58,Karla Gómez @karlagomezr,278300.0,0.69,Costa Rica,Acting and Drama Celebrity Actors Celebrities,83500.0,instagram,costa-rica,False,2024,Entertainment,MAPPED,,
59,Emilia Mora ✨ @emilia.mora,277400.0,0.05,Costa Rica,Education,83200.0,instagram,costa-rica,False,2024,Knowledge&Info,MAPPED,,
60,Natalia Alvarez @natyalvarez_cr,269200.0,1.06,Costa Rica,Entertainment and Music Actors Journalists,80800.0,instagram,costa-rica,False,2024,Knowledge&Info,MAPPED,,
61,Karina Porras Fuentes @karinaporrasoficial,268000.0,0.34,Costa Rica,Fashion and Accessories Actors Coaching,80400.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
62,Aileth Vásquez @teacheraileth,266700.0,3.5,Costa Rica,Education Arts and Crafts,80000.0,instagram,costa-rica,False,2024,Knowledge&Info,MAPPED,,
63,Messy Women @messywomenn,263900.0,115.81,Costa Rica,,79200.0,instagram,costa-rica,False,2024,,,,
64,Nella Chase @nellachase,261500.0,1.47,Costa Rica,,78400.0,instagram,costa-rica,False,2024,,,,
65,Celso Borges @celsobm88,257300.0,1.12,Costa Rica,Sports Soccer,77200.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
66,Emily Fernanda Salas Campos @emii_salas30,247200.0,1.15,Costa Rica,Fashion and Accessories Marketing and Advertising Actors Modeling,74200.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
67,Purp @purplemiami,245300.0,1.8,Costa Rica,Entertainment and Music Outdoor Activity Music Singer,73600.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
68,Thais Alfaro Cordero @thaisalfarocordero,245000.0,0.4,Costa Rica,Entertainment and Music Television Actors Journalists,73500.0,instagram,costa-rica,False,2024,Knowledge&Info,MAPPED,,
69,Kendall Waston @kendallwaston,242900.0,1.55,Costa Rica,Actors,72900.0,instagram,costa-rica,False,2024,Entertainment,MAPPED,,
70,Karina Campos @kariinacampos,237700.0,0.6,Costa Rica,Fashion and Accessories Fitness and Health Actors Modeling,71300.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
71,meliduran @meliduran,234600.0,0.57,Costa Rica,Actors Virtualization,70400.0,instagram,costa-rica,False,2024,Tech&Gaming,MAPPED,,
72,Sharon Segura @sharonsegurag,233900.0,0.87,Costa Rica,Fashion and Accessories Actors Journalists Virtualization,70200.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
73,Agatha @molecularagatha,232700.0,2.83,Costa Rica,Animation and Cosplay,69800.0,instagram,costa-rica,False,2024,Tech&Gaming,MAPPED,,
74,Cristian Gamboa @crisgam89,231400.0,2.25,Costa Rica,Sports Actors,69400.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
75,Steph Gonzalez @stephgj94,231300.0,0.49,Costa Rica,Business and Finance Dogs Actors,69400.0,instagram,costa-rica,False,2024,Knowledge&Info,MAPPED,,
76,Natalia Monge Quirós @natymonge,231100.0,0.2,Costa Rica,Actors,69300.0,instagram,costa-rica,False,2024,Entertainment,MAPPED,,
77,Veny West @venywest,228800.0,,Costa Rica,Bikini Modeling Publishing,68700.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
78,Enrique Rivas Leyva 🌎✈️ @lamochiladekike,227800.0,0.57,Costa Rica,Travel Actors Modeling,68300.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
79,Rigoberto Alfaro @gallicr,224800.0,1.01,Costa Rica,Entertainment and Music Funny Music Actors,67400.0,instagram,costa-rica,False,2024,Music,MAPPED,,
80,Marilin Gamboa Gomez @marilingamboa,222000.0,0.18,Costa Rica,Books Fitness Actors,66600.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
81,makeuppbyruthie @makeuppbyruthie,221100.0,1.31,Costa Rica,Beauty and Self Care Arts and Crafts Parenting,66300.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
82,Paola Calderón Hütt TV @paolahutt,217200.0,0.46,Costa Rica,,65200.0,instagram,costa-rica,False,2024,,,,
83,Beloved Jackson @beloved_jackson,216800.0,0.7,Costa Rica,,65000.0,instagram,costa-rica,False,2024,,,,
84,Carlos Alvarado Quesada @carlosalvq,213100.0,0.61,Costa Rica,Actors,63900.0,instagram,costa-rica,False,2024,Entertainment,MAPPED,,
85,Yokasta Valle @yokavalle_oficial,212500.0,1.44,Costa Rica,Sports,63700.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
86,Bismarck Méndez McD. @biss_el_patacon,208500.0,1.3,Costa Rica,Entertainment and Music Fitness and Health,62600.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
87,Milena Gonzalez @milena08gonzalez,207900.0,2.85,Costa Rica,Beauty and Self Care,62400.0,instagram,costa-rica,False,2024,Beauty&Fashion,MAPPED,,
88,Debi Nova @debinova,206000.0,2.61,Costa Rica,Entertainment and Music Marketing and Advertising Music Actors,61800.0,instagram,costa-rica,False,2024,Knowledge&Info,MAPPED,,
89,Pamela Cascante @pamelacascante,201600.0,8.25,Costa Rica,Arts and Crafts Careers,60500.0,instagram,costa-rica,False,2024,Lifestyle,MAPPED,,
90,Edgar Silva @edgarsilvacr,200300.0,0.41,Costa Rica,Life and Society Actors,60100.0,instagram,costa-rica,False,2024,Knowledge&Info,MAPPED,,
91,Alan Jesus Hidalgo @alanhid,198600.0,1.3,Costa Rica,Finance Automotive Music Entrepreneur,59600.0,instagram,costa-rica,False,2024,Knowledge&Info,MAPPED,,
92,Kenneth Tencio OLY @kennethtencio,198100.0,3.68,Costa Rica,Sports Auto and Vehicles Music Riders,59400.0,instagram,costa-rica,False,2024,Sports,MAPPED,,
93,Steve Perez Munoz @steveperezm,195200.0,10.96,Costa Rica,Home and Garden,58500.0,instagram,costa-rica,False,2024,Lifestyle,MAPPED,,
