rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,id,topic_of_influence_en
12,Karol G @karolg,51900000.0,3.8,Colombia,Entertainment and Music,15600000.0,tiktok,czechia,False,2024,Music,MAPPED,,
13,Michael Le @justmaiko,51400000.0,,Vietnam,,15400000.0,tiktok,czechia,False,2024,,,,
14,BTS @bts_official_bighit,51000000.0,1.0,,Entertainment and Music,15300000.0,tiktok,czechia,False,2024,Music,MAPPED,,
15,BILLIE EILISH @billieeilish,51000000.0,,,,15300000.0,tiktok,czechia,False,2024,,,,
16,JoJo Siwa @itsjojosiwa,45600000.0,0.3,United States,Entertainment and Music,13700000.0,tiktok,czechia,False,2024,Music,MAPPED,,
17,ESPN @espn,44000000.0,,,Entertainment and Music,13200000.0,tiktok,czechia,False,2024,Music,MAPPED,,
18,Junya/じゅんや @junya1gou,42800000.0,,,,12800000.0,tiktok,czechia,False,2024,,,,
19,ХОМЯК @homm9k,42100000.0,,,Fashion and Accessories,12600000.0,tiktok,czechia,False,2024,Beauty&Fashion,MAPPED,,
20,XO Team @xoteam,41400000.0,,,Entertainment and Music,12400000.0,tiktok,czechia,False,2024,Music,MAPPED,,
21,ROD🫠 @elrodcontreras,41100000.0,,,Entertainment and Music,12300000.0,tiktok,czechia,False,2024,Music,MAPPED,,
22,Joe @joealbanese,40800000.0,,,family Entertainment and Music,12200000.0,tiktok,czechia,False,2024,Music,MAPPED,,
23,Gordon Ramsay @gordonramsayofficial,40000000.0,1.1,United Kingdom,Food,12000000.0,tiktok,czechia,False,2024,Lifestyle,MAPPED,,
24,Carlos Feria @carlosferiag,39200000.0,,,,11800000.0,tiktok,czechia,False,2024,,,,
25,ondy mikula @ondymikula,38800000.0,,,,11600000.0,tiktok,czechia,False,2024,,,,
26,Scott 🔥 @scottsreality,38400000.0,0.2,,Entertainment and Music,11500000.0,tiktok,czechia,False,2024,Music,MAPPED,,
27,Shakira @shakira,38200000.0,2.0,,,11500000.0,tiktok,czechia,False,2024,,,,
28,Barstool Sports @barstoolsports,36900000.0,0.1,United States,Entertainment and Music Sports,11100000.0,tiktok,czechia,False,2024,Sports,MAPPED,,
29,James Charles @jamescharles,36200000.0,,United States,Beauty and Self Care Arts and Crafts,10900000.0,tiktok,czechia,False,2024,Beauty&Fashion,MAPPED,,
30,kyle thomas 🌿 @kylethomas,35400000.0,0.1,,,10600000.0,tiktok,czechia,False,2024,,,,
31,Q Park @qpark,35200000.0,,,,10600000.0,tiktok,czechia,False,2024,,,,
32,GIL CROES @gilmhercroes,35100000.0,,,Entertainment and Music,10500000.0,tiktok,czechia,False,2024,Music,MAPPED,,
33,Kevin Hart @imkevinhart,34800000.0,1.7,United States,Entertainment and Music,10400000.0,tiktok,czechia,False,2024,Music,MAPPED,,
34,Kirya Kolesnikov @thekiryalife,34700000.0,,,Entertainment and Music Funny,10400000.0,tiktok,czechia,False,2024,Music,MAPPED,,
35,arianagrande @arianagrande,34400000.0,,,Entertainment and Music,10300000.0,tiktok,czechia,False,2024,Music,MAPPED,,
36,Pongámoslo a Prueba @pongamoslo_a_prueba,34200000.0,,,,10300000.0,tiktok,czechia,False,2024,,,,
37,ThatLittlePuff @thatlittlepuff,33500000.0,0.6,,Pets,10100000.0,tiktok,czechia,False,2024,Lifestyle,MAPPED,,
38,Montpantoja @montpantoja,33300000.0,,,,10000000.0,tiktok,czechia,False,2024,,,,
39,Devon Rodriguez @devonrodriguezart,32100000.0,0.2,United States,Arts and Crafts Education Upskilling,9600000.0,tiktok,czechia,False,2024,Knowledge&Info,MAPPED,,
40,Bad Bunny @badbunny,31800000.0,18.4,Puerto Rico,,9500000.0,tiktok,czechia,False,2024,,,,
41,Brooke Monk @brookemonk_,31700000.0,2.1,United States,Entertainment and Music Funny,9500000.0,tiktok,czechia,False,2024,Music,MAPPED,,
42,Indi skovar @indiskovar3.0,31600000.0,0.4,,Entertainment and Music,9500000.0,tiktok,czechia,False,2024,Music,MAPPED,,
43,Lele Pons @lelepons,31500000.0,0.9,United States,,9500000.0,tiktok,czechia,False,2024,,,,
44,Stokes Twins @stokestwins,31200000.0,,United States,Entertainment and Music,9400000.0,tiktok,czechia,False,2024,Music,MAPPED,,
45,Kira Kosarin @kirakosarin,31100000.0,0.7,,Entertainment and Music,9300000.0,tiktok,czechia,False,2024,Music,MAPPED,,
46,La Rosalia @rosalia,30900000.0,,Spain,,9300000.0,tiktok,czechia,False,2024,,,,
47,Alejandro Nieto @soybans,30400000.0,,Colombia,,9100000.0,tiktok,czechia,False,2024,,,,
48,Michel Chavez @its.michhh,30200000.0,,Mexico,,9100000.0,tiktok,czechia,False,2024,,,,
49,Liza Koshy @lizzza,30200000.0,,United States,,9100000.0,tiktok,czechia,False,2024,,,,
50,beca @beca,29200000.0,1.0,Brazil,Travel,8800000.0,tiktok,czechia,False,2024,Lifestyle,MAPPED,,
51,Topper Guild @topperguild,29000000.0,,United States,Entertainment and Music Celebrity,8700000.0,tiktok,czechia,False,2024,Music,MAPPED,,
52,Ignacia Antonia👑 @ignaciaa_antonia,28200000.0,,Chile,Beauty and Self Care,8500000.0,tiktok,czechia,False,2024,Beauty&Fashion,MAPPED,,
53,Camilo @camilo,28000000.0,,,Entertainment and Music,8400000.0,tiktok,czechia,False,2024,Music,MAPPED,,
54,Daniel Ibarra @juandaniel.ibarra,27600000.0,,,Entertainment and Music,8300000.000000001,tiktok,czechia,False,2024,Music,MAPPED,,
55,시아지우 sia_jiwoo @sia_jiwoo,27500000.0,0.2,South Korea,,8300000.000000001,tiktok,czechia,False,2024,,,,
56,Lexi Rivera @lexibrookerivera,27100000.0,4.5,,,8100000.0,tiktok,czechia,False,2024,,,,
57,KEEMOKAZI @keemokazi,27000000.0,,,Entertainment and Music,8100000.0,tiktok,czechia,False,2024,Music,MAPPED,,
58,psg @psg,26700000.0,,,Sports,8000000.0,tiktok,czechia,False,2024,Sports,MAPPED,,
59,JeisonGiraldo @jeison_giraldo,26300000.0,,,family Romance and Wedding,7900000.0,tiktok,czechia,False,2024,Beauty&Fashion,MAPPED,,
60,JeanCarlo Leon @jashlem,26300000.0,,,,7900000.0,tiktok,czechia,False,2024,,,,
61,Jimena @jimena.jimenezr,26100000.0,1.2,,Funny,7800000.0,tiktok,czechia,False,2024,Entertainment,MAPPED,,
62,Doja Cat @dojacat,26000000.0,0.1,United States,Entertainment and Music,7800000.0,tiktok,czechia,False,2024,Music,MAPPED,,
63,Bader Al Safar @baderalsafar,26000000.0,,Kuwait,Fashion and Accessories,7800000.0,tiktok,czechia,False,2024,Beauty&Fashion,MAPPED,,
64,DAVID DOBRIK @daviddobrik,26000000.0,,United States,Entertainment and Music Funny,7800000.0,tiktok,czechia,False,2024,Music,MAPPED,,
65,LARRAY @larrayeeee,25900000.0,,,Entertainment and Music,7800000.0,tiktok,czechia,False,2024,Music,MAPPED,,
66,Era Ays @era_ays,25900000.0,,,,7800000.0,tiktok,czechia,False,2024,,,,
67,Karla Bustillos ❤️ @karla.bustillos,25700000.0,0.1,,,7700000.0,tiktok,czechia,False,2024,,,,
68,BORREGO @lagranjadelborrego,25700000.0,4.6,,,7700000.0,tiktok,czechia,False,2024,,,,
69,Arnaldo Mangini @arnaldomangini,25400000.0,,,Beauty and Self Care Funny,7600000.0,tiktok,czechia,False,2024,Beauty&Fashion,MAPPED,,
70,Jaykindafunny @jaykindafunny8,25400000.0,,,Funny,7600000.0,tiktok,czechia,False,2024,Entertainment,MAPPED,,
71,Malu Trevejo @malutrevejo,25200000.0,,,,7600000.0,tiktok,czechia,False,2024,,,,
72,AriGameplays @arigameplays,25100000.0,1.0,,Games,7500000.0,tiktok,czechia,False,2024,Tech&Gaming,MAPPED,,
73,Dina @dina,24900000.0,0.6,,,7500000.0,tiktok,czechia,False,2024,,,,
74,DonaldDucc 🦆 @donaldducc,24700000.0,,,Animals,7400000.0,tiktok,czechia,False,2024,Lifestyle,MAPPED,,
75,adrilatinatv @adrilatinatv,24500000.0,,,,7400000.0,tiktok,czechia,False,2024,,,,
76,Victor Melo @victormelo,24500000.0,,,,7400000.0,tiktok,czechia,False,2024,,,,
77,Chingu Amiga @chinguamiga,24100000.0,,,Food Beauty and Self Care,7200000.0,tiktok,czechia,False,2024,Beauty&Fashion,MAPPED,,
78,The Mannii Show @the_mannii,24000000.0,0.8,,Entertainment and Music Funny,7200000.0,tiktok,czechia,False,2024,Music,MAPPED,,
79,Terry Crews @terrycrews,23900000.0,0.4,United States,Entertainment and Music Celebrity,7200000.0,tiktok,czechia,False,2024,Music,MAPPED,,
80,Jacob Sartorius @jacobsartorius,23700000.0,,United States,Entertainment and Music,7100000.0,tiktok,czechia,False,2024,Music,MAPPED,,
81,Luara @luara,23600000.0,0.6,,,7100000.0,tiktok,czechia,False,2024,,,,
82,Nicolle Figueroa @nicollefigueroaa,23400000.0,5.1,,,7000000.0,tiktok,czechia,False,2024,,,,
83,Ryan Reynolds @vancityreynolds,22900000.0,8.5,Canada,,6900000.0,tiktok,czechia,False,2024,,,,
84,Lauren Godwin @laurengodwin,22600000.0,0.3,United States,Entertainment and Music family,6800000.0,tiktok,czechia,False,2024,Music,MAPPED,,
85,mingweirocks @mingweirocks,22500000.0,,,,6800000.0,tiktok,czechia,False,2024,,,,
86,Cardi B @iamcardib,22400000.0,8.0,,,6700000.0,tiktok,czechia,False,2024,,,,
87,Latiktokeuse869 @latiktokeuse869,22200000.0,,,Funny Entertainment and Music,6700000.0,tiktok,czechia,False,2024,Music,MAPPED,,
88,Mackenzie Ziegler @mackenzieziegler,22100000.0,,,,6600000.0,tiktok,czechia,False,2024,,,,
89,Lance Stewart @lance210,22100000.0,,United States,Entertainment and Music,6600000.0,tiktok,czechia,False,2024,Music,MAPPED,,
90,Anitta @anitta,22100000.0,0.8,,,6600000.0,tiktok,czechia,False,2024,,,,
91,Marrkadams @marrkadams,22100000.0,,,,6600000.0,tiktok,czechia,False,2024,,,,
92,ROMINA @rominagafur,22000000.0,0.2,United States,Entertainment and Music,6600000.0,tiktok,czechia,False,2024,Music,MAPPED,,
93,창하CHANGHA @chang._.a,22000000.0,,,,6600000.0,tiktok,czechia,False,2024,,,,
94,josi @jmartineze_,21900000.0,,,Funny,6600000.0,tiktok,czechia,False,2024,Entertainment,MAPPED,,
95,Caín Guzmán @cainguzman,21900000.0,,,Entertainment and Music,6600000.0,tiktok,czechia,False,2024,Music,MAPPED,,
96,Bryce Hall @brycehall,21500000.0,,United States,Entertainment and Music,6500000.0,tiktok,czechia,False,2024,Music,MAPPED,,
97,온오빠 On Oppa @korea.on,21500000.0,,,Entertainment and Music,6500000.0,tiktok,czechia,False,2024,Music,MAPPED,,
98,Seany @seandoesmagic,21300000.0,,,,6400000.0,tiktok,czechia,False,2024,,,,
99,Pk @pkllipe,21300000.0,2.6,,,6400000.0,tiktok,czechia,False,2024,,,,
100,The Hype House @thehypehouse,21100000.0,,,Entertainment and Music,6300000.0,tiktok,czechia,False,2024,Music,MAPPED,,
1,Julemanden fra Skive @julemandenfraskive,2100000.0,,Denmark,Entertainment and Music,630000.0,tiktok,denmark,False,2024,Music,MAPPED,,
2,"Sav • PharmD, IBCLC @rx0rcist",1300000.0,1.4,Denmark,Product Showcase Education Finance,390000.0,tiktok,denmark,False,2024,Beauty&Fashion,MAPPED,,
3,لمبة Lampa @lampa_gaming,1300000.0,,Denmark,Games,390000.0,tiktok,denmark,False,2024,Tech&Gaming,MAPPED,,
4,Kelly Louise Killjoy @kellylouisekilljoy,1200000.0,0.1,Denmark,Fashion and Accessories,360000.0,tiktok,denmark,False,2024,Beauty&Fashion,MAPPED,,
5,Lukas Graham @lukasgraham,981000.0,,Denmark,Entertainment and Music,294300.0,tiktok,denmark,False,2024,Music,MAPPED,,
6,Stanley @stanley.mov,942600.0,,Denmark,,282800.0,tiktok,denmark,False,2024,,,,
7,Brianmengel @brianmengel,830900.0,,Denmark,Sports,249300.0,tiktok,denmark,False,2024,Sports,MAPPED,,
8,fidget._.toys @www.fidget._.toys,802000.0,,Denmark,,240600.0,tiktok,denmark,False,2024,,,,
9,Leona Nørskov Jørgen @norskovmusic,695400.0,0.1,Denmark,,208600.0,tiktok,denmark,False,2024,,,,
10,Missenell @missenell,689500.0,,Denmark,,206900.0,tiktok,denmark,False,2024,,,,
11,ana @ana.artzz,640200.0,2.5,Denmark,,192100.0,tiktok,denmark,False,2024,,,,
12,Alexander Clausen @alexanderclausen11,591200.0,,Denmark,,177400.0,tiktok,denmark,False,2024,,,,
13,blue_blood_cfc 🐢 @blue_blood_cfc,527600.0,0.2,Denmark,Sports,158300.0,tiktok,denmark,False,2024,Sports,MAPPED,,
14,T @migthbelookingfor,486100.0,,Denmark,,145800.0,tiktok,denmark,False,2024,,,,
15,Michael Linnet @michaellinnet,452600.0,,Denmark,,135800.0,tiktok,denmark,False,2024,,,,
16,Tonsser @tonsser,441300.0,,Denmark,Sports,132400.0,tiktok,denmark,False,2024,Sports,MAPPED,,
17,Danish @danish_official33,407200.0,,Denmark,,122200.0,tiktok,denmark,False,2024,,,,
18,ILHAN @turkprotiktok,403800.0,0.2,Denmark,,121100.0,tiktok,denmark,False,2024,,,,
19,꧁𝐀𝐜𝐓𝐢𝐕𝐨꧂ @xx_.tae_hyung,384700.0,,Denmark,,115400.0,tiktok,denmark,False,2024,,,,
20,Crainer @crainer,382000.0,0.1,Denmark,,114600.0,tiktok,denmark,False,2024,,,,
21,Twitchin_Plays @twitchin_plays,375000.0,,Denmark,,112500.0,tiktok,denmark,False,2024,,,,
22,abstract eco-artist @rachelmishaelstudio,364900.0,,Denmark,Arts and Crafts,109500.0,tiktok,denmark,False,2024,Lifestyle,MAPPED,,
23,ariakaltun @ariakaltun,361900.0,0.3,Denmark,Fashion and Accessories Photography,108600.0,tiktok,denmark,False,2024,Beauty&Fashion,MAPPED,,
24,Oumar Koné 🇩🇰🇨🇮🇧🇷 @oumarkone882,357000.0,,Denmark,,107100.0,tiktok,denmark,False,2024,,,,
25,Copenhagen Bandit @copenhagenbandit420,354800.0,0.4,Denmark,Entertainment and Music,106400.0,tiktok,denmark,False,2024,Music,MAPPED,,
26,Lalee Records @laleerecords,337900.0,,Denmark,,101400.0,tiktok,denmark,False,2024,,,,
27,陈文龙 @wenniedapoo,314500.0,0.2,Denmark,,94400.0,tiktok,denmark,False,2024,,,,
28,Hubertthegolden @hubertthegoldenretriever,314300.0,,Denmark,,94300.0,tiktok,denmark,False,2024,,,,
29,Mathilde & Rosa @mathildeandrosa,304100.0,1.6,Denmark,Entertainment and Music,91200.0,tiktok,denmark,False,2024,Music,MAPPED,,
30,Monty & Molly @montyandmolly,299200.0,,Denmark,Pets,89800.0,tiktok,denmark,False,2024,Lifestyle,MAPPED,,
31,KRINGE @_kringe_,283200.0,,Denmark,,85000.0,tiktok,denmark,False,2024,,,,
32,Irich Denmark @iuynsm,278200.0,2.8,Denmark,,83500.0,tiktok,denmark,False,2024,,,,
33,Lava Dali @melissa4.da,276200.0,,Denmark,,82900.0,tiktok,denmark,False,2024,,,,
34,D A N İ S K A 😈 @daniskayedek,269200.0,,Denmark,,80800.0,tiktok,denmark,False,2024,,,,
35,Rasmus Schandorff @schandiii,262900.0,,Denmark,,78900.0,tiktok,denmark,False,2024,,,,
36,WTF Is Fashion @wtfisfashion,262800.0,,Denmark,Fashion and Accessories,78800.0,tiktok,denmark,False,2024,Beauty&Fashion,MAPPED,,
37,Road to 500k😎 @jokes_and._memes,257500.0,,Denmark,,77300.0,tiktok,denmark,False,2024,,,,
38,Peddey @peddey,254000.0,,Denmark,Fashion and Accessories,76200.0,tiktok,denmark,False,2024,Beauty&Fashion,MAPPED,,
39,M.AlMahdi🩺 @m.al.mahdi,250800.0,0.2,Denmark,Education,75200.0,tiktok,denmark,False,2024,Knowledge&Info,MAPPED,,
40,Kasper @kaspermoose,237300.0,0.3,Denmark,Travel Arts and Crafts Fashion and Accessories,71200.0,tiktok,denmark,False,2024,Beauty&Fashion,MAPPED,,
41,Joel Hyrland @joeladamhyrland,223200.0,1.4,Denmark,Funny,67000.0,tiktok,denmark,False,2024,Entertainment,MAPPED,,
42,Idk lol @justxaxel,217600.0,,Denmark,Games,65300.0,tiktok,denmark,False,2024,Tech&Gaming,MAPPED,,
43,Filippa @filippareuter,205500.0,,Denmark,Life and Society,61700.0,tiktok,denmark,False,2024,Knowledge&Info,MAPPED,,
44,Cecilie Lind @clind1,193800.0,,Denmark,Sports,58100.0,tiktok,denmark,False,2024,Sports,MAPPED,,
45,Unisport @unisportstore,187300.0,0.2,Denmark,,56200.0,tiktok,denmark,False,2024,,,,
46,Kira-Sofie Møller Nielsen @kiraofficial_,181600.0,,Denmark,Entertainment and Music,54500.0,tiktok,denmark,False,2024,Music,MAPPED,,
47,MayMcg @maymcg,174000.0,,Denmark,,52200.0,tiktok,denmark,False,2024,,,,
48,Marcusmnielsen @marcusmnielsen,170900.0,,Denmark,Outdoor Activity,51300.0,tiktok,denmark,False,2024,Sports,MAPPED,,
49,andersandenmatthesen @andersandenmatthesen,157300.0,0.2,Denmark,,47200.0,tiktok,denmark,False,2024,,,,
50,Thomas Lindegaard Madsen @captainthomas_officiall,155900.0,0.6,Denmark,,46800.0,tiktok,denmark,False,2024,,,,
51,Ceciliesigg @ceciliesigg123,155100.0,0.1,Denmark,,46500.0,tiktok,denmark,False,2024,,,,
52,Cyanide and happinessfp @cyanide.and.happinessfpp,152600.0,,Denmark,Video Gaming,45800.0,tiktok,denmark,False,2024,Tech&Gaming,MAPPED,,
53,Patrick Will @patrick__will,152400.0,,Denmark,,45700.0,tiktok,denmark,False,2024,,,,
54,The.Simpsons_Videos @the.simpsons_videos,150800.0,,Denmark,,45200.0,tiktok,denmark,False,2024,,,,
55,∂αииγ @danny.sn16,150100.0,,Denmark,Fitness and Health,45000.0,tiktok,denmark,False,2024,Sports,MAPPED,,
56,Nasty Turbo enjoyer @horrocitty,148000.0,,Denmark,Animation and Cosplay,44400.0,tiktok,denmark,False,2024,Tech&Gaming,MAPPED,,
57,Simone_Christensen @simone_christensen1,144900.0,,Denmark,Fitness and Health,43500.0,tiktok,denmark,False,2024,Sports,MAPPED,,
58,DanishOo❤ @hidayat_danish,144600.0,,Denmark,,43400.0,tiktok,denmark,False,2024,,,,
59,"Danish aliaho 110, @danishaliaho110",144500.0,,Denmark,,43400.0,tiktok,denmark,False,2024,,,,
60,RasmusBartender @rasmusbartender,143300.0,,Denmark,,43000.0,tiktok,denmark,False,2024,,,,
61,Samlemum @salomonstampe,141100.0,0.5,Denmark,,42300.0,tiktok,denmark,False,2024,,,,
62,✨preppy✨ @x.love_wqq.x,141000.0,,Denmark,,42300.0,tiktok,denmark,False,2024,,,,
63,Victor Rosborg @victorrosborg,140300.0,0.4,Denmark,,42100.0,tiktok,denmark,False,2024,,,,
64,Sarah💚 @saraheplesner,139800.0,,Denmark,,41900.0,tiktok,denmark,False,2024,,,,
65,Aija @aija_vil,138300.0,,Denmark,,41500.0,tiktok,denmark,False,2024,,,,
66,LouLiving @louisebjerre,137800.0,,Denmark,Fashion and Accessories,41300.0,tiktok,denmark,False,2024,Beauty&Fashion,MAPPED,,
67,Tiny_Jekylland_ @lichts_friends,130600.0,,Denmark,,39200.0,tiktok,denmark,False,2024,,,,
68,Tobias Vermund💎 @let_me_dream,128700.0,,Denmark,Sports,38600.0,tiktok,denmark,False,2024,Sports,MAPPED,,
69,"Tak for 1,5M likes @nicklaskany",127000.0,,Denmark,Automotive,38100.0,tiktok,denmark,False,2024,Tech&Gaming,MAPPED,,
70,Lady Natalia @sermamayviajera,121800.0,,Denmark,,36500.0,tiktok,denmark,False,2024,,,,
71,CAMILLA FREDERIKKE @camillafrederikke,117900.0,,Denmark,,35400.0,tiktok,denmark,False,2024,,,,
72,King of Cringe Content @joshibyjoshi,108700.0,,Denmark,Entertainment and Music,32600.0,tiktok,denmark,False,2024,Music,MAPPED,,
73,Mathilde Olsen @mathildeolsennn,106200.0,0.4,Denmark,Fashion and Accessories,31900.0,tiktok,denmark,False,2024,Beauty&Fashion,MAPPED,,
74,Abdi Shawarma @abdi.shawarma,103800.0,0.7,Denmark,,31100.0,tiktok,denmark,False,2024,,,,
75,KavitaKhadka @kabita_khadka,103000.0,0.1,Denmark,,30900.0,tiktok,denmark,False,2024,,,,
76,Ditte Jochumsen @dittepip,98700.0,,Denmark,,29600.0,tiktok,denmark,False,2024,,,,
77,🤠 @pink_fluffy.socks,97700.0,,Denmark,,29300.0,tiktok,denmark,False,2024,,,,
78,ชื่อ กานต์นะ🪴🩺👩🏻‍⚕️ @lalita.kan_27,97600.0,,Denmark,,29300.0,tiktok,denmark,False,2024,,,,
79,<33 @landaalfred15,96300.0,121.0,Denmark,,28900.0,tiktok,denmark,False,2024,,,,
80,Ericka Jane @erickajane,95800.0,,Denmark,,28700.0,tiktok,denmark,False,2024,,,,
81,Frederikke Lafrenz @fredelafrenz,94500.0,1.3,Denmark,Funny,28400.0,tiktok,denmark,False,2024,Entertainment,MAPPED,,
82,Flemming Jensen @flemmingjensen23,89100.0,0.1,Denmark,Entertainment and Music,26700.0,tiktok,denmark,False,2024,Music,MAPPED,,
83,Op’s🥷🏽 @opalsiefert,84000.0,,Denmark,,25200.0,tiktok,denmark,False,2024,,,,
84,💝هدير💝 @hadir_mohamed123,78000.0,,Denmark,,23400.0,tiktok,denmark,False,2024,,,,
85,Lezan&hamud @lezanhamud,78000.0,,Denmark,,23400.0,tiktok,denmark,False,2024,,,,
86,Rasmus Brohave @brohaven,76800.0,0.6,Denmark,,23000.0,tiktok,denmark,False,2024,,,,
87,Dorthe @deebytes,72200.0,,Denmark,Life and Society,21700.0,tiktok,denmark,False,2024,Knowledge&Info,MAPPED,,
88,Reddrix 🇩🇰🇵🇭 @reddrix,70700.0,,Denmark,Entertainment and Music,21200.0,tiktok,denmark,False,2024,Music,MAPPED,,
89,Djurs Sommerland @djurssommerland,69600.0,,Denmark,,20900.0,tiktok,denmark,False,2024,,,,
90,Brumus @brumus,64700.0,0.3,Denmark,,19400.0,tiktok,denmark,False,2024,,,,
91,Mina Serene🕊 @minaserene,61300.0,0.2,Denmark,,18400.0,tiktok,denmark,False,2024,,,,
92,Frederikke Borst Hansen @frederikkeborst,58100.0,0.2,Denmark,,17400.0,tiktok,denmark,False,2024,,,,
93,Shahzad @shl_dk,57400.0,,Denmark,,17200.0,tiktok,denmark,False,2024,,,,
94,Bendy Boo @monobearxd,56300.0,,Denmark,Animation and Cosplay,16900.0,tiktok,denmark,False,2024,Tech&Gaming,MAPPED,,
95,Naklito👑 @m_nakli,52600.0,0.2,Denmark,Business and Finance,15800.0,tiktok,denmark,False,2024,Knowledge&Info,MAPPED,,
96,Patty @pattycosplay,52200.0,,Denmark,,15700.0,tiktok,denmark,False,2024,,,,
97,AMANDA ELONGA STAALSØ 🇩🇰🇨🇩 @amanda_staalsoe,48800.0,,Denmark,Sports Fitness and Health,14600.0,tiktok,denmark,False,2024,Sports,MAPPED,,
98,𝑵𝑰𝒍𝒐𝒋𝒂𝒏 ༒︎❤︎༒︎ 𝐝𝐞𝐧𝐮 @lovelynilo2,47900.0,,Denmark,,14400.0,tiktok,denmark,False,2024,,,,
99,Magnus Carl @magnus_carl_,47700.0,,Denmark,,14300.0,tiktok,denmark,False,2024,,,,
100,Majbritt Due Christi @tantemajbritt,46700.0,,Denmark,Funny,14000.0,tiktok,denmark,False,2024,Entertainment,MAPPED,,
1,MR ZEO 🇩🇴 @mrzeooficial,16900000.0,,Dominican Republic,,5100000.0,tiktok,dominican-republic,False,2024,,,,
2,Natti Natasha @nattinatasha,14700000.0,,Dominican Republic,,4400000.0,tiktok,dominican-republic,False,2024,,,,
3,Miketoks @miketoks,13200000.0,,Dominican Republic,Entertainment and Music,4000000.0,tiktok,dominican-republic,False,2024,Music,MAPPED,,
4,NOVELPOPPYS @novelpoppys,4300000.0,2.9,Dominican Republic,,1300000.0,tiktok,dominican-republic,False,2024,,,,
5,Denise Mercedes @denisemmercedes,3500000.0,,Dominican Republic,,1100000.0,tiktok,dominican-republic,False,2024,,,,
6,Key Guzman❤️🇩🇴 @keys.guzman09,3200000.0,,Dominican Republic,Funny,960000.0,tiktok,dominican-republic,False,2024,Entertainment,MAPPED,,
7,Luis 🦂 @luisduvalnm,2800000.0,,Dominican Republic,,840000.0,tiktok,dominican-republic,False,2024,,,,
8,Yesenia Then Oficial @yeseniathenoficial,2700000.0,0.2,Dominican Republic,Education,810000.0,tiktok,dominican-republic,False,2024,Knowledge&Info,MAPPED,,
9,Nicole @nico1eodeon,2700000.0,,Dominican Republic,Fashion and Accessories,810000.0,tiktok,dominican-republic,False,2024,Beauty&Fashion,MAPPED,,
10,Gaby Mejia @gaabymejia,2700000.0,,Dominican Republic,Fashion and Accessories,810000.0,tiktok,dominican-republic,False,2024,Beauty&Fashion,MAPPED,,
11,Jacqueline Viteri @escueladeetiqueta,2600000.0,,Dominican Republic,Education,780000.0,tiktok,dominican-republic,False,2024,Knowledge&Info,MAPPED,,
12,ronny jimenez @ronnyjimeneztv,2600000.0,,Dominican Republic,,780000.0,tiktok,dominican-republic,False,2024,,,,
13,Dante ™️ @ayeitsdante,2500000.0,,Dominican Republic,,750000.0,tiktok,dominican-republic,False,2024,,,,
14,𝓡𝓲𝓬𝓴🧸 @rick_willian23,2100000.0,,Dominican Republic,,630000.0,tiktok,dominican-republic,False,2024,,,,
15,Harnel @xharnel,2100000.0,,Dominican Republic,,630000.0,tiktok,dominican-republic,False,2024,,,,
16,Alex&Jessica @alexandjessicaa,1600000.0,,Dominican Republic,Entertainment and Music,480000.0,tiktok,dominican-republic,False,2024,Music,MAPPED,,
17,YonauryBeato @yonaurybeato,1400000.0,,Dominican Republic,Fashion and Accessories,420000.0,tiktok,dominican-republic,False,2024,Beauty&Fashion,MAPPED,,
18,Karlita @karlarivaspovs,1400000.0,,Dominican Republic,,420000.0,tiktok,dominican-republic,False,2024,,,,
19,El Domi🇩🇴 @jdbergar,1200000.0,,Dominican Republic,,360000.0,tiktok,dominican-republic,False,2024,,,,
20,wilbert comedy🇩🇴 @wilbertcomedy,1200000.0,,Dominican Republic,Entertainment and Music Celebrity,360000.0,tiktok,dominican-republic,False,2024,Music,MAPPED,,
21,𝐀𝐧𝐝𝐫𝐲 𝐕𝐨𝐥𝐚𝐧𝐭𝐚↯ @andryvolanta,1200000.0,,Dominican Republic,,360000.0,tiktok,dominican-republic,False,2024,,,,
22,lilibeth @lilibeth0718,1200000.0,,Dominican Republic,,360000.0,tiktok,dominican-republic,False,2024,,,,
23,Jorge Geronimo @joshrgero,1100000.0,,Dominican Republic,,330000.0,tiktok,dominican-republic,False,2024,,,,
24,Clarissa Molina @clarissamolinac,1100000.0,,Dominican Republic,,330000.0,tiktok,dominican-republic,False,2024,,,,
25,Damari Nicole 🧚🏾‍♀️💘 @_.nicoletteee,1000000.0,,Dominican Republic,,300000.0,tiktok,dominican-republic,False,2024,,,,
26,New_joisramirez @new_joisramirez,999100.0,,Dominican Republic,,299700.0,tiktok,dominican-republic,False,2024,,,,
27,🐾🌸Estefany 🌸🐾 @yiliannydelacruz0,998500.0,,Dominican Republic,,299600.0,tiktok,dominican-republic,False,2024,,,,
28,thisisgabilivin @gabi_livin,979700.0,,Dominican Republic,Entertainment and Music,293900.0,tiktok,dominican-republic,False,2024,Music,MAPPED,,
29,Alexander.lyrics👑 @alexander.lyrics,960100.0,,Dominican Republic,,288000.0,tiktok,dominican-republic,False,2024,,,,
30,Fitmariela @fitmariela,950000.0,,Dominican Republic,Fitness,285000.0,tiktok,dominican-republic,False,2024,Sports,MAPPED,,
