rank,name_youtube,handle_youtube,audience_country,followers,category_1,views_avg,likes_avg,comments_avg,category_2,category_unified,category_status,_platform,_month,_year
817,OGGY,OGGY,,11100000.0,,297300.0,2600.0,0.0,,,,youtube,september,2022
818,DemolitionRanch,DemolitionRanch,United States,11000000.0,Video games,1600000.0,75900.0,8800.0,,Tech&Gaming,MAPPED,youtube,september,2022
819,Barbie,barbie,,11000000.0,,158700.0,1100.0,0.0,,,,youtube,september,2022
820,핑크퐁 (인기 동요・동화),pinkfongko,Algeria,11000000.0,Education,55400.0,140.0,0.0,,Knowledge&Info,MAPPED,youtube,september,2022
821,ExplosmEntertainment,ExplosmEntertainment,United States,11000000.0,Movies,278700.0,18400.0,235.0,Animation,Entertainment,MAPPED,youtube,september,2022
822,Coisa de Nerd,coisadenerd,Brazil,11000000.0,Design/art,588300.0,70800.0,1200.0,,Lifestyle,MAPPED,youtube,september,2022
823,Hueva,XHuevaX,Mexico,11000000.0,Video games,656900.0,16300.0,407.0,,Tech&Gaming,MAPPED,youtube,september,2022
824,Emily Tube,Emily Tube,,11000000.0,Animation,75400.0,14.0,0.0,Toys,Entertainment,MAPPED,youtube,september,2022
825,TrapMusicHDTV,TrapMusicHDTV,United States,11000000.0,,0.0,0.0,0.0,,,,youtube,september,2022
826,Oum Walid,Oum Walid,Algeria,11000000.0,Education,308900.0,19200.0,1500.0,,Knowledge&Info,MAPPED,youtube,september,2022
827,Levinho,Levinho,India,11000000.0,,225200.0,20300.0,592.0,,,,youtube,september,2022
828,TWO SIDE GAMERS,TWO SIDE GAMERS,India,11000000.0,,724200.0,58800.0,3300.0,,,,youtube,september,2022
829,IShowSpeed,IShowSpeed,United States,11000000.0,Video games,1800000.0,73000.0,3500.0,Humor,Tech&Gaming,MAPPED,youtube,september,2022
830,RS 1313 SHORTS,RS 1313 SHORTS,India,11000000.0,,253300.0,13000.0,28.0,,,,youtube,september,2022
831,JP Plays,jpgameplayfull,Brazil,11000000.0,Video games,190500.0,8900.0,132.0,,Tech&Gaming,MAPPED,youtube,september,2022
832,Telugu Filmnagar,telugufilmnagar,India,11000000.0,,3500.0,61.0,2.0,,,,youtube,september,2022
833,Kênh Thiếu Nhi - BHMEDIA,doctruyencotich,United States,11000000.0,Music & Dance,17000.0,62.0,0.0,Animation,Music,MAPPED,youtube,september,2022
834,Rachit Rojha,Rachit Rojha,India,11000000.0,,5200000.0,108200.0,5500.0,,,,youtube,september,2022
835,BIBO и Игрушки,BIBO и Игрушки,,11000000.0,Animation,0.0,0.0,0.0,Toys,Entertainment,MAPPED,youtube,september,2022
836,HikakinTV,HikakinTV,Japan,11000000.0,Music & Dance,2800000.0,73900.0,5100.0,Humor,Music,MAPPED,youtube,september,2022
837,Slogo,Slogomanify,United States,11000000.0,Video games,377400.0,13700.0,590.0,,Tech&Gaming,MAPPED,youtube,september,2022
838,SagaHits,sagahits,India,10900000.0,Music & Dance,28100.0,1300.0,84.0,,Music,MAPPED,youtube,september,2022
839,Games EduUu,GamesEduUu,Brazil,10900000.0,Movies,1500000.0,190500.0,5000.0,Toys,Entertainment,MAPPED,youtube,september,2022
840,OYUNCAKOYNUYORUM,OYUNCAKOYNUYORUM,,10900000.0,,198000.0,850.0,0.0,,,,youtube,september,2022
841,NEXT9NEWS हर खबर आप तक,NEXT9NEWS हर खबर आप तक,India,10900000.0,News & Politics,5000.0,37.0,2.0,,Knowledge&Info,MAPPED,youtube,september,2022
842,Juanpa Zurita,Juanpa Zurita,Mexico,10900000.0,,454600.0,28200.0,883.0,,,,youtube,september,2022
843,Jessica Jane,Jessica Jane,Indonesia,10900000.0,Food & Drinks,1200000.0,39300.0,861.0,,Lifestyle,MAPPED,youtube,september,2022
844,AlJazeera Channel قناة الجزيرة,aljazeerachannel,Morocco,10900000.0,News & Politics,7800.0,112.0,35.0,,Knowledge&Info,MAPPED,youtube,september,2022
845,Mundo Bita,mrplotvideos,,10900000.0,Music & Dance,203400.0,876.0,0.0,Movies,Music,MAPPED,youtube,september,2022
846,Dobre Brothers,Dobre Brothers,United States,10900000.0,Movies,457900.0,18500.0,409.0,Humor,Entertainment,MAPPED,youtube,september,2022
847,Vox,Vox,United States,10800000.0,News & Politics,334600.0,14200.0,544.0,,Knowledge&Info,MAPPED,youtube,september,2022
848,Miranda Sings,mirandasings08,United States,10800000.0,Movies,246500.0,11200.0,818.0,Humor,Entertainment,MAPPED,youtube,september,2022
849,قناة وناسة -  Wanasah TV,قناة وناسة -  Wanasah TV,,10800000.0,Music & Dance,2000000.0,11200.0,0.0,,Music,MAPPED,youtube,september,2022
850,Experienced Mojaraba TV,Experienced Mojaraba TV,United States,10800000.0,Health & Self Help,22200.0,581.0,9.0,Food & Drinks,Knowledge&Info,MAPPED,youtube,september,2022
851,Pen Multiplex,Pen Multiplex,India,10800000.0,,8000.0,69.0,4.0,,,,youtube,september,2022
852,Videogyan Nursery Rhymes - Kids Songs & Cartoons,videogyan,,10800000.0,Animation,39200.0,158.0,0.0,,Entertainment,MAPPED,youtube,september,2022
853,Troom Troom Arabic,Troom Troom Arabic,Egypt,10800000.0,,306600.0,6000.0,264.0,,,,youtube,september,2022
854,Zee Tamil,zeetamil,India,10800000.0,,12800.0,164.0,2.0,,,,youtube,september,2022
855,Milena Stepanienco - MILENINHA,Milena Stepanienco - MILENINHA,Brazil,10800000.0,Movies,1700000.0,10600.0,0.0,Animation,Entertainment,MAPPED,youtube,september,2022
856,Wamindia Movies,WAMIndiaMovies,India,10800000.0,,157800.0,2500.0,46.0,,,,youtube,september,2022
857,Golemcito Games,Golemcito Games,Peru,10800000.0,Movies,1500000.0,174100.0,3600.0,Animation,Entertainment,MAPPED,youtube,september,2022
858,Deji,ComedyShortsGamer,United Kingdom,10800000.0,Animation,2300000.0,278800.0,18100.0,Humor,Entertainment,MAPPED,youtube,september,2022
859,BE AMAZED,BE AMAZED,United States,10800000.0,Education,408600.0,10300.0,650.0,,Knowledge&Info,MAPPED,youtube,september,2022
860,Heidi y Zidane en español,Heidi y Zidane en español,,10800000.0,Daily vlogs,250700.0,1100.0,0.0,,Lifestyle,MAPPED,youtube,september,2022
861,Captain Watch Hits,Captain Watch Hits,India,10800000.0,,11200.0,75.0,3.0,,,,youtube,september,2022
862,Nirahua Music World,NirahuaMusic,India,10700000.0,,893600.0,17400.0,626.0,,,,youtube,september,2022
863,Ceylin - H Official,Ceylin - H Official,Turkey,10700000.0,Music & Dance,12800.0,0.0,0.0,,Music,MAPPED,youtube,september,2022
864,RDC Gujarati,RDCGujarati,India,10700000.0,Music & Dance,14400.0,417.0,18.0,,Music,MAPPED,youtube,september,2022
865,Primitive Technology,Primitive Technology,United States,10700000.0,DIY & Life Hacks,0.0,0.0,0.0,,Lifestyle,MAPPED,youtube,september,2022
866,Goldmines Housefull,Goldmines Housefull,,10700000.0,,12200.0,0.0,0.0,,,,youtube,september,2022
867,HISTORY,historychannel,United States,10700000.0,Movies,189100.0,4000.0,392.0,,Entertainment,MAPPED,youtube,september,2022
868,Zee Kids,zeeqindia,,10700000.0,,10400.0,75.0,0.0,,,,youtube,september,2022
869,СТС,ctctv,Russia,10700000.0,Video games,178600.0,1300.0,41.0,Humor,Tech&Gaming,MAPPED,youtube,september,2022
870,stampylonghead,stampylonghead,United States,10700000.0,Video games,119200.0,6100.0,1200.0,,Tech&Gaming,MAPPED,youtube,september,2022
871,Kids smile TV,Kids smile TV,,10700000.0,Movies,268900.0,0.0,0.0,Toys,Entertainment,MAPPED,youtube,september,2022
872,KiKiDo,KiKiDo,Russia,10700000.0,Video games,3800000.0,72400.0,6400.0,Humor,Tech&Gaming,MAPPED,youtube,september,2022
873,ChuChuTV Hindi,ChuChuTV Hindi,,10600000.0,Education,168500.0,1200.0,0.0,,Knowledge&Info,MAPPED,youtube,september,2022
874,Jesse,PrankvsPrank,United States,10600000.0,Music & Dance,49000.0,2000.0,325.0,Humor,Music,MAPPED,youtube,september,2022
875,Caso Cerrado,Caso Cerrado,Mexico,10600000.0,Animation,562100.0,5200.0,177.0,,Entertainment,MAPPED,youtube,september,2022
876,Franciny Ehlke,francinyehlke,Brazil,10600000.0,Fashion,876200.0,96500.0,1700.0,Design/art,Beauty&Fashion,MAPPED,youtube,september,2022
877,Red Bull,redbull,United States,10600000.0,Sports,290200.0,7300.0,240.0,,Sports,MAPPED,youtube,september,2022
878,Rathore Cassettes,rathorvideo,India,10600000.0,,8400.0,120.0,9.0,,,,youtube,september,2022
879,Chill Nation,ChillStepNation,United States,10600000.0,Music & Dance,35500.0,914.0,38.0,,Music,MAPPED,youtube,september,2022
880,GoPro,GoProCamera,United States,10600000.0,Sports,52900.0,2100.0,71.0,,Sports,MAPPED,youtube,september,2022
881,TikTak Draw,TikTak Draw,Mexico,10600000.0,Animation,107500.0,6600.0,321.0,,Entertainment,MAPPED,youtube,september,2022
882,Gustavo Paródias,MrGustavoParodias,Brazil,10600000.0,,198600.0,20900.0,56.0,,,,youtube,september,2022
883,Google,Google,United States,10600000.0,,5500.0,105.0,12.0,,,,youtube,september,2022
884,Cong TV,lincolnvelasquez,Philippines,10600000.0,,3000000.0,180300.0,5100.0,,,,youtube,september,2022
885,AdamThomasMoran,AdamThomasMoran,Russia,10600000.0,Video games,577900.0,46800.0,2300.0,Humor,Tech&Gaming,MAPPED,youtube,september,2022
886,Joe HaTTab,Joe HaTTab,Somalia,10600000.0,Movies,2000000.0,123700.0,4400.0,,Entertainment,MAPPED,youtube,september,2022
887,Peppa Pig Hindi,Peppa Pig Hindi,,10600000.0,Education,762100.0,4900.0,0.0,,Knowledge&Info,MAPPED,youtube,september,2022
888,Matheus e Kauan,MeKcanal,Brazil,10600000.0,Music & Dance,5800.0,405.0,3.0,,Music,MAPPED,youtube,september,2022
889,NASA,NASAtelevision,United States,10600000.0,News & Politics,182500.0,6100.0,0.0,Science & Technology,Knowledge&Info,MAPPED,youtube,september,2022
890,The Noite com Danilo Gentili,sbtthenoite,Brazil,10600000.0,Movies,11100.0,537.0,25.0,Humor,Entertainment,MAPPED,youtube,september,2022
891,Lucas Rangel,rangeldovine,Brazil,10600000.0,,288700.0,26900.0,528.0,,,,youtube,september,2022
892,Craftingeek,craftingeek,Mexico,10600000.0,,111500.0,2400.0,202.0,,,,youtube,september,2022
893,"Baby Big Mouth Kids - Sing, Dance, Explore","Baby Big Mouth Kids - Sing, Dance, Explore",,10600000.0,Animation,716.0,6.0,0.0,Toys,Entertainment,MAPPED,youtube,september,2022
894,SmarterEveryDay,destinws2,United States,10600000.0,Science & Technology,1600000.0,0.0,6500.0,,Tech&Gaming,MAPPED,youtube,september,2022
895,Pinkfong en español - Canciones Infantiles,Pinkfong en español - Canciones Infantiles,,10600000.0,Animation,96700.0,213.0,0.0,Toys,Entertainment,MAPPED,youtube,september,2022
896,As/Is,BuzzFeedYellow,United States,10600000.0,Daily vlogs,16700.0,527.0,18.0,,Lifestyle,MAPPED,youtube,september,2022
897,Stone Music Entertainment,CJENMMUSIC,United States,10600000.0,Music & Dance,4900.0,382.0,17.0,Movies,Music,MAPPED,youtube,september,2022
898,MTV,MTV,United States,10600000.0,Music & Dance,395900.0,9200.0,433.0,Movies,Music,MAPPED,youtube,september,2022
899,DuDuPopTOY,DuDuPopTOY,,10500000.0,Animation,7200.0,70.0,0.0,Humor,Entertainment,MAPPED,youtube,september,2022
900,Cris Devil Gamer,Cris Devil Gamer,United States,10500000.0,Movies,779200.0,24000.0,615.0,Animation,Entertainment,MAPPED,youtube,september,2022
901,Magnet World,soicon295,United States,10500000.0,,56600.0,401.0,11.0,,,,youtube,september,2022
902,Guns N' Roses,Guns N' Roses,Brazil,10500000.0,Music & Dance,134300.0,9700.0,249.0,,Music,MAPPED,youtube,september,2022
903,fouseyTUBE,fouseyTUBE,United States,10500000.0,Humor,122800.0,2600.0,302.0,,Entertainment,MAPPED,youtube,september,2022
904,Tanner Fox,MTflims,,10500000.0,Autos & Vehicles,140400.0,7000.0,521.0,Humor,Other,MAPPED,youtube,september,2022
905,Playing with Rafael,Playing with Rafael,Brazil,10500000.0,,59000.0,1400.0,0.0,,,,youtube,september,2022
906,설기양SULGI,설기양SULGI,United States,10500000.0,ASMR,955600.0,22200.0,673.0,Food & Drinks,Lifestyle,MAPPED,youtube,september,2022
907,Rawan and Rayan,Rawan and Rayan,Algeria,10500000.0,,1000000.0,70800.0,4200.0,,,,youtube,september,2022
908,Hindi Fairy Tales,Hindi Fairy Tales,India,10500000.0,,788200.0,10500.0,250.0,,,,youtube,september,2022
909,TwinRoozi 쌍둥이 루지,TwinRoozi 쌍둥이 루지,Indonesia,10400000.0,Daily vlogs,104200.0,0.0,0.0,,Lifestyle,MAPPED,youtube,september,2022
910,How It Should Have Ended,HISHEdotcom,United States,10400000.0,Movies,117700.0,8500.0,121.0,Animation,Entertainment,MAPPED,youtube,september,2022
911,"SaraBeautyCorner - DIY, Comedy, Makeup, Nail Art",SaraBeautyCorner,United States,10400000.0,DIY & Life Hacks,31600.0,2000.0,43.0,,Lifestyle,MAPPED,youtube,september,2022
912,Tomorrowland,TomorrowlandChannel,Brazil,10400000.0,Music & Dance,54700.0,1500.0,82.0,,Music,MAPPED,youtube,september,2022
913,Toymong tv 토이몽TV,Toymong tv 토이몽TV,,10400000.0,,27100.0,210.0,0.0,,,,youtube,september,2022
914,Hindi Kahaniya,Hindi Kahaniya,India,10400000.0,,56100.0,836.0,21.0,,,,youtube,september,2022
915,Stray Kids,Stray Kids,United States,10400000.0,Music & Dance,1100000.0,141500.0,3800.0,Movies,Music,MAPPED,youtube,september,2022
916,Sadhguru,sadhguru,India,10400000.0,Movies,134900.0,6300.0,231.0,,Entertainment,MAPPED,youtube,september,2022
917,tomiii 11,tomiii 11,Mexico,10400000.0,Daily vlogs,74100.0,6700.0,600.0,,Lifestyle,MAPPED,youtube,september,2022
918,5-Minute Crafts LIKE,5-Minute Crafts LIKE,United States,10400000.0,,13300.0,140.0,4.0,,,,youtube,september,2022
919,LA DIVAZA,LA DIVAZA,Mexico,10400000.0,Music & Dance,1000000.0,79700.0,6500.0,Humor,Music,MAPPED,youtube,september,2022
920,atv,atv,Turkey,10400000.0,Movies,11000.0,116.0,7.0,Animation,Entertainment,MAPPED,youtube,september,2022
921,GNP Music,GemaNadaPertiwi,Indonesia,10400000.0,Music & Dance,57900.0,1300.0,0.0,Animation,Music,MAPPED,youtube,september,2022
922,Sanjoy Das Official,Sanjoy Das Official,India,10400000.0,,146600.0,24900.0,488.0,,,,youtube,september,2022
923,Lorrayne Oliveira,Lorrayne Oliveira,Brazil,10400000.0,Animation,573400.0,28000.0,1100.0,Humor,Entertainment,MAPPED,youtube,september,2022
924,Times Music,timesmusicindia,India,10400000.0,Music & Dance,665100.0,10000.0,620.0,,Music,MAPPED,youtube,september,2022
925,Mussoumano,mamilosmolengas,Brazil,10400000.0,Music & Dance,1400000.0,58500.0,3200.0,Animation,Music,MAPPED,youtube,september,2022
926,AsapSCIENCE,AsapSCIENCE,United States,10400000.0,Science & Technology,584600.0,29200.0,662.0,,Tech&Gaming,MAPPED,youtube,september,2022
927,BBC News عربي,BBCArabicNews,Morocco,10400000.0,News & Politics,34400.0,517.0,121.0,,Knowledge&Info,MAPPED,youtube,september,2022
928,Comedy Captain,Comedy Captain,India,10400000.0,,13300.0,122.0,4.0,,,,youtube,september,2022
929,はじめしゃちょー（hajime）,0214mex,Japan,10400000.0,Music & Dance,1700000.0,43800.0,1800.0,Humor,Music,MAPPED,youtube,september,2022
930,Heroine Movies 2022,Heroine Movies 2022,India,10300000.0,Daily vlogs,248000.0,1500.0,20.0,,Lifestyle,MAPPED,youtube,september,2022
931,Laurinha e Helena - Clubinho da Laura,JessicaJulioeBaby,Brazil,10300000.0,Movies,157600.0,3200.0,0.0,Animation,Entertainment,MAPPED,youtube,september,2022
932,Talent Recap,Talent Recap,United States,10300000.0,Music & Dance,74800.0,558.0,60.0,Movies,Music,MAPPED,youtube,september,2022
933,Red Chillies Entertainment,ChennaiExp2013,India,10300000.0,,71500.0,885.0,23.0,,,,youtube,september,2022
934,Patty Mayo,Patty Mayo,United States,10300000.0,Movies,737500.0,27100.0,1200.0,Humor,Entertainment,MAPPED,youtube,september,2022
935,Sing King,singkingkaraoke,United States,10300000.0,Music & Dance,13400.0,206.0,13.0,,Music,MAPPED,youtube,september,2022
936,PineappleStormTV,PineappleStormTV,Brazil,10200000.0,Music & Dance,954200.0,61000.0,2100.0,,Music,MAPPED,youtube,september,2022
937,[햄지]Hamzy,[햄지]Hamzy,United States,10200000.0,,1900000.0,40900.0,1000.0,,,,youtube,september,2022
938,Receitas de Pai,Receitas de Pai,Brazil,10200000.0,Food & Drinks,92100.0,10400.0,312.0,,Lifestyle,MAPPED,youtube,september,2022
939,5-Minute Recipes,5-Minute Recipes,India,10200000.0,,38200.0,414.0,12.0,,,,youtube,september,2022
940,Hindi Countdown,Hindi Countdown,India,10200000.0,Education,1300000.0,46100.0,1200.0,,Knowledge&Info,MAPPED,youtube,september,2022
941,Sab Kuchh Sekho Jano,Sab Kuchh Sekho Jano,India,10200000.0,News & Politics,15200.0,1000.0,36.0,,Knowledge&Info,MAPPED,youtube,september,2022
942,Dalas Review,DalasReview,Mexico,10200000.0,Science & Technology,568800.0,47600.0,8700.0,,Tech&Gaming,MAPPED,youtube,september,2022
943,T-STUDIO,T-STUDIO,Indonesia,10200000.0,,28400.0,851.0,1.0,,,,youtube,september,2022
944,João Caetano,BrPVPHu3,Brazil,10200000.0,,486500.0,40100.0,464.0,,,,youtube,september,2022
945,Viki Show,Viki Show,Russia,10200000.0,Video games,1100000.0,38700.0,1900.0,Toys,Tech&Gaming,MAPPED,youtube,september,2022
946,Wylsacom,Wylsacom,Russia,10200000.0,News & Politics,403700.0,17500.0,778.0,,Knowledge&Info,MAPPED,youtube,september,2022
947,DRJ Records Specials,DRJ Records Specials,India,10200000.0,,21500.0,123.0,4.0,,,,youtube,september,2022
948,Miniminter,miniminter,United Kingdom,10200000.0,Video games,1200000.0,77100.0,1300.0,Humor,Tech&Gaming,MAPPED,youtube,september,2022
949,Dynamo Gaming,Dynamo Gaming,India,10200000.0,,210200.0,22900.0,148.0,,,,youtube,september,2022
950,CS Bisht Vines,CS Bisht Vines,India,10200000.0,,2600000.0,25900.0,752.0,,,,youtube,september,2022
951,Survival Builder,Survival Builder,United States,10200000.0,,147500.0,2200.0,120.0,,,,youtube,september,2022
952,서은일상이야기,서은일상이야기,,10200000.0,,19700.0,148.0,0.0,,,,youtube,september,2022
953,hasanjr11,hasanjr11,Indonesia,10200000.0,,656900.0,26500.0,2600.0,,,,youtube,september,2022
954,Islam Populer,Islam Populer,Indonesia,10200000.0,Education,33100.0,998.0,129.0,,Knowledge&Info,MAPPED,youtube,september,2022
955,Теремок ТВ,TeremokTV,,10200000.0,Video games,100000.0,845.0,0.0,,Tech&Gaming,MAPPED,youtube,september,2022
956,Family Box,Family Box,Russia,10200000.0,Video games,522200.00000000006,13400.0,208.0,,Tech&Gaming,MAPPED,youtube,september,2022
957,вДудь,вДудь,Russia,10200000.0,News & Politics,0.0,0.0,0.0,,Knowledge&Info,MAPPED,youtube,september,2022
958,The Daily Show with Trevor Noah,The Daily Show with Trevor Noah,United States,10200000.0,News & Politics,261500.0,9800.0,439.0,,Knowledge&Info,MAPPED,youtube,september,2022
959,Doctor Mike,Doctor Mike,United States,10100000.0,Health & Self Help,1600000.0,68700.0,3700.0,,Knowledge&Info,MAPPED,youtube,september,2022
960,Beast Philanthropy,Beast Philanthropy,United States,10100000.0,Food & Drinks,7900000.0,504700.0,23600.0,,Lifestyle,MAPPED,youtube,september,2022
961,Shemaroo Bhakti,bhaktisongs,India,10100000.0,Music & Dance,8600.0,173.0,17.0,,Music,MAPPED,youtube,september,2022
962,Oneindia Hindi | वनइंडिया हिंदी,Oneindia Hindi | वनइंडिया हिंदी,India,10100000.0,News & Politics,2600.0,27.0,2.0,,Knowledge&Info,MAPPED,youtube,september,2022
963,OneRepublic,OneRepublic,United States,10100000.0,Music & Dance,512200.00000000006,29900.0,340.0,,Music,MAPPED,youtube,september,2022
964,truly,barcroftmedia,United States,10100000.0,News & Politics,21700.0,0.0,111.0,,Knowledge&Info,MAPPED,youtube,september,2022
965,Jugnu Kids - Nursery Rhymes and Best Baby Songs,Jugnu Kids - Nursery Rhymes and Best Baby Songs,,10000000.0,Animation,229900.0,1700.0,0.0,,Entertainment,MAPPED,youtube,september,2022
966,ChuChuTV Español,ChuChuTV Español,,10000000.0,Toys,48000.0,248.0,0.0,,Lifestyle,MAPPED,youtube,september,2022
967,Теремок - Песенки для детей,TeremokSongs,Russia,10000000.0,Music & Dance,110600.0,576.0,0.0,,Music,MAPPED,youtube,september,2022
968,VitalyzdTv,VitalyzdTv,United States,10000000.0,Humor,112300.0,3700.0,574.0,,Entertainment,MAPPED,youtube,september,2022
969,EugenBro,EugenBro,Russia,10000000.0,Video games,387900.0,19500.0,2000.0,,Tech&Gaming,MAPPED,youtube,september,2022
970,Nickelodeon,Nickelodeon,,10000000.0,Movies,46400.0,503.0,0.0,Animation,Entertainment,MAPPED,youtube,september,2022
971,UTKARSH CLASSES JODHPUR,UTKARSH CLASSES JODHPUR,India,10000000.0,Education,150800.0,11000.0,430.0,,Knowledge&Info,MAPPED,youtube,september,2022
972,BERTH-OH,BERTH-OH,Mexico,10000000.0,Autos & Vehicles,770900.0,24200.0,442.0,,Other,MAPPED,youtube,september,2022
973,RUOK,RUOK,Brazil,10000000.0,,389900.0,43600.0,2300.0,,,,youtube,september,2022
974,Vie Channel - HTV2,htv2channel,United States,10000000.0,Music & Dance,70200.0,682.0,42.0,,Music,MAPPED,youtube,september,2022
975,Orkun Işıtmak,ThePersica,Turkey,10000000.0,Animation,1700000.0,69300.0,2900.0,,Entertainment,MAPPED,youtube,september,2022
976,123 GO! Hindi,123 GO! Hindi,India,10000000.0,,737700.0,5700.0,48.0,,,,youtube,september,2022
977,Family Fun Pack,familyfunpack,United States,10000000.0,,125300.0,2200.0,130.0,,,,youtube,september,2022
978,Netflix Latinoamérica,Netflix Latinoamérica,,10000000.0,,18300.0,551.0,38.0,,,,youtube,september,2022
979,مصطفى GAME OVER,مصطفى GAME OVER,Iraq,10000000.0,,625800.0,73900.0,3200.0,,,,youtube,september,2022
980,Little Angel Bahasa Indonesia - Lagu Anak,Little Angel Bahasa Indonesia - Lagu Anak,,10000000.0,Music & Dance,662900.0,4100.0,0.0,Toys,Music,MAPPED,youtube,september,2022
981,VYRLOriginals,VYRLOriginals,India,10000000.0,Music & Dance,152900.0,6100.0,253.0,,Music,MAPPED,youtube,september,2022
982,Mari Maria,makebymarimaria,Brazil,10000000.0,Fashion,78700.0,4500.0,170.0,DIY & Life Hacks,Beauty&Fashion,MAPPED,youtube,september,2022
983,Eagle Home Entertainments,Eagle Home Entertainments,India,10000000.0,,1400.0,11.0,0.0,,,,youtube,september,2022
984,SULE PRODUCTIONS,SULE PRODUCTIONS,Indonesia,9900000.0,,361700.0,10300.0,522.0,,,,youtube,september,2022
985,Shruti Arjun Anand,shrutiarjunanand,India,9900000.0,Movies,616600.0,13200.0,625.0,Humor,Entertainment,MAPPED,youtube,september,2022
986,Dharma Productions,Dharma Productions,India,9900000.0,,32500.0,1200.0,156.0,,,,youtube,september,2022
987,SEVENGERS,SEVENGERS,India,9900000.0,,5800000.0,509100.0,905.0,,,,youtube,september,2022
988,Programa Panico,panicopgm,Brazil,9900000.0,Toys,45000.0,1700.0,48.0,,Lifestyle,MAPPED,youtube,september,2022
989,QPark,joycetanner,United States,9900000.0,Music & Dance,197600.0,13800.0,219.0,Humor,Music,MAPPED,youtube,september,2022
990,The Voice Global,The Voice Global,United States,9900000.0,Music & Dance,302500.0,2900.0,78.0,,Music,MAPPED,youtube,september,2022
991,NH Studioz,nhstudioz,India,9900000.0,,20100.0,156.0,4.0,,,,youtube,september,2022
992,Prince Royce,Prince Royce,United States,9900000.0,Music & Dance,6400.0,638.0,18.0,,Music,MAPPED,youtube,september,2022
993,MBCkpop,MBCkpop,Malaysia,9900000.0,Music & Dance,2900.0,284.0,14.0,,Music,MAPPED,youtube,september,2022
994,The Bee Family,ehbeefamily,United States,9900000.0,Daily vlogs,325100.0,15700.0,184.0,,Lifestyle,MAPPED,youtube,september,2022
995,Fox News,FoxNewsChannel,United States,9900000.0,News & Politics,148900.0,5500.0,1600.0,,Knowledge&Info,MAPPED,youtube,september,2022
996,Raditya Dika,Raditya Dika,Indonesia,9900000.0,Food & Drinks,430500.0,14800.0,741.0,,Lifestyle,MAPPED,youtube,september,2022
997,Ini Talk Show,IniTalkShow,Indonesia,9900000.0,Music & Dance,25200.0,290.0,17.0,Humor,Music,MAPPED,youtube,september,2022
998,SpriteDer SPD,SpriteDer SPD,Thailand,9900000.0,Humor,4400000.0,154400.0,3600.0,,Entertainment,MAPPED,youtube,september,2022
999,Classic Mr Bean,Classic Mr Bean,India,9900000.0,,132600.0,1100.0,53.0,,,,youtube,september,2022
1000,Heera Gold,Heera Gold,Pakistan,9900000.0,Daily vlogs,39400.0,1600.0,161.0,,Lifestyle,MAPPED,youtube,september,2022
951,Survival Builder,Survival Builder,United States,10200000.0,,147500.0,2200.0,120.0,,,,youtube,september,2022
952,서은일상이야기,서은일상이야기,,10200000.0,,19700.0,148.0,0.0,,,,youtube,september,2022
953,hasanjr11,hasanjr11,Indonesia,10200000.0,,656900.0,26500.0,2600.0,,,,youtube,september,2022
954,Islam Populer,Islam Populer,Indonesia,10200000.0,Education,33100.0,998.0,129.0,,Knowledge&Info,MAPPED,youtube,september,2022
955,Теремок ТВ,TeremokTV,,10200000.0,Video games,100000.0,845.0,0.0,,Tech&Gaming,MAPPED,youtube,september,2022
956,Family Box,Family Box,Russia,10200000.0,Video games,522200.00000000006,13400.0,208.0,,Tech&Gaming,MAPPED,youtube,september,2022
957,вДудь,вДудь,Russia,10200000.0,News & Politics,0.0,0.0,0.0,,Knowledge&Info,MAPPED,youtube,september,2022
958,The Daily Show with Trevor Noah,The Daily Show with Trevor Noah,United States,10200000.0,News & Politics,261500.0,9800.0,439.0,,Knowledge&Info,MAPPED,youtube,september,2022
959,Doctor Mike,Doctor Mike,United States,10100000.0,Health & Self Help,1600000.0,68700.0,3700.0,,Knowledge&Info,MAPPED,youtube,september,2022
960,Beast Philanthropy,Beast Philanthropy,United States,10100000.0,Food & Drinks,7900000.0,504700.0,23600.0,,Lifestyle,MAPPED,youtube,september,2022
962,Oneindia Hindi | वनइंडिया हिंदी,Oneindia Hindi | वनइंडिया हिंदी,India,10100000.0,News & Politics,2600.0,27.0,2.0,,Knowledge&Info,MAPPED,youtube,september,2022
963,OneRepublic,OneRepublic,United States,10100000.0,Music & Dance,512200.00000000006,29900.0,340.0,,Music,MAPPED,youtube,september,2022
964,truly,barcroftmedia,United States,10100000.0,News & Politics,21700.0,0.0,111.0,,Knowledge&Info,MAPPED,youtube,september,2022
965,Jugnu Kids - Nursery Rhymes and Best Baby Songs,Jugnu Kids - Nursery Rhymes and Best Baby Songs,,10000000.0,Animation,229900.0,1700.0,0.0,,Entertainment,MAPPED,youtube,september,2022
966,ChuChuTV Español,ChuChuTV Español,,10000000.0,Toys,48000.0,248.0,0.0,,Lifestyle,MAPPED,youtube,september,2022
967,Теремок - Песенки для детей,TeremokSongs,Russia,10000000.0,Music & Dance,110600.0,576.0,0.0,,Music,MAPPED,youtube,september,2022
968,VitalyzdTv,VitalyzdTv,United States,10000000.0,Humor,112300.0,3700.0,574.0,,Entertainment,MAPPED,youtube,september,2022
969,EugenBro,EugenBro,Russia,10000000.0,Video games,387900.0,19500.0,2000.0,,Tech&Gaming,MAPPED,youtube,september,2022
