rank,handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg
312,mdmotivator,Zachery Dereniowski,10700000.0,3000000.0,424900.0,1800.0,1000.0
313,naimdarrechi,Naim Darrechi🏆,28100000.0,2300000.0,228400.0,1100.0,6000.0
314,iamsungstarwin,Sungstarwin,2200000.0,4700000.0,651900.0,653.0,532.0
315,kopke613,kopke613,4000000.0,1600000.0,222100.0,3300.0,6900.0
316,esen_alva,Esen,4400000.0,1600000.0,328200.0,1100.0,5800.0
317,grillervm,GrillerVM,3100000.0,2500000.0,371200.0,1300.0,2600.0
318,jerellware,jerell ware,95800.0,2200000.0,433900.0,1500.0,2300.0
319,jimmydarts,Jimmy Darts,8900000.0,2600000.0,506000.0,2100.0,643.0
320,vienvibi_899,Viên Vibi,7500000.0,4000000.0,375800.0,2000.0,394.0
321,noguidnce,NO GUIDNCE,2200000.0,2200000.0,430600.0,2100.0,1800.0
322,lachama4_ff,LA CHAMA ᴰ,9600000.0,2700000.0,363000.0,3400.0,318.0
323,sonrixs_,Sonrixs,13700000.0,4000000.0,534400.0,1000.0,642.0
324,vincentgiganteee,Vincent Gigante,2300000.0,2100000.0,300900.0,1600.0,3900.0
325,jerofreixas,jerofreixas,1400000.0,1900000.0,184900.0,1400.0,8700.0
326,madamsoniia,Madam Sonia,3600000.0,6400000.0,474600.0,635.0,509.0
327,cznburak,cznburak,63600000.0,4600000.0,228400.0,2300.0,978.0
328,la.maraaa,LA MARA,7300000.0,2900000.0,376900.0,2200.0,904.0
329,louvoresgospelbr,louvoresgospelbr,1300000.0,1900000.0,221300.0,1100.0,6900.0
330,rucenuenda1,Ruce Nuenda,2100000.0,3300000.0,490600.0,1500.0,554.0
331,nourmar5,nourmar5,14600000.0,1800000.0,136900.0,4800.0,8800.0
332,bebopandbebe,BebopandBebe,750400.0,3300000.0,127200.0,7600.0,354.0
333,daniimolalaa,Ladaniuu,499900.0,2400000.0,586500.0,998.0,1300.0
334,jaimeonod,Telma,1800000.0,2000000.0,296100.0,3800.0,1800.0
335,starirawan,ssssttttaaaarrrr,550300.0,1800000.0,177300.0,8600.0,1800.0
336,patriotickenny,patriotickenny,2300000.0,2100000.0,292900.0,2000.0,3300.0
337,xxlechuga,Daniel Lechuga,5300000.0,2200000.0,476100.0,1200.0,1900.0
338,manhtienkhoi_,Mạnh Tiến Khôi 🐯,4600000.0,3000000.0,276400.0,2600.0,1300.0
339,itsjojosiwa,JoJo Siwa,43500000.0,4200000.0,422000.0,1400.0,399.0
340,ajkhiphop,kelil,36500.0,4600000.0,670600.0,686.0,355.0
341,ustazebitlew,Ebit Lew,4099999.9999999995,1900000.0,156300.0,6300.0,4400.0
342,cedricgrolet,Cedric Grolet,1300000.0,3300000.0,251800.0,1100.0,2700.0
343,danythegaggio,Daniele Cabras,3200000.0,2000000.0,217200.0,2300.0,5200.0
344,dylanpage.ning,Dylan Page,3100000.0,1600000.0,239400.0,5400.0,3000.0
345,mastermind_ph,Mastermind PH,2100000.0,2600000.0,273000.0,2100.0,2300.0
346,maluborgesm,MALU BORGES,2900000.0,1900000.0,280400.0,4800.0,1000.0
347,vito.video,Vito 🌍🚴‍♂️,1900000.0,2200000.0,340000.0,2000.0,2200.0
348,frnzlynfby,Feby,3700000.0,1900000.0,361000.0,2600.0,2000.0
349,carolvillanes,Carol Villanes,6300000.0,2000000.0,294700.0,4800.0,467.0
350,mariabecerra_22,Maria Becerra,8300000.000000001,2700000.0,388300.0,2200.0,712.0
351,onerepublic,OneRepublic,691700.0,2800000.0,323000.0,955.0,2500.0
352,ngikuttrendaja,Ahmad Rizki,192800.0,3700000.0,304500.0,1500.0,1200.0
353,flickerspark_,flickerspark_,1200000.0,2100000.0,516799.99999999994,1400.0,1500.0
354,cvsthetico,cvstage,168200.0,2300000.0,313100.0,2500.0,1800.0
355,yahia_x,يحيى الزعبي,2200000.0,4000000.0,189900.0,1000.0,3100.0
356,jennialarcon_,Jenni Alarcon,3100000.0,2000000.0,348400.0,2500.0,1900.0
357,airiiqtieeee,inoue`,53100.0,1800000.0,321300.0,2700.0,2600.0
358,officialsunnydaze,SUNNY DAZE,1600000.0,3100000.0,495300.0,844.0,1200.0
359,los_chicaneros,Los_chicaneros,3700000.0,1900000.0,218200.0,1200.0,6100.0
360,videoschapin,VideosChapin,56000.0,2900000.0,78800.0,2700.0,10600.0
361,wuesilva,Wue Silva,13100000.0,4099999.9999999995,283400.0,1200.0,1400.0
362,ladygaga,ladygaga,7600000.0,1900000.0,247500.0,4400.0,2000.0
363,cx_.q,مصطفى البصراوي 62,3300000.0,3100000.0,254000.0,2300.0,1500.0
364,mitsy270,mitsy,2300000.0,1900000.0,338300.0,2700.0,2100.0
365,ayesebastien,Sebastien,7200000.0,2000000.0,396500.0,2100.0,1800.0
366,karljacobs,Karl,11200000.0,1900000.0,486500.0,2600.0,563.0
367,liltjay,Lil Tjay,5200000.0,1900000.0,291900.0,3900.0,1400.0
368,irenehsuu,Irene,98600.0,1400000.0,401700.0,1300.0,3900.0
369,doctormiguelpadilla,Doctor Miguel,5900000.0,2100000.0,321700.0,1700.0,2600.0
370,jacobday,Jacob Day,5600000.0,1800000.0,296600.0,4400.0,1000.0
371,louflores_,Lou flores,2800000.0,2200000.0,237100.0,842.0,4700.0
372,pakoyaso_,Pakoyaso,12800000.0,3200000.0,282600.0,1200.0,2000.0
373,ella.tchella,Tchella,2000000.0,1600000.0,381600.0,1500.0,3400.0
374,nashvibes,NashVibes Art,3700000.0,4400000.0,365500.0,1300.0,493.0
375,jamesdroz566,jamesdroz5661,103400.0,1900000.0,155400.0,2200.0,7400.0
376,egyptianbeaman,egyptianbeaman,872400.0,2200000.0,80500.0,1700.0,14200.0
377,mattiastanga,Mattia Stanga,2700000.0,1500000.0,213400.0,1400.0,7400.0
378,gorillaz,Gorillaz,2300000.0,1800000.0,340900.0,2800.0,1700.0
379,lonely.moods,:),354500.0,815500.0,214000.0,5400.0,10600.0
380,rayanfahmi,Rayoon,3700000.0,2900000.0,235900.0,2800.0,1200.0
381,melmaia,Mel Maia 🍯,11800000.0,3500000.0,473900.0,988.0,662.0
382,vietduongg_,Viet,161200.0,1200000.0,129699.99999999999,12700.0,4800.0
383,leen_mohd98,LEEN🌸,3800000.0,2900000.0,190100.0,2700.0,2300.0
384,jubiandxian,jubiandxian,5700000.0,2500000.0,396200.0,1800.0,934.0
385,adrianbliss,Adrian Bliss,7300000.0,2300000.0,413300.0,1100.0,1700.0
386,dxddy._.desi,Desiree Montoya❤️,2900000.0,1900000.0,250800.0,4900.0,764.0
387,frankielapenna,Frankie LaPenna,4800000.0,2700000.0,295200.0,1400.0,2000.0
388,xxxten1369,XXXTENTACION,3700000.0,2800000.0,335100.0,1000.0,1800.0
389,softbulletgun97,Tik Toker,1300000.0,2300000.0,188300.0,2200.0,4100.0
390,katiessigmond,katie sigmond,6900000.0,2900000.0,340000.0,1100.0,1600.0
391,nnatalieaguilar,natalie & the aguilars,4900000.0,3400000.0,558800.0,568.0,825.0
392,elchimbatv,EL CHIMBA,3300000.0,3000000.0,285200.0,773.0,2400.0
393,deiveleonardooficial,Deive Leonardo,6100000.0,1300000.0,139300.0,370.0,14200.0
394,vitoou,vito•_•,52400.0,1000000.0,179300.0,3300.0,10900.0
395,twice_tiktok_official,TWICE,17900000.0,1300000.0,325500.0,3700.0,2500.0
396,christilukasiak0,Christilukasiak,2300000.0,2300000.0,369300.0,1800.0,1200.0
397,katiavlogss,KATIAVLOGS🐒,14500000.0,3400000.0,274400.0,2600.0,294.0
398,nhu_y1203,Nguyễn Ngọc Như Ý🐰,690200.0,2600000.0,239800.0,4000.0,205.0
399,jidion,JiDion,4200000.0,1900000.0,412500.0,2000.0,1300.0
400,lifeofsal,Sal,614300.0,2400000.0,166200.0,1200.0,5400.0
401,nikkietutorials,nikkietutorials,6200000.0,3200000.0,498000.0,1100.0,538.0
402,ivanovik.83,ivanovik.1983,172700.0,2300000.0,91500.0,1100.0,11100.0
403,erictro,Eric Tro,4500000.0,5600000.0,547400.0,507.0,330.0
404,virginiafonseca,Virginia,34100000.0,3000000.0,410900.0,1200.0,961.0
405,paigetaylor.s,Paige Taylor,4500000.0,2600000.0,393300.0,1900.0,546.0
406,thecoreyb,Corey B,8800000.0,1500000.0,194200.0,755.0,8300.0
407,carolcastromx,Carol Castro,12700000.0,3400000.0,450000.0,1300.0,379.0
408,ianlucasok,Ian Lucas,4500000.0,2400000.0,262900.0,3300.0,830.0
409,voronina_valeria_,Valeria Voronina,2300000.0,3700000.0,460400.0,1100.0,334.0
410,pacodemiguel,Paco De Miguel,6800000.0,1500000.0,229600.0,1900.0,5400.0
411,joshrichards,Josh Richards,25600000.0,2700000.0,354000.0,1900.0,737.0
412,surasak1437,s ᴜ ʀ ᴀ s ᴀ ᴋ,1100000.0,1800000.0,188500.0,463.0,7000.0
413,com.yuta0305,【コムドット】ゆうた,1200000.0,1700000.0,225600.0,4700.0,1900.0
414,ayutingting,Ayu Ting Ting,7200000.0,2900000.0,239200.0,1500.0,2100.0
415,yahayraosorio,Yahayra Osorio,372600.0,2200000.0,67700.0,1100.0,15700.0
416,tina_042,𝒯𝒾𝓃𝒶,795000.0,1800000.0,314000.0,2000.0,2400.0
417,abosaed49,ابو سعيد,661400.0,2100000.0,169400.0,3100.0,3900.0
418,theestallion,Megan Thee Stallion,12200000.0,2100000.0,277200.0,2300.0,2000.0
419,musdalifahbasrii,Musdalifah Basri,1300000.0,2200000.0,190200.0,3400.0,2600.0
420,haileybieber,Hailey Bieber,9800000.0,3500000.0,342600.0,1200.0,845.0
421,dialaaljazairi,dialaaljazairi,198700.0,4000000.0,113200.0,3100.0,2400.0
422,chihuahuapeaches,Peaches The Chi,295200.0,1500000.0,296700.0,2000.0,3600.0
423,brunocampos,Bruno Campos,5200000.0,5400000.0,360600.0,626.0,619.0
424,isaac.h.p.karaoke.backup,Isaac H.P Karaoke Backup,1600000.0,1300000.0,265600.0,3200.0,3800.0
425,rafaelsantos,Rafael Santos,18500000.0,2500000.0,398200.0,1800.0,645.0
426,happytummy_702,Suzy,731300.0,2200000.0,396700.0,288.0,2500.0
427,gemelasabello2,Gemelas Abello,17900000.0,5000000.0,376200.0,478.0,813.0
428,douhalaribiii,Douha laribii,7700000.0,4099999.9999999995,240400.0,1600.0,823.0
429,itzyofficial,ITZY,9700000.0,1700000.0,314600.0,3000.0,1600.0
430,twinkle.t1ts,rylee,803500.0,3700000.0,281500.0,2000.0,302.0
431,murphslife,Aaron Murphy,5700000.0,1800000.0,279500.0,2800.0,2100.0
432,tai.tl2,tai_tl,832300.0,1900000.0,316900.0,1600.0,2500.0
433,vibin.wit.tay,Tay,4099999.9999999995,1500000.0,295900.0,1200.0,4400.0
434,leleburnier,LELÊ BURNIER,2400000.0,1600000.0,387600.0,2900.0,910.0
435,ae_ay__99,أية الشمري💙🐆,1500000.0,3200000.0,162000.0,1300.0,3200.0
436,maddzak,Maddzak,4900000.0,3300000.0,191000.0,3500.0,227.0
437,nianaguerrero,Niana Guerrero,33200000.000000004,3100000.0,358500.0,1500.0,684.0
438,cardncyn,Carddd,3800000.0,3900000.0,541900.0,801.0,318.0
439,soy_marcela4,Soy_marcela,4500000.0,2100000.0,336600.0,710.0,2600.0
440,cr.limit,YT- CR Limit,40400.0,2800000.0,189800.0,2400.0,1900.0
441,logfive,Logan,2500000.0,2100000.0,313500.0,1200.0,2300.0
442,katie34556,katie65886,67600.0,2200000.0,149100.0,7100.0,122.0
443,hesfinatia,PINAT🍅|| IG: @hesfinatia,8900000.0,4600000.0,434000.0,772.0,377.0
444,samdabaddest,Samaria,312400.0,1500000.0,369800.0,836.0,3300.0
445,palmertrolls,Ben Palmer,3400000.0,2000000.0,327800.0,884.0,2700.0
446,benorsini,Ben Orsini 👑,543800.0,2200000.0,293300.0,2800.0,718.0
447,vzelivx,vzelivx,731300.0,2100000.0,271200.0,2600.0,1300.0
448,cassy.legaspi,CASSY LEGASPI,5800000.0,3700000.0,369700.0,1000.0,590.0
449,kwo.owk,KWOOWK,2600000.0,2000000.0,268200.0,2000.0,2200.0
450,abbieherbert,AbbieHerbert,13800000.0,3700000.0,400700.0,917.0,581.0
451,lyricoo__,ʟʏʀɪᴄᴏᴏ,1200000.0,1300000.0,165700.0,1700.0,8600.0
452,mateus_hwang,Mateus Hwang,1900000.0,1900000.0,136800.0,5800.0,2600.0
453,bswagggy,shaggy,16800.0,1200000.0,294600.0,1300.0,5100.0
454,talalionaire,طلاليونير,905600.0,2900000.0,195100.0,2000.0,1800.0
455,bigweirdworld,bigweirdworld,1500000.0,1100000.0,304200.0,2000.0,4500.0
456,yurielkysojeda,Yurielkys Ojeda 🕷,14800000.0,2200000.0,277300.0,1300.0,2300.0
457,cemresolmaz,cemre solmaz,10400000.0,2000000.0,137000.0,6200.0,1700.0
458,mrwhosetheboss,Arun Maini,1500000.0,3800000.0,447500.0,964.0,300.0
459,kjsmoothh,Kjsmoothh,2500000.0,1800000.0,254400.0,2900.0,1800.0
460,juaniquilador,JuanSGuarnizo,10500000.0,2000000.0,364900.0,1800.0,1100.0
461,itsmenicksmithy,Nick Smithyman 🤓,7900000.0,2200000.0,305500.0,1700.0,1400.0
462,khalidzain124,خالد زين,1700000.0,2600000.0,223900.0,1600.0,2000.0
463,colewherld,colegonzales,5300000.0,2900000.0,277100.0,977.0,1600.0
464,000072mr,La beba,341300.0,2000000.0,283200.0,1200.0,2400.0
465,ksi,KSI,9800000.0,2500000.0,178600.0,4400.0,178.0
466,alexojeda,Alex Ojeda 🇲🇽,8100000.0,2600000.0,272600.0,802.0,2200.0
467,j3ipy_,Jeipy,8199999.999999999,1700000.0,354400.0,2300.0,1100.0
468,louuuyoung,louuuyoung,709700.0,872900.0,137900.0,4400.0,12600.0
469,arafat.buffon,🦅🌑عرفات بوفون🌑🦅,1400000.0,4300000.0,246700.0,460.0,1500.0
470,reem_alsawas,ريم السواس,1900000.0,3900000.0,162300.0,1100.0,2100.0
471,ahmedksontini2,Ahmed Ksontini,643300.0,2100000.0,77000.0,0.0,12600.0
472,mostafa.ashraf14,Mostafa Ashraf,1700000.0,2800000.0,268000.0,1200.0,1500.0
473,arigameplays,AriGameplays,23200000.0,2800000.0,320700.0,1400.0,867.0
474,bela,Bela,8800000.0,2700000.0,390700.0,936.0,982.0
475,senaitalo,italosenaoficial,2600000.0,2100000.0,198800.0,1500.0,3300.0
476,kozuehayashii,Kozue,7000000.0,2600000.0,466200.0,370.0,1300.0
477,elrodcontreras,ROD🫠,41600000.0,2000000.0,254500.0,3500.0,413.0
478,kwechi_,Kwes,377900.0,1600000.0,283300.0,1500.0,2800.0
479,5ifvi,𝙏𝙃𝙀 𝘿𝘼𝙍𝙆 𝙎𝙄𝘿𝙀,1400000.0,2400000.0,199000.0,410.0,3700.0
480,druskitv,DRUSKI,3700000.0,1300000.0,241000.0,1300.0,4900.0
481,dearra,De’arra Taylor,3700000.0,2500000.0,458400.0,792.0,923.0
482,briggi_bozzo,Briggitte Bozzo,23900000.0,5200000.0,361900.0,787.0,245.0
483,flavinhalouise,Flavinhalouise,12200000.0,3200000.0,167700.0,709.0,2800.0
484,pailita.k7k,Pailita,1200000.0,1600000.0,257399.99999999997,2700.0,2100.0
485,itskingchris,KingChristian,17200000.0,1600000.0,299700.0,2800.0,1300.0
486,mikaylanogueira,Mikayla Nogueira,13500000.0,2200000.0,320300.0,2300.0,411.0
487,rdcworld1,Mark Phillips,3100000.0,1000000.0,227600.0,1200.0,6700.0
488,charlieputh,Charlie Puth,19000000.0,2000000.0,324800.0,1900.0,937.0
489,bikedasher,BikeDasher,4300000.0,2500000.0,398000.0,1500.0,407.0
490,jonata_26,Jonata🤩,5900000.0,1900000.0,319600.0,646.0,2500.0
491,devincaherly,Devin Caherly,8500000.0,4000000.0,444900.0,894.0,147.0
492,basementgang,Basement Gang,5700000.0,1400000.0,296000.0,1500.0,2900.0
493,soysaucer,fivar,1000000.0,2000000.0,272800.0,790.0,2700.0
494,abo.zizo,۩♥۩ عائلة ابو زيزو ۩♥۩,4700000.0,3700000.0,225300.0,723.0,1500.0
495,spriteder_spd,Prite Netijen Netirattanapaiboon,4099999.9999999995,3600000.0,434900.0,845.0,334.0
496,ugolord,⚖️ The TikTok Attorney ⚖️,6300000.0,1900000.0,186000.0,4900.0,369.0
497,iamkailan,KAILAN 💚💛,3900000.0,2400000.0,219900.0,1300.0,2200.0
498,lorengray,Loren Gray,54600000.0,3100000.0,358700.0,879.0,761.0
499,daniuniverse,Dani Universe,9700000.0,3100000.0,322000.0,956.0,867.0
500,ser_jay,Hello It’s me SerJay,5300000.0,1400000.0,226200.0,2500.0,3500.0
501,alexwaarren,Alex warren,15500000.0,2400000.0,419800.0,992.0,809.0
502,lkzinhu,LK,17200000.0,2600000.0,306500.0,998.0,1300.0
503,joaoferdnan,João Ferdnan,8100000.0,1700000.0,173500.0,2100.0,4000.0
504,taossenpai,tao's senpai,635700.0,1200000.0,219600.0,1400.0,5300.0
505,isaach.p,Isaac H.P,3100000.0,1400000.0,217200.0,3500.0,2300.0
506,maddy.leah3,Not me,246200.0,2000000.0,196300.0,4300.0,237.0
507,jordanavucetic,jordanavucetic,2800000.0,1100000.0,224200.0,5200.0,2100.0
508,carlevellyn,Carla Evellyn,1700000.0,2000000.0,349600.0,2000.0,572.0
509,chinguamiga,Chingu Amiga,20100000.0,2500000.0,469400.0,1100.0,377.0
510,elpugaa,Puga,9900000.0,2000000.0,220900.0,341.0,3700.0
511,reymbayang,Rey,3400000.0,1300000.0,253000.0,2000.0,3400.0
512,tommyunold,Tommy,11300000.0,2300000.0,317800.0,2200.0,172.0
513,adamw,Adam W,16900000.0,2400000.0,266300.0,915.0,1800.0
514,anna..paull,Anna Paul,5200000.0,2400000.0,424700.0,1300.0,375.0
515,djadelilyes,Ilyes Djadel,390000.0,2100000.0,311800.0,1100.0,1600.0
516,kronnozomberoficial,KronnoZomber,728200.0,1400000.0,289100.0,2100.0,2300.0
517,outtpig,OuttPig,2100000.0,1500000.0,341000.0,1600.0,1700.0
518,rosssmith,Ross Smith,22900000.0,1500000.0,156100.0,927.0,6300.0
519,glencachysaraofficial,glenca chysara,8100000.0,4500000.0,212300.0,1300.0,522.0
520,pumatheweirdo,Cat Puma,2400000.0,1500000.0,183000.0,722.0,5500.0
521,twinsjne,Twinsjne 🍓,1100000.0,2400000.0,486900.0,783.0,665.0
522,andcarli,Andcarli,11700000.0,6300000.0,212200.0,684.0,578.0
523,mclivinho,Mc Livinho,4000000.0,2200000.0,312200.0,1400.0,1000.0
524,mrmilothechonk,Erika and Milo,2100000.0,1500000.0,313600.0,1300.0,2200.0
525,kimmigneault,Kim Migneault,7100000.0,3100000.0,358700.0,539.0,971.0
526,unnecessaryinventions,Unnecessary Inventions,5300000.0,2400000.0,377900.0,1400.0,451.0
527,hunterprosper,Hunter Prosper,5100000.0,1700000.0,320800.0,1000.0,2100.0
528,bulochkapelmen,BULOCHKA🇨🇳🇺🇦,3000000.0,2900000.0,184800.0,1900.0,1200.0
529,louka__m,Louka,2500000.0,1900000.0,354300.0,1200.0,1400.0
530,folz.aa,folz.a,1200000.0,1100000.0,192300.0,1800.0,6000.0
531,iloveyourmomscatt,,8200.0,1300000.0,159300.0,4900.0,3300.0
532,austinandlexi,⚡️Austin & Lexi 💥,4000000.0,1800000.0,332600.0,1100.0,1700.0
533,lehvideira,Lethicia Videira,7800000.0,903600.0,145100.0,1700.0,10800.0
534,nathalieholscher14,Nathalie Holscher,7200000.0,3500000.0,295700.0,936.0,647.0
535,sa_h700,صالح السبير✨,417400.0,2000000.0,201700.0,1600.0,2500.0
536,ayanakamachi,中町綾,1500000.0,3000000.0,204200.0,1100.0,1600.0
537,sebasmorenooo,Sebastian Moreno 📸,5100000.0,3300000.0,293700.0,1400.0,300.0
538,larrayeeee,LARRAY,26300000.0,2000000.0,351200.0,2000.0,364.0
539,le_general_416,tonton G 🇫🇷,2300000.0,4700000.0,214700.0,762.0,847.0
540,everett,Everett Noble,10000000.0,1900000.0,441400.0,768.0,1200.0
541,mcsilsiloficial,@mcsilsiloficial,7200000.0,1600000.0,123300.0,2500.0,6000.0
542,alezha.obukhov,Алежа Обухов,1300000.0,2600000.0,309200.0,1100.0,851.0
543,dermdoctor,DermDoctor | Dr. Shah,16600000.000000002,3500000.0,248600.0,1000.0,826.0
544,abbycasselberry,Abby Casselberry,1900000.0,1800000.0,348300.0,1000.0,1600.0
545,annapep3,ANNA,1000000.0,1700000.0,337100.0,1300.0,1500.0
546,fabru_blacutt,Fabru,18100000.0,2200000.0,242900.0,2400.0,562.0
547,songsforlittles,Ms Rachel,1100000.0,2600000.0,187500.0,1600.0,1700.0
548,marktilbury,Mark Tilbury - YouTuber & CEO,7200000.0,2300000.0,224500.0,620.0,2400.0
549,georainbolt,georainbolt,1200000.0,1500000.0,247100.0,2000.0,2300.0
550,navacarlosss,Carlos Navarro 🥇,131300.0,1700000.0,98800.0,353.0,8900.0
551,lagranjadelborrego,La granja del borrego,11100000.0,3000000.0,349900.0,919.0,581.0
552,morimura,MoriMura🍕,8400000.0,1500000.0,315400.0,1500.0,1800.0
553,oliviadearlove2,olivia-2002,17400.0,3000000.0,175900.0,1600.0,1300.0
554,eltonjohn,Elton John,2100000.0,2800000.0,66800.0,2000.0,6200.0
555,conormaynard,Conor Maynard,6800000.0,1700000.0,160400.0,2500.0,3100.0
556,duncanyounot,Duncan Joseph,4300000.0,1400000.0,366500.0,1300.0,1700.0
557,jrizzyjeremy,jrizzyjeremy,69100.0,3100000.0,225200.0,768.0,1400.0
558,ahmadmahroom99,Ahmad Mahroom,1300000.0,3300000.0,143500.0,923.0,2300.0
559,avascreams,ava,705000.0,1200000.0,372600.0,2800.0,639.0
560,erijasjas,Jasel,597900.0,1800000.0,385500.0,685.0,1500.0
561,artistliilz_,Liilz 🚀,342600.0,1600000.0,240000.0,2900.0,973.0
562,willian99music,ᴡ 99 ᴍ ☊,720300.0,1600000.0,143500.0,188.0,6300.0
563,cauamacedo,Cauã Macedo,11400000.0,1600000.0,231000.0,2900.0,1100.0
564,sabrenorris,Sabre Norris,3600000.0,1800000.0,186900.0,4100.0,329.0
565,youshi_maru,ゆうしまる,83600.0,1900000.0,145200.0,1100.0,4400.0
566,mdrr05,👻مروان ٱلبآتني🇩🇿,3000000.0,3000000.0,112600.0,1400.0,2900.0
567,deandreee,DeAndre,1900000.0,1900000.0,315100.0,826.0,1600.0
568,werenotreallystrangers,WNRS,4400000.0,1700000.0,329500.0,1500.0,1200.0
569,poki,pokimane,6300000.0,2300000.0,234800.0,2100.0,667.0
570,zbor0vska,Zborovska,1100000.0,1900000.0,288900.0,1400.0,1300.0
571,7odzz,7oda Eino🔥😵,4500000.0,2200000.0,162700.0,1600.0,2500.0
572,roportajadam,Mahsun Karaca,1100000.0,2100000.0,125400.0,411.0,5100.0
573,nadirdearabier,Nadirdearabier,1100000.0,2100000.0,185100.0,3000.0,694.0
574,aydenmekus,AYDEN MEKUS,11500000.0,2100000.0,204700.0,2900.0,491.0
575,thegnshow,The Graham Norton Show,1700000.0,2900000.0,287800.0,421.0,1300.0
576,ladydianka,LADY BUNNY🐰,9100000.0,1500000.0,189900.0,3400.0,1600.0
577,skuratof,Anton Skuratov,623200.0,1800000.0,151300.0,793.0,4400.0
578,saray.____,Saray,67900.0,1400000.0,85600.0,2700.0,9400.0
579,kieram.litchfield,Kieram Litchfield,2200000.0,1400000.0,190800.0,2600.0,2800.0
580,laurence_benson,Laurence Benson,2100000.0,2900000.0,293000.0,1400.0,240.0
581,mohamed.hesham.official,محمد هشام,563500.0,1500000.0,43700.0,380.0,21100.0
582,jaywheeler,Jay Wheeler,5400000.0,1600000.0,249800.0,856.0,2700.0
583,itsmatheuscosta,Matheus Costa,5000000.0,1400000.0,205800.0,2000.0,2800.0
584,soanhvadiephihi,Soanh x Diệp,3100000.0,3100000.0,328400.0,864.0,533.0
585,roadrunnerpete,Pete 1k,72200.0,926400.0,151600.0,2000.0,8000.0
586,danivallem,Dani Valle,4800000.0,1200000.0,86300.0,963.0,12400.0
587,com.hyuga1117,【コムドット】 ひゅうが,1100000.0,1500000.0,165800.0,4700.0,993.0
588,jasonderulo,Jason Derulo,53000000.0,6800000.0,186900.0,887.0,194.0
589,bilalfadilii,Bilal Fadili,1300000.0,1600000.0,190500.0,2000.0,2600.0
590,mandrake1984real,Giuseppe Mandrake Ninno,1300000.0,1400000.0,170300.0,891.0,4900.0
591,kerri_okie,Kerri,3100000.0,1100000.0,137300.0,4800.0,4300.0
592,championsleague,Champions League,16000000.0,2300000.0,293500.0,823.0,1200.0
593,luvjunior14,j ❤️,560300.0,1600000.0,432800.0,1400.0,610.0
594,sallyalawady1,Sally Alawady,4099999.9999999995,3400000.0,187800.0,1700.0,446.0
595,felipenpv,Felipe Paiva,3500000.0,1700000.0,259600.00000000003,1800.0,1300.0
596,neitor.exe,Neitor,2900000.0,2000000.0,307800.0,1600.0,709.0
597,camilo,Camilo,28800000.0,2400000.0,275900.0,567.0,1500.0
598,thelondoncharles,London Charles,6000000.0,1700000.0,374900.0,1400.0,751.0
599,keemokazi,KEEMOKAZI,30100000.0,2800000.0,351900.0,1100.0,258.0
600,frantastiktok,Fran Carneros,1500000.0,2100000.0,458400.0,587.0,807.0
601,elissadeheart,Elissa DeHeart,2300000.0,2000000.0,292400.0,974.0,1300.0
602,soulzang,نظام,293500.0,796600.0,218300.0,2000.0,5700.0
603,sweeettails,SweeetTails,2800000.0,1400000.0,164400.0,828.0,5000.0
604,kane,kane,3200000.0,1800000.0,221800.0,1300.0,2000.0
605,dreamlifex0,🧚 ✨Dream life✨,569200.0,1200000.0,134100.0,5300.0,2700.0
606,omahi.tiktok,OMAHI,14700000.0,3500000.0,391900.0,777.0,188.0
607,tsezy,Tommy,4800000.0,2000000.0,253500.0,1900.0,735.0
608,albertinasacaca1,Albertina Sacaca Cal,6500000.0,2600000.0,241700.0,1600.0,505.0
609,brilionaire,model kentang🍟,4400000.0,2200000.0,229400.0,612.0,2000.0
610,wigofellas,wigofellas,34400000.0,2600000.0,158900.0,1900.0,1200.0
611,_.anime.edits_0,video,97000.0,1700000.0,75600.0,1500.0,8700.0
612,christianfabiannn,Christian Fabian,13400000.0,2200000.0,311900.0,1800.0,130.0
613,gzfoodqood,Foodqood by Giallozafferano,18500000.0,4300000.0,213300.0,412.0,1000.0
614,thephysicshouse,The Physics House,592400.0,1800000.0,307700.0,1900.0,507.0
615,benedictpolizzi,benedict polizzi,2000000.0,3600000.0,360200.0,230.0,775.0
616,main_and_aseel,Main & Aseel,1300000.0,3000000.0,178100.0,1400.0,1100.0
617,ahmedhelmy,Ahmed Helmy,7000000.0,2600000.0,184400.0,952.0,1800.0
618,analisseworld,Analisseworld,10400000.0,1900000.0,358600.0,652.0,1300.0
619,zoecolletti,Zoe Colletti,2200000.0,1800000.0,209700.0,3000.0,429.0
620,k4554ndr4,kassandra 🪐,978000.0,1000000.0,280400.0,1800.0,2700.0
621,kenchanachaisit,Ken Chanachai,405800.0,2000000.0,184600.0,1400.0,2100.0
622,sidaivan,sdvn,89800.0,2300000.0,149900.0,2200.0,1500.0
623,mrcaqui,Facundo Izquierdo,6800000.0,978000.0,264500.0,833.0,4100.0
624,rubxnillo,Rubenillo,508100.0,3800000.0,279000.0,282.0,925.0
625,com.yamato0515,【コムドット】やまと,1900000.0,1200000.0,176400.0,4300.0,1700.0
626,brentfordfc,Brentford FC,1200000.0,1900000.0,252300.0,1600.0,1100.0
627,dede_harlan_,Dede Harlan,295600.0,957700.0,228100.0,1900.0,3800.0
628,yurinya1128,ゆりにゃ,647300.0,2300000.0,162300.0,2500.0,787.0
