handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg
tootymcnooty,TootyMcNooty,7300000.0,1500000.0,401100.0,2200.0,6400.0
miakhalifa,Mia K.,32500000.0,3700000.0,340300.0,3500.0,644.0
notraymodeli,Modeli,1900000.0,1800000.0,404300.0,2700.0,4300.0
axelwebber,Axel,4200000.0,2400000.0,544700.0,3400.0,522.0
baebyshaa,shalynne,324600.0,3000000.0,650300.0,1400.0,1200.0
momonatamada,Momona Tamada,3700000.0,2700000.0,489400.0,3300.0,473.0
nikkietutorials,nikkietutorials,5100000.0,4300000.0,536600.0,1200.0,987.0
spicyycam_,Spicy Cam,18200000.0,3500000.0,428100.0,3000.0,295.0
sa_ro01,sara💜,3400000.0,3300000.0,265900.0,4600.0,1100.0
byniaromero,Nia Romero,10400000.0,4000000.0,531100.0,2000.0,291.0
_vqsngi.03_,Ghét môn Toán =))),87700.0,2600000.0,367500.0,3300.0,1800.0
oblomoffrecipe,oblomoffrecipe,5300000.0,3000000.0,271800.0,1200.0,4800.0
yg_treasure_tiktok,yg_treasure_official,3500000.0,1700000.0,355300.0,4100.0,4200.0
luq_music,LUQ_MUSIC,165700.0,2000000.0,237000.0,5900.0,4300.0
bradtheboxer,Just brad,2000000.0,2500000.0,216700.0,3600.0,5300.0
ftedooda,🛄,23500.0,1200000.0,219400.0,2800.0,16400.0
kurtisconner,kurtis conner,1800000.0,2200000.0,465800.0,3100.0,1500.0
maskrayy1,maskrayy1,4500000.0,7000000.0,280900.0,1200.0,1200.0
babybella777,Bella Hadid,4400000.0,3000000.0,504500.0,2600.0,614.0
trainee_a,Trainee A,2700000.0,1300000.0,384000.0,5300.0,4200.0
texasbushman,Texas BUSHMAN,1200000.0,2400000.0,242600.0,1500.0,6700.0
ugolord,⚖️ The TikTok Attorney ⚖️,5300000.0,2800000.0,281000.0,5600.0,497.0
fedevigevani,Fede Vigevani,12600000.0,2700000.0,370400.0,4000.0,721.0
nam_patcharaporn,Namfon,656500.0,2200000.0,374000.0,3000.0,2600.0
endomarf,☻☆EndoMarfa☆☻,517200.00000000006,1700000.0,516500.0,3400.0,2000.0
dasigantung,Dasi Gantung,5100000.0,3500000.0,497800.0,1500.0,1200.0
llucastorresg,Lucas Torres,831400.0,1500000.0,328500.0,4500.0,4900.0
bungalow_jonathan,Bungalow Jonathan,251200.0,1500000.0,116600.0,994.0,25100.0
.aidenbeaudry,.aidenbeaudry_official,483300.0,2000000.0,344800.0,3100.0,3500.0
cbum,Chris Bumstead,2000000.0,2000000.0,389100.0,2600.0,3200.0
rebeccazamolo,rebecca zamolo,16800000.0,2300000.0,233900.0,7900.0,701.0
farrelhkeem,FA🧛,179100.0,1800000.0,292900.0,2100.0,6400.0
cellat36,cellat36,8199999.999999999,2400000.0,212300.0,6400.0,2400.0
clexxd,clexxd,8900000.0,2400000.0,227300.0,8100.0,118.0
yodeege,Deege,905900.0,2300000.0,366900.0,1900.0,3500.0
brentrivera,Brent Rivera,42800000.0,2600000.0,492800.0,3000.0,433.0
herranwalt,Herr Anwalt,5300000.0,2200000.0,302700.0,3800.0,3000.0
europaleague,Europa League,2100000.0,2800000.0,346800.0,2000.0,2500.0
danivallem,Dani Valle,3900000.0,1600000.0,130500.0,1100.0,19900.0
nourmar5,nourmar5,14300000.0,1300000.0,145900.0,13000.0,10100.0
nada_m7amed,دودا🦹🏻🤍,5800000.0,3400000.0,281200.0,2300.0,2300.0
ox_zung,원정맨 WonJeong,41100000.0,2800000.0,399400.0,3200.0,727.0
thor.aya,Thoraya Maronesy,1500000.0,2700000.0,468300.0,2100.0,1300.0
caocuongvu,caocuongvu,3400000.0,2900000.0,346000.0,3100.0,1300.0
renpc_,✨Ren PC✨,3200000.0,1700000.0,318000.0,2400.0,5600.0
julesleblanc,jules,18600000.0,2900000.0,657500.0,1800.0,516.0
alexhook2303,Александр,4300000.0,1300000.0,253600.0,10800.0,2300.0
laurahfritz,laura & lena,2500000.0,2200000.0,400800.0,1500.0,3300.0
corvii_ff,EL CORVII 🍭,10500000.0,2500000.0,427700.0,3800.0,215.0
gabimfmoura,Gabriela Moura,7700000.0,2600000.0,381300.0,1900.0,2400.0
bottleofdjinn,HIM,706300.0,2800000.0,582700.0,1600.0,1100.0
mohmadtra,ترفولتا,1800000.0,4400000.0,304700.0,2000.0,1200.0
respectme90,Football  ⚽️ футбол,658100.0,2000000.0,243100.0,3700.0,5000.0
soycintiacossio,Cintia Cossio,4099999.9999999995,5700000.0,480000.0,702.0,838.0
thegoodhype,Goodlin Siblings,1700000.0,2500000.0,443500.0,1600.0,2200.0
carolvillanes,Carol Villanes,4099999.9999999995,1800000.0,312300.0,7000.0,458.0
just_jenoah_,Jenoah Santiago,1400000.0,2400000.0,488500.0,1500.0,2000.0
datdo0803,Đỗ Đạt,6500000.0,4600000.0,368800.0,1700.0,732.0
robgronkowski,gronk,2400000.0,2400000.0,332000.0,1700.0,3500.0
___nicoichi___,NICO【平成フラミンゴ】,1300000.0,2700000.0,288900.0,3200.0,2100.0
pablitocastilloo,pablitocastilloo,4500000.0,1800000.0,225600.0,1400.0,9000.0
iamjonathanpeter,Jonathan Peter,12700000.0,3200000.0,379000.0,999.0,2400.0
meowlife7,Cats is life,876400.0,2300000.0,311500.0,1600.0,4100.0
pimpiriya1,PIM PIRIYA,1300000.0,2900000.0,567900.0,1200.0,1300.0
ferchugimenez,Fernanda,4300000.0,3300000.0,456500.0,1400.0,1300.0
homm9k,ХОМЯК,39000000.0,2800000.0,385800.0,3000.0,752.0
mndiaye_97,mndiaye_97,14200000.0,2200000.0,411900.0,2300.0,2200.0
linatejeiro8,Lina Tejeiro,4000000.0,4000000.0,295900.0,992.0,2400.0
www.m4th.com,math!eu,6900.0,1300000.0,309200.0,6500.0,3500.0
dovecameron,Dove Cameron,9000000.0,1800000.0,380500.0,4500.0,1300.0
sjbleau,SJ,12300000.0,3600000.0,420300.0,1700.0,914.0
ginescorreguela,Ginés correguela,776400.0,2800000.0,140500.0,2600.0,7700.0
mrzeooficial,MR ZEO 🇩🇴,16100000.000000002,2000000.0,251100.0,2000.0,5900.0
stellajero16,Vester Ajero,1200000.0,1100000.0,265700.0,10900.0,2500.0
teokun711abc,テオくん@幸せ者,1200000.0,2800000.0,317600.0,1800.0,2600.0
ajo.ozil,𝙆𝙪𝙧𝙣𝙞𝙖 van 𝙂𝙪𝙨𝙢𝙖𝙣,900000.0,6400000.0,250800.0,825.0,1600.0
mr_paul.boy,"Паул, либо просто Паша",7200000.0,2200000.0,426000.0,3000.0,1100.0
rblx.dreyzon,🤍 ДРЭЙЗОН • РОБЛОКС 🤍,1300000.0,1900000.0,234000.0,7400.0,1200.0
mattiastanga,Mattia Stanga,2300000.0,1600000.0,242400.0,1300.0,8600.0
hannahbahng,hannahbahng,1900000.0,1500000.0,471300.0,4100.0,1300.0
haositofficial,HaositOfficial,1200000.0,1700000.0,344600.0,5600.0,936.0
kdramas_klis,✨KLIS✨,860300.0,2800000.0,368500.0,1400.0,2300.0
mhc_f_f,✧☽ 𝒹 𝓇 𝑒 𝒶 𝓂 𝒾 𝓃 𝑔 ☾✧,1100000.0,1700000.0,269900.0,1400.0,7000.0
yurielkysojeda,Yurielkys Ojeda,12200000.0,4000000.0,481000.0,1300.0,667.0
elsalsely00,🥇 السلسيلي 🥇,4300000.0,4600000.0,177200.0,612.0,4000.0
mayanelsayed,Mayan El Sayed,3500000.0,4400000.0,263500.0,1200.0,2100.0
wasyanka,Василий,2500000.0,1700000.0,124000.0,1000.0,16800.0
vidhia_r,Vidhi_R,4400000.0,2700000.0,290600.0,3200.0,1600.0
com.yamato0515,【コムドット】やまと,1700000.0,2000000.0,271000.0,4900.0,1900.0
kaylamalecc,kayla,6600000.0,2200000.0,363100.0,4400.0,267.0
munchieslab,Martín,2700000.0,2400000.0,180500.0,796.0,7600.0
albert_cancook,Albert Niazhvinski,4000000.0,4200000.0,403400.0,1400.0,712.0
juaniquilador,JuanSGuarnizo,8600000.0,2000000.0,452200.0,1600.0,2500.0
cerenyaldz,Ceren Yaldız,9200000.0,2200000.0,164500.0,8500.0,1300.0
thedannyphantom,danny,80100.0,1900000.0,177100.0,7800.0,2700.0
cindylauw,CindyLauw,148600.0,2200000.0,323900.0,4500.0,439.0
gehadhassann,Gehad hassan👸🏻,7300000.0,1400000.0,177000.0,3500.0,10700.0
dudamaryah,dudamaryah,4099999.9999999995,3000000.0,340700.0,2000.0,1400.0
the.revival,Revival,392800.0,2200000.0,283800.0,1200.0,4400.0
gavinmagnus,GavinMagnus,5200000.0,2000000.0,254900.0,6400.0,412.0
ermmm.umm,user569215425698,2100.0,1900000.0,254500.0,2300.0,4800.0
thegerbers_,🧡Маша и Роберт🧡,5300000.0,3700000.0,375300.0,2100.0,344.0
hiagodosvideos,Hiago Marques,1200000.0,2600000.0,365400.0,2000.0,1600.0
andweaso,Andrea,5900000.0,3000000.0,542100.0,1200.0,884.0
luisvelody,Luis Velody,6200000.0,3300000.0,459900.0,910.0,1300.0
yoshi30244781481,にっしー,3900000.0,4000000.0,409600.0,1200.0,837.0
the_joe_gatto,joe_gatto,6500000.0,2900000.0,247700.0,1400.0,3200.0
frankielapenna,Frankie LaPenna,1800000.0,4900000.0,411700.0,735.0,943.0
.diana__tc,Diana TC,2900000.0,3200000.0,348700.0,1900.0,1100.0
matsudake,M2DK/マツダ家の日常,4700000.0,8100000.0,199800.0,1200.0,833.0
anokhinalz,Аnokhina Liza,35600000.0,2800000.0,374000.0,2800.0,379.0
mranto,Anto Garcia,8199999.999999999,6500000.0,274700.0,1300.0,570.0
iheartmemphis,iHeartMemphis🔥,12500000.0,4300000.0,260200.0,2300.0,687.0
sobrevivente13,Edelson Ribeiro,4099999.9999999995,2200000.0,188300.0,1700.0,6200.0
pam_a_cake,Pam,4099999.9999999995,3500000.0,487400.0,1600.0,334.0
ardkth,𝐊𝐢𝐦 𝐀𝐑𝐝,1300000.0,1100000.0,350400.0,2000.0,6500.0
cemresolmaz,cemre solmaz,10200000.0,2200000.0,180900.0,7200.0,976.0
philipdefranco,Philip DeFranco,1900000.0,2500000.0,319200.0,2800.0,1300.0
otakoyakisoba,otakoyakisoba,14100000.0,2800000.0,278800.0,1800.0,2300.0
freeritzyralph,Ritzyralph,1400000.0,1500000.0,375400.0,3300.0,2400.0
jhothsa,jhothsa,12300000.0,1700000.0,224700.0,1700.0,6700.0
icebox,icebox,6200000.0,3000000.0,277200.0,3300.0,517.0
tatiana1964_2,Татьяна,31000.0,1700000.0,12400.0,207.0,151800.0
nmixx_official,NMIXX,1100000.0,1600000.0,318500.0,4200.0,2100.0
bmbsh7,بمبش السيد♦️bimbsh♦️,3800000.0,1800000.0,289500.0,3800.0,2300.0
jackjos3ph,Jack Joseph,2400000.0,1400000.0,246300.0,3500.0,5700.0
bikedasher,Patrick,2200000.0,3300000.0,370400.0,2200.0,427.0
benjikrol,Benji Krol,30300000.0,2400000.0,338900.0,3400.0,488.0
djmariio,DjMaRiiO,983800.0,2200000.0,329200.0,1300.0,3000.0
reeh__augusto,Reeh Augusto,3700000.0,2100000.0,371800.0,2500.0,1600.0
onlyjayus,Bella Avila,17600000.0,2300000.0,344700.0,2600.0,1300.0
sabrinacarpenter,Sabrina Carpenter,12000000.0,2200000.0,298800.0,2800.0,1900.0
barbaracoura,Bárbara Coura,8000000.0,2400000.0,384300.0,2200.0,1200.0
ngikuttrendaja,Ahmad Rizki,192800.0,3700000.0,304500.0,1500.0,1200.0
rayssabuq,Rayssa Buq,5400000.0,1800000.0,326800.0,2600.0,2600.0
olisboa,LISBOA,612000.0,3000000.0,505000.0,944.0,1100.0
mimiermakeup,Mirta Miler,14500000.0,2700000.0,448600.0,2200.0,367.0
verycooll_real,Very Cool,1400000.0,3100000.0,234500.0,1300.0,3000.0
just.hamilton,Just Hamilton,2300000.0,1700000.0,271600.0,2900.0,3900.0
michou_yt,Michou,6700000.0,3600000.0,256399.99999999997,2800.0,456.0
gregisms,Gregisms’ Neighborhood,2200000.0,975500.0,168000.0,6700.0,11600.0
butt.erhand,Lucie,176400.0,2200000.0,201500.0,514.0,6200.0
gbandme,GB and ME,5700000.0,1600000.0,250100.0,4800.0,2700.0
fransfaisal_real,frans faisal,272900.0,2500000.0,278800.0,3300.0,926.0
officialjellyroll,Jelly Roll,2400000.0,2300000.0,290800.0,2600.0,1800.0
lossiblings_,Lossiblings🍭,23600000.0,2800000.0,396900.0,1800.0,863.0
davidgetial,deivis,13300000.0,3200000.0,439400.0,1800.0,302.0
zodiac.boyfriend,Zodiac Boyfriend🪐🔮,1600000.0,1600000.0,219700.0,3600.0,4700.0
michellerenaud,Michelle Renaud,2300000.0,4200000.0,357800.0,1100.0,801.0
kelvin__silvaa,Kelvin__silvaaa,3400000.0,2000000.0,163600.0,1100.0,7700.0
user4350486101671,user4350486101671,16200000.0,1600000.0,302300.0,4700.0,1300.0
jeison_giraldo,JeisonGiraldo,24600000.0,3400000.0,426500.0,1700.0,300.0
chrisdelia,ChrisDElia,1700000.0,1800000.0,268500.0,643.0,5500.0
lightskinkeisha,LightSkinKeisha,1900000.0,2000000.0,303200.0,1200.0,3500.0
larasilvan,Tik Toker,15900000.0,1800000.0,351300.0,3400.0,1100.0
la_lerma,LERMITA,11600000.0,2700000.0,354300.0,1200.0,1800.0
duolingo,Duolingo,3400000.0,1500000.0,281100.0,4500.0,2300.0
danythegaggio,Daniele Cabras,2700000.0,1400000.0,214200.0,1700.0,7800.0
dari_wadha_home,Dari_wadha_home,1400000.0,2900000.0,182100.0,2400.0,2900.0
pkllipe,Pk,16500000.0,2200000.0,383900.0,1600.0,1800.0
aloserishere_,𝙇𝙤𝙨𝙚𝙧.,159400.0,1100000.0,165500.0,6600.0,8800.0
olivertree,Oliver Tree,12500000.0,3000000.0,324100.0,1800.0,1100.0
lonely.moods,:),354500.0,815500.0,214000.0,5400.0,10600.0
jessnolimit999,Jess No Limit,5300000.0,2700000.0,264700.0,3100.0,877.0
sooshimango,Sooshi Mango,483400.0,1100000.0,100700.0,3500.0,21700.0
spider_slack,spider_slack,31600000.0,2600000.0,314300.0,1700.0,1700.0
realmadrid,Real Madrid C.F.,11700000.0,2100000.0,300500.0,3000.0,1500.0
leanadeeb,Leana Deeb,4200000.0,2600000.0,426900.0,1000.0,1500.0
jonathanbecerraoficial,Jonathan Becerra,1200000.0,2300000.0,173400.0,1500.0,5500.0
officialturk,Officialturk,26100.0,1100000.0,237000.0,7500.0,3400.0
isabuenox,Isabelle Bueno,2800000.0,1900000.0,410400.0,2500.0,1000.0
peachypollo,Emillee,1400000.0,2300000.0,480600.0,749.0,1700.0
monabouchon_,Monabouchon,139100.0,1500000.0,127600.0,468.0,13700.0
monabouchon_,Monabouchon,139100.0,1500000.0,127600.0,468.0,13700.0
reymbayang,Rey,3300000.0,2300000.0,273300.0,1900.0,2400.0
noahbeck,noah beck,32799999.999999996,2900000.0,342700.0,2300.0,439.0
limaunipisofficial,limaunipisofficial,602600.0,1500000.0,107700.0,1300.0,15400.0
therealhammytv,TheRealHammyTV,13300000.0,3700000.0,156500.0,884.0,3800.0
matheusevitoriaofc,Matheus e Vitoria,6900000.0,2000000.0,317900.0,2200.0,2000.0
7iprast,𝗶𝗡𝗦𝗢𝗠,3600000.0,1700000.0,163500.0,1100.0,8600.0
oli_natu,Oli Natu,7900000.0,2900000.0,408300.0,1200.0,1100.0
sebbylaz,Seb Laz,4099999.9999999995,1800000.0,238600.0,5500.0,894.0
r___.89,𝑀𝑖𝑠𝑡𝑒𝑟 𝑅𝑒𝑒𝑚𝑎 😾✨.,3500000.0,1800000.0,299800.0,3800.0,1300.0
anwar,Anwar Jibawi,11700000.0,2500000.0,275900.0,1300.0,2500.0
blake.snider,Blake Snider,4600.0,2800000.0,150700.0,967.0,5500.0
alejwho,Alejandro,983500.0,1500000.0,279100.0,2500.0,4100.0
anitta,Anitta,17200000.0,3800000.0,263400.0,1600.0,1000.0
tangychu,Танги штоле,20900.0,1300000.0,259399.99999999997,2100.0,5700.0
newt,newt,9400000.0,2300000.0,378500.0,1400.0,1600.0
brookemonk_,Brooke Monk,19000000.0,2700000.0,339600.0,2000.0,867.0
psg,psg,25300000.0,2700000.0,319200.0,2200.0,777.0
roy.0fficial,Roy.official,290800.0,1200000.0,108400.0,432.0,19600.0
nicollefigueroaa,Nicolle Figueroa,9600000.0,2500000.0,343000.0,2500.0,546.0
ucgj7,☝️Биполярочка👆,1500000.0,1800000.0,179800.0,6200.0,1800.0
startup.mp4,startup.mp4,98000.0,944300.0,246600.0,4700.0,6400.0
beca,Rebeca Barreto,21900000.0,2300000.0,297700.0,3000.0,819.0
glebpiano,Глеб Пьяных,457300.0,3000000.0,75000.0,3100.0,8400.0
emilyfauver,emily&ella,3300000.0,2500000.0,377900.0,1300.0,1500.0
mikaylanogueira,Mikayla Nogueira,11200000.0,2200000.0,323800.0,3000.0,657.0
ivanovik.83,ivanovik.1983,172700.0,2300000.0,91500.0,1100.0,11100.0
francis.bourgeois,Francis Bourgeois,2300000.0,2000000.0,193000.0,1600.0,5000.0
kaan.etm,Kaan,2600000.0,2000000.0,358400.0,2800.0,807.0
ramonvitor,ramonvitor,2200000.0,1800000.0,397900.0,2500.0,1100.0
imreddtv,REDD,883100.0,3200000.0,190800.0,1200.0,3100.0
scarlettsspam2,scarlett,1100000.0,2200000.0,204700.0,4500.0,1200.0
siscakohl,Sisca Kohl,10400000.0,2600000.0,306500.0,2200.0,986.0
_andrewcurtiss,Andrew Curtis,2400000.0,1300000.0,274000.0,4800.0,2500.0
_xndirizlky_,_xndi rizlky_,11500.0,3700000.0,166500.0,2200.0,1800.0
kingmajesty_princessrose,Nelson and Rose,155000.0,1600000.0,109600.0,1300.0,13000.0
serchexmx,Serchex,123100.0,1400000.0,265000.0,2900.0,3700.0
hoaminzy_hoadambut,Hoà Minzy,4000000.0,3200000.0,345000.0,1800.0,423.0
samsung_guy,Callum,117500.0,1800000.0,237200.0,4900.0,850.0
arbooks__,Arbooks,392100.0,2100000.0,223800.0,2600.0,2600.0
eduincaz5,Eduin Caz,5200000.0,2800000.0,278700.0,1200.0,1900.0
agigigrigio,Giovanna Grigio,2000000.0,3600000.0,325000.0,1700.0,407.0
kienreview90,Kien Review,9800000.0,4500000.0,254100.0,1300.0,850.0
kallmewhateveryouwant,kallmewhateveryouwant,10900000.0,1800000.0,342300.0,3200.0,744.0
kopke613,kopke613,3600000.0,1100000.0,141800.0,2200.0,13200.0
colewherld,colegonzales,4900000.0,2100000.0,297200.0,696.0,3200.0
zloinvfx,Stanislav Anisimov,135800.0,3300000.0,172600.0,899.0,3300.0
yordy_yor,Yordy_Yor,1200000.0,3800000.0,146200.0,3700.0,671.0
countingshleeps,blake,2100000.0,1700000.0,265600.0,2800.0,2600.0
jasminechiswell,Jasmine Chiswell,15200000.0,3400000.0,404400.0,1500.0,212.0
fjerry,FJerry,3000000.0,1400000.0,109500.0,3000.0,12600.0
roportajadam,Mahsun Karaca,930100.0,2700000.0,157000.0,564.0,5100.0
outtpig,Cameron Perez,1600000.0,1500000.0,350200.0,2200.0,2300.0
qpark,Q Park,30200000.0,3200000.0,216000.0,1600.0,1800.0
andcarli,Anderson Carli,6000000.0,4400000.0,234000.0,1800.0,500.0
mitzakoff,lucasmitzakoff,1900000.0,1300000.0,270300.0,2400.0,4200.0
itsjojosiwa,JoJo Siwa,40700000.0,3000000.0,370200.0,1700.0,383.0
good.boy.ollie,Good Boy Ollie,2800000.0,2100000.0,344300.0,1100.0,2100.0
alaa.ayyman,ALaa Ayman,8199999.999999999,3700000.0,364600.0,820.0,935.0
jj_olatunji4,🇬🇧🇬🇧🇬🇧,1600000.0,2300000.0,334600.0,591.0,2400.0
leaelui,Lea Elui,17000000.0,2800000.0,375900.0,1100.0,1200.0
innkastar,Innkastar,11600000.0,2600000.0,193500.0,4000.0,666.0
anilinom,anilinom,11800000.0,10600000.0,136800.0,441.0,1200.0
mileshampton,WilsonsHouse,140300.0,1300000.0,299300.0,2400.0,3500.0
mastercorbuzier,Deddy Corbuzier,2100000.0,3000000.0,215600.0,2800.0,791.0
djraulitooficial,Dj Raulito,605300.0,3300000.0,167000.0,715.0,3500.0
brandonspam_,Brandon Conner,7300000.0,2200000.0,281700.0,3200.0,558.0
paulaverhoeven,Paula Verhoeven,997500.0,4900000.0,232700.0,1100.0,946.0
madisonpettis,Madison Pettis,2600000.0,2900000.0,493500.0,1000.0,603.0
arianagrande,arianagrande,26600000.0,1400000.0,333900.0,3900.0,963.0
vekalife24,vekalife,2400000.0,1500000.0,116200.0,459.0,12600.0
westbrouck,Mattie,8600000.0,1900000.0,423100.0,2200.0,655.0
the.big.mike,The Big Mike,71500.0,1500000.0,176800.0,4200.0,4000.0
.mats.ftl,❤️‍🔥Лёша Мэтс❤️‍🔥,6700.0,1700000.0,210200.0,1700.0,4600.0
bilalfadilii,Bilal Fadili,958400.0,1800000.0,210400.0,2300.0,3700.0
jaydafnwayda,JAYDA WAYDA,3200000.0,2200000.0,333400.0,1200.0,1900.0
vzelivx,vzelivx,731300.0,2100000.0,271200.0,2600.0,1300.0
benoit_chevalier,Benoît Chevalier,8700000.0,1700000.0,180900.0,3100.0,4200.0
ninogashi,NinoGashi,1300000.0,1800000.0,179700.0,3200.0,3700.0
twice_tiktok_official,TWICE,13900000.0,1200000.0,223800.0,6500.0,1800.0
beniju03,BENIJU,2200000.0,1600000.0,304800.0,3800.0,716.0
chourouk.model_official,Chourouk_model_official,4400000.0,3200000.0,270500.0,897.0,1700.0
shabiraalulaadnan,Shabiraalula&Ayah,5100000.0,3200000.0,256399.99999999997,1500.0,1200.0
ryskalamarcysia,ryskalamarcysia,1800000.0,3100000.0,360900.0,1600.0,403.0
namyulenka,Namy,6000000.0,2000000.0,366200.0,2100.0,901.0
tu.terapeuta.en.tiktok,Leandro Olszanski,1600000.0,1600000.0,328500.0,1900.0,2300.0
devincaherly,Devin Caherly,6900000.0,3600000.0,406600.0,1300.0,213.0
itsmatheuscosta,Matheus Costa,4300000.0,2100000.0,235300.0,1700.0,2800.0
virguleanimaleshow,VirguleAnimaleShow,850000.0,1200000.0,190800.0,1800.0,7700.0
vtkh2004,Vũ Thị Khánh Huyền,7700000.0,2600000.0,321400.0,2000.0,588.0
mateuspesce,Pesce,5700000.0,1700000.0,254900.0,2000.0,3000.0
how.kev.eats,how.kev.eats,1800000.0,2500000.0,323000.0,1800.0,926.0
zubarefff,Зубарев Александр,2900000.0,2000000.0,300100.0,1700.0,1900.0
vancityreynolds,Ryan Reynolds,19700000.0,2300000.0,282800.0,1600.0,1700.0
clecolucci,Clé Colucci,2900000.0,935100.0,165000.0,9400.0,4500.0
mr.v1bez,MR.VIBEZ,853000.0,1400000.0,364200.0,1900.0,2300.0
nosoychaparro,Luis Chaparro,2800000.0,2100000.0,360300.0,2500.0,320.0
lilyxgarcia,Lily Garcia,8900000.0,1800000.0,418200.0,1900.0,906.0
juanpazurita,Juanpa Zurita,12800000.0,3300000.0,397700.0,804.0,782.0
juandaniel.ibarra,Daniel Ibarra,26600000.0,3300000.0,353700.0,1400.0,406.0
juandaniel.ibarra,Daniel Ibarra,26600000.0,3300000.0,353700.0,1400.0,406.0
maddiebools,Maddie,52900.0,1700000.0,99600.0,3600.0,8900.0
abir.sag,Abir e sag,11000000.0,2500000.0,176900.0,2900.0,1700.0
lexychaplin,Lexy,3000000.0,2000000.0,308200.0,2700.0,595.0
mich_gzl,Michelle González,538300.0,3100000.0,220600.0,730.0,2200.0
more.annapaul,More Anna,1500000.0,2700000.0,447800.0,1300.0,418.0
ktlynraps,Ktlyn,1900000.0,2100000.0,226700.0,2000.0,2300.0
yano4kaa.aaa,Yano4kaa.aa,3000000.0,1700000.0,267100.0,2200.0,2300.0
baga..genius,Молодой Гений,721600.0,1900000.0,279700.0,1700.0,2200.0
lelepons,Lele Pons,26800000.0,2200000.0,307400.0,1900.0,1100.0
n.vv3,ناصر || 🇸🇦 alsubaie ..,1900000.0,3300000.0,158000.0,3200.0,642.0
flakeysalt,Joshua weissman,6200000.0,2500000.0,352900.0,664.0,1600.0
kikakiim,Kika Kim,29500000.0,2200000.0,296000.0,2200.0,918.0
emilymariko,Emily Mariko,10100000.0,3000000.0,321700.0,1300.0,766.0
milos.guzel,Milos,4800000.0,1900000.0,425500.0,1700.0,774.0
hashbrotatoes,H&SH Brotatoes,390100.0,2200000.0,342600.0,1400.0,1300.0
diana_aster,💗 DIANA ASTER 💗,10400000.0,2700000.0,337400.0,1800.0,417.0
gabrielabee,GABI BEE,9300000.0,1200000.0,248000.0,5500.0,1200.0
igorjansen,igorjansen,10600000.0,2200000.0,275700.0,2400.0,953.0
ifluent,iFluent,2800000.0,1600000.0,174500.0,4000.0,3100.0
mateus_hwang,Mateus Hwang,1900000.0,2100000.0,139600.0,5700.0,1200.0
taimmm8,888,1000000.0,2000000.0,318800.0,1500.0,1600.0
mandrake1984real,Giuseppe Mandrake Ninno,883800.0,1400000.0,180400.0,982.0,7000.0
lisav_,ну лиз,1900000.0,1900000.0,370700.0,1300.0,1400.0
chadio,Chad Epps 🦒,6900000.0,1500000.0,240400.0,3600.0,1700.0
rachyohumlek,รัชโยตัวปลอมนอกนั้นจริงหมด,1600000.0,4099999.9999999995,349700.0,951.0,397.0
aiki_kr,아이키 Aiki,1800000.0,1700000.0,363200.0,2000.0,1100.0
itsmenicksmithy,Nick Smithyman 🤓,6400000.0,1500000.0,265000.0,3100.0,1900.0
alexiatamiraa,🍓Alexia Tamira🍓,7500000.0,2300000.0,312000.0,2200.0,479.0
v1ctoryuh3.0,sexy lady,1600000.0,1600000.0,303100.0,1700.0,2200.0
taavmaki,Taav,686900.0,1300000.0,217200.0,2700.0,4000.0
esnyrdump,esnyrdump,603800.0,1800000.0,271600.0,2200.0,1900.0
andersonprofetaa,Anderson Profeta,2500000.0,1200000.0,151700.0,2200.0,8200.0
jason.nms,Jayway,652600.0,1500000.0,254900.0,2400.0,2500.0
cassholland,Cassie Holland,1500000.0,2000000.0,381900.0,1500.0,917.0
pokrov,АНЯ ПОКРОВ🥑,16300000.0,2200000.0,287600.0,2100.0,895.0
rhyadmuslim,Rhyad ☝️,344000.0,1000000.0,222200.0,2400.0,5800.0
bretmanrock,bretmanrock,14000000.0,2600000.0,361800.0,1500.0,492.0
alvesdudas,mariê,855700.0,1400000.0,349900.0,2100.0,1800.0
monika.kociolek,Monika Kociołek,2600000.0,1200000.0,196800.0,6600.0,1300.0
sanae33359,San AE,1700000.0,2700000.0,224100.0,1200.0,1900.0
iben_ma,Iben M.A.,5600000.0,2500000.0,191800.0,3500.0,455.0
fes.ti_,festi,1200000.0,1200000.0,264100.0,3600.0,2300.0
imanthonyvargas,Anthony Vargas,6500000.0,1900000.0,341400.0,2600.0,268.0
wicsur,♥️БИСКАС♥️,7000000.0,1600000.0,126500.0,8900.0,248.0
sxmplyni,Simply Ni🌱,1600000.0,2600000.0,248800.0,1400.0,1400.0
itsqcp,QCP,9400000.0,2500000.0,371300.0,1100.0,888.0
ssanwhere,hassan,369400.0,1300000.0,237800.0,3100.0,3100.0
lizzebethmuaa,Lizzebethmuaa,3600000.0,3600000.0,357100.0,721.0,705.0
crispy,Crispy Concords,1200000.0,2900000.0,400000.0,986.0,593.0
blythe,Andrea Brillantes,17300000.0,2300000.0,382500.0,1200.0,960.0
kmiloop,Kmilooo,796900.0,1200000.0,228200.0,1300.0,5600.0
ilhamputrayuda,Ilham Yuda,1600000.0,2800000.0,326300.0,1200.0,814.0
anyaischuk,Anya Ischuk,10500000.0,2700000.0,317200.0,1800.0,341.0
diegodiego_,Diego Cruz,7200000.0,2100000.0,258500.0,1800.0,1600.0
