rank,handle_instagram,name_instagram,followers,audience_country,engagement_auth,engagement_avg,category_1,category_2
292,marvelstudios,Marvel Studios,38300000.0,India,249500.0,279600.0,Cinema & Actors/actresses,
293,tenlee_1001,TEN_+•10,9900000.0,Indonesia,860900.0,1100000.0,,
294,mirella,BAD MI ⚡️ MIRELLA,27000000.0,Brazil,188100.0,396400.0,,
295,greeicy,Greeicy,21400000.0,Colombia,371700.0,498800.0,Shows,Cinema & Actors/actresses
296,winmetawin,Win Metawin O.,14100000.0,Philippines,673600.0,761700.0,Lifestyle,
297,anuel,“REAL HASTA LA MUERTE”,29400000.0,Spain,239800.0,366500.0,,
298,mont.pantoja,MONT,12400000.0,Mexico,717700.0,853800.0,,
299,alidaei,Ali Daei,9100000.0,Iran,722800.0,1200000.0,Sports with a ball,
300,jheneaiko,Jhené Aiko Efuru Chilombo 🔮,15000000.0,United States,399500.0,700700.0,,
301,urvashirautela,Urvashi Rautela,54200000.0,India,164400.0,194400.0,Cinema & Actors/actresses,
302,imsebastianstan,Sebastian Stan,9400000.0,United States,941300.0,1100000.0,Shows,Cinema & Actors/actresses
303,larasilva,Lara Silva ⚠️,17400000.0,Brazil,386600.0,596800.0,Shows,Adult content
304,brunamarquezine,Bruna Marquezine,43100000.0,Brazil,139500.0,242000.0,Cinema & Actors/actresses,
305,manurios,Manu Rios,11000000.0,Mexico,553300.0,933000.0,Shows,
306,nct127,NCT 127 Official Instagram,14300000.0,Indonesia,582800.0,720400.0,,
307,ross_lynch,Ross Shor Lynch,10900000.0,United States,468500.0,935600.0,Cinema & Actors/actresses,
308,asaprocky,GRIM,15000000.0,United States,405600.0,678200.0,,
309,maya_hawke,Maya Hawke,10100000.0,United States,723100.0,1000000.0,Cinema & Actors/actresses,
310,nusr_et,Nusr_et#Saltbae,47700000.0,Turkey,144600.0,212800.0,Food & Cooking,
311,neslihanatagul,Neslihan Atagül Doğulu,13500000.0,Turkey,608900.0,776600.0,Cinema & Actors/actresses,Modeling
312,arigameplays,ARIGAMEPLAYS,11500000.0,Mexico,727800.0,873800.0,Lifestyle,Cinema & Actors/actresses
313,hi_sseulgi,슬기 Seulgi,12600000.0,Indonesia,634200.0,794900.0,Modeling,
314,whinderssonnunes,Whindersson Nunes,58800000.0,Brazil,111200.0,171900.0,Humor & Fun & Happiness,
315,bellathorne,BELLA,25400000.0,United States,232300.0,389700.0,,
316,nct_dream,NCT DREAM OFFICIAL,10400000.0,Indonesia,845000.0,944000.0,Modeling,Fashion
317,burakozcivit,Burak Özçivit,22000000.0,Turkey,371500.0,451100.0,Cinema & Actors/actresses,
318,luisasonza,LUÍSA SONZA,30300000.0,Brazil,205600.0,325900.0,Lifestyle,
319,xeesoxee,한소희,9700000.0,Indonesia,784200.0,1000000.0,Lifestyle,
320,wwiinn_7,WINWIN,7400000.0,Indonesia,1100000.0,1300000.0,,
321,paulolondra,Paulo londra,13700000.0,Argentina,451000.0,704900.0,,
322,sofiacarson,Sofia Carson,20300000.0,Brazil,350600.0,475300.0,Cinema & Actors/actresses,
323,michaelbjordan,Michael B. Jordan,18700000.0,United States,310200.0,514500.0,Cinema & Actors/actresses,
324,hannahstocking,Hannah Stocking,22700000.0,United States,297500.0,422800.0,Modeling,
325,sza,SZA,12600000.0,United States,451500.0,763300.0,,
326,anguscloud,Angus Cloud,8000000.0,United States,720100.0,1200000.0,,
327,jy_piece,유정연,5500000.0,Brazil,1400000.0,1700000.0,,
328,nba,NBA,70600000.0,United States,81900.0,132600.0,Sports with a ball,
329,auba,Pierre-Emerick Aubameyang,13300000.0,United Kingdom,445000.0,708600.0,Sports with a ball,
330,kevindebruyne,Kevin De Bruyne,18900000.0,United Kingdom,320300.0,495700.0,Sports with a ball,
331,juanpazurita,Juanpa Zurita,30300000.0,Mexico,214900.0,306100.0,Cinema & Actors/actresses,
332,haechanahceah,HAECHAN,4600000.0,Indonesia,1800000.0,2000000.0,,
333,chaeyo.0,채영 (CHAEYOUNG),6900000.0,Philippines,1200000.0,1400000.0,Lifestyle,
334,aron.piper,ARON🌜🌞,13600000.0,Brazil,356400.0,671500.0,Lifestyle,
335,hassan_reyvandi,hasan reyvandi حسن ریوندی,19700000.0,Iran,337900.0,466900.0,Cinema & Actors/actresses,Humor & Fun & Happiness
336,aespa_official,aespa 에스파,9500000.0,Indonesia,674800.0,970400.0,,
337,rohitsharma45,Rohit Sharma,24900000.0,India,324400.0,366300.0,Sports with a ball,Lifestyle
338,belindapop,Beli,15600000.0,Mexico,405600.0,581100.0,,
339,dahhyunnee,다현 (DAHYUN),6300000.0,Brazil,1300000.0,1500000.0,,
340,shaq,DR. SHAQUILLE O'NEAL Ed.D.,26700000.0,United States,258100.00000000003,338500.0,Humor & Fun & Happiness,Sports with a ball
341,kimjuncotton,SUHO,10300000.0,Indonesia,732400.0,873700.0,Lifestyle,
342,thenotoriousmma,Conor McGregor Official,46100000.0,United States,134400.0,194900.0,Fitness & Gym,
343,bighit_ent,BigHit Music Updates,12900000.0,Indonesia,564000.0,694900.0,,
344,rauwalejandro,RAULEETO,15100000.0,Spain,411100.0,596200.0,,
345,klrahul,KL Rahul👑,13000000.0,India,538000.0,687100.0,Sports with a ball,
346,duki,Ya Supiste,10600000.0,Argentina,541700.0,833900.0,,
347,sophiet,S O P H I E T U R N E R,14700000.0,United States,445600.0,599100.0,Cinema & Actors/actresses,
348,chiaraferragni,Chiara Ferragni ✨,27800000.0,Italy,189800.0,315200.0,Beauty,
349,toni.kr8s,Toni Kroos,35100000.0,Germany,184000.0,249900.0,Sports with a ball,
350,sureshraina3,Suresh Raina,21000000.0,India,369300.0,416600.0,Modeling,
351,duki,Ya Supiste,10600000.0,Argentina,541700.0,833900.0,,
352,sophiet,S O P H I E T U R N E R,14700000.0,United States,445600.0,599100.0,Cinema & Actors/actresses,
353,michelleobama,Michelle Obama,50800000.0,United States,156100.0,174600.0,Finance & Economics,Business & Careers
354,chiaraferragni,Chiara Ferragni ✨,27800000.0,Italy,189800.0,315200.0,Beauty,
355,toni.kr8s,Toni Kroos,35100000.0,Germany,184000.0,249900.0,Sports with a ball,
356,sureshraina3,Suresh Raina,21000000.0,India,369300.0,416600.0,Modeling,
357,ratantata,Ratan Tata,6800000.0,India,1100000.0,1300000.0,Business & Careers,
358,charles_leclerc,Charles Leclerc,8700000.0,Italy,763700.0,1000000.0,Racing Sports,
359,alexandradaddario,alexandra daddario,22500000.0,India,313100.0,382600.0,Cinema & Actors/actresses,
360,m_kayoung,MUN KA YOUNG,8600000.0,Indonesia,765100.0,1000000.0,Cinema & Actors/actresses,
361,joeyking,Joey King,19100000.0,Brazil,313900.0,449300.0,Cinema & Actors/actresses,Modeling
362,stephencurry30,Wardell Curry,45900000.0,United States,140000.0,187300.0,Sports with a ball,Family
363,houseofhighlights,House of Highlights,36100000.0,United States,130000.0,238100.0,Sports with a ball,
364,lizasoberano,Liza Soberano,17500000.0,Philippines,410300.0,489400.0,Beauty,Cinema & Actors/actresses
365,jadepicon,JADE 🌪,20900000.0,Brazil,187700.0,412900.0,Modeling,Fashion
366,wow_kimsohyun,김소현,12400000.0,Indonesia,592100.0,681200.0,Cinema & Actors/actresses,Modeling
367,todayis_wendy,Wendy,7100000.0,Indonesia,992000.0,1200000.0,Lifestyle,
368,caradelevingne,Cara Delevingne,42800000.0,United States,137400.0,192700.0,Modeling,Cinema & Actors/actresses
369,c.syresmith,Jaden Smith,19200000.0,United States,275400.0,426200.0,Cinema & Actors/actresses,Lifestyle
370,darshanravaldz,Darshan Raval #BaarishonMein,15300000.0,India,438600.0,529900.0,,
371,eminem,Marshall Mathers,36500000.0,Iran,171400.0,221200.0,Cinema & Actors/actresses,
372,lildurk,DURKIOOO,14200000.0,United States,203200.0,573000.0,,
373,khabib_nurmagomedov,Хабиб Нурмагомедов,33600000.0,Russia,168000.0,235800.0,Fitness & Gym,
374,barackobama,Barack Obama,35400000.0,United States,191200.0,225100.0,Finance & Economics,Business & Careers
375,liltjay,TJAYYYY 🖤,7600000.0,United States,575800.0,1100000.0,Lifestyle,
376,9gag,9GAG: Go Fun The World,58100000.0,Indonesia,105200.0,134600.0,Humor & Fun & Happiness,
377,fabriziorom,Fabrizio Romano,10700000.0,Italy,418500.0,724500.0,Literature & Journalism,Shows
378,ksi,KSI,12100000.0,United Kingdom,459500.0,645300.0,,
379,nattinatasha,NATTI NATASHA,35900000.0,Mexico,179200.0,215000.0,Cinema & Actors/actresses,
380,andressasuita,Andressa Suita,15800000.0,Brazil,296200.0,491300.0,Modeling,
381,_mariahwasa,HWASA,8300000.000000001,Brazil,725700.0,936400.0,,
382,lestykejora,Lestikejora,25900000.0,Indonesia,230300.0,298500.0,,
383,lilyachty,C.V T,10400000.0,United States,363100.0,740100.0,Humor & Fun & Happiness,Lifestyle
384,nba_youngboy,PAIN REAL.🩸,10600000.0,United States,387500.0,749800.0,,
385,ssinz7,박신혜/Shin Hye Park,13800000.0,Indonesia,449900.0,552800.0,Cinema & Actors/actresses,
386,dntlrdl,CHOIWOOSHIK,6900000.0,Indonesia,850600.0,1100000.0,Lifestyle,
387,wizkidayo,BIG WIZ🦅,15200000.0,Nigeria,264700.0,513900.0,,
388,alfinetei,Alfinetadas Dos Famosos 📌,21800000.0,Brazil,155200.0,348800.0,Humor & Fun & Happiness,
389,gianlucavacchi,Gianluca Vacchi,22500000.0,Brazil,216300.0,332700.0,Lifestyle,
390,yuu_taa_1026,YUTA 悠太,8500000.0,Indonesia,684000.0,895700.0,,
391,kunaguero,Sergio Leonel Agüero,23800000.0,Argentina,181600.0,314100.0,Sports with a ball,
392,prillylatuconsina96,Prilly Latuconsina,49200000.0,Indonesia,107800.0,151700.0,Cinema & Actors/actresses,
393,kjapa,KJ Apa,18500000.0,United States,279800.0,399800.0,Cinema & Actors/actresses,
394,weareone.exo,EXO Official,10000000.0,Indonesia,602400.0,756400.0,,
395,alissaviolet,Alissa Violet,11700000.0,United States,387100.0,622800.0,Modeling,
396,shehnaazgill,Shehnaaz Gill,11800000.0,India,527600.0,657800.0,Cinema & Actors/actresses,
397,clean_0828,김세정,8300000.000000001,Indonesia,712400.0,888300.0,Lifestyle,
398,hshq,Harry Styles HQ,6600000.0,United States,638500.0,1100000.0,Cinema & Actors/actresses,Fashion
399,deiveleonardo,Deive Leonardo,12100000.0,Brazil,330300.0,608100.0,Literature & Journalism,Trainers & Coaches
400,markruffalo,Mark Ruffalo,20900000.0,Brazil,276400.0,348100.0,Cinema & Actors/actresses,
401,premierleague,Premier League,59200000.0,United Kingdom,83700.0,121900.0,Sports with a ball,
402,txt_bighit,TOMORROW X TOGETHER OFFICIAL,12800000.0,Indonesia,443900.0,560300.0,,
403,nickyjam,NICKY JAM,43400000.0,Spain,120300.0,166400.0,,
404,lilnasx,MONTERO,12400000.0,United States,344600.0,576500.0,,
405,yasmine_sabri,Yasmine Sabri,19600000.0,Egypt,262900.0,368800.0,Cinema & Actors/actresses,Lifestyle
406,taina,Tainá Costa,16100000.000000002,Brazil,212900.0,444800.0,,
407,anyataylorjoy,Anya Taylor-Joy,9100000.0,United States,554700.0,799500.0,Modeling,Cinema & Actors/actresses
408,bellapoarch,Bella Poarch,14000000.0,United States,379300.0,512799.99999999994,Lifestyle,
409,frenkiedejong,Frenkie de Jong,10800000.0,Spain,443800.0,667000.0,Sports with a ball,
410,abdevilliers17,AB de Villiers,18800000.0,India,328300.0,378800.0,Sports with a ball,Lifestyle
411,conangray,Conan Gray,6800000.0,Brazil,713000.0,1100000.0,,
412,mariabecerra,Maria Becerra,10400000.0,Argentina,289200.0,683000.0,,
413,annakendrick47,Anna Kendrick,22200000.0,United States,244300.0,319300.0,Cinema & Actors/actresses,
414,jinyoung_0922jy,박진영,9900000.0,Indonesia,544800.0,720500.0,,
415,o.dembele7,Ousmane Dembélé,11500000.0,Spain,358500.0,613200.0,Sports with a ball,
416,alwaysramcharan,Ram Charan,8300000.000000001,India,766500.0,858300.0,Cinema & Actors/actresses,
417,krisjenner,Kris Jenner,49900000.0,United States,92100.0,140000.0,Shows,Beauty
418,larissamanoela,Larissa Manoela,46800000.0,Brazil,90100.0,149600.0,Cinema & Actors/actresses,
419,demetozdemir,Demet Özdemir,15400000.0,India,357800.0,456600.0,Cinema & Actors/actresses,
420,melo,LaMelo Ball,9200000.0,United States,377500.0,767400.0,Lifestyle,Sports with a ball
421,dqsalmaan,Dulquer Salmaan,11100000.0,India,462400.0,625800.0,Cinema & Actors/actresses,
422,kehlani,Kehlani,14200000.0,United States,314800.0,490500.0,Family,
423,_seorina,설인아 sᴇᴏʀɪɴᴀ,6600000.0,South Korea,858300.0,1100000.0,Lifestyle,Cinema & Actors/actresses
424,anupamaparameswaran96,Anupama Parameswaran,12500000.0,India,485000.0,554800.0,Cinema & Actors/actresses,
425,marktuan,Mark Tuan,12900000.0,Indonesia,423500.0,534400.0,Cinema & Actors/actresses,Modeling
426,evcenf,Fahriye Evcen Özçivit,13100000.0,Turkey,418900.0,528800.0,Lifestyle,Beauty
427,yejinhand,손예진,7100000.0,Indonesia,757900.0,986800.0,Cinema & Actors/actresses,
428,barbieferreira,barbie ferreira,6300000.0,United States,609400.0,1100000.0,Cinema & Actors/actresses,
429,mingue.k,김민규,6100000.0,Indonesia,926100.0,1100000.0,Lifestyle,
430,frenchmontana,French Montana,31000000.0,United States,134300.0,221200.0,,
431,sadiomaneofficiel,Sadio Mane,12100000.0,United Kingdom,390400.0,556400.0,Sports with a ball,
432,shaymitchell,Shay Mitchell,34300000.0,United States,140100.0,196400.0,Beauty,Family
433,peytonlist,Peyton List,20200000.0,United States,221200.0,332500.0,Cinema & Actors/actresses,
434,dixiedamelio,dixie,24800000.0,United States,184700.0,270700.0,Clothing & Outfits,
435,alok,Alok,27800000.0,Brazil,188800.0,241500.0,,
436,yaocabrera,Yao Cabrera,16500000.0,Argentina,187400.0,406800.0,,
437,amandacerny,Amanda 𝕮𝖊𝖗𝖓𝖞,23700000.0,India,175500.0,281400.0,Humor & Fun & Happiness,
438,parineetichopra,𝙿𝚊𝚛𝚒𝚗𝚎𝚎𝚝𝚒 𝙲𝚑𝚘𝚙𝚛𝚊 🫧,37700000.0,India,153500.0,177300.0,Cinema & Actors/actresses,
439,gururandhawa,Guru Randhawa,32900000.0,India,166400.0,204500.0,,
440,chelseafc,Chelsea FC,35600000.0,Indonesia,125000.0,186900.0,Sports with a ball,
441,layzhang,Lay Zhang,14200000.0,Indonesia,446100.0,472500.0,,
442,maisa,#NAME?,44800000.0,Brazil,108900.0,148400.0,,
443,wi__wi__wi,위하준 Wi Ha Jun,10000000.0,South Korea,556900.0,670000.0,Lifestyle,
444,madhuridixitnene,Madhuri Dixit,32700000.000000004,India,173000.0,200400.0,Cinema & Actors/actresses,
445,jakepaul,Jake Paul,20600000.0,United States,190400.0,320400.0,Cinema & Actors/actresses,
446,mathildtantot,Mathilde,10100000.0,United States,424600.0,642600.0,Lifestyle,Modeling
447,for_everyoung10,장원영 WONYOUNG,5800000.0,Indonesia,902900.0,1100000.0,Lifestyle,
448,leaelui,Lea Elui G,11400000.0,India,337500.0,567200.0,Modeling,Lifestyle
449,miguel.g.herran,Miguel Herrán,13800000.0,Brazil,309500.0,465700.0,Cinema & Actors/actresses,
450,iscoalarcon,Isco Alarcon Suarez,25400000.0,Spain,175300.0,253700.0,Sports with a ball,
451,jakepaul,Jake Paul,20600000.0,United States,190400.0,320400.0,Cinema & Actors/actresses,
452,mathildtantot,Mathilde,10100000.0,United States,424600.0,642600.0,Lifestyle,Modeling
453,leaelui,Lea Elui G,11400000.0,India,337500.0,567200.0,Modeling,Lifestyle
454,miguel.g.herran,Miguel Herrán,13800000.0,Brazil,309500.0,465700.0,Cinema & Actors/actresses,
455,iscoalarcon,Isco Alarcon Suarez,25400000.0,Spain,175300.0,253700.0,Sports with a ball,
456,camilo,C A M I L O,27500000.0,Argentina,146100.0,231800.0,,
457,leonardodicaprio,Leonardo DiCaprio,54700000.0,United States,94100.0,117500.0,Cinema & Actors/actresses,
458,jennaortega,Jenna Ortega,8600000.0,United States,523200.00000000006,745300.0,Cinema & Actors/actresses,Lifestyle
459,susana.dxoxo,Susane Damouni,13500000.0,India,299200.0,482400.0,,
460,teddysphotos,Ed Sheeran,40300000.0,United States,114200.0,155400.0,,
461,channingtatum,Channing Tatum,17000000.0,United States,254700.0,367100.0,Cinema & Actors/actresses,
462,vanessahudgens,🔮Vanessa Hudgens🔮,47100000.0,United States,80400.0,132000.0,Cinema & Actors/actresses,
463,antogriezmann,Antoine Griezmann,36600000.0,Spain,105100.0,169400.0,Sports with a ball,
464,florencepugh,Florence Pugh,7900000.0,United States,523200.00000000006,800000.0,Humor & Fun & Happiness,Cinema & Actors/actresses
465,jessnolimit,Jess No Limit,7300000.0,Indonesia,716300.0,858200.0,Shows,
466,vinniehacker,†,5900000.0,United States,506600.0,1100000.0,Lifestyle,
467,saweetie,,13100000.0,United States,201800.0,469200.0,Cinema & Actors/actresses,
468,adidasfootball,adidas Football,31700000.0,Brazil,141600.0,193100.0,Sports with a ball,
469,i_m_hendery,Hi👉🏻im Hendery👈🏻,6400000.0,United States,755200.0,978800.0,,
470,loud_victor,Victor Augusto,10700000.0,Brazil,449100.0,573900.0,Lifestyle,Sports with a ball
471,xuminghao_o,The8 디에잇,5400000.0,Indonesia,908900.0,1100000.0,,
472,polo.capalot,Polo.G🐐,10500000.0,United States,349300.0,574800.0,,
473,adamweitsman,Adam Weitsman,18300000.0,Russia,242400.0,330800.0,Business & Careers,
474,corinnakopf,corinna kopf,6800000.0,United States,586700.0,898100.0,Beauty,
475,romeosantos,Romeo Santos,19300000.0,United States,255500.0,316400.0,,
476,nianaguerrero,Niana,14200000.0,Indonesia,335300.0,420700.0,Kids & Toys,
477,lilpeep,lil peep,7600000.0,United States,475600.0,799900.0,,
478,juventus,Juventus,54800000.0,India,75500.0,110500.0,Sports with a ball,
479,vegetta777,♈️ Samuel De Luque ♈️,6200000.0,Mexico,715600.0,976100.0,,
480,davikah,davikah,17100000.0,Thailand,269200.0,348700.0,Modeling,
481,vickykaushal09,Vicky Kaushal,14200000.0,India,357800.0,419900.0,Lifestyle,Cinema & Actors/actresses
482,aliiiiiiiikarimi8,Ali Karimi,9800000.0,Iran,415500.0,630700.0,Sports with a ball,
483,goar_avetisyan,Goar Avetisyan,11700000.0,Russia,370000.0,512500.0,Beauty,
484,navidmohammadzadeh,navid mohammadzadeh,8600000.0,Iran,495900.0,700100.0,Cinema & Actors/actresses,
485,jokowi,Joko Widodo,48100000.0,Indonesia,98800.0,124700.0,Finance & Economics,
486,pablogavi,GAVI,5900000.0,Spain,685100.0,1000000.0,Sports with a ball,
487,djxiao_888,XIAOJUN,7000000.0,Indonesia,685000.0,856800.0,,
488,fuji_an,Fujianti Utami Putri,11800000.0,Indonesia,208500.0,495900.0,Lifestyle,
489,easportsfifa,EA SPORTS FIFA,27200000.0,Spain,127900.0,214500.0,Sports with a ball,
490,coldplay,Coldplay,17600000.0,Brazil,237800.0,331200.0,,
491,cazzu,♡ 𝖓𝖊𝖓𝖆 ᴛʀᴀᴍᴘᴀ,10500000.0,Argentina,430800.0,552100.0,,
492,joshu_acoustic,Joshua Hong,5000000.0,India,997200.0,1200000.0,,
493,kyo1122,Song hyekyo,13400000.0,Indonesia,336700.0,428700.0,Cinema & Actors/actresses,
494,tiffanyyoungofficial,tiffany young,12800000.0,Indonesia,359600.0,449900.0,Modeling,Fashion
495,dababy,BILLION DOLLAR BABY 👶🏾,21300000.0,United States,166700.0,271100.0,,
496,yangyang_x2,YangYang 양양,6400000.0,Indonesia,714500.0,907200.0,,
497,jailyneojeda,Jailyne Ojeda Ochoa,14100000.0,United States,293300.0,405700.0,Modeling,Lifestyle
498,obj,Odell Beckham Jr,16399999.999999998,United States,182600.0,347600.0,Sports with a ball,
499,bernardokath,Kathryn Bernardo 🐘,17400000.0,Philippines,270700.0,326200.0,Beauty,Cinema & Actors/actresses
500,simonemendes,Simone Mendes,35500000.0,Brazil,128000.0,161500.0,,
501,gisele,Gisele Bündchen,19700000.0,Brazil,194800.0,289500.0,Modeling,Fashion
502,ana_d_armas,A N A   D E   A R M A S,7900000.0,United States,533300.0,721400.0,Cinema & Actors/actresses,
503,nazriyafahadh,Nazriya Nazim Fahadh,6400000.0,India,666100.0,892300.0,Lifestyle,Cinema & Actors/actresses
504,rachel_mypark,박민영 Minyoung Park,10300000.0,Indonesia,433500.0,540000.0,Cinema & Actors/actresses,
505,phil.coutinho,Philippe Coutinho,24900000.0,Brazil,136700.0,222100.0,Sports with a ball,
506,nicholasgalitzine,Nicholas Galitzine,4099999.9999999995,Brazil,817700.0,1400000.0,Cinema & Actors/actresses,
507,sound_of_coups,COUPS,4500000.0,Indonesia,986300.0,1300000.0,,
508,cocielo,Júlio Cocielo Estaniecki,19200000.0,Brazil,182400.0,285600.0,Cinema & Actors/actresses,
509,julesleblanc,julianna,9800000.0,United States,392300.0,567700.0,Shows,
510,anjimaxuofficially,Anjali Arora,11900000.0,India,363200.0,464800.0,Lifestyle,Cinema & Actors/actresses
511,kit.connor,Kit Connor,4500000.0,United States,734800.0,1200000.0,Cinema & Actors/actresses,Humor & Fun & Happiness
512,jackharlow,,6900000.0,United States,425900.0,795100.0,Lifestyle,Humor & Fun & Happiness
513,euphoria,euphoria,7800000.0,United States,434300.0,700800.0,Photography,Cinema & Actors/actresses
514,lucasranngel,LUCAS RANGEL,20100000.0,Brazil,121400.0,268800.0,Lifestyle,
515,briandadeyanara,BRIANDA 💖,13500000.0,Mexico,337500.0,396300.0,Lifestyle,
516,daquan,Daquan,16700000.0,United States,207300.0,319700.0,Humor & Fun & Happiness,
517,sommerray,Sommer Ray,26300000.0,United States,129500.0,203200.0,Modeling,
518,theshilpashetty,Shilpa Shetty Kundra,26500000.0,India,173500.0,201600.0,Cinema & Actors/actresses,
519,charlieputh,Charlie Puth,16700000.0,United States,222800.0,316700.0,,
520,golfarahani,Golshifteh Farahani,13700000.0,Iran,301700.0,388900.0,Cinema & Actors/actresses,
521,choquei,CHOQUEI,17500000.0,Brazil,97100.0,301600.0,Literature & Journalism,
522,kingbach,King Bach,23100000.0,United States,113300.0,227200.0,Cinema & Actors/actresses,Modeling
523,dra.deolanebezerra,Deolane Bezerra ⚖️,15000000.0,Brazil,163600.0,351300.0,Beauty,Lifestyle
524,lexibrookerivera,Lexi Rivera,8500000.0,United States,512000.0,640500.0,Shows,Humor & Fun & Happiness
525,yooncy1,윤찬영 Yoon chanyoung,4900000.0,South Korea,904700.0,1100000.0,Lifestyle,
526,k.kbeom,김범 kimbum,5400000.0,Indonesia,798400.0,977100.0,,
527,angelinajolie,Angelina Jolie,13600000.0,Brazil,232400.0,384900.0,,
528,liamhemsworth,Liam Hemsworth,13000000.0,United States,280900.0,398900.0,Cinema & Actors/actresses,
529,klaythompson,Klay Thompson,13400000.0,United States,267500.0,388800.0,Sports with a ball,Lifestyle
530,caviarmagnat,Anton Tregubov,15100000.0,Russia,239300.0,345900.0,Lifestyle,
531,melissamelmaia,MEL MAIA 🍯,13500000.0,Brazil,211400.0,383000.0,,
532,soohyun_k216,김수현 Kim Soo Hyun 金秀賢,13900000.0,Indonesia,304800.0,371000.0,,
533,yerimiese,Yeri,10700000.0,Indonesia,386700.0,478900.0,Lifestyle,
534,superstar_dewasi99,SUPERSTARDEWASI 99,13500000.0,India,241700.0,381800.0,Cinema & Actors/actresses,
535,d_degeaofficial,David De Gea,13800000.0,United Kingdom,264200.0,373900.0,Sports with a ball,
536,urstrulymahesh,Mahesh Babu,8800000.0,India,534100.0,588000.0,Cinema & Actors/actresses,
537,angeldimariajm,Ángel Di María,18500000.0,Argentina,186700.0,275200.0,Sports with a ball,
538,fuckjerry,FUCKJERRY,16800000.0,United States,236600.0,306000.0,Humor & Fun & Happiness,
539,__youngbae__,TAEYANG,13600000.0,Indonesia,331000.0,373900.0,,
540,d_a___m_i,KIM DA MI,4600000.0,Indonesia,900000.0,1100000.0,,
541,salmahayek,Salma Hayek Pinault,21600000.0,United States,189100.0,233800.0,Cinema & Actors/actresses,
542,lakers,Los Angeles Lakers,20200000.0,United States,161700.0,247900.0,Sports with a ball,
543,actorsuriya,Suriya Sivakumar,5400000.0,India,733800.0,952300.0,Cinema & Actors/actresses,
544,yugyeom,KYUM,11500000.0,Brazil,364600.0,437400.0,Cinema & Actors/actresses,
545,dindahw,Dinda Hauw,14600000.0,Indonesia,228700.0,342400.0,Cinema & Actors/actresses,
546,dylansprouse,Dylan Sprouse,9100000.0,United States,352500.0,553400.0,Cinema & Actors/actresses,
547,sav.labrant,Savannah Rose LaBrant,7100000.0,United States,518799.99999999994,693900.0,Family,Lifestyle
548,riteishd,Riteish Deshmukh,15300000.0,India,272700.0,318600.0,Cinema & Actors/actresses,
549,ozuna,@ozutochi 🔜,22500000.0,Spain,160700.0,215600.0,,
550,xsqueezie,,7900000.0,France,526400.0,615600.0,Lifestyle,
551,emiliamernes,Emilia Mernes,6200000.0,Argentina,415000.0,781000.0,,
552,nehasharmaofficial,Neha Sharma 💫,14800000.0,India,280700.0,322500.0,Cinema & Actors/actresses,
553,sommerray,Sommer Ray,26300000.0,United States,115200.0,180900.0,Modeling,
554,srinidhi_shetty,Srinidhi Shetty 🌸,4400000.0,India,818600.0,1100000.0,Beauty,Cinema & Actors/actresses
555,shreyaghoshal,shreyaghoshal,24800000.0,India,171200.0,191200.0,,
556,memezar,MEMEZAR • Comedy and Culture,23000000.0,United States,137200.0,204500.0,Cinema & Actors/actresses,
557,chloegmoretz,Chloë Grace Moretz,21500000.0,United States,163200.0,218300.0,Cinema & Actors/actresses,
558,warriors,Golden State Warriors,25500000.0,United States,132000.0,183000.0,Lifestyle,Sports with a ball
559,gusttavolima,🏛 Gusttavo Lima 🏛,44000000.0,Brazil,64700.0,107200.0,,
560,kun11xd,KUN,6900000.0,Indonesia,552500.0,689600.0,Lifestyle,
561,lukehemmings,Luke Hemmings,7900000.0,United States,351700.0,599700.0,,
562,juansguarnizo,Juan Sebastián Guarnizo,6300000.0,Mexico,683700.0,748700.0,Lifestyle,
563,amauryguichon,Amaury Guichon,9500000.0,United States,404000.0,492300.0,Food & Cooking,
564,phoebejtonkin,Phoebe Tonkin,8400000.0,United States,388300.0,554100.0,Beauty,Cinema & Actors/actresses
565,nita_shilimkar,Nita Shilimkar,11500000.0,India,301800.0,398600.0,Lifestyle,Fashion
566,gessicakayane,GKAY,20000000.0,Brazil,111700.0,231200.0,Shows,Humor & Fun & Happiness
567,nessabarrett,ness,7300000.0,United States,470700.0,637900.0,Lifestyle,
568,liverpoolfc,Liverpool Football Club,40300000.0,United Kingdom,81000.0,113100.0,Sports with a ball,
569,dew_jsu,2000,6300000.0,Indonesia,544500.0,732300.0,Beauty,Lifestyle
570,itsmarziapie,Marzia Kjellberg,8300000.000000001,United States,450100.0,549900.0,Beauty,Lifestyle
571,lizakoshy,Liza Koshy,20200000.0,United States,167000.0,222400.0,Cinema & Actors/actresses,
572,hztttao,Z.TAO🔴黄子韬,11300000.0,Indonesia,357900.0,398300.0,,
573,pozevidalouca,Poze Do Rodo 🤑,8199999.999999999,Brazil,223100.0,560800.0,Lifestyle,
574,icc,ICC,24100000.0,India,153900.0,184600.0,Sports with a ball,
575,sushitrash,JOJI,6500000.0,United States,570600.0,698100.0,,
576,hugogloss,Hugo Gloss,20300000.0,Brazil,110900.0,218700.0,Literature & Journalism,Humor & Fun & Happiness
577,donya,Donya,15300000.0,Iran,194200.0,308600.0,Lifestyle,
578,lilyrose_depp,Lily-Rose Depp,6700000.0,United States,421700.0,662800.0,Modeling,
579,sportscenter,SportsCenter,31800000.0,United States,76600.0,137300.0,Sports with a ball,Shows
