handle_instagram,name_instagram,category_1,category_2,followers,audience_country,engagement_auth,engagement_avg
fortnite,Fortnite,Computers & Gadgets,,26100000.0,United States,102100.0,120300.0
francety,Francia James,Adult content,,10600000.0,India,250400.0,328300.0
francinyehlke,FЯAN,Beauty,,15200000.0,Brazil,86400.0,188600.0
frenchmontana,French Montana,Music,,24500000.0,United States,91500.0,151600.0
frenkiedejong,Frenkie de Jong,Sports with a ball,,10000000.0,Spain,528600.0,792500.0
fuckjerry,FUCKJERRY,Humor & Fun & Happiness,,16600000.000000002,United States,405300.0,523100.0
fuji_an,Fujianti Utami Putri,,,10300000.0,Indonesia,531800.0,1300000.0
gabigol,Gabi 🇧🇷 Lil Gabi,Sports with a ball,,9600000.0,Brazil,282000.0,427000.0
gal_gadot,Gal Gadot,Cinema & Actors/actresses,,77000000.0,United States,597500.0,771600.0
galatasaray,Galatasaray,Sports with a ball,,11100000.0,Turkey,254400.0,307800.0
garethbale11,Gareth Bale,Sports with a ball,,46300000.0,Spain,402200.0,633900.0
gatenm123,Gaten Matarazzo,Music,Cinema & Actors/actresses,13600000.0,Brazil,449500.0,594100.0
geneliad,Genelia Deshmukh,Cinema & Actors/actresses,,9600000.0,India,444400.0,550600.0
georgenotfound,GeorgeNotFound,,,3100000.0,United States,997800.0,1100000.0
georginagio,Georgina Rodríguez,Lifestyle,Fashion,36500000.0,India,2500000.0,3500000.0
gessicakayane,GKAY,Shows,Humor & Fun & Happiness,19300000.0,Brazil,173600.0,357900.0
ggonekim,,,,5100000.0,Indonesia,441600.0,542600.0
gianlucavacchi,Gianluca Vacchi,Lifestyle,,22200000.0,Brazil,511400.0,787200.0
giannis_an34,Giannis Antetokounmpo,Sports with a ball,,12300000.0,United States,217800.0,344600.0
gigihadid,Gigi Hadid,Modeling,Lifestyle,73200000.0,United States,1900000.0,2800000.0
gildovigor,GIL DO VIGOR,,,15000000.0,Brazil,442500.0,612200.0
gima_ashi,Garima Chaurasia 💙,Lifestyle,,13900000.0,India,145100.0,197800.0
gioewbank,Giovanna Ewbank,Cinema & Actors/actresses,Modeling,28000000.0,Brazil,181400.0,290600.0
gisele,Gisele Bündchen,Modeling,Fashion,18900000.0,Brazil,274600.0,408000.0
goar_avetisyan,Goar Avetisyan,Beauty,,11500000.0,Russia,510500.0,707900.0
golfarahani,Golshifteh Farahani,Cinema & Actors/actresses,,12600000.0,Iran,307500.0,395700.0
grantgust,Grant Gustin,Cinema & Actors/actresses,Fashion,7800000.0,Brazil,343400.0,487300.0
greeicy,Greeicy,Shows,Cinema & Actors/actresses,20400000.0,Colombia,201400.0,270900.0
grefg_official,TheGrefg,Computers & Gadgets,Machinery & Technologies,7100000.0,Spain,440100.0,546100.0
gucci,Gucci Official,Accessories & Jewellery,Clothing & Outfits,47900000.0,United States,57900.0,74300.0
gururandhawa,Guru Randhawa,Music,,31500000.0,India,110800.0,135400.0
gusein.gasanov,ГУСЕЙН ГАСАНОВ,Shows,,21000000.0,Russia,524500.0,786100.0
gusttavolima,🏛 Gusttavo Lima 🏛,Music,,42900000.0,Brazil,46900.0,79800.0
hadise,Hadise,Music,Shows,13700000.0,Turkey,220700.0,257200.0
haechanahceah,HAECHAN,,,2700000.0,,0.0,2100000.0
haileesteinfeld,hailee steinfeld,Cinema & Actors/actresses,,18200000.0,United States,1500000.0,1900000.0
haileybieber,Hailey Rhode Baldwin Bieber,Lifestyle,Modeling,42200000.0,United States,1800000.0,2400000.0
hakkiakdenizz,hakki akdeniz,Business & Careers,,17600000.0,Russia,120200.0,174400.0
handemiyy,Hande Erçel,Cinema & Actors/actresses,,27300000.0,Turkey,2100000.0,2800000.0
hannahstocking,Hannah Stocking,Modeling,,21000000.0,United States,237200.0,337800.0
hardikpandya93,Hardik Himanshu Pandya,Sports with a ball,,20600000.0,India,860300.0,1100000.0
harrykane,Harry Kane,Sports with a ball,,12300000.0,United Kingdom,148300.0,204400.0
harrystyles,,Music,Fashion,43300000.0,Brazil,2900000.0,3900000.0
hassan_reyvandi,hasan reyvandi حسن ریوندی,Cinema & Actors/actresses,Humor & Fun & Happiness,18700000.0,Iran,330100.0,456500.0
hegdepooja,Pooja Hegde,Cinema & Actors/actresses,,18800000.0,India,831700.0,959300.0
helen_yes1,Елена Сажина,Cinema & Actors/actresses,,10500000.0,Russia,342400.0,442600.0
henrycavill,Henry Cavill,Cinema & Actors/actresses,,19700000.0,Brazil,795100.0,966500.0
heybiblee,이성경,Modeling,,13500000.0,Indonesia,971100.0,1300000.0
hi_high_hiy,황인엽,Cinema & Actors/actresses,,12900000.0,South Korea,2600000.0,3000000.0
hi_songjoongki,송중기 songjoongki official,Cinema & Actors/actresses,,8800000.0,Indonesia,1700000.0,2400000.0
hi_sseulgi,슬기 Seulgi,Modeling,,11900000.0,Indonesia,849600.0,1100000.0
hichasestokes,,Lifestyle,,7400000.0,United States,640900.0,959800.0
hilaryduff,Hilary Duff,Cinema & Actors/actresses,,20600000.0,United States,147300.0,188200.0
hm_son7,Son HeungMin(손흥민)🇰🇷,,,6000000.0,Brazil,395900.0,644200.0
holyhaein,정해인,,,9700000.0,Indonesia,2100000.0,2600000.0
hoooooyeony,Hoyeon,Lifestyle,,23700000.0,South Korea,2000000.0,2700000.0
houseofhighlights,House of Highlights,Sports with a ball,,32700000.000000004,United States,64599.99999999999,117200.0
hrithikroshan,Hrithik Roshan,Cinema & Actors/actresses,,41900000.0,India,638300.0,805300.0
hshq,Harry Styles HQ,Music,Cinema & Actors/actresses,5500000.0,United States,488100.0,859100.0
huddy,Chase Hudson,Lifestyle,Art/Artists,11900000.0,Brazil,228400.0,317800.0
humansofny,Humans of New York,Lifestyle,Photography,11800000.0,United States,181900.0,215400.0
hunterschafer,Hunter,,,7100000.0,United States,957200.0,1600000.0
hyeri_0609,혜리,Music,,7000000.0,South Korea,447600.0,539000.0
hyunah_aa,Hyun Ah,Music,,17600000.0,South Korea,378100.0,448700.0
hziyech,Hakim Ziyech,Sports with a ball,,6000000.0,Morocco,348400.0,476000.0
hztttao,Z.TAO🔴黄子韬,Music,,11300000.0,Indonesia,253100.0,281300.0
i_m_hendery,Hi👉🏻im Hendery👈🏻,,,6000000.0,United States,965500.0,1300000.0
i_nivethathomas,Nivetha Thomas,Cinema & Actors/actresses,,5900000.0,India,395300.0,447000.0
iambeckyg,Becky G,Music,,31200000.0,Mexico,679200.0,817400.0
iamcardib,Cardi B,Music,Fashion,127200000.0,United States,2300000.0,3300000.0
iamferv,fer,Lifestyle,Art/Artists,8800000.0,Mexico,1000000.0,1500000.0
iamhalsey,halsey,Music,,28900000.0,United States,793700.0,1000000.0
iammichelemorroneofficial,Michele Morrone,Lifestyle,Cinema & Actors/actresses,12900000.0,Brazil,654100.0,938900.0
iampauloandre,Paulo André 🏁,Lifestyle,,6100000.0,Brazil,122200.0,424400.0
iamsrk,Shah Rukh Khan,Cinema & Actors/actresses,,28600000.0,India,717000.0,909700.0
iamzlatanibrahimovic,Zlatan Ibrahimović,Sports with a ball,,52900000.0,Italy,306700.0,473100.0
iansomerhalder,iansomerhalder,Cinema & Actors/actresses,,22500000.0,United States,527600.0,788900.0
ibaillanos,Ibai,Art/Artists,,6800000.0,Spain,859100.0,1200000.0
ileana_official,Ileana D'Cruz,Cinema & Actors/actresses,,14100000.0,India,286000.0,347700.0
imhyoseop,안효섭,Lifestyle,,6000000.0,Indonesia,1200000.0,1400000.0
imouniroy,mon,Cinema & Actors/actresses,,22600000.0,India,238900.0,290700.0
imsebastianstan,Sebastian Stan,Shows,Cinema & Actors/actresses,9000000.0,United States,566100.0,672900.0
indiancricketteam,Team India,Sports with a ball,,23900000.0,India,223200.0,260300.0
indiaroyale,India,Lifestyle,,4000000.0,United States,384500.0,1100000.0
inijedar,Jessica Iskandar Verhaag,Cinema & Actors/actresses,,29400000.0,Indonesia,74500.0,99700.0
instagram,Instagram,Photography,,487200000.0,India,352300.0,467400.0
iqbaal.e,iqbaal ramadhan,Cinema & Actors/actresses,,13400000.0,Indonesia,271400.0,465900.0
irinashayk,irinashayk,Modeling,,17900000.0,Russia,121800.0,169000.0
iscoalarcon,Isco Alarcon Suarez,Sports with a ball,,23300000.0,Spain,142700.0,206200.0
isisvalverde,isis valverde,Cinema & Actors/actresses,Lifestyle,27800000.0,Brazil,79400.0,117200.0
its.michhh,Michel Chavez,,,5300000.0,Mexico,605100.0,741200.0
itsmarziapie,Marzia Kjellberg,Beauty,Lifestyle,8199999.999999999,United States,603200.0,705100.0
itzy.all.in.us,ITZY,Music,,15800000.0,Indonesia,761500.0,930800.0
j.m,JIMIN of BTS,,,32700000.000000004,,12700000.0,12700000.0
jackharlow,Jack Harlow,Lifestyle,Music,5100000.0,United States,330800.0,618400.0
jacksepticeye,Jacksepticeye,Computers & Gadgets,Machinery & Technologies,7700000.0,United States,277700.0,322300.0
jacksonwang852g7,Jackson Wang,Music,,27300000.0,China,950100.0,1100000.0
jacobelordi,Jacob Elordi,Cinema & Actors/actresses,,13200000.0,Brazil,997400.0,1600000.0
jacquelinef143,Jacqueline Fernandez,Cinema & Actors/actresses,,59300000.0,India,322000.0,391800.0
jadepicon,JADE 🌪,Modeling,Fashion,19400000.0,Brazil,375200.0,818400.0
jailyneojeda,Jailyne Ojeda Ochoa,Modeling,Lifestyle,14100000.0,United States,183100.0,253700.0
jaimelorentelo,El chaval,Cinema & Actors/actresses,,14500000.0,Brazil,285100.0,381800.0
jairmessiasbolsonaro,Jair M. Bolsonaro,Finance & Economics,Business & Careers,19500000.0,Brazil,150900.0,212600.0
jakepaul,Jake Paul,Cinema & Actors/actresses,,19200000.0,United States,278200.0,465100.0
jamescharles,James Charles,Beauty,,23300000.0,United States,293900.0,432000.0
jamesrodriguez10,James Rodríguez,Sports with a ball,,49100000.0,Colombia,506000.0,768300.0
jamorant,12 🥷🏽🖤,Lifestyle,Sports with a ball,5900000.0,United States,332900.0,537800.0
janhvikapoor,Janhvi Kapoor,Lifestyle,Cinema & Actors/actresses,16100000.000000002,India,951300.0,1100000.0
jannatzubair29,Jannat Zubair Rahmani,Cinema & Actors/actresses,,41200000.0,India,614700.0,748600.0
jaspritb1,jasprit bumrah,Lifestyle,,9500000.0,India,466500.0,536000.0
jaybnow.hr,LIM JAE BEOM,Music,,6600000.0,Brazil,561300.0,731700.0
jaydacheaves,JAYDA WAYDA,Clothing & Outfits,,7000000.0,United States,128500.0,381300.0
jbalvin,J Balvin,Music,,51900000.0,Mexico,273600.0,363000.0
jennaortega,Jenna Ortega,Cinema & Actors/actresses,Lifestyle,7400000.0,United States,257100.00000000003,366100.0
jennierubyjane,J,Music,,64800000.0,Indonesia,6200000.0,7400000.0
jennifer.garner,Jennifer Garner,Cinema & Actors/actresses,,12500000.0,United States,255600.0,289400.0
jenniferaniston,Jennifer Aniston,Cinema & Actors/actresses,,40100000.0,Brazil,1600000.0,2300000.0
jenniferwinget1,Jennifer Winget,Cinema & Actors/actresses,,12300000.0,India,322300.0,391700.0
jennmuriel,Jenn muriel,Lifestyle,Modeling,5500000.0,Colombia,451500.0,562600.0
jensenackles,Jensen Ackles,Cinema & Actors/actresses,,9100000.0,United States,504600.0,655900.0
jeremyrenner,Jeremy Renner,Shows,Cinema & Actors/actresses,17200000.0,United States,192900.0,230800.0
jeromepolin,Jerome Polin Sijabat ジェローム,Education,Humor & Fun & Happiness,6500000.0,Indonesia,424200.0,622400.0
jesselingard,JLingz,Sports with a ball,,9500000.0,United Kingdom,192100.0,294500.0
jessicah_o,Jessi / 제시,Music,,9700000.0,United States,874500.0,1100000.0
jessicajane99,Jessica Jane,Lifestyle,,6000000.0,Indonesia,441400.0,582300.0
jharden13,James Harden,Sports with a ball,,11700000.0,United States,137500.0,236500.0
jheneaiko,Jhené Aiko Efuru Chilombo 🔮,Music,,14000000.0,United States,273800.0,481100.0
jichangwook,지창욱,Cinema & Actors/actresses,,19200000.0,Indonesia,920200.0,1200000.0
jimmyfallon,Jimmy Fallon,Shows,Humor & Fun & Happiness,21300000.0,United States,97200.0,120900.0
jin,Jin of BTS,,,32000000.0,United States,11100000.0,11100000.0
jin_bighitentertainment,JIN (김석진),Lifestyle,,8500000.0,Indonesia,1200000.0,1400000.0
jinyoung_0922jy,박진영,Music,,9300000.0,Indonesia,881400.0,1200000.0
jlo,Jennifer Lopez,Music,Cinema & Actors/actresses,200800000.0,United States,429500.0,549900.0
joaogomescantor,João Gomes 🎙,,,10800000.0,Brazil,335800.0,917800.0
joaoguilherme,J҉O҉T҉I҉N҉H҉A҉,Music,Cinema & Actors/actresses,15500000.0,Brazil,116800.0,227100.0
joeyking,Joey King,Music,Cinema & Actors/actresses,19100000.0,Brazil,541100.0,774100.0
johnnyjsuh,Johnny Suh,Lifestyle,Music,8100000.0,Indonesia,1300000.0,1600000.0
jojotodynho,JoJo,Music,,21700000.0,Brazil,117300.0,190100.0
jokowi,Joko Widodo,Finance & Economics,,45800000.0,Indonesia,158000.0,196000.0
jongsuk0206,이종석,Cinema & Actors/actresses,,22200000.0,Indonesia,2200000.0,2900000.0
jordialbaoficial,Jordi Alba,Sports with a ball,,14100000.0,Spain,135700.0,196300.0
jorgelopez_as,Jorge Lopez,Cinema & Actors/actresses,,9700000.0,Brazil,211300.0,346300.0
joshu_acoustic,Joshua Hong,Music,,4000000.0,,0.0,1000000.0
joshuadun,jøsh dun,Music,,5800000.0,United States,540300.0,660000.0
juandam___,JuanDa.,,,3500000.0,Colombia,772400.0,941200.0
juandediospantoja,JD PANTOJA 🇲🇽,Music,Art/Artists,21500000.0,Mexico,519100.0,591800.0
juanpazurita,Juanpa Zurita,Cinema & Actors/actresses,,28600000.0,Mexico,341700.0,485800.0
juansguarnizo,Juan Sebastián Guarnizo,,,4700000.0,Mexico,659600.0,722900.0
juicewrld999,Juice WRLD 9 9 9,,,12200000.0,United States,493900.0,833200.0
juki_lop,JukiLop,Shows,Family,9100000.0,Mexico,493000.0,573300.0
julesleblanc,julianna,Music,Shows,9700000.0,United States,409500.0,592100.0
julianapaes,Juliana Paes,Art/Artists,Cinema & Actors/actresses,30200000.0,Brazil,61400.0,95200.0
juliette,Juliette,Cinema & Actors/actresses,,33700000.0,Brazil,201200.0,319800.0
jungkook_bighitentertainment,JUNGKOOK (전정국) Updates,Management & Marketing,Music,9900000.0,Brazil,1800000.0,2000000.0
jungkook.97,Jungkook,,,35800000.0,,11400000.0,11400000.0
justinbieber,Justin Bieber,Music,,227000000.0,India,439100.0,638200.0
justinbieber,Justin Bieber,Music,,227400000.0,India,314200.0,445300.0
justintimberlake,Justin Timberlake,Music,Art/Artists,64200000.0,United States,323300.0,432900.0
juventus,Juventus,Sports with a ball,,52900000.0,India,61800.0,89400.0
k.kbeom,김범 kimbum,,,5200000.0,Indonesia,1000000.0,1200000.0
k.mbappe,Kylian Mbappé,Sports with a ball,,68900000.0,France,3000000.0,4300000.0
kajalaggarwalofficial,Kajal A Kitchlu,Cinema & Actors/actresses,,21700000.0,India,527300.0,638000.0
kaka,Kaká,Sports with a ball,,17900000.0,Brazil,83600.0,136100.0
kaliuchis,,Music,,3700000.0,United States,399200.0,689700.0
kapilsharma,Kapil Sharma,Cinema & Actors/actresses,Shows,39800000.0,India,690200.0,789300.0
kareenakapoorkhan,Kareena Kapoor Khan,Lifestyle,Cinema & Actors/actresses,8900000.0,India,367400.0,458300.0
karimbenzema,Karim Benzema,Sports with a ball,,47400000.0,France,981200.0,1400000.0
karljacobs,Karl Jacobs,,,4000000.0,United States,722500.0,941700.0
karolg,KAROL G,Music,,50800000.0,Mexico,4500000.0,5400000.0
kartikaaryan,KARTIK AARYAN,Cinema & Actors/actresses,,23800000.0,India,472200.0,588200.0
katherinelangford,KATHERINE LANGFORD,Cinema & Actors/actresses,,25700000.0,India,241900.0,346400.0
katrinakaif,Katrina Kaif,Beauty,,62900000.0,India,1000000.0,1100000.0
katyperry,KATY PERRY,Music,,156600000.0,Brazil,231800.0,302600.0
kawtarbamo,KAWTAR BA-MOHAMED,Cinema & Actors/actresses,,7200000.0,Morocco,275900.0,374100.0
kaylanicolejones,,Shows,,7300000.0,United States,166500.0,352700.0
keerthysureshofficial,Keerthy Suresh,Fashion,Cinema & Actors/actresses,12500000.0,India,650700.0,743600.0
kehlani,Kehlani,Music,Family,13700000.0,United States,210500.0,328200.0
kendalljenner,Kendall,Modeling,Fashion,227400000.0,United States,3400000.0,5500000.0
keniaos,Kenia Os,Music,,12600000.0,Mexico,545200.0,709000.0
kentooyamazaki,山﨑賢人,Cinema & Actors/actresses,,4900000.0,Japan,583000.0,677100.0
kenzie,kenzie ♡,Art/Artists,,14800000.0,United States,232400.0,353600.0
kevindebruyne,Kevin De Bruyne,Sports with a ball,,16800000.0,United Kingdom,247500.0,382900.0
kevinhart4real,Kevin Hart,Cinema & Actors/actresses,,140200000.0,United States,111300.0,141000.0
kevinroldankr,KR ♛,Music,,10100000.0,Mexico,180200.0,291400.0
khabib_nurmagomedov,Хабиб Нурмагомедов,Fitness & Gym,,33299999.999999996,Russia,252600.0,353300.0
khaby00,Khaby Lame,,,73900000.0,Iran,4300000.0,6500000.0
khloekardashian,Khloé Kardashian,Clothing & Outfits,Lifestyle,230200000.0,United States,991100.0,1200000.0
kiaraaliaadvani,KIARA,Cinema & Actors/actresses,,22100000.0,India,828800.0,939300.0
kiernanshipka,Kiernan Shipka,Cinema & Actors/actresses,,8100000.0,Brazil,207300.0,335800.0
kimberly.loaiza,KIM LOAIZA 🖤,Clothing & Outfits,Lifestyle,33900000.0,Mexico,995000.0,1200000.0
kimjuncotton,SUHO,Lifestyle,,9700000.0,Indonesia,1400000.0,1700000.0
kimkardashian,Kim Kardashian,Fashion,Beauty,296400000.0,United States,2000000.0,2900000.0
kimshantal,Kim Shantal 🌹,Music,,11600000.0,Mexico,203300.0,237800.0
kingarturo23oficial,Arturo Vidal,Sports with a ball,,16700000.0,Italy,120800.0,194800.0
kingbach,King Bach,Music,Art/Artists,22100000.0,United States,120600.0,242000.0
kingjames,👑,Sports with a ball,,116600000.0,United States,952900.0,1600000.0
kingryan,Ryan Garcia,Fitness & Gym,,8700000.0,United States,209500.0,316600.0
kittychicha,NANNO | KITTYCHICHA AMATAYAKUL,Lifestyle,,4200000.0,Philippines,678800.0,823400.0
kjapa,KJ Apa,Cinema & Actors/actresses,,19000000.0,United States,1000000.0,1500000.0
kkvsh,🇯🇲🦂🇸🇻,Lifestyle,,8199999.999999999,United States,198800.0,336600.0
klaythompson,Klay Thompson,Sports with a ball,Lifestyle,11600000.0,United States,202300.0,294700.0
kourtneykardash,Kourtney ❤️,Lifestyle,,166400000.0,United States,674500.0,961200.0
krisjenner,Kris Jenner,Shows,Beauty,46600000.0,United States,119600.0,183400.0
kritisanon,Kriti,Modeling,,47300000.0,India,565500.0,658200.0
ksi,KSI,Music,,11200000.0,United Kingdom,611700.0,857500.0
kun11xd,KUN,Lifestyle,,6500000.0,Indonesia,802400.0,1000000.0
kunaguero,Sergio Leonel Agüero,Sports with a ball,,22400000.0,Argentina,458400.0,794500.0
kyliejenner,Kylie 🤍,Fashion,Modeling,323300000.0,United States,7600000.0,12300000.0
kyo1122,Song hyekyo,Cinema & Actors/actresses,,12900000.0,Indonesia,636200.0,810500.0
kyrieirving,K.A.I Hélà,Sports with a ball,,16200000.0,United States,142700.0,216800.0
l7nnon,L7,Lifestyle,Shows,6300000.0,Brazil,214000.0,507900.0
la_segura,LA SEGURA ♛ ♥,Cinema & Actors/actresses,,8199999.999999999,Colombia,335200.0,411300.0
lacikaysomers,Laci Kay Somers,Music,Modeling,11800000.0,United States,147500.0,253700.0
ladivaza,✨LA DIVAZA✨,Music,Modeling,6800000.0,Mexico,388900.0,474500.0
ladygaga,Lady Gaga,Music,Cinema & Actors/actresses,51900000.0,United States,498300.0,700000.0
lakers,Los Angeles Lakers,Sports with a ball,,19300000.0,United States,85800.0,132400.0
lalalalisa_m,LISA,Music,,75700000.0,Indonesia,7500000.0,8600000.0
lamborghini,Lamborghini,Luxury,Cars & Motorbikes,31600000.0,India,174400.0,240500.0
lanacondor,,Cinema & Actors/actresses,,10900000.0,Brazil,283000.0,385700.0
larasilva,Lara Silva 💦,Shows,Adult content,16800000.0,Brazil,789000.0,1200000.0
larissamanoela,Larissa Manoela,Cinema & Actors/actresses,,44800000.0,Brazil,192100.0,320400.0
larray,larri,Lifestyle,Modeling,6700000.0,United States,357000.0,521500.0
laurenlondon,Lauren London,Cinema & Actors/actresses,Modeling,9700000.0,United States,217700.0,371600.0
ldh_sky,이도현,,,5500000.0,Indonesia,978400.0,1300000.0
leaelui,Lea Elui G,Modeling,Lifestyle,11700000.0,India,428400.0,719500.0
leedongwook_official,이동욱 (Official_Instagram),Cinema & Actors/actresses,,14100000.0,Indonesia,1000000.0,1400000.0
leeyoum262,이유미,Photography,Humor & Fun & Happiness,8100000.0,South Korea,562700.0,688800.0
leighannepinnock,Leigh-Anne Pinnock,Music,,8500000.0,Brazil,279100.0,398000.0
lelepons,Lele Pons,Music,,47700000.0,Mexico,724300.0,1100000.0
leomessi,Leo Messi,Sports with a ball,Family,315400000.0,Argentina,4000000.0,5300000.0
leonardodicaprio,Leonardo DiCaprio,Cinema & Actors/actresses,,52800000.0,United States,132000.0,166200.0
ler_chek,Валерия Чекалина,Lifestyle,Beauty,10500000.0,Russia,713000.0,923300.0
lestykejora,Lestikejora,Music,,24900000.0,Indonesia,372900.0,484000.0
letthelordbewithyou,Scott Disick,Lifestyle,Family,26500000.0,United States,61500.0,92200.0
lewishamilton,Lewis Hamilton,Racing Sports,,27500000.0,Brazil,819900.0,1200000.0
lexibrookerivera,Lexi Rivera,Shows,Humor & Fun & Happiness,8400000.0,United States,778000.0,975400.0
liampayne,Liam Payne,Music,,24100000.0,United States,420400.0,585500.0
lilbaby,WHAM,Music,,18800000.0,United States,475400.0,876500.0
lildurk,DURKIOOO,Music,Art/Artists,13000000.0,United States,162100.0,458200.0
lilireinhart,Lili Reinhart,Cinema & Actors/actresses,,29000000.0,Brazil,1500000.0,2200000.0
lilnasx,MONTERO,Music,,12200000.0,United States,815500.0,1400000.0
liluzivert,,Music,,15800000.0,United States,1100000.0,2000000.0
lilyjcollins,Lily Collins,Cinema & Actors/actresses,,26900000.0,United States,314300.0,467300.0
linatejeiro,Lina Tejeiro.,Cinema & Actors/actresses,,9200000.0,Colombia,237700.0,287000.0
lisakudrow,Lisa Kudrow,Cinema & Actors/actresses,,8500000.0,India,356600.0,475700.0
litkillah,MAWZ💬,Music,,7200000.0,Argentina,438700.0,578400.0
littlebodybigheart,Melanie Martinez,Music,,11100000.0,Brazil,913100.0,1200000.0
littlemix,Little Mix,Music,,15400000.0,Brazil,172100.0,232000.0
liverpoolfc,Liverpool Football Club,Sports with a ball,,36700000.0,United Kingdom,100200.0,138200.0
lizakoshy,Liza Koshy,Cinema & Actors/actresses,,19600000.0,United States,156300.0,208800.0
lizasoberano,Liza Soberano,Beauty,Cinema & Actors/actresses,16900000.0,Philippines,243100.0,289900.0
lizgillz,Elizabeth Gillies,Music,Cinema & Actors/actresses,13900000.0,Mexico,563000.0,816300.0
lizzobeeating,Lizzo,Music,Lifestyle,12100000.0,United States,213100.0,298300.0
loganpaul,Logan Paul,Fitness & Gym,,22500000.0,United States,549400.0,733800.0
lomon991111,Lomon 991111,,,5700000.0,,0.0,1700000.0
loren,loren gray,Fashion,Modeling,22500000.0,United States,137300.0,227300.0
loud_babi,Bárbara Passos,Lifestyle,,9200000.0,Brazil,200100.0,323500.0
loud_victor,Victor Augusto,Lifestyle,Sports with a ball,10400000.0,Brazil,511200.0,652300.0
louist91,Louis Tomlinson,Music,,18200000.0,Brazil,1100000.0,1500000.0
louisvuitton,Louis Vuitton,Fashion,Clothing & Outfits,47700000.0,Brazil,46200.0,59700.0
lucas_lira,Lucas Lira,Humor & Fun & Happiness,Lifestyle,5800000.0,Brazil,296500.0,434300.0
lucasranngel,LUCAS RANGEL,Lifestyle,,19200000.0,Brazil,186800.0,412300.0
lucyhale,Lucy Hale,Cinema & Actors/actresses,,24300000.0,United States,183500.0,240400.0
ludmilla,Ludmilla,Music,,26500000.0,Brazil,143500.0,212600.0
luisafernandaw,Luisa Fernanda W,Lifestyle,Beauty,16900000.0,Colombia,106300.0,162100.0
luisasonza,LUÍSA SONZA,Music,Lifestyle,28200000.0,Brazil,125100.0,198900.0
luisitocomunica,Luisillo El Pillo,Humor & Fun & Happiness,Clothing & Outfits,31700000.0,Mexico,939800.0,1200000.0
luissuarez9,Luis Suarez,Sports with a ball,,43000000.0,Brazil,238800.0,356500.0
lukamodric10,Luka Modric,Sports with a ball,,21600000.0,Spain,419800.0,616300.0
lunay,EL NIÑO 👶🏻,Music,,10300000.0,Mexico,202600.0,296600.0
luvadepedreiro,Iran Ferreira,,,9500000.0,Brazil,910400.0,2100000.0
lynaritaa,Lyna Perez,,,8600000.0,United States,227100.0,299400.0
m_kayoung,MUN KA YOUNG,Cinema & Actors/actresses,,7900000.0,Indonesia,1100000.0,1500000.0
m10_official,Mesut Özil,Sports with a ball,,24000000.0,Turkey,526600.0,738300.0
machinegunkelly,the Blonde Don,Music,,9600000.0,United States,284000.0,457500.0
maddieziegler,maddie,Cinema & Actors/actresses,Modeling,13900000.0,United States,533400.0,799900.0
madelame,Madelaine Petsch,Cinema & Actors/actresses,,25300000.0,Russia,1300000.0,1800000.0
madelyncline,Maddie,,,12400000.0,United States,1600000.0,2300000.0
madhuridixitnene,Madhuri Dixit,Music,Cinema & Actors/actresses,30600000.0,India,297200.0,343100.0
madisonbaileybabe,Maddie Baby,Lifestyle,,6700000.0,United States,416400.0,779300.0
madisonbeer,Madison Beer,Music,,30600000.0,United States,630200.0,940900.0
mahnaz_afshar,Mahe Man,Cinema & Actors/actresses,Lifestyle,15700000.0,Iran,154300.0,212900.0
maisa,#NAME?,Music,,42000000.0,Brazil,343700.0,468000.0
maluma,MALUMA,Music,,61600000.0,Italy,329200.0,507600.0
malutrevejo,Malú 🦋 222🎤,Music,,11200000.0,United States,277200.0,496800.0
manchesterunited,Manchester United,Sports with a ball,,56500000.0,United Kingdom,116600.0,188800.0
manelyk_oficial,Manelyk Gonzalez,Music,,14100000.0,Mexico,179500.0,240400.0
maneskinofficial,Måneskin,Lifestyle,,6000000.0,Italy,519400.0,733500.0
manurios,manu rios,Shows,,9900000.0,Mexico,572700.0,966000.0
marcelotwelve,Marcelo Vieira,Sports with a ball,,53000000.0,Spain,413500.0,622200.0
marcmarquez93,Marc Márquez,Racing Sports,,6600000.0,Indonesia,478200.0,634500.0
marcoasensio10,Marco Asensio,Sports with a ball,,13600000.0,Spain,194300.0,298300.0
marcusrashford,Marcus Rashford MBE,Sports with a ball,,12700000.0,United Kingdom,401900.0,635500.0
mariaalice,Maria Alice,,,6800000.0,Brazil,673400.0,1400000.0
mariabecerra,Maria Becerra,Music,,8600000.0,Argentina,332300.0,785000.0
mariapedraza_,María Pedraza,Cinema & Actors/actresses,,12000000.0,Spain,279600.0,369000.0
marimaria,Mari Maria,Beauty,,19900000.0,Brazil,126600.0,242700.0
marinaruybarbosa,Marina Ruy Barbosa,Cinema & Actors/actresses,,39800000.0,Brazil,86600.0,130100.0
markiplier,Markiplier,Shows,,9800000.0,United States,406500.0,463300.0
markruffalo,Mark Ruffalo,Cinema & Actors/actresses,,20500000.0,Brazil,194300.0,244200.0
marktuan,Mark Tuan,Music,Cinema & Actors/actresses,12100000.0,Thailand,667100.0,877200.0
marshmellomusic,marshmello,Music,,29200000.0,India,345600.0,406600.0
martingarrix,Martin Garrix,Music,,15600000.0,Mexico,152800.0,216300.0
marvel,Marvel Entertainment,Cinema & Actors/actresses,Comics & sketches,62700000.0,United States,180100.0,212500.0
