rank,handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg,category_1_unified,category_2_unified,category_primary,if_exist
352,ngikuttrendaja,Ahmad Rizki,192800,3700000,304500,1500,1200,,,,0
353,flickerspark_,flickerspark_,1200000,2100000,516800,1400,1500,,,,0
354,cvsthetico,cvstage,168200,2300000,313100,2500,1800,,,,0
355,yahia_x,يحيى الزعبي,2200000,4000000,189900,1000,3100,,,,0
356,jennialarcon_,Jenni Alarcon,3100000,2000000,348400,2500,1900,,,,0
357,airiiqtieeee,inoue`,53100,1800000,321300,2700,2600,,,,0
358,officialsunnydaze,SUNNY DAZE,1600000,3100000,495300,844,1200,,,,0
359,los_chicaneros,Los_chicaneros,3700000,1900000,218200,1200,6100,,,,0
360,videoschapin,VideosChapin,56000,2900000,78800,2700,10600,,,,0
361,wuesilva,Wue Silva,13100000,4100000,283400,1200,1400,,,,0
362,ladygaga,ladygaga,7600000,1900000,247500,4400,2000,,,,0
363,cx_.q,مصطفى البصراوي 62,3300000,3100000,254000,2300,1500,,,,0
364,mitsy270,mitsy,2300000,1900000,338300,2700,2100,,,,0
365,ayesebastien,Sebastien,7200000,2000000,396500,2100,1800,,,,0
366,karljacobs,Karl,11200000,1900000,486500,2600,563,,,,0
367,liltjay,Lil Tjay,5200000,1900000,291900,3900,1400,,,,0
368,irenehsuu,Irene,98600,1400000,401700,1300,3900,,,,0
369,doctormiguelpadilla,Doctor Miguel,5900000,2100000,321700,1700,2600,,,,0
370,jacobday,Jacob Day,5600000,1800000,296600,4400,1000,,,,0
371,louflores_,Lou flores,2800000,2200000,237100,842,4700,,,,0
372,pakoyaso_,Pakoyaso,12800000,3200000,282600,1200,2000,,,,0
373,ella.tchella,Tchella,2000000,1600000,381600,1500,3400,,,,0
374,nashvibes,NashVibes Art,3700000,4400000,365500,1300,493,,,,0
375,jamesdroz566,jamesdroz5661,103400,1900000,155400,2200,7400,,,,0
376,egyptianbeaman,egyptianbeaman,872400,2200000,80500,1700,14200,,,,0
377,mattiastanga,Mattia Stanga,2700000,1500000,213400,1400,7400,,,,0
378,gorillaz,Gorillaz,2300000,1800000,340900,2800,1700,,,,0
379,lonely.moods,:),354500,815500,214000,5400,10600,,,,0
380,rayanfahmi,Rayoon,3700000,2900000,235900,2800,1200,,,,0
381,melmaia,Mel Maia 🍯,11800000,3500000,473900,988,662,,,,0
382,vietduongg_,Viet,161200,1200000,129700,12700,4800,,,,0
383,leen_mohd98,LEEN🌸,3800000,2900000,190100,2700,2300,,,,0
384,jubiandxian,jubiandxian,5700000,2500000,396200,1800,934,,,,0
385,adrianbliss,Adrian Bliss,7300000,2300000,413300,1100,1700,,,,0
386,dxddy._.desi,Desiree Montoya❤️,2900000,1900000,250800,4900,764,,,,0
387,frankielapenna,Frankie LaPenna,4800000,2700000,295200,1400,2000,,,,0
388,xxxten1369,XXXTENTACION,3700000,2800000,335100,1000,1800,,,,0
389,softbulletgun97,Tik Toker,1300000,2300000,188300,2200,4100,,,,0
390,katiessigmond,katie sigmond,6900000,2900000,340000,1100,1600,,,,0
391,nnatalieaguilar,natalie & the aguilars,4900000,3400000,558800,568,825,,,,0
392,elchimbatv,EL CHIMBA,3300000,3000000,285200,773,2400,,,,0
393,deiveleonardooficial,Deive Leonardo,6100000,1300000,139300,370,14200,,,,0
394,vitoou,vito•_•,52400,1000000,179300,3300,10900,,,,0
395,twice_tiktok_official,TWICE,17900000,1300000,325500,3700,2500,,,,0
396,christilukasiak0,Christilukasiak,2300000,2300000,369300,1800,1200,,,,0
397,katiavlogss,KATIAVLOGS🐒,14500000,3400000,274400,2600,294,,,,0
398,nhu_y1203,Nguyễn Ngọc Như Ý🐰,690200,2600000,239800,4000,205,,,,0
399,jidion,JiDion,4200000,1900000,412500,2000,1300,,,,0
400,lifeofsal,Sal,614300,2400000,166200,1200,5400,,,,0
401,nikkietutorials,nikkietutorials,6200000,3200000,498000,1100,538,,,,0
402,ivanovik.83,ivanovik.1983,172700,2300000,91500,1100,11100,,,,0
403,erictro,Eric Tro,4500000,5600000,547400,507,330,,,,0
404,virginiafonseca,Virginia,34100000,3000000,410900,1200,961,,,,0
405,paigetaylor.s,Paige Taylor,4500000,2600000,393300,1900,546,,,,0
406,thecoreyb,Corey B,8800000,1500000,194200,755,8300,,,,0
407,carolcastromx,Carol Castro,12700000,3400000,450000,1300,379,,,,0
408,ianlucasok,Ian Lucas,4500000,2400000,262900,3300,830,,,,0
409,voronina_valeria_,Valeria Voronina,2300000,3700000,460400,1100,334,,,,0
410,pacodemiguel,Paco De Miguel,6800000,1500000,229600,1900,5400,,,,0
411,joshrichards,Josh Richards,25600000,2700000,354000,1900,737,,,,0
412,surasak1437,s ᴜ ʀ ᴀ s ᴀ ᴋ,1100000,1800000,188500,463,7000,,,,0
413,com.yuta0305,【コムドット】ゆうた,1200000,1700000,225600,4700,1900,,,,0
414,ayutingting,Ayu Ting Ting,7200000,2900000,239200,1500,2100,,,,0
415,yahayraosorio,Yahayra Osorio,372600,2200000,67700,1100,15700,,,,0
416,tina_042,𝒯𝒾𝓃𝒶,795000,1800000,314000,2000,2400,,,,0
417,abosaed49,ابو سعيد,661400,2100000,169400,3100,3900,,,,0
418,theestallion,Megan Thee Stallion,12200000,2100000,277200,2300,2000,,,,0
419,musdalifahbasrii,Musdalifah Basri,1300000,2200000,190200,3400,2600,,,,0
420,haileybieber,Hailey Bieber,9800000,3500000,342600,1200,845,,,,0
421,dialaaljazairi,dialaaljazairi,198700,4000000,113200,3100,2400,,,,0
422,chihuahuapeaches,Peaches The Chi,295200,1500000,296700,2000,3600,,,,0
423,brunocampos,Bruno Campos,5200000,5400000,360600,626,619,,,,0
424,isaac.h.p.karaoke.backup,Isaac H.P Karaoke Backup,1600000,1300000,265600,3200,3800,,,,0
425,rafaelsantos,Rafael Santos,18500000,2500000,398200,1800,645,,,,0
426,happytummy_702,Suzy,731300,2200000,396700,288,2500,,,,0
427,gemelasabello2,Gemelas Abello,17900000,5000000,376200,478,813,,,,0
428,douhalaribiii,Douha laribii,7700000,4100000,240400,1600,823,,,,0
429,itzyofficial,ITZY,9700000,1700000,314600,3000,1600,,,,0
430,twinkle.t1ts,rylee,803500,3700000,281500,2000,302,,,,0
431,murphslife,Aaron Murphy,5700000,1800000,279500,2800,2100,,,,0
432,tai.tl2,tai_tl,832300,1900000,316900,1600,2500,,,,0
433,vibin.wit.tay,Tay,4100000,1500000,295900,1200,4400,,,,0
434,leleburnier,LELÊ BURNIER,2400000,1600000,387600,2900,910,,,,0
435,ae_ay__99,أية الشمري💙🐆,1500000,3200000,162000,1300,3200,,,,0
436,maddzak,Maddzak,4900000,3300000,191000,3500,227,,,,0
437,nianaguerrero,Niana Guerrero,33200000,3100000,358500,1500,684,,,,0
438,cardncyn,Carddd,3800000,3900000,541900,801,318,,,,0
439,soy_marcela4,Soy_marcela,4500000,2100000,336600,710,2600,,,,0
440,cr.limit,YT- CR Limit,40400,2800000,189800,2400,1900,,,,0
441,logfive,Logan,2500000,2100000,313500,1200,2300,,,,0
442,katie34556,katie65886,67600,2200000,149100,7100,122,,,,0
443,hesfinatia,PINAT🍅|| IG: @hesfinatia,8900000,4600000,434000,772,377,,,,0
444,samdabaddest,Samaria,312400,1500000,369800,836,3300,,,,0
445,palmertrolls,Ben Palmer,3400000,2000000,327800,884,2700,,,,0
446,benorsini,Ben Orsini 👑,543800,2200000,293300,2800,718,,,,0
447,vzelivx,vzelivx,731300,2100000,271200,2600,1300,,,,0
448,cassy.legaspi,CASSY LEGASPI,5800000,3700000,369700,1000,590,,,,0
449,kwo.owk,KWOOWK,2600000,2000000,268200,2000,2200,,,,0
450,abbieherbert,AbbieHerbert,13800000,3700000,400700,917,581,,,,0
451,lyricoo__,ʟʏʀɪᴄᴏᴏ,1200000,1300000,165700,1700,8600,,,,0
452,mateus_hwang,Mateus Hwang,1900000,1900000,136800,5800,2600,,,,0
453,bswagggy,shaggy,16800,1200000,294600,1300,5100,,,,0
454,talalionaire,طلاليونير,905600,2900000,195100,2000,1800,,,,0
455,bigweirdworld,bigweirdworld,1500000,1100000,304200,2000,4500,,,,0
456,yurielkysojeda,Yurielkys Ojeda 🕷,14800000,2200000,277300,1300,2300,,,,0
457,cemresolmaz,cemre solmaz,10400000,2000000,137000,6200,1700,,,,0
458,mrwhosetheboss,Arun Maini,1500000,3800000,447500,964,300,,,,0
459,kjsmoothh,Kjsmoothh,2500000,1800000,254400,2900,1800,,,,0
460,juaniquilador,JuanSGuarnizo,10500000,2000000,364900,1800,1100,,,,0
461,itsmenicksmithy,Nick Smithyman 🤓,7900000,2200000,305500,1700,1400,,,,0
462,khalidzain124,خالد زين,1700000,2600000,223900,1600,2000,,,,0
463,colewherld,colegonzales,5300000,2900000,277100,977,1600,,,,0
464,000072mr,La beba,341300,2000000,283200,1200,2400,,,,0
465,ksi,KSI,9800000,2500000,178600,4400,178,,,,0
466,alexojeda,Alex Ojeda 🇲🇽,8100000,2600000,272600,802,2200,,,,0
467,j3ipy_,Jeipy,8200000,1700000,354400,2300,1100,,,,0
468,louuuyoung,louuuyoung,709700,872900,137900,4400,12600,,,,0
469,arafat.buffon,🦅🌑عرفات بوفون🌑🦅,1400000,4300000,246700,460,1500,,,,0
470,reem_alsawas,ريم السواس,1900000,3900000,162300,1100,2100,,,,0
471,ahmedksontini2,Ahmed Ksontini,643300,2100000,77000,0,12600,,,,0
472,mostafa.ashraf14,Mostafa Ashraf,1700000,2800000,268000,1200,1500,,,,0
473,arigameplays,AriGameplays,23200000,2800000,320700,1400,867,,,,0
474,bela,Bela,8800000,2700000,390700,936,982,,,,0
475,senaitalo,italosenaoficial,2600000,2100000,198800,1500,3300,,,,0
476,kozuehayashii,Kozue,7000000,2600000,466200,370,1300,,,,0
477,elrodcontreras,ROD🫠,41600000,2000000,254500,3500,413,,,,0
478,kwechi_,Kwes,377900,1600000,283300,1500,2800,,,,0
479,5ifvi,𝙏𝙃𝙀 𝘿𝘼𝙍𝙆 𝙎𝙄𝘿𝙀,1400000,2400000,199000,410,3700,,,,0
480,druskitv,DRUSKI,3700000,1300000,241000,1300,4900,,,,0
481,dearra,De’arra Taylor,3700000,2500000,458400,792,923,,,,0
482,briggi_bozzo,Briggitte Bozzo,23900000,5200000,361900,787,245,,,,0
483,flavinhalouise,Flavinhalouise,12200000,3200000,167700,709,2800,,,,0
484,pailita.k7k,Pailita,1200000,1600000,257400,2700,2100,,,,0
485,itskingchris,KingChristian,17200000,1600000,299700,2800,1300,,,,0
486,mikaylanogueira,Mikayla Nogueira,13500000,2200000,320300,2300,411,,,,0
487,rdcworld1,Mark Phillips,3100000,1000000,227600,1200,6700,,,,0
488,charlieputh,Charlie Puth,19000000,2000000,324800,1900,937,,,,0
489,bikedasher,BikeDasher,4300000,2500000,398000,1500,407,,,,0
490,jonata_26,Jonata🤩,5900000,1900000,319600,646,2500,,,,0
491,devincaherly,Devin Caherly,8500000,4000000,444900,894,147,,,,0
492,basementgang,Basement Gang,5700000,1400000,296000,1500,2900,,,,0
493,soysaucer,fivar,1000000,2000000,272800,790,2700,,,,0
494,abo.zizo,۩♥۩ عائلة ابو زيزو ۩♥۩,4700000,3700000,225300,723,1500,,,,0
495,spriteder_spd,Prite Netijen Netirattanapaiboon,4100000,3600000,434900,845,334,,,,0
496,ugolord,⚖️ The TikTok Attorney ⚖️,6300000,1900000,186000,4900,369,,,,0
497,iamkailan,KAILAN 💚💛,3900000,2400000,219900,1300,2200,,,,0
498,lorengray,Loren Gray,54600000,3100000,358700,879,761,,,,0
499,daniuniverse,Dani Universe,9700000,3100000,322000,956,867,,,,0
500,ser_jay,Hello It’s me SerJay,5300000,1400000,226200,2500,3500,,,,0
501,alexwaarren,Alex warren,15500000,2400000,419800,992,809,,,,0
502,lkzinhu,LK,17200000,2600000,306500,998,1300,,,,0
503,joaoferdnan,João Ferdnan,8100000,1700000,173500,2100,4000,,,,0
504,taossenpai,tao's senpai,635700,1200000,219600,1400,5300,,,,0
505,isaach.p,Isaac H.P,3100000,1400000,217200,3500,2300,,,,0
506,maddy.leah3,Not me,246200,2000000,196300,4300,237,,,,0
507,jordanavucetic,jordanavucetic,2800000,1100000,224200,5200,2100,,,,0
508,carlevellyn,Carla Evellyn,1700000,2000000,349600,2000,572,,,,0
509,chinguamiga,Chingu Amiga,20100000,2500000,469400,1100,377,,,,0
510,elpugaa,Puga,9900000,2000000,220900,341,3700,,,,0
511,reymbayang,Rey,3400000,1300000,253000,2000,3400,,,,0
512,tommyunold,Tommy,11300000,2300000,317800,2200,172,,,,0
513,adamw,Adam W,16900000,2400000,266300,915,1800,,,,0
514,anna..paull,Anna Paul,5200000,2400000,424700,1300,375,,,,0
515,djadelilyes,Ilyes Djadel,390000,2100000,311800,1100,1600,,,,0
516,kronnozomberoficial,KronnoZomber,728200,1400000,289100,2100,2300,,,,0
517,outtpig,OuttPig,2100000,1500000,341000,1600,1700,,,,0
518,rosssmith,Ross Smith,22900000,1500000,156100,927,6300,,,,0
519,glencachysaraofficial,glenca chysara,8100000,4500000,212300,1300,522,,,,0
520,pumatheweirdo,Cat Puma,2400000,1500000,183000,722,5500,,,,0
521,twinsjne,Twinsjne 🍓,1100000,2400000,486900,783,665,,,,0
522,andcarli,Andcarli,11700000,6300000,212200,684,578,,,,0
523,mclivinho,Mc Livinho,4000000,2200000,312200,1400,1000,,,,0
524,mrmilothechonk,Erika and Milo,2100000,1500000,313600,1300,2200,,,,0
525,kimmigneault,Kim Migneault,7100000,3100000,358700,539,971,,,,0
526,unnecessaryinventions,Unnecessary Inventions,5300000,2400000,377900,1400,451,,,,0
527,hunterprosper,Hunter Prosper,5100000,1700000,320800,1000,2100,,,,0
528,bulochkapelmen,BULOCHKA🇨🇳🇺🇦,3000000,2900000,184800,1900,1200,,,,0
529,louka__m,Louka,2500000,1900000,354300,1200,1400,,,,0
530,folz.aa,folz.a,1200000,1100000,192300,1800,6000,,,,0
531,iloveyourmomscatt,,8200,1300000,159300,4900,3300,,,,0
532,austinandlexi,⚡️Austin & Lexi 💥,4000000,1800000,332600,1100,1700,,,,0
533,lehvideira,Lethicia Videira,7800000,903600,145100,1700,10800,,,,0
534,nathalieholscher14,Nathalie Holscher,7200000,3500000,295700,936,647,,,,0
535,sa_h700,صالح السبير✨,417400,2000000,201700,1600,2500,,,,0
536,ayanakamachi,中町綾,1500000,3000000,204200,1100,1600,,,,0
537,sebasmorenooo,Sebastian Moreno 📸,5100000,3300000,293700,1400,300,,,,0
538,larrayeeee,LARRAY,26300000,2000000,351200,2000,364,,,,0
539,le_general_416,tonton G 🇫🇷,2300000,4700000,214700,762,847,,,,0
540,everett,Everett Noble,10000000,1900000,441400,768,1200,,,,0
541,mcsilsiloficial,@mcsilsiloficial,7200000,1600000,123300,2500,6000,,,,0
542,alezha.obukhov,Алежа Обухов,1300000,2600000,309200,1100,851,,,,0
543,dermdoctor,DermDoctor | Dr. Shah,16600000,3500000,248600,1000,826,,,,0
544,abbycasselberry,Abby Casselberry,1900000,1800000,348300,1000,1600,,,,0
545,annapep3,ANNA,1000000,1700000,337100,1300,1500,,,,0
546,fabru_blacutt,Fabru,18100000,2200000,242900,2400,562,,,,0
547,songsforlittles,Ms Rachel,1100000,2600000,187500,1600,1700,,,,0
548,marktilbury,Mark Tilbury - YouTuber & CEO,7200000,2300000,224500,620,2400,,,,0
549,georainbolt,georainbolt,1200000,1500000,247100,2000,2300,,,,0
550,navacarlosss,Carlos Navarro 🥇,131300,1700000,98800,353,8900,,,,0
551,lagranjadelborrego,La granja del borrego,11100000,3000000,349900,919,581,,,,0
552,morimura,MoriMura🍕,8400000,1500000,315400,1500,1800,,,,0
553,oliviadearlove2,olivia-2002,17400,3000000,175900,1600,1300,,,,0
554,eltonjohn,Elton John,2100000,2800000,66800,2000,6200,,,,0
555,conormaynard,Conor Maynard,6800000,1700000,160400,2500,3100,,,,0
556,duncanyounot,Duncan Joseph,4300000,1400000,366500,1300,1700,,,,0
557,jrizzyjeremy,jrizzyjeremy,69100,3100000,225200,768,1400,,,,0
558,ahmadmahroom99,Ahmad Mahroom,1300000,3300000,143500,923,2300,,,,0
559,avascreams,ava,705000,1200000,372600,2800,639,,,,0
560,erijasjas,Jasel,597900,1800000,385500,685,1500,,,,0
561,artistliilz_,Liilz 🚀,342600,1600000,240000,2900,973,,,,0
562,willian99music,ᴡ 99 ᴍ ☊,720300,1600000,143500,188,6300,,,,0
563,cauamacedo,Cauã Macedo,11400000,1600000,231000,2900,1100,,,,0
564,sabrenorris,Sabre Norris,3600000,1800000,186900,4100,329,,,,0
565,youshi_maru,ゆうしまる,83600,1900000,145200,1100,4400,,,,0
566,mdrr05,👻مروان ٱلبآتني🇩🇿,3000000,3000000,112600,1400,2900,,,,0
567,deandreee,DeAndre,1900000,1900000,315100,826,1600,,,,0
568,werenotreallystrangers,WNRS,4400000,1700000,329500,1500,1200,,,,0
569,poki,pokimane,6300000,2300000,234800,2100,667,,,,0
570,zbor0vska,Zborovska,1100000,1900000,288900,1400,1300,,,,0
571,7odzz,7oda Eino🔥😵,4500000,2200000,162700,1600,2500,,,,0
572,roportajadam,Mahsun Karaca,1100000,2100000,125400,411,5100,,,,0
573,nadirdearabier,Nadirdearabier,1100000,2100000,185100,3000,694,,,,0
574,aydenmekus,AYDEN MEKUS,11500000,2100000,204700,2900,491,,,,0
575,thegnshow,The Graham Norton Show,1700000,2900000,287800,421,1300,,,,0
576,ladydianka,LADY BUNNY🐰,9100000,1500000,189900,3400,1600,,,,0
577,skuratof,Anton Skuratov,623200,1800000,151300,793,4400,,,,0
578,saray.____,Saray,67900,1400000,85600,2700,9400,,,,0
579,kieram.litchfield,Kieram Litchfield,2200000,1400000,190800,2600,2800,,,,0
580,laurence_benson,Laurence Benson,2100000,2900000,293000,1400,240,,,,0
581,mohamed.hesham.official,محمد هشام,563500,1500000,43700,380,21100,,,,0
582,jaywheeler,Jay Wheeler,5400000,1600000,249800,856,2700,,,,0
583,itsmatheuscosta,Matheus Costa,5000000,1400000,205800,2000,2800,,,,0
584,soanhvadiephihi,Soanh x Diệp,3100000,3100000,328400,864,533,,,,0
585,roadrunnerpete,Pete 1k,72200,926400,151600,2000,8000,,,,0
586,danivallem,Dani Valle,4800000,1200000,86300,963,12400,,,,0
587,com.hyuga1117,【コムドット】 ひゅうが,1100000,1500000,165800,4700,993,,,,0
588,jasonderulo,Jason Derulo,53000000,6800000,186900,887,194,,,,0
589,bilalfadilii,Bilal Fadili,1300000,1600000,190500,2000,2600,,,,0
590,mandrake1984real,Giuseppe Mandrake Ninno,1300000,1400000,170300,891,4900,,,,0
591,kerri_okie,Kerri,3100000,1100000,137300,4800,4300,,,,0
592,championsleague,Champions League,16000000,2300000,293500,823,1200,,,,0
593,luvjunior14,j ❤️,560300,1600000,432800,1400,610,,,,0
594,sallyalawady1,Sally Alawady,4100000,3400000,187800,1700,446,,,,0
595,felipenpv,Felipe Paiva,3500000,1700000,259600,1800,1300,,,,0
596,neitor.exe,Neitor,2900000,2000000,307800,1600,709,,,,0
597,camilo,Camilo,28800000,2400000,275900,567,1500,,,,0
598,thelondoncharles,London Charles,6000000,1700000,374900,1400,751,,,,0
599,keemokazi,KEEMOKAZI,30100000,2800000,351900,1100,258,,,,0
600,frantastiktok,Fran Carneros,1500000,2100000,458400,587,807,,,,0
601,elissadeheart,Elissa DeHeart,2300000,2000000,292400,974,1300,,,,0
602,soulzang,نظام,293500,796600,218300,2000,5700,,,,0
603,sweeettails,SweeetTails,2800000,1400000,164400,828,5000,,,,0
604,kane,kane,3200000,1800000,221800,1300,2000,,,,0
605,dreamlifex0,🧚 ✨Dream life✨,569200,1200000,134100,5300,2700,,,,0
606,omahi.tiktok,OMAHI,14700000,3500000,391900,777,188,,,,0
607,tsezy,Tommy,4800000,2000000,253500,1900,735,,,,0
608,albertinasacaca1,Albertina Sacaca Cal,6500000,2600000,241700,1600,505,,,,0
609,brilionaire,model kentang🍟,4400000,2200000,229400,612,2000,,,,0
610,wigofellas,wigofellas,34400000,2600000,158900,1900,1200,,,,0
611,_.anime.edits_0,video,97000,1700000,75600,1500,8700,,,,0
612,christianfabiannn,Christian Fabian,13400000,2200000,311900,1800,130,,,,0
613,gzfoodqood,Foodqood by Giallozafferano,18500000,4300000,213300,412,1000,,,,0
614,thephysicshouse,The Physics House,592400,1800000,307700,1900,507,,,,0
615,benedictpolizzi,benedict polizzi,2000000,3600000,360200,230,775,,,,0
616,main_and_aseel,Main & Aseel,1300000,3000000,178100,1400,1100,,,,0
617,ahmedhelmy,Ahmed Helmy,7000000,2600000,184400,952,1800,,,,0
618,analisseworld,Analisseworld,10400000,1900000,358600,652,1300,,,,0
619,zoecolletti,Zoe Colletti,2200000,1800000,209700,3000,429,,,,0
620,k4554ndr4,kassandra 🪐,978000,1000000,280400,1800,2700,,,,0
621,kenchanachaisit,Ken Chanachai,405800,2000000,184600,1400,2100,,,,0
622,sidaivan,sdvn,89800,2300000,149900,2200,1500,,,,0
623,mrcaqui,Facundo Izquierdo,6800000,978000,264500,833,4100,,,,0
624,rubxnillo,Rubenillo,508100,3800000,279000,282,925,,,,0
625,com.yamato0515,【コムドット】やまと,1900000,1200000,176400,4300,1700,,,,0
626,brentfordfc,Brentford FC,1200000,1900000,252300,1600,1100,,,,0
627,dede_harlan_,Dede Harlan,295600,957700,228100,1900,3800,,,,0
628,yurinya1128,ゆりにゃ,647300,2300000,162300,2500,787,,,,0
629,hannahkelekacook,Hannah & Regal,3300000,1700000,231800,2700,444,,,,0
630,marilynl19,user1692838440296,995200,1100000,162300,4400,2500,,,,0
631,dixiedamelio,dixie,57400000,2400000,220500,1900,424,,,,0
632,somi_official_,JEON SOMI,7000000,1500000,329600,2000,496,,,,0
633,leanbeefpatty,Patty,5800000,1800000,277700,1500,1000,,,,0
634,viki_tory88,Вика & Женя,310600,1900000,48800,208,12900,,,,0
635,jakekrantz,Jake Krantz,2200000,1300000,261900,701,3000,,,,0
636,momonatamada,Momona Tamada,4400000,1700000,359300,1800,279,,,,0
637,bankkamo46_,bankkamo46_🦖,1300000,1500000,204700,1100,3000,,,,0
638,surthycooks,Surthany hejeij,9500000,2500000,273600,1400,353,,,,0
639,sofiaespanha,sofia espanha,4600000,1900000,284800,1300,996,,,,0
640,waspycraft1,Waspycraft,194400,2300000,188600,922,1900,,,,0
641,michou_yt,Michou,7400000,2400000,266700,1500,341,,,,0
642,rachsullivan__,Rach Sullivan,1500000,2000000,370200,739,927,,,,0
643,piperrockelle,♥️Piper Rockelle♠️,10400000,1900000,158400,3600,543,,,,0
644,elmercanchi,Que chimba sog,1800000,1900000,138200,691,3900,,,,0
645,danielzencon,Daniel Zenteno Const,36600,1200000,174300,1100,4600,,,,0
646,dennysumargoreal,DENNY SUMARGO,3300000,3500000,187200,1400,386,,,,0
647,jakeandrich,Jake Andrich / Jakipz,14600000,2100000,164200,1600,1900,,,,0
648,andreluizframbach,André Luiz Frambach,1400000,3600000,216200,285,1300,,,,0
649,6666pd,666,285700,924500,153300,422,7900,,,,0
650,skaijackson,Skai Jackson 🥰,20100000,2100000,441500,899,372,,,,0
651,nickrowedder,Nicoly Amanda Rowedder,457700,1000000,264300,1700,2700,,,,0
652,esneni,Stefano Da Cunha,4400000,1400000,283100,2500,477,,,,0
653,bellafoodie,Julie & Bella,4200000,2400000,313700,474,1100,,,,0
654,guywithamoviecamera,reece,981500,1400000,329000,1100,1400,,,,0
655,chocopla_osada,チョコレートプラネット長田(オサダ),688400,2300000,107900,977,3800,,,,0
656,jaydafnwayda,JAYDA WAYDA,3700000,1600000,230700,1000,2200,,,,0
657,abusrwal1996,abusrwal1996,1400000,1700000,190600,2100,1400,,,,0
658,luara,Luara,22600000,2700000,185900,1900,403,,,,0
659,cesarpantoja.n,Cesar Pantoja,14000000,2200000,347100,1200,283,,,,0
660,islasvlogs_,Islas Vlogs,2400000,2900000,313700,842,416,,,,0
661,postmalone,Post Malone,12800000,1900000,176000,1400,2000,,,,0
662,ana_eusse,Ana Maria,13300000,3000000,392200,825,141,,,,0
663,jeromepolin98,Jerome Polin,4700000,1500000,231100,2400,924,,,,0
664,good.boy.ollie,Good Boy Ollie,4200000,997600,250300,1400,3200,,,,0
665,huntersolo,Hunter,2400000,2600000,399400,709,383,,,,0
666,frigerrr,Friger,828600,1300000,327900,1100,1500,,,,0
667,trungruoi93,Trung Ruồi,2100000,3700000,112600,639,2100,,,,0
668,riyukabunga,RiyukaBunga,2900000,1900000,132400,2300,2300,,,,0
669,nildachiaraviglio,NildaChiaraviglio,1000000,1500000,78900,478,9400,,,,0
670,dina_kalanta,Dina_Kalanta,2500000,3100000,243200,1200,341,,,,0
671,foodtimecali,Juan C | RECETAS FOODTIME,4500000,1500000,120100,250,6000,,,,0
672,magalligjimenez,AvaSkyeStrong,952000,2800000,136900,2300,717,,,,0
673,braceletsbyk_,kp crafts sf,274100,1700000,226100,1100,1800,,,,0
674,manja_faiez,Manja,1100000,2300000,142700,1100,2300,,,,0
675,firmanskd,𝙆𝙊𝘾𝘼𝙉,2800000,1400000,144500,397,5100,,,,0
676,joe.bartolozzi,Joe Bartolozzi,19800000,1800000,293300,1800,379,,,,0
677,itsniane,niane,1700000,1100000,128900,2000,5900,,,,0
678,melon.n.finn,Melon and Finn,1500000,1000000,213900,1900,3300,,,,0
679,khairulaming,Khairulaming,2000000,1700000,248500,1200,1400,,,,0
680,dudamaryah,dudamaryah,5900000,2000000,284600,701,1300,,,,0
681,andresgjohnson,Andres Johnson256,4100000,1100000,186400,935,4500,,,,0
682,luongthingocha,Ngân Hà🍌,6000000,2400000,286100,1400,226,,,,0
683,gergomezzz,Ger Gomez,1700000,1100000,210300,1300,3300,,,,0
684,dilanjaniyar_2,Emang Dilan namanya,2600000,1900000,228500,1900,603,,,,0
685,raulbazanm,RAUL,5700000,2200000,184000,964,1800,,,,0
686,tabithaswatosh,Tabs,12500000,2300000,362200,1100,203,,,,0
687,iniganta,Ganta,986800,1300000,160700,3300,1900,,,,0
688,herranwalt,Herr Anwalt,5700000,1400000,177700,2600,1800,,,,0
689,kreebinnear,Bree Kinnear,58400,1800000,307100,819,1200,,,,0
690,iamgeraldhuston,Gerald Huston,1700000,1500000,261400,1300,1600,,,,0
691,loayramadan10,🔥لؤي رمضان🔥,1100000,2800000,190500,760,1300,,,,0
692,madisonbeer,Madison Beer,17900000,1200000,224400,2700,1300,,,,0
693,...anddy_,ANDDY 🐺🌙,1100000,937100,141900,7300,792,,,,0
694,meqs,Minecraft,2700000,3100000,136000,1100,1500,,,,0
695,charlotteless,charlotte,1200000,2400000,226200,544,1500,,,,0
696,cristobalsoria,Cristóbal Soria,720400,1100000,111400,3800,4900,,,,0
697,hisoyvaleria,valeria 🖤,8500000,1400000,189000,1000,3000,,,,0
698,bennyvelour,Benny Velour,326600,786500,184400,2500,4900,,,,0
699,carlosferiag,Carlos Feria,40100000,2500000,203700,1900,163,,,,0
700,pkcreedon,Pk514,200400,1400000,235400,1400,1800,,,,0
701,loganlisle,Logan Lisle,1800000,1700000,78200,315,7800,,,,0
702,sunnyjutt1296,SunNy Jutt,2200000,2000000,204500,1400,1200,,,,0
703,mealsbymitch,Mitch 🥘,1000000,1700000,95400,951,5400,,,,0
704,patinscascavel,Vanessa Patins,3500000,878300,62400,295,18800,,,,0
705,son_dan,Trường Sơn,1400000,3700000,185100,670,841,,,,0
706,zane,zane,6400000,2000000,323800,775,863,,,,0
707,didiwinx,Didi,5200000,2000000,289700,1300,575,,,,0
708,rank.ali,رنك | Rnk,571500,3100000,144400,1700,630,,,,0
709,farhakhalidi,Farha Khalidi,1700000,2200000,202600,1400,880,,,,0
