handle_instagram,name_instagram,category_1,category_2,followers,audience_country,engagement_auth,engagement_avg,unified_cat_1,unified_cat_2
everyone_woo,Wonwoo,,,2800000,Indonesia,787500,1000000.0,,
ewsbdi,로운,,,4500000,Indonesia,504500,753800.0,,
f1,FORMULA 1®,Racing Sports,,19700000,Italy,107600,136200.0,Sports,
fabriziorom,Fabrizio Romano,Literature & Journalism,Shows,8000000,Italy,387700,670800.0,Info/Business,Entertainment
fabriziorom,Fabrizio Romano,Literature & Journalism,Shows,8000000,Italy,387700,670800.0,Info/Business,Entertainment
fadiljaidi,Fadil Jaidi,Lifestyle,,7600000,Indonesia,409400,615200.0,Lifestyle,
farhaddddddd,Farhad Majidi,Sports with a ball,,3600000,Iran,477000,787600.0,Sports,
faz3,Fazza,Lifestyle,,14400000,United Arab Emirates,189400,248700.0,Lifestyle,
fcbarcelona,FC Barcelona,Sports with a ball,,109700000,Indonesia,316900,481000.0,Sports,
fcbayern,FC Bayern,Sports with a ball,,33100000,Germany,214900,314600.0,Sports,
fedeevalverde,Fede Valverde,Sports with a ball,,6200000,Spain,314800,446400.0,Sports,
fedez,FEDEZ,Music,,14100000,Italy,441600,612200.0,Music,
feliciathegoat,"Tyler, The Creator",Music,,12800000,United States,822000,1400000.0,Music,
felipeneto,Felipe Neto 🦉,Lifestyle,,15900000,Brazil,162300,231100.0,Lifestyle,
fenerbahce,Fenerbahçe,Sports with a ball,,7900000,Turkey,205300,274500.0,Sports,
fernandasouzaoficial,🇫 🇪 🇷 🇳 🇦 🇳  🇩 🇦   🇸 🇴 🇺 🇿 🇦,Music,Cinema & Actors/actresses,22000000,Brazil,106500,147200.0,Music,Entertainment
fifaworldcup,FIFA World Cup,Sports with a ball,,28000000,India,55800,83800.0,Sports,
filiperet,Ret,Lifestyle,,6800000,Brazil,147900,379400.0,Lifestyle,
finnwolfhardofficial,Finn Wolfhard,Music,Cinema & Actors/actresses,23300000,Brazil,1000000,1400000.0,Music,Entertainment
florencepugh,Florence Pugh,Humor & Fun & Happiness,Cinema & Actors/actresses,7400000,United States,562400,859800.0,Entertainment,Entertainment
floydmayweather,Floyd Mayweather,Fitness & Gym,,28300000,United States,73200,127700.0,Sports,
fortnite,Fortnite,Computers & Gadgets,,25900000,United States,161100,189600.0,Tech/Gaming,
francety,Francia James,Adult content,,11300000,India,158400,207400.0,Entertainment,
frenkiedejong,Frenkie de Jong,Sports with a ball,,10400000,Spain,311400,466800.0,Sports,
friends,Friends,Shows,,11900000,Brazil,270300,339700.0,Entertainment,
fuckjerry,FUCKJERRY,Humor & Fun & Happiness,,16800000,United States,175500,226400.0,Entertainment,
fuji_an,Fujianti Utami Putri,Lifestyle,Family,11700000,Indonesia,191300,454700.0,Lifestyle,Lifestyle
funnymike,FunnyMike,Art/Artists,,7900000,United States,166600,295100.0,Entertainment,
future,Future PLUTO Hendrix,Music,,20600000,United States,490000,979600.0,Music,
g_eazy,G-Eazy,Music,Art/Artists,9600000,United States,154500,236000.0,Music,Entertainment
g_eazy,G-Eazy,Music,Art/Artists,9600000,United States,154500,236000.0,Music,Entertainment
gabigol,Gabi 🇧🇷 Lil Gabi,Sports with a ball,,9800000,Brazil,164400,248800.0,Sports,
gal_gadot,Gal Gadot,Cinema & Actors/actresses,,82900000,United States,443900,572800.0,Entertainment,
galatasaray,Galatasaray,Sports with a ball,,11400000,Turkey,198300,240100.0,Sports,
garethbale11,Gareth Bale,Sports with a ball,,47700000,Spain,481400,759500.0,Sports,
gatenm123,Gaten Matarazzo,Music,Cinema & Actors/actresses,15800000,Brazil,429100,566700.0,Music,Entertainment
geewonii,김지원,,,7500000,Indonesia,473400,624300.0,,
geneliad,Genelia Deshmukh,Cinema & Actors/actresses,,10100000,India,174400,215500.0,Entertainment,
geneliad,Genelia Deshmukh,Cinema & Actors/actresses,,10100000,India,174400,215500.0,Entertainment,
georgenotfound,GeorgeNotFound,,,3000000,United States,1000000,1100000.0,,
georginagio,Georgina Rodríguez,Lifestyle,Fashion,38600000,India,2000000,2900000.0,Lifestyle,Beauty/Fashion
germangarmendia,GERMAN,Cinema & Actors/actresses,Fitness & Gym,14600000,Argentina,799400,966400.0,Entertainment,Sports
ggonekim,,,,5400000,Indonesia,426100,523900.0,,
gianlucavacchi,Gianluca Vacchi,Lifestyle,,22400000,Brazil,231900,358000.0,Lifestyle,
giannis_an34,Giannis Antetokounmpo,Sports with a ball,,12800000,United States,157900,249900.0,Sports,
gigihadid,Gigi Hadid,Modeling,Lifestyle,74900000,United States,1600000,2400000.0,Beauty/Fashion,Lifestyle
gildovigor,GIL DO VIGOR,Family,Lifestyle,15200000,Brazil,143800,202100.0,Lifestyle,Lifestyle
gioewbank,Giovanna Ewbank,Cinema & Actors/actresses,Modeling,28400000,Brazil,78400,125300.0,Entertainment,Beauty/Fashion
gisele,Gisele Bündchen,Modeling,Fashion,19400000,Brazil,128300,190700.0,Beauty/Fashion,Beauty/Fashion
goar_avetisyan,Goar Avetisyan,Beauty,,11600000,Russia,227700,315700.0,Beauty/Fashion,
golfarahani,Golshifteh Farahani,Cinema & Actors/actresses,,13300000,Iran,389000,503400.0,Entertainment,
greeicy,Greeicy,Shows,Cinema & Actors/actresses,21100000,Colombia,776200,1000000.0,Entertainment,Entertainment
grefg_official,TheGrefg,Computers & Gadgets,Machinery & Technologies,7300000,Spain,285400,343500.0,Tech/Gaming,Tech/Gaming
grisha_eric,Grisha Eric,,,12500000,Turkey,172100,248600.0,,
gucci,,Accessories & Jewellery,Clothing & Outfits,48700000,United States,33100,45100.0,Beauty/Fashion,Beauty/Fashion
gucci,,Accessories & Jewellery,Clothing & Outfits,48700000,United States,33100,45100.0,Beauty/Fashion,Beauty/Fashion
gururandhawa,Guru Randhawa,Music,,32800000,India,161200,197100.0,Music,
gusttavolima,🏛 Gusttavo Lima 🏛,Music,,43600000,Brazil,95400,157600.0,Music,
hadise,Hadise,Music,Shows,13800000,Turkey,183900,214400.0,Music,Entertainment
haechanahceah,HAECHAN,,,3500000,,2100000,,,
haifawehbe,Haifa Wehbe,Music,,10000000,Iraq,251400,368100.0,Music,
haileesteinfeld,hailee steinfeld,Cinema & Actors/actresses,,19000000,United States,794600,1000000.0,Entertainment,
haileybieber,Hailey Rhode Baldwin Bieber,Lifestyle,Modeling,45500000,United States,900800,1200000.0,Lifestyle,Beauty/Fashion
hakkiakdenizz,hakki akdeniz,Business & Careers,,22500000,Russia,169500,245800.0,Info/Business,
handemiyy,Hande Erçel,Cinema & Actors/actresses,,28300000,Turkey,1600000,2100000.0,Entertainment,
hannahelzahed,Hannah El-Zahed,Cinema & Actors/actresses,,17700000,Egypt,136200,169100.0,Entertainment,
hannahstocking,Hannah Stocking,Modeling,,22000000,United States,483800,686900.0,Beauty/Fashion,
hardikpandya93,Hardik Himanshu Pandya,Sports with a ball,,21600000,India,573700,718700.0,Sports,
harrystyles,,Music,Fashion,45900000,United States,2200000,3000000.0,Music,Beauty/Fashion
harshbeniwal,Harsh KADAMBADI Beniwal,Humor & Fun & Happiness,Shows,5500000,India,370600,482700.0,Entertainment,Entertainment
hasan_yazdani73,hasan yazdani73,Extreme Sports & Outdoor activity,Fitness & Gym,2700000,Iran,506700,917000.0,Sports,Sports
hassan_reyvandi,hasan reyvandi حسن ریوندی,Cinema & Actors/actresses,Humor & Fun & Happiness,19400000,Iran,304600,420200.0,Entertainment,Entertainment
hazalkaya,Hazal Kaya,Cinema & Actors/actresses,Lifestyle,7100000,Turkey,310900,368700.0,Entertainment,Lifestyle
hazardeden_10,Eden Hazard,Sports with a ball,,27000000,Spain,677100,1100000.0,Sports,
hegdepooja,Pooja Hegde,Cinema & Actors/actresses,,20600000,India,926400,1100000.0,Entertainment,
henrycavill,Henry Cavill,Cinema & Actors/actresses,,21200000,Brazil,815600,992100.0,Entertainment,
heybiblee,이성경,Modeling,,14300000,Indonesia,996100,1300000.0,Beauty/Fashion,
hi_high_hiy,황인엽,Cinema & Actors/actresses,,14100000,South Korea,2100000,2500000.0,Entertainment,
hi_songjoongki,송중기 songjoongki official,Cinema & Actors/actresses,,9300000,Indonesia,1900000,2600000.0,Entertainment,
hi_sseulgi,슬기 Seulgi,Modeling,,12500000,Indonesia,738000,925400.0,Beauty/Fashion,
hilaryduff,Hilary Duff,Cinema & Actors/actresses,,21800000,United States,84200,107100.0,Entertainment,
hm_son7,Son HeungMin(손흥민)🇰🇷,,,7300000,Brazil,420400,684300.0,,
holyhaein,정해인,,,10200000,Indonesia,1400000,1700000.0,,
hoooooyeony,Hoyeon,Lifestyle,,23500000,South Korea,1600000,2100000.0,Lifestyle,
houseofhighlights,House of Highlights,Sports with a ball,,34600000,United States,121500,223100.0,Sports,
hrithikroshan,Hrithik Roshan,Cinema & Actors/actresses,,43200000,India,1000000,1300000.0,Entertainment,
hshq,Harry Styles HQ,Music,Cinema & Actors/actresses,6300000,United States,487000,856400.0,Music,Entertainment
huddy,Chase Hudson,Lifestyle,Art/Artists,11800000,United States,177900,244800.0,Lifestyle,Entertainment
humansofny,Humans of New York,Lifestyle,Photography,12100000,United States,166500,196700.0,Lifestyle,Lifestyle
hunterschafer,Hunter,,,7300000,United States,741700,1200000.0,,
hyeri_0609,혜리,Music,,7200000,South Korea,338100,407000.0,Music,
hyunah_aa,Hyun Ah,Music,,18000000,South Korea,349900,414200.0,Music,
i_m_hendery,Hi👉🏻im Hendery👈🏻,,,6200000,United States,905600,1200000.0,,
i_nivethathomas,Nivetha Thomas,Cinema & Actors/actresses,,6100000,India,330900,374300.0,Entertainment,
i_nivethathomas,Nivetha Thomas,Cinema & Actors/actresses,,6100000,India,330900,374300.0,Entertainment,
iambeckyg,Becky G,Music,,32700000,Mexico,258000,311200.0,Music,
iamcardib,Cardi B,Music,Fashion,135600000,United States,1200000,1700000.0,Music,Beauty/Fashion
iamferv,fer,Lifestyle,Art/Artists,9800000,Mexico,1000000,1500000.0,Lifestyle,Entertainment
iamhalsey,halsey,Music,,30000000,United States,442800,581300.0,Music,
iammichelemorroneofficial,Michele Morrone,Lifestyle,Cinema & Actors/actresses,14800000,Brazil,761600,1100000.0,Lifestyle,Entertainment
iampauloandre,Paulo André 🏁,Lifestyle,,10000000,Brazil,68000,239700.0,Lifestyle,
iamsrk,Shah Rukh Khan,Cinema & Actors/actresses,,29900000,India,1000000,1300000.0,Entertainment,
iamzlatanibrahimovic,Zlatan Ibrahimović,Sports with a ball,,54300000,Italy,675700,1000000.0,Sports,
iansomerhalder,iansomerhalder,Cinema & Actors/actresses,,23000000,United States,536200,800700.0,Entertainment,
ibaillanos,Ibai,Art/Artists,,7500000,Spain,787200,1100000.0,Entertainment,
ignaciaa_antonia,Ignacia Hernandez👑,Lifestyle,,9700000,Mexico,210700,273000.0,Lifestyle,
ikercasillas,Iker Casillas,Sports with a ball,,18200000,Spain,119000,164300.0,Sports,
imcryansp,TUBARAO GIGANTE 🦈,,,3800000,Brazil,254600,605400.0,,
imhyoseop,안효섭,Lifestyle,,8400000,Indonesia,2200000,2600000.0,Lifestyle,
imouniroy,mon,Cinema & Actors/actresses,,23700000,India,142600,172600.0,Entertainment,
imsebastianstan,Sebastian Stan,Shows,Cinema & Actors/actresses,9400000,United States,918800,1100000.0,Entertainment,Entertainment
inanna,Inanna,Shows,,14600000,United States,103300,155900.0,Entertainment,
indiancricketteam,Team India,Sports with a ball,,24400000,India,249100,291100.0,Sports,
indiaroyale,India,Lifestyle,,4300000,United States,240900,714900.0,Lifestyle,
instagram,Instagram,Photography,,523300000,India,294300,356500.0,Lifestyle,
iqbaal.e,iqbaal ramadhan,Cinema & Actors/actresses,,13500000,Indonesia,121100,207400.0,Entertainment,
irinashayk,irinashayk,Modeling,,18700000,Russia,132500,183000.0,Beauty/Fashion,
isaias,Isaías,Shows,,9200000,Brazil,72800,239400.0,Entertainment,
iscoalarcon,Isco Alarcon Suarez,Sports with a ball,,24700000,Spain,215100,309400.0,Sports,
itsmarziapie,Marzia Kjellberg,Beauty,Lifestyle,8300000,United States,630900,737500.0,Beauty/Fashion,Lifestyle
itzy.all.in.us,ITZY,Music,,17000000,Indonesia,954900,1200000.0,Music,
ivetesangalo,Veveta,Music,Shows,34600000,Brazil,57000,74400.0,Music,Entertainment
iynemliarasbulut,Aras Bulut İynemli,Cinema & Actors/actresses,Lifestyle,10300000,Turkey,546700,763400.0,Entertainment,Lifestyle
j.m,JIMIN,,,37000000,,11800000,,,
jackblack,Jack Black,Cinema & Actors/actresses,,8800000,United States,198000,258200.0,Entertainment,
jackblack,Jack Black,Cinema & Actors/actresses,,8800000,United States,198000,258200.0,Entertainment,
jackharlow,Jack Harlow,Lifestyle,Music,6700000,United States,361900,675800.0,Lifestyle,Music
jacksepticeye,Jacksepticeye,Computers & Gadgets,Machinery & Technologies,7900000,United States,231900,269000.0,Tech/Gaming,Tech/Gaming
jacksonwang852g7,Jackson Wang,Music,,28700000,China,1200000,1400000.0,Music,
jacquelinef143,Jacqueline Fernandez,Cinema & Actors/actresses,,61800000,India,254300,309600.0,Entertainment,
jadenhossler,jxdn,Music,,4600000,United States,463300,714900.0,Music,
jadepicon,JADE 🌪,Modeling,Fashion,20600000,Brazil,194900,429300.0,Beauty/Fashion,Beauty/Fashion
jadethirlwall,jade amelia thirlwall,Music,Art/Artists,9200000,United States,197700,259100.0,Music,Entertainment
jailyneojeda,Jailyne Ojeda Ochoa,Modeling,Lifestyle,14200000,United States,304200,421400.0,Beauty/Fashion,Lifestyle
jairmessiasbolsonaro,Jair M. Bolsonaro,Finance & Economics,Business & Careers,20100000,Brazil,163700,229700.0,Info/Business,Info/Business
jamescharles,James Charles,Beauty,,22900000,United States,382000,560900.0,Beauty/Fashion,
jamesrodriguez10,James Rodríguez,Sports with a ball,,49700000,Colombia,292200,443900.0,Sports,
jamorant,12 🥷🏽🖤,Lifestyle,Sports with a ball,7200000,United States,259100,419100.0,Lifestyle,Sports
janhvikapoor,Janhvi Kapoor,Lifestyle,Cinema & Actors/actresses,17500000,India,708400,844500.0,Lifestyle,Entertainment
jannatzubair29,Jannat Zubair Rahmani,Cinema & Actors/actresses,,43100000,India,617300,753400.0,Entertainment,
jasonstatham,Jason Statham,Cinema & Actors/actresses,,30600000,Iran,549600,810000.0,Entertainment,
jaspritb1,jasprit bumrah,Lifestyle,,9800000,India,331600,380800.0,Lifestyle,
jaybnow.hr,LIM JAE BEOM,Music,,6900000,Brazil,521700,684100.0,Music,
jbalvin,J Balvin,Music,,52800000,Mexico,241800,317000.0,Music,
jbayleaf,JONATHAN BAILEY,,,3400000,United Kingdom,448600,623500.0,,
jennaortega,Jenna Ortega,Cinema & Actors/actresses,Lifestyle,8100000,United States,530000,755100.0,Entertainment,Lifestyle
jennierubyjane,J,Music,,67600000,Indonesia,7000000,8400000.0,Music,
jennifer.garner,Jennifer Garner,Cinema & Actors/actresses,,13300000,United States,198500,225200.0,Entertainment,
jenniferaniston,Jennifer Aniston,Cinema & Actors/actresses,,40700000,Brazil,624800,907700.0,Entertainment,
jensenackles,Jensen Ackles,Cinema & Actors/actresses,,9400000,United States,317900,413900.0,Entertainment,
jeonghaniyoo_n,윤정한,,,2900000,Iran,823100,1000000.0,,
jeremyrenner,Jeremy Renner,Shows,Cinema & Actors/actresses,17700000,United States,114200,137300.0,Entertainment,Entertainment
jeromepolin,Jerome Polin Sijabat ジェローム,Education,Humor & Fun & Happiness,6900000,Indonesia,435100,637500.0,Info/Business,Entertainment
jessica.syj,Jessica Jung,Modeling,Beauty,10600000,Indonesia,173800,212500.0,Beauty/Fashion,Beauty/Fashion
jessicah_o,Jessi / 제시,Music,,11800000,United States,928800,1200000.0,Music,
jessicajane99,Jessica Jane,Lifestyle,,6000000,Indonesia,408800,538900.0,Lifestyle,
jessnolimit,Jess No Limit,Shows,,7300000,Indonesia,532200,637900.0,Entertainment,
jharden13,James Harden,Sports with a ball,,11600000,United States,122200,209900.0,Sports,
jhope_bighitentertainment,J-HOPE (제이홉) Updates,Lifestyle,,8000000,Brazil,1100000,1200000.0,Lifestyle,
jichangwook,지창욱,Cinema & Actors/actresses,,20500000,Indonesia,832800,1100000.0,Entertainment,
jimena.jimenezr,Jimena,,,5800000,Mexico,580100,837900.0,,
jimin_bighitentertainment,JIMIN (박지민) Updates,Lifestyle,,8900000,Indonesia,754700,836600.0,Lifestyle,
jin,Jin of BTS,,,36600000,United States,9300000,9300000.0,,
jin_bighitentertainment,JIN (김석진) Updates,Lifestyle,,8300000,Indonesia,685700,779300.0,Lifestyle,
jinyoung_0922jy,박진영,Music,,9800000,Indonesia,712700,943600.0,Music,
jlo,Jennifer Lopez,Music,Cinema & Actors/actresses,215500000,United States,700000,896200.0,Music,Entertainment
joaogomescantor,João Gomes 🎙,Family,Music,12600000,Brazil,133900,366800.0,Lifestyle,Music
joaoguilherme,J҉O҉T҉I҉N҉H҉A҉,Music,Cinema & Actors/actresses,16000000,Brazil,157300,306500.0,Music,Entertainment
joeyking,Joey King,Music,Cinema & Actors/actresses,19000000,Brazil,262300,374400.0,Music,Entertainment
johnnydepp,Johnny Depp,Cinema & Actors/actresses,,26200000,India,2300000,3100000.0,Entertainment,
johnnyjsuh,Johnny Suh,Lifestyle,Music,8600000,Indonesia,1300000,1600000.0,Lifestyle,Music
jojotodynho,JoJo,Music,,22500000,Brazil,83700,136800.0,Music,
jokowi,Joko Widodo,Finance & Economics,,47100000,Indonesia,109500,138600.0,Info/Business,
jongsuk0206,이종석,Cinema & Actors/actresses,,22900000,Indonesia,1800000,2400000.0,Entertainment,
jordialbaoficial,Jordi Alba,Sports with a ball,,14400000,Spain,128100,185200.0,Sports,
jorgelopez_as,Jorge Lopez,Cinema & Actors/actresses,,9600000,Brazil,161000,264300.0,Entertainment,
joshrichards,Josh Richards,Shows,Modeling,6900000,United States,225100,315800.0,Entertainment,Beauty/Fashion
joshu_acoustic,Joshua Hong,Music,,4200000,,1000000,,Music,
juandediospantoja,JD PANTOJA 🇲🇽,Music,Art/Artists,22200000,Mexico,548600,625400.0,Music,Entertainment
juanpazurita,Juanpa Zurita,Cinema & Actors/actresses,,29700000,Mexico,127200,182000.0,Entertainment,
juki_lop,JukiLop,Shows,Family,9400000,Mexico,313600,364600.0,Entertainment,Lifestyle
julesleblanc,julianna,Music,Shows,9700000,United States,420200,608300.0,Music,Entertainment
juliette,Juliette,Cinema & Actors/actresses,,33800000,Brazil,178100,282100.0,Entertainment,
juliopfernandez,J U L I O   P E Ñ A   F. D E Z,,,3500000,Brazil,614900,782500.0,,
jungkook_bighitentertainment,JUNGKOOK (전정국) Updates,Management & Marketing,Music,9600000,Brazil,660100,749000.0,Info/Business,Music
jungkook.97,전 정국 이올시다,Music,,41800000,,4900000,,Music,
justinbieber,Justin Bieber,Music,,244000000,India,758600,1100000.0,Music,
juventus,Juventus,Sports with a ball,,53900000,India,52000,77700.0,Sports,
jy_piece,정연 (JEONGYEON),,,2400000,,1200000,,,
k.mbappe,Kylian Mbappé,Sports with a ball,,72100000,France,2100000,3000000.0,Sports,
kajalaggarwalofficial,Kajal A Kitchlu,Cinema & Actors/actresses,,23000000,India,522900,632900.0,Entertainment,
kajol,Kajol Devgan,Cinema & Actors/actresses,,12600000,India,134500,166100.0,Entertainment,
kaka,Kaká,Sports with a ball,,18600000,Brazil,89300,145600.0,Sports,
kaliuchis,,Music,,3900000,United States,408100,704400.0,Music,
kanik4kapoor,Kanika Kapoor,Shows,Lifestyle,10600000,India,214900,257100.0,Entertainment,Lifestyle
kapilsharma,Kapil Sharma,Cinema & Actors/actresses,Shows,41700000,India,293400,332900.0,Entertainment,Entertainment
kareenakapoorkhan,Kareena Kapoor Khan,Lifestyle,Cinema & Actors/actresses,9300000,India,211700,264100.0,Lifestyle,Entertainment
karelyruiz,Karely Ruiz,Lifestyle,,5800000,Mexico,656000,823600.0,Lifestyle,
karimbenzema,Karim Benzema,Sports with a ball,,55300000,France,743200,1100000.0,Sports,
karljacobs,Karl Jacobs,,,4100000,United States,645400,840600.0,,
karna.val,🖤Valentina🖤,Lifestyle,,7300000,Russia,455900,532500.0,Lifestyle,
karolg,KAROL G,Music,,54100000,Mexico,2500000,3000000.0,Music,
karrrambaby,Карина KARRRAMBABY КАрМАн БэБИ,Lifestyle,,4000000,Russia,532600,590800.0,Lifestyle,
kartikaaryan,KARTIK AARYAN,Cinema & Actors/actresses,,25200000,India,389900,484600.0,Entertainment,
kashikakapoor09,Kashika Kapoor,,,8100000,Indonesia,274000,295200.0,,
kashikakapoor09,Kashika Kapoor,,,8100000,Indonesia,271600,292600.0,,
katherinelangford,KATHERINE LANGFORD,Cinema & Actors/actresses,,27800000,India,172300,247000.0,Entertainment,
katrinakaif,Katrina Kaif,Beauty,,65400000,India,1900000,2100000.0,Beauty/Fashion,
katyperry,KATY PERRY,Music,,165500000,Brazil,129000,168800.0,Music,
kaylanicolejones,,Shows,,7400000,United States,144100,304800.0,Entertainment,
kaylanicolejones,,Shows,,7400000,United States,144100,304800.0,Entertainment,
keerthysureshofficial,Keerthy Suresh,Fashion,Cinema & Actors/actresses,13200000,India,428300,489400.0,Beauty/Fashion,Entertainment
kellyrowland,Kelly Rowland,Music,Cinema & Actors/actresses,13300000,United States,153600,211200.0,Music,Entertainment
kendalljenner,Kendall,Modeling,Fashion,244700000,United States,2500000,4000000.0,Beauty/Fashion,Beauty/Fashion
keniaos,Kenia Os,Music,,13500000,Mexico,705700,918500.0,Music,
kentooyamazaki,山﨑賢人,Cinema & Actors/actresses,,5000000,Japan,623100,724500.0,Entertainment,
kenzie,kenzie ♡,Art/Artists,,14900000,United States,155700,236700.0,Entertainment,
kevindebruyne,Kevin De Bruyne,Sports with a ball,,18000000,United Kingdom,322400,499500.0,Sports,
kevinhart4real,Kevin Hart,Cinema & Actors/actresses,,147300000,United States,46800,55800.0,Entertainment,
khabib_nurmagomedov,Хабиб Нурмагомедов,Fitness & Gym,,33500000,Russia,119800,168600.0,Sports,
khaby00,Khaby Lame,Sports with a ball,,78300000,Iran,3500000,5300000.0,Sports,
khloekardashian,Khloé Kardashian,Clothing & Outfits,Lifestyle,256500000,United States,604300,751700.0,Beauty/Fashion,Lifestyle
kiaraaliaadvani,KIARA,Cinema & Actors/actresses,,23800000,India,555500,630300.0,Entertainment,
kikakim,Kristina Kim,Lifestyle,,6900000,Kazakhstan,311700,412400.0,Lifestyle,
kimberly.loaiza,KIM LOAIZA 🖤,Clothing & Outfits,Lifestyle,35000000,Mexico,1300000,1600000.0,Beauty/Fashion,Lifestyle
kimjuncotton,SUHO,Lifestyle,,10200000,Indonesia,889700,1100000.0,Lifestyle,
kimkardashian,,Fashion,Beauty,320500000,United States,724000,1100000.0,Beauty/Fashion,Beauty/Fashion
kingarturo23oficial,Arturo Vidal,Sports with a ball,,17300000,Italy,81700,132900.0,Sports,
kingbach,King Bach,Music,Art/Artists,22700000,United States,141900,283600.0,Music,Entertainment
kingjames,👑,Sports with a ball,,125700000,United States,776000,1300000.0,Sports,
kit.connor,Kit Connor,Cinema & Actors/actresses,,4100000,United States,377800,626100.0,Entertainment,
kittychicha,NANNO | KITTYCHICHA AMATAYAKUL,Lifestyle,,4200000,Philippines,654700,794100.0,Lifestyle,
kjapa,KJ Apa,Cinema & Actors/actresses,,18900000,United States,541600,773000.0,Entertainment,
klaythompson,Klay Thompson,Sports with a ball,Lifestyle,12800000,United States,179100,260300.0,Sports,Lifestyle
klrahul,KL Rahul👑,Sports with a ball,,12800000,India,824400,1100000.0,Sports,
kourtneykardash,Kourtney Kardashian Barker ❤️‍🔥,Lifestyle,,185300000,United States,997300,1400000.0,Lifestyle,
krisjenner,Kris Jenner,Shows,Beauty,48800000,United States,128600,195200.0,Entertainment,Beauty/Fashion
krithi.shetty_official,Krithi Shetty,,,3400000,India,531100,628000.0,,
kritisanon,Kriti,Modeling,,49500000,India,348700,407700.0,Beauty/Fashion,
ksi,KSI,Music,,11500000,United Kingdom,545900,766300.0,Music,
kto_takaya,Liza Miller,Family,,7000000,Russia,303500,374400.0,Lifestyle,
kun11xd,KUN,Lifestyle,,6700000,Indonesia,818800,1000000.0,Lifestyle,
kunaguero,Sergio Leonel Agüero,Sports with a ball,,23400000,Argentina,332200,575000.0,Sports,
kyliejenner,Kylie 🤍,Fashion,Modeling,352700000,United States,2800000,4600000.0,Beauty/Fashion,Beauty/Fashion
kyrieirving,K.A.I Hélà,Sports with a ball,,16800000,United States,165200,250700.0,Sports,
l7nnon,L7,Lifestyle,Shows,7800000,Brazil,168500,400600.0,Lifestyle,Entertainment
lacasadepapel,La Casa de Papel,Shows,Cinema & Actors/actresses,12900000,Brazil,304000,457100.0,Entertainment,Entertainment
lacikaysomers,Laci Kay Somers,Music,Modeling,12200000,United States,167400,287200.0,Music,Beauty/Fashion
ladygaga,Lady Gaga,Music,Cinema & Actors/actresses,53000000,United States,421500,590600.0,Music,Entertainment
lalala_lfamily,Lfamily,,,2200000,Thailand,801700,959400.0,,
lalalalisa_m,LISA,Music,,79200000,Indonesia,7300000,8400000.0,Music,
lamborghini,Lamborghini,Luxury,Cars & Motorbikes,32000000,India,137000,187500.0,Beauty/Fashion,Lifestyle
lanarhoades,Lana Rhoades,Lifestyle,Modeling,16800000,United States,1000000,1700000.0,Lifestyle,Beauty/Fashion
larasilva,Lara Silva 💦,Shows,Adult content,17400000,Brazil,525300,810100.0,Entertainment,Entertainment
larissamanoela,Larissa Manoela,Cinema & Actors/actresses,,45900000,Brazil,72100,121900.0,Entertainment,
larissamanoela,Larissa Manoela,Cinema & Actors/actresses,,45900000,Brazil,49900,83800.0,Entertainment,
larray,larri,Lifestyle,Modeling,6800000,United States,301200,440800.0,Lifestyle,Beauty/Fashion
latto777,BIG LATTO🎰,Music,,9400000,United States,156600,319800.0,Music,
laurenjauregui,Lauren Jauregui,Music,,10600000,United States,140000,207200.0,Music,
laurenjauregui,Lauren Jauregui,Music,,10600000,United States,140000,207200.0,Music,
laurenlondon,Lauren London,Cinema & Actors/actresses,Modeling,9800000,United States,138600,237100.0,Entertainment,Beauty/Fashion
layzhang,Lay Zhang,Music,,14200000,Indonesia,810600,862400.0,Music,
ldh_sky,이도현,,,5600000,Indonesia,819800,1100000.0,,
leaelui,Lea Elui G,Modeling,Lifestyle,11600000,India,395500,664500.0,Beauty/Fashion,Lifestyle
leedongwook_official,이동욱 (Official_Instagram),Cinema & Actors/actresses,,14500000,Indonesia,1000000,1400000.0,Entertainment,
leeyoum262,이유미,Photography,Humor & Fun & Happiness,7800000,South Korea,352800,432200.0,Lifestyle,Entertainment
leighannepinnock,Leigh-Anne Pinnock,Music,,8900000,Brazil,193200,274800.0,Music,
leomessi,Leo Messi,Sports with a ball,Family,341700000,Argentina,4700000,6300000.0,Sports,Lifestyle
leonardodicaprio,Leonardo DiCaprio,Cinema & Actors/actresses,,54000000,United States,100200,125700.0,Entertainment,
leonardodicaprio,Leonardo DiCaprio,Cinema & Actors/actresses,,54000000,United States,87100,111400.0,Entertainment,
ler_chek,Валерия Чекалина,Lifestyle,Beauty,10400000,Russia,360400,465800.0,Lifestyle,Beauty/Fashion
lestykejora,Lestikejora,Music,,25600000,Indonesia,330000,426600.0,Music,
letthelordbewithyou,Scott Disick,Lifestyle,Family,27200000,United States,73900,112700.0,Lifestyle,Lifestyle
lewishamilton,Lewis Hamilton,Racing Sports,,28700000,Brazil,538200,773400.0,Sports,
lexibrookerivera,Lexi Rivera,Shows,Humor & Fun & Happiness,8500000,United States,761000,953000.0,Entertainment,Entertainment
liamhemsworth,Liam Hemsworth,Cinema & Actors/actresses,,13100000,United States,274100,389800.0,Entertainment,
liampayne,Liam Payne,Music,,24300000,United States,348600,486700.0,Music,
lilbaby,WHAM,Music,,19600000,United States,389300,718800.0,Music,
