file,platform,country,raw_topic,count
instagram_data_brazil.csv,instagram,brazil,ورزش فوتبال ورزشکار,1
instagram_data_brazil.csv,instagram,brazil,ورزش اتومبیل فوتبال,1
instagram_data_brazil.csv,instagram,brazil,موسیقی خواننده ترانه سرا موسیقی دان,1
youtube_data_united-kingdom.csv,youtube,united-kingdom,समाचारहरू,1
instagram_data_afghanistan.csv,instagram,afghanistan,Shopping,1
instagram_data_united-kingdom.csv,instagram,united-kingdom,Meelelahutus ja muusika Muusika,1
instagram_data_united-kingdom.csv,instagram,united-kingdom,Meelelahutus ja muusika Lõbus Elu ja ühiskond Kuulsus,1
instagram_data_united-kingdom.csv,instagram,united-kingdom,Meelelahutus ja muusika Modellindus,1
instagram_data_united-kingdom.csv,instagram,united-kingdom,Meelelahutus ja muusika Romantika ja pulmad Lapsevanemlus Telejuht,1
instagram_data_united-kingdom.csv,instagram,united-kingdom,Meelelahutus ja muusika Pere Kodu ja aed Kuulsus,1
instagram_data_united-kingdom.csv,instagram,united-kingdom,Meelelahutus ja muusika Lõbus Elustiil Kuulsused,1
