rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,id,topic_of_influence_en
59,Zain Daqqa | زين دقة @zain.dagga,491K,20.64%,Belgium,Entertainment and Music Romance and Wedding Life and Society Travel,147.3K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,Entertainment and Music Romance and Wedding Life and Society Travel
60,Céline Schraepen @celineschh,489.2K,0.22%,Belgium,family Fashion and Accessories Moms Lifestyle,146.8K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,family Fashion and Accessories Moms Lifestyle
61,Toby Alderweireld @tobyalderweireld,476.8K,1.4%,Belgium,Sports,143K,instagram,belgium,False,2024,Sports,MAPPED,,Sports
62,Waiwai Jess @waiwaijess_,464K,0.55%,Belgium,Beauty and Self Care Fashion and Accessories Entrepreneur,139.2K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,Beauty and Self Care Fashion and Accessories Entrepreneur
63,🌼 LAILA • ZAOUI 🌼 @lailazaouiofficiel,462.1K,1.4%,Belgium,Beauty and Self Care Travel Lifestyle,138.6K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,Beauty and Self Care Travel Lifestyle
64,SHARON ELLIS GROBBEN @sharongrobben,459.9K,1.6%,Belgium,Fashion and Accessories Modeling Plus Size Celebrities,138K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Modeling Plus Size Celebrities
65,SAB 🥀 @sabinesafar,456K,0.78%,Belgium,Food Entertainment and Music Food and Drink Parenting,136.8K,instagram,belgium,False,2024,Music,MAPPED,,Food Entertainment and Music Food and Drink Parenting
66,SoufianeBencok @soufianebencok,452.4K,49.56%,Belgium,Sports Soccer,135.7K,instagram,belgium,False,2024,Sports,MAPPED,,Sports Soccer
67,Sofie Valkiers @sofievalkiers,443.2K,0.22%,Belgium,Fashion and Accessories Styling Celebrities Design,133K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Styling Celebrities Design
68,Lima Ché @limaswardrobe,440.3K,1.1%,Belgium,Fashion and Accessories Lifestyle,132.1K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Lifestyle
69,"it's barbie cindy, bitch @barbiecindy1",436.1K,0.7%,Belgium,Dogs Pets,130.8K,instagram,belgium,False,2024,Lifestyle,MAPPED,,Dogs Pets
70,Ella Kasumovic @kasumovic_ella,411.5K,17.67%,Belgium,Entertainment and Music family,123.5K,instagram,belgium,False,2024,Music,MAPPED,,Entertainment and Music family
71,𝘽𝙚𝙡𝙜𝙞𝙖𝙣 𝙨𝙝𝙚𝙥𝙝𝙚𝙧𝙙 @malinois_unity,404.7K,0.79%,Belgium,Animals,121.4K,instagram,belgium,False,2024,Lifestyle,MAPPED,,Animals
72,HANNE VERBRUGGEN @hannecarry__,397.9K,12.1%,Belgium,Fashion Lifestyle,119.4K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,Fashion Lifestyle
73,Zorgane Adem @zorganeadem6,396.9K,2%,Belgium,Sports,119.1K,instagram,belgium,False,2024,Sports,MAPPED,,Sports
74,CoBrA - @0flc,389K,9.42%,Belgium,,116.7K,instagram,belgium,False,2024,NA,NA,,
75,Stoffel Vandoorne @svandoorne,380.3K,0.94%,Belgium,Sports Automotive Racing,114.1K,instagram,belgium,False,2024,Sports,MAPPED,,Sports Automotive Racing
76,GuiHome vous détend @guihome_vous_detend,373.3K,2.9%,Belgium,Entertainment and Music Celebrity Lifestyle,112K,instagram,belgium,False,2024,Music,MAPPED,,Entertainment and Music Celebrity Lifestyle
77,Diana Goss @diana.goss,371.9K,0.48%,Belgium,Fashion and Accessories Education Styling Modeling,111.6K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Education Styling Modeling
78,Natalia Druyts @nataliamusic,371.1K,2.18%,Belgium,Entertainment and Music family Travel Moms,111.3K,instagram,belgium,False,2024,Music,MAPPED,,Entertainment and Music family Travel Moms
79,Kara Mbodji🇸🇳 🔴⚫️ @kingkara,358.5K,3.73%,Belgium,Lifestyle Sports Fitness,107.6K,instagram,belgium,False,2024,Sports,MAPPED,,Lifestyle Sports Fitness
80,T I E N E R T V @tienertv,352.6K,0.3%,Belgium,Entertainment and Music Celebrity,105.8K,instagram,belgium,False,2024,Music,MAPPED,,Entertainment and Music Celebrity
81,RHYMEZLIKEDIMEZ🌻 @rhymezlikedimez,348.4K,6.72%,Belgium,Fashion and Accessories Parenting Music Producers,104.5K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Parenting Music Producers
82,Omar Makhlouf @omarfreestyle,339.6K,10.65%,Belgium,Sports,101.9K,instagram,belgium,False,2024,Sports,MAPPED,,Sports
83,Pieter Peulen @pieterpeulen,328.3K,2.33%,Belgium,Design Fashion Photography Travel,98.5K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,Design Fashion Photography Travel
84,Asma Alayoubi | اسماء الايوبي @asma.alayoubi,326.2K,0.26%,Belgium,Funny,97.9K,instagram,belgium,False,2024,Entertainment,MAPPED,,Funny
85,Muken’s Home. Organisation & more @mukenshome,323.6K,1.25%,Belgium,DIY and Life Hacks Home and Garden Food,97.1K,instagram,belgium,False,2024,Lifestyle,MAPPED,,DIY and Life Hacks Home and Garden Food
86,A V E L I N E S T O K A R T @aveline_stokart,322.3K,4.05%,Belgium,Arts and Crafts Illustrator,96.7K,instagram,belgium,False,2024,Lifestyle,MAPPED,,Arts and Crafts Illustrator
87,Bbs🍭💜 @grace_bbs,321.9K,0.06%,Belgium,Fashion,96.6K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,Fashion
88,Tom Waes @tomwaes,321K,2.09%,Belgium,Actors Fashion Lifestyle Travel,96.3K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,Actors Fashion Lifestyle Travel
89,Joost Bouhof @joostbouhof,315.8K,0.65%,Belgium,Games Video Gaming,94.7K,instagram,belgium,False,2024,Tech&Gaming,MAPPED,,Games Video Gaming
90,NWS @nws.nws.nws,308.3K,9.1%,Belgium,Education,92.5K,instagram,belgium,False,2024,Knowledge&Info,MAPPED,,Education
91,@kapsalon.hakan,301.7K,10.3%,Belgium,Beauty and Self Care Fashion and Accessories Styling Hair Salons,90.5K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,Beauty and Self Care Fashion and Accessories Styling Hair Salons
92,Talisa Loup @talisalo,298K,0.38%,Belgium,family Fashion and Accessories Lifestyle,89.4K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,family Fashion and Accessories Lifestyle
93,wissam 🌿 @wissxo,295.6K,2.38%,Belgium,Parenting Fashion Lifestyle,88.7K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,Parenting Fashion Lifestyle
94,Malicia 🩷 @maliciadorable,294.5K,2.2%,Belgium,Beauty and Self Care,88.4K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,Beauty and Self Care
95,Loai Arafat @loay_arafat,292.7K,1.33%,Belgium,Fashion and Accessories Gym Modeling,87.8K,instagram,belgium,False,2024,Sports,MAPPED,,Fashion and Accessories Gym Modeling
96,Rayane Huber 🦦🦊 @rayane_hbr,292.2K,7.76%,Belgium,Entertainment and Music Celebrity,87.7K,instagram,belgium,False,2024,Music,MAPPED,,Entertainment and Music Celebrity
97,Saleh Alsafoo @salehalnagham,287.6K,2.91%,Belgium,Celebrity Video Blogger,86.3K,instagram,belgium,False,2024,Entertainment,MAPPED,,Celebrity Video Blogger
98,Da Tweekaz @datweekaz,284.7K,1.9%,Belgium,,85.4K,instagram,belgium,False,2024,NA,NA,,
99,David Goffin @david__goffin,282.7K,1.4%,Belgium,Fitness Tennis,84.8K,instagram,belgium,False,2024,Sports,MAPPED,,Fitness Tennis
100,🇨 🇪 🇷 🇪 🇳 @_cerenim,280.3K,1.4%,Belgium,Fashion and Accessories,84.1K,instagram,belgium,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories
1,Anabel Angus @anabelangus,1M,1.3%,Bolivia,Journalists,304.6K,instagram,bolivia,False,2024,Knowledge&Info,MAPPED,,Journalists
2,Andrea Villarroel @soyandreatv,931K,1.22%,Bolivia,Entertainment and Music Fashion and Accessories Arts and Crafts Marketing and Advertising,279.3K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Entertainment and Music Fashion and Accessories Arts and Crafts Marketing and Advertising
3,𝒢𝒶𝒷𝓇𝒾𝑒𝓁𝒶 𝒵𝑒𝑔𝒶𝓇𝓇𝒶 @gabyzegarra_gz,879.1K,1.09%,Bolivia,Beauty and Self Care Marketing and Advertising Actors Modeling,263.7K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Beauty and Self Care Marketing and Advertising Actors Modeling
4,Albertina sacaca @albertinasacaca,764.1K,2.14%,Bolivia,,229.2K,instagram,bolivia,False,2024,NA,NA,,
5,Um a Uno @um.a.uno,630.2K,0.86%,Bolivia,Travel,189K,instagram,bolivia,False,2024,Lifestyle,MAPPED,,Travel
6,Andres Salvatierra J. @andres.salvatierraj,582.9K,4.6%,Bolivia,,174.9K,instagram,bolivia,False,2024,NA,NA,,
7,Fiorella Zamora @fiorellazoe_zamora,503.7K,0.33%,Bolivia,,151.1K,instagram,bolivia,False,2024,NA,NA,,
8,Grisel Quiroga @griselquiroga,482.9K,0.15%,Bolivia,Fashion and Accessories Actors,144.9K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Actors
9,L A C L A U 🍍 @laclauoficial,467.9K,0.98%,Bolivia,,140.4K,instagram,bolivia,False,2024,NA,NA,,
10,𝙔𝙐𝙑𝙄𝙉𝙆𝘼 𝘼Ñ𝙀𝙕 ✨ @yuvinkaanez96,426.6K,2.12%,Bolivia,Beauty and Self Care Fashion and Accessories Actors Modeling,128K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Beauty and Self Care Fashion and Accessories Actors Modeling
11,Gabo Chavarría @gabocharria,425.5K,0.67%,Bolivia,Celebrity,127.7K,instagram,bolivia,False,2024,Entertainment,MAPPED,,Celebrity
12,Eliana Gonzalez @elugonzalez,368K,0.41%,Bolivia,,110.4K,instagram,bolivia,False,2024,NA,NA,,
13,Elias Ayaviri @eliasayavirioficial,325.3K,0.35%,Bolivia,Entertainment and Music Music Actors,97.6K,instagram,bolivia,False,2024,Music,MAPPED,,Entertainment and Music Music Actors
14,Fernando Eid @fernandoeidok,318.8K,1.61%,Bolivia,Entertainment and Music Television Actors Journalists,95.6K,instagram,bolivia,False,2024,Knowledge&Info,MAPPED,,Entertainment and Music Television Actors Journalists
15,Bonny Lovy @bonnylovyoficial,312.9K,0.4%,Bolivia,Entertainment and Music Actors Music Architecture,93.9K,instagram,bolivia,False,2024,Music,MAPPED,,Entertainment and Music Actors Music Architecture
16,Evo Morales Ayma @evomoralesayma,293.3K,0.57%,Bolivia,,88K,instagram,bolivia,False,2024,NA,NA,,
17,Marco Antelo (YeYo) @yeyoantelo,293.2K,0.6%,Bolivia,Actors,88K,instagram,bolivia,False,2024,Entertainment,MAPPED,,Actors
18,Nɪᴄᴏʟ Sᴀʟᴄᴇ “𝕆𝕤𝕚𝕥𝕒”🐻 @nicol_salce,290.1K,0.27%,Bolivia,Romance and Wedding Actors Modeling,87K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Romance and Wedding Actors Modeling
19,Isa Vargas @iisamarvg,287.8K,2.26%,Bolivia,Actors Journalists,86.3K,instagram,bolivia,False,2024,Knowledge&Info,MAPPED,,Actors Journalists
20,Ximena Zalzer @ximzal,287.1K,1.61%,Bolivia,Entertainment and Music Automotive Actors Modeling,86.1K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Entertainment and Music Automotive Actors Modeling
21,Ronico @ronicocs,275.8K,0.34%,Bolivia,Entertainment and Music Celebrity Marketing and Advertising Actors,82.7K,instagram,bolivia,False,2024,Knowledge&Info,MAPPED,,Entertainment and Music Celebrity Marketing and Advertising Actors
22,Red Uno de Bolivia @redunotv,272K,0.3%,Bolivia,,81.6K,instagram,bolivia,False,2024,NA,NA,,
23,hbl_Fit_leon @hbl_fit_leon,267.1K,0.27%,Bolivia,Fitness and Health Marketing and Advertising Coaching Gym,80.1K,instagram,bolivia,False,2024,Sports,MAPPED,,Fitness and Health Marketing and Advertising Coaching Gym
24,MISS BOLIVIA @missboliviamusica,262.6K,0.5%,Bolivia,Entertainment and Music Actors,78.8K,instagram,bolivia,False,2024,Music,MAPPED,,Entertainment and Music Actors
25,GRACIELA VNOVASKI @gracinovaski,260.6K,1.9%,Bolivia,Television Actors Virtualization Journalists,78.2K,instagram,bolivia,False,2024,Knowledge&Info,MAPPED,,Television Actors Virtualization Journalists
26,Alejandro Fabio Pinedo Terrazas @alepinedotv,255.6K,0.1%,Bolivia,Celebrity Video Gaming,76.7K,instagram,bolivia,False,2024,Tech&Gaming,MAPPED,,Celebrity Video Gaming
27,Angelica Merida Duran @angelicamerida,251.5K,0.27%,Bolivia,Entertainment and Music Romance and Wedding Marketing and Advertising Actors,75.5K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Entertainment and Music Romance and Wedding Marketing and Advertising Actors
28,Calle 7 Bolivia @callesietebolivia,232.1K,0.3%,Bolivia,Entertainment and Music Games Marketing and Advertising Actors,69.6K,instagram,bolivia,False,2024,Knowledge&Info,MAPPED,,Entertainment and Music Games Marketing and Advertising Actors
29,Melissa Gate @meligate.tv,231.2K,3.8%,Bolivia,,69.4K,instagram,bolivia,False,2024,NA,NA,,
30,Lenka Nemer @lenkanemeroficial,230.9K,0.32%,Bolivia,Fashion Beauty Travel Fashion and Accessories,69.3K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Fashion Beauty Travel Fashion and Accessories
31,Ronald Arnez￼ @ronaldarnez,224.8K,0.14%,Bolivia,Acting and Drama Celebrity Actors,67.4K,instagram,bolivia,False,2024,Entertainment,MAPPED,,Acting and Drama Celebrity Actors
32,𝐸𝑟𝑖𝑘𝑎 𝑆𝑒𝑐𝑎𝑑𝑒𝑠🦋 @erikasecades,204.6K,1.14%,Bolivia,Beauty and Self Care Fashion and Accessories Actors Virtualization,61.4K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Beauty and Self Care Fashion and Accessories Actors Virtualization
33,VALENTINA @valeentina_98,204.4K,1.06%,Bolivia,,61.3K,instagram,bolivia,False,2024,NA,NA,,
34,Stephanie Herela @stephanieherela,201.4K,0.39%,Bolivia,Celebrity Actors Modeling,60.4K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Celebrity Actors Modeling
35,Cinéfilo Boliviano @cinefiloboliviano,199.8K,0.25%,Bolivia,Entertainment and Music,59.9K,instagram,bolivia,False,2024,Music,MAPPED,,Entertainment and Music
36,Carlos Rocabado @carlosrocabadook,199.4K,0.2%,Bolivia,Entertainment and Music Acting and Drama Celebrity Actors,59.8K,instagram,bolivia,False,2024,Music,MAPPED,,Entertainment and Music Acting and Drama Celebrity Actors
37,𝕊𝕖𝕓𝕒𝕤𝕥𝕚𝕒𝕟 ℙ𝕦𝕥𝕫 @sebasputz,194.7K,0.4%,Bolivia,family Fitness and Health Life and Society Product Education,58.4K,instagram,bolivia,False,2024,Sports,MAPPED,,family Fitness and Health Life and Society Product Education
38,Andrea Fernandez - Real Estate @andreafernandez_century21,191.7K,6.84%,Bolivia,,57.5K,instagram,bolivia,False,2024,NA,NA,,
39,Cynthia S. Chavez @cynthiaschavez,189.7K,0.1%,Bolivia,Acting and Drama family Celebrity Parenting,56.9K,instagram,bolivia,False,2024,Entertainment,MAPPED,,Acting and Drama family Celebrity Parenting
40,Matias De Rada @matiasderada,182.7K,6.16%,Bolivia,Arts and Crafts Celebrity Adventure,54.8K,instagram,bolivia,False,2024,Sports,MAPPED,,Arts and Crafts Celebrity Adventure
41,Gabriela Oviedo @gabrielaoviedoserrate,181K,0.26%,Bolivia,Entertainment and Music Education Romance and Wedding News,54.3K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Entertainment and Music Education Romance and Wedding News
42,Agustín Belforte @agustin_belforte,180.7K,0.7%,Bolivia,,54.2K,instagram,bolivia,False,2024,NA,NA,,
43,Rubén Alejandro Boix Martinez @rubenboix,179.8K,1.29%,Bolivia,Entertainment and Music,53.9K,instagram,bolivia,False,2024,Music,MAPPED,,Entertainment and Music
44,𝑺𝒆𝒓𝒈𝒊𝒐 𝑨𝒃𝒆𝒍 𝑴𝒆𝒏𝒅𝒆𝒛 𝑻𝒊𝒕𝒛𝒆 @baby_mendez_,177.3K,9.78%,Bolivia,,53.2K,instagram,bolivia,False,2024,NA,NA,,
45,Luciel Izumi @luciel_izumi,174.6K,2.26%,Bolivia,Entertainment and Music Automotive,52.4K,instagram,bolivia,False,2024,Tech&Gaming,MAPPED,,Entertainment and Music Automotive
46,Andrea Herrera Añez @aherrera.a,169.9K,1.5%,Bolivia,Marketing and Advertising Actors Virtualization,51K,instagram,bolivia,False,2024,Knowledge&Info,MAPPED,,Marketing and Advertising Actors Virtualization
47,Maria Elena Montero @babyoficialc7,169.2K,3.58%,Bolivia,,50.8K,instagram,bolivia,False,2024,NA,NA,,
48,Anita Parada 💖 @anita.paradaj,160K,0.35%,Bolivia,Beauty and Self Care family Actors,48K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Beauty and Self Care family Actors
49,Club Bolívar @clubbolivaroficial,159K,0.83%,Bolivia,Sports Marketing and Advertising Soccer,47.7K,instagram,bolivia,False,2024,Sports,MAPPED,,Sports Marketing and Advertising Soccer
50,𝐃 𝐀 𝐈 𝐀 𝐍 𝐄✨ @daianecandia29,152.7K,0.8%,Bolivia,,45.8K,instagram,bolivia,False,2024,NA,NA,,
51,Astrid Vaca Rico @astridvacarico.bo,152.1K,0.2%,Bolivia,Animals Actors Journalists,45.6K,instagram,bolivia,False,2024,Knowledge&Info,MAPPED,,Animals Actors Journalists
52,Isa Balcazar @isabalcazar.7,150.1K,0.8%,Bolivia,Actors Fashion Modeling,45K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Actors Fashion Modeling
53,Patrik Berger @patrikbergerofficial,145.2K,0.66%,Bolivia,,43.6K,instagram,bolivia,False,2024,NA,NA,,
54,Vanesita Medina 🇧🇴 Oficial @vanesita_medina_c,140K,2.45%,Bolivia,,42K,instagram,bolivia,False,2024,NA,NA,,
55,Luisa Dörr @luisadorr,139.1K,2.51%,Bolivia,Photography Home and Garden,41.7K,instagram,bolivia,False,2024,Lifestyle,MAPPED,,Photography Home and Garden
56,Fabricio Blacutt @fabru_blacutt,136.5K,1.04%,Bolivia,,40.9K,instagram,bolivia,False,2024,NA,NA,,
57,Agustin Bajda @agustinbajda7,134.1K,32.04%,Bolivia,,40.2K,instagram,bolivia,False,2024,NA,NA,,
58,Desirée Durán Oficial @desireedurandd,133.3K,0.41%,Bolivia,Romance and Wedding Marketing and Advertising Actors Lifestyle,40K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Romance and Wedding Marketing and Advertising Actors Lifestyle
59,Wendy Flores 💥 @wendyfloresv,133.1K,0.6%,Bolivia,Actors Fashion Modeling,39.9K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Actors Fashion Modeling
60,ABIGAIL RIOS NIEVE @abigail_r.n,123.8K,5.95%,Bolivia,Entertainment and Music,37.2K,instagram,bolivia,False,2024,Music,MAPPED,,Entertainment and Music
61,Luna-Calle7Bolivia @lunamaldonadoayala,118.7K,2.25%,Bolivia,,35.6K,instagram,bolivia,False,2024,NA,NA,,
62,ＦＲＥＤＥＲＩＣＫ ＫＥＬＬＥＹ @frederick.kelley,117.5K,13.3%,Bolivia,,35.3K,instagram,bolivia,False,2024,NA,NA,,
63,Redragon Latam @redragonla,117.3K,0.4%,Bolivia,Games Video Gaming Actors,35.2K,instagram,bolivia,False,2024,Tech&Gaming,MAPPED,,Games Video Gaming Actors
64,Yingo Red Uno @yingoreduno,117.2K,0.4%,Bolivia,Marketing and Advertising Actors,35.2K,instagram,bolivia,False,2024,Knowledge&Info,MAPPED,,Marketing and Advertising Actors
65,Bolivia - South America @experiencebolivia,116.9K,1.97%,Bolivia,Travel Adventure,35.1K,instagram,bolivia,False,2024,Sports,MAPPED,,Travel Adventure
66,Jorge Antonio Robledo @jorgerobledocespedes,116.9K,1.8%,Bolivia,,35.1K,instagram,bolivia,False,2024,NA,NA,,
67,Noticias de Bolivia @pagina_siete,116.5K,0.8%,Bolivia,Education,35K,instagram,bolivia,False,2024,Knowledge&Info,MAPPED,,Education
68,𝑱𝒂𝒛𝒎𝒊𝒏 𝑫𝒖𝒓𝒂𝒏 🔹Dubai Model @jazzminduran,115K,4.6%,Bolivia,Fashion and Accessories,34.5K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories
69,EDSON FDB 🎮 @soypapiedson,115K,3.7%,Bolivia,,34.5K,instagram,bolivia,False,2024,NA,NA,,
70,Osito🐻 @carlosegutierz,111K,1.3%,Bolivia,,33.3K,instagram,bolivia,False,2024,NA,NA,,
71,B R O R I C A R D O @ricardoprambudi,110.6K,2.88%,Bolivia,Auto and Vehicles Automotive,33.2K,instagram,bolivia,False,2024,Tech&Gaming,MAPPED,,Auto and Vehicles Automotive
72,👁 @omgbolivia,110.5K,0.85%,Bolivia,Actors,33.2K,instagram,bolivia,False,2024,Entertainment,MAPPED,,Actors
73,DANIEL MAZZA @mondoaeroporto,109.4K,1.26%,Bolivia,Travel Auto and Vehicles,32.8K,instagram,bolivia,False,2024,Tech&Gaming,MAPPED,,Travel Auto and Vehicles
74,Ezequiel Bazán @ezequielbazanoficial,109.1K,0.6%,Bolivia,,32.7K,instagram,bolivia,False,2024,NA,NA,,
75,𝙾𝚛𝚒𝚎𝚝𝚝𝚊 𝙰𝚜𝚌𝚊𝚛𝚛𝚞𝚑𝚗𝚣 @orietta_ascarruhnz,109K,1.84%,Bolivia,Fashion and Accessories Business and Finance,32.7K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Business and Finance
76,Carla Velasco 🤍 @carla_lorena_velasco,107.2K,0.3%,Bolivia,Animals,32.1K,instagram,bolivia,False,2024,Lifestyle,MAPPED,,Animals
77,Alejandro Delius🇧🇴🇩🇪 @alejandrodelius,107K,0.24%,Bolivia,Entertainment and Music Actors Music,32.1K,instagram,bolivia,False,2024,Music,MAPPED,,Entertainment and Music Actors Music
78,Yarita Gasaui @diosadelfuegoyg,106.6K,1.5%,Bolivia,,32K,instagram,bolivia,False,2024,NA,NA,,
79,Tyler @tylerz240,105.9K,4.32%,Bolivia,,31.8K,instagram,bolivia,False,2024,NA,NA,,
80,Ferjin♡ @ferjin010,104.7K,6.31%,Bolivia,Animation and Cosplay,31.4K,instagram,bolivia,False,2024,Tech&Gaming,MAPPED,,Animation and Cosplay
81,Thalma Roca @thalmaroca,102.9K,0.25%,Bolivia,Acting and Drama,30.9K,instagram,bolivia,False,2024,Entertainment,MAPPED,,Acting and Drama
82,Vivian Ruiz @missvivianruiz,100.7K,0.32%,Bolivia,Fitness and Health Actors Moms Lifestyle,30.2K,instagram,bolivia,False,2024,Sports,MAPPED,,Fitness and Health Actors Moms Lifestyle
83,Gardenia @gardenia_moruno,100K,0.73%,Bolivia,Entertainment and Music,30K,instagram,bolivia,False,2024,Music,MAPPED,,Entertainment and Music
84,Diego Merritt @diegomerritt,98.9K,0.05%,Bolivia,Entertainment and Music Music Actors Singer,29.7K,instagram,bolivia,False,2024,Music,MAPPED,,Entertainment and Music Music Actors Singer
85,Tino Vigevani Garcia @soyvalentinog,96.3K,27.1%,Bolivia,Pets Moms Actors,28.9K,instagram,bolivia,False,2024,Entertainment,MAPPED,,Pets Moms Actors
86,Irais Alarcón @irais.alarcon,95.7K,2.11%,Bolivia,,28.7K,instagram,bolivia,False,2024,NA,NA,,
87,B R U N O R O C A 🫀👁 🐰🧿 @soybrunoroca,94.7K,0.5%,Bolivia,,28.4K,instagram,bolivia,False,2024,NA,NA,,
88,✨ creandoletras_11✨ @adelaydasantillan_11,94.3K,1.42%,Bolivia,,28.3K,instagram,bolivia,False,2024,NA,NA,,
89,Libreria IRBE Bolivia @libreriairbe,93.7K,19.28%,Bolivia,Education Product Showcase,28.1K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Education Product Showcase
90,J i m e ★ ʙᴏʟɪᴠɪᴀ @jimenasuarezv,93.7K,3.9%,Bolivia,,28.1K,instagram,bolivia,False,2024,NA,NA,,
91,Stefany Aguilar @stefanyaguilarbasto,93.5K,0.55%,Bolivia,Entertainment and Music Soccer Actors,28.1K,instagram,bolivia,False,2024,Sports,MAPPED,,Entertainment and Music Soccer Actors
92,Killa Hermoza @killa_hermoza,93.1K,2.75%,Bolivia,family Actors Virtualization Public Figure,27.9K,instagram,bolivia,False,2024,Tech&Gaming,MAPPED,,family Actors Virtualization Public Figure
93,Barbie Chula @barbiechulanyc,93.1K,0.43%,Bolivia,Animation and Cosplay Arts and Crafts Celebrity Parenting,27.9K,instagram,bolivia,False,2024,Tech&Gaming,MAPPED,,Animation and Cosplay Arts and Crafts Celebrity Parenting
94,— yannine ☾ ✧ ‧₊˚ @art_.study,92.7K,1.01%,Bolivia,Arts and Crafts Education,27.8K,instagram,bolivia,False,2024,Knowledge&Info,MAPPED,,Arts and Crafts Education
95,Natali justiniano @natalijustiniano,90.9K,0.7%,Bolivia,,27.3K,instagram,bolivia,False,2024,NA,NA,,
96,AlexAndré @alexandreofficialmusic,88K,0.06%,Bolivia,Music,26.4K,instagram,bolivia,False,2024,Music,MAPPED,,Music
97,Natalia Davila @moleonlip,87.8K,0.69%,Bolivia,Education,26.3K,instagram,bolivia,False,2024,Knowledge&Info,MAPPED,,Education
98,Leonardo León - Poetry @leonardo_leon23,87.7K,1.91%,Bolivia,Entertainment and Music Marketing and Advertising Actors Modeling,26.3K,instagram,bolivia,False,2024,Beauty&Fashion,MAPPED,,Entertainment and Music Marketing and Advertising Actors Modeling
99,Marcela Gonzales @marcelita.gonzales,87K,0.78%,Bolivia,Television Actors Journalists,26.1K,instagram,bolivia,False,2024,Knowledge&Info,MAPPED,,Television Actors Journalists
100,Soy Paceño @soypaceno,86.8K,1.74%,Bolivia,Travel Photography,26K,instagram,bolivia,False,2024,Lifestyle,MAPPED,,Travel Photography
1,Neymar Jr @neymarjr,220.1M,-,برزیل,ورزش فوتبال ورزشکار,66M,instagram,brazil,False,2024,Sports,MAPPED,,Sports athlete football
2,Ronaldo de Assis Moreira @ronaldinho,75.8M,0.35%,برزیل,ورزش اتومبیل فوتبال,22.7M,instagram,brazil,False,2024,Sports,MAPPED,,Football car sports
3,Shawn Mendes @shawnmendes,73M,0.03%,برزیل,موسیقی خواننده ترانه سرا موسیقی دان,21.9M,instagram,brazil,False,2024,Music,MAPPED,,Music singer songwriter musician
4,Marcelo Vieira @marcelotwelve,67.6M,0.49%,برزیل,ورزش فوتبال,20.3M,instagram,brazil,False,2024,Sports,MAPPED,,Football sport
5,Anitta 🎤 @anitta,65.1M,0.6%,برزیل,هنر سرگرمی و موسیقی موسیقی خواننده,19.5M,instagram,brazil,False,2024,Music,MAPPED,,Entertainment art and singer's music
6,Whindersson Nunes @whinderssonnunes,59.7M,1.02%,برزیل,سرگرمی و موسیقی بسیار خنده دار مشهور کمدی,17.9M,instagram,brazil,False,2024,Music,MAPPED,,Fun and very funny music famous comedy
7,Tata Werneck @tatawerneck,57.2M,0.02%,برزیل,سرگرمی و موسیقی بازیگران هنرمند,17.2M,instagram,brazil,False,2024,Music,MAPPED,,Entertainment and music of artist actors
