rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,id,topic_of_influence_en
4,Pongfinity @UCcILXXthGExGeKAQLAIUaFQ,3.6M,-,芬蘭,,1.1M,youtube,finland,False,2024,NA,NA,,
5,Hydraulic Press Channel @UCcMDMoNu66_1Hwi5-MeiQgw,3.5M,-,芬蘭,,1.1M,youtube,finland,False,2024,NA,NA,,
6,Rabbert @UCaqi3SRvGTlPptx0ns90UOA,3M,43%,芬蘭,,903K,youtube,finland,False,2024,NA,NA,,
7,Aurikatariina @UCEHFYTkv0IIn6RYJBNcgr-Q,2M,-,芬蘭,,591K,youtube,finland,False,2024,NA,NA,,
8,Memenade @UCCWp4CCmI2JmIaoAuv0ocEA,1.8M,-,芬蘭,,552K,youtube,finland,False,2024,NA,NA,,
9,ميمو دانو memo & dano @UC926aEkma-BJwlrvV6YUz8w,1.8M,-,芬蘭,,534K,youtube,finland,False,2024,NA,NA,,
10,Hay Day @UCBrMq7wkdPWb3PxR-GUR61A,1.7M,-,芬蘭,,522K,youtube,finland,False,2024,NA,NA,,
11,Nightwish @UCQplaZZ2mv8fo8Zd-1hQPzg,1.4M,-,芬蘭,,429K,youtube,finland,False,2024,NA,NA,,
12,JANTSUU @UC8CwVsDta65Ifv5jr7nlBCQ,1.3M,-,芬蘭,,396K,youtube,finland,False,2024,NA,NA,,
13,JZR @UCj5vJkkGaSvy0HcVJQ2Hg-g,1.2M,1%,芬蘭,,348K,youtube,finland,False,2024,NA,NA,,
14,InFormative Bangla @UCqBBLjEW-DL5KhlqWTcRbvg,1.1M,0.3%,芬蘭,,336K,youtube,finland,False,2024,NA,NA,,
15,WhackyCast @UC7s9jK1WUq-kQzRbArO0wBw,1.1M,-,芬蘭,,315K,youtube,finland,False,2024,NA,NA,,
16,Evelyn Jackson @UCcDsCawgC3JqZLSj7DllRKg,867K,0.4%,芬蘭,,260.1K,youtube,finland,False,2024,NA,NA,,
17,Supercell @UCXO2ZE-H4ZVjJDjTuQzv-Bw,831K,0.4%,芬蘭,,249.3K,youtube,finland,False,2024,NA,NA,,
18,Lakko @UC1BIOZPjE3lYa2s3ZT1kYaA,812K,3.1%,芬蘭,,243.6K,youtube,finland,False,2024,NA,NA,,
19,Beyond the press @UCveB47lgzZJ1WOf4XYVJNBw,740K,0.3%,芬蘭,,222K,youtube,finland,False,2024,NA,NA,,
20,Taikalinna @UChceje--xRi5yw2XQjdhnqw,682K,-,芬蘭,,204.6K,youtube,finland,False,2024,NA,NA,,
21,YouTube Vanced @UCW5NdLx3DeeAw3iX0MjaHeA,671K,0.8%,芬蘭,,201.3K,youtube,finland,False,2024,NA,NA,,
22,Device Orchestra @UCDwMh0pu1iSXeKx7qmqjIQA,652K,5.5%,芬蘭,,195.6K,youtube,finland,False,2024,NA,NA,,
23,Holy Quran @UCAtXN50DVnmoYr5Yq9xLUcg,646K,-,芬蘭,,193.8K,youtube,finland,False,2024,NA,NA,,
24,Trycs @UCgBl1hh_8FZ88kStGP8q_ag,629K,1%,芬蘭,,188.7K,youtube,finland,False,2024,NA,NA,,
25,Roni Back @UCxmMyt4toi1MKD5tUZWBkVg,620K,-,芬蘭,,186K,youtube,finland,False,2024,NA,NA,,
26,Hoot @UCuBpNon-yi4nJ1StjA1tSYA,596K,4.9%,芬蘭,,178.8K,youtube,finland,False,2024,NA,NA,,
27,اغاني مميزة Music Distinctive @UC1XEAVGzRz0TXc7mNMQTYRA,592K,-,芬蘭,音樂,177.6K,youtube,finland,False,2024,Music,MAPPED,,Music
28,Rodamrix @UCxQDsfaifnxdHqfTJljuXfw,581K,11.2%,芬蘭,音樂,174.3K,youtube,finland,False,2024,Music,MAPPED,,Music
29,The Rasmus @UCDhEg3ByjFIju7bD4jhrctw,569K,1%,芬蘭,,170.7K,youtube,finland,False,2024,NA,NA,,
30,شيف حيدر ديك - Chef Haider Deek @alpha-tnm,533K,-,芬蘭,,159.9K,youtube,finland,False,2024,NA,NA,,
31,Santatelevision @UCVQy7TDTcdpAeAETolnl1DA,521K,-,芬蘭,,156.3K,youtube,finland,False,2024,NA,NA,,
32,Light @UC33mcjLtoyFbgiVpjXDJ8dA,517K,-,芬蘭,,155.1K,youtube,finland,False,2024,NA,NA,,
33,Dumbs @UCXKH52cGX4rtK_X-q1GH02Q,473K,5.7%,芬蘭,,141.9K,youtube,finland,False,2024,NA,NA,,
34,Herbalisti @UCd1NRQx3xIPtdQ_zKFtfgfw,472K,3.3%,芬蘭,,141.6K,youtube,finland,False,2024,NA,NA,,
35,JPeltsi @UCpPwpIydge5-J26zRwt0aHQ,464K,-,芬蘭,,139.2K,youtube,finland,False,2024,NA,NA,,
36,asoo gaming @UCXBvi1uAiGPowSgmgcHWDCg,456K,-,芬蘭,,136.8K,youtube,finland,False,2024,NA,NA,,
37,GULLEDSIMBA @UCLU-TuSpVwy6I8NjyHIOHxA,453K,18%,芬蘭,,135.9K,youtube,finland,False,2024,NA,NA,,
38,Topi The Corgi @UC62zoJ8N9JdSnFDbcKjOUDA,445K,-,芬蘭,,133.5K,youtube,finland,False,2024,NA,NA,,
39,MindUpload @UCJyIeP9rHbgvlyzP-sSYaNw,442K,-,芬蘭,,132.6K,youtube,finland,False,2024,NA,NA,,
40,YuraPaPu @UC8vT3G8pbuQWMbkhGWafmsQ,436K,3.5%,芬蘭,,130.8K,youtube,finland,False,2024,NA,NA,,
41,ThunderPro-VideoClip @UCT17Id1tzb2kBSDHUxwYqOA,435K,-,芬蘭,,130.5K,youtube,finland,False,2024,NA,NA,,
42,Poets of the Fall (Official) @UC0hNui8bT7yV0Xb8w8YxjHw,427K,3.9%,芬蘭,,128.1K,youtube,finland,False,2024,NA,NA,,
43,Kostamoinen @UC2uwKk98o5PMRQvQyiGTOog,425K,22.5%,芬蘭,,127.5K,youtube,finland,False,2024,NA,NA,,
44,Confusion @UCo2bNt_yjnZimwIcJtROz7g,415K,23.6%,芬蘭,,124.5K,youtube,finland,False,2024,NA,NA,,
45,Bee Kiiski @UCFwRmz3h5-Kz-DWHKpt6dKQ,412K,0.5%,芬蘭,,123.6K,youtube,finland,False,2024,NA,NA,,
46,Pipsa Possu Suomi Virallinen @UCNyz-57mHiPwW2I1Z43zmsQ,384K,-,芬蘭,,115.2K,youtube,finland,False,2024,NA,NA,,
47,Turbo @UCus8EVJ7Oc9zINhs-fg8l1Q,382K,-,芬蘭,,114.6K,youtube,finland,False,2024,NA,NA,,
48,mmiisas @UCoKsc3WQs4bTUJUSGfoay_w,379K,1.1%,芬蘭,,113.7K,youtube,finland,False,2024,NA,NA,,
49,DJVI @UCV8yIaKoqa-r9SnXPMQ1Spg,370K,-,芬蘭,,111K,youtube,finland,False,2024,NA,NA,,
50,NikojaSanttu @UCEc3llziWncponpqUBkVrbA,364K,4.5%,芬蘭,,109.2K,youtube,finland,False,2024,NA,NA,,
51,Paqpa @UCDVeHl7-fRTO7vH9bFc3emg,353K,-,芬蘭,,105.9K,youtube,finland,False,2024,NA,NA,,
52,skripe @UCc9Y-jScIOidbadQdYpuDxg,339K,0.5%,芬蘭,,101.7K,youtube,finland,False,2024,NA,NA,,
53,Wax Ka Barro @UCKKCLneYu7dv145udtDmFuw,336K,0.9%,芬蘭,,100.8K,youtube,finland,False,2024,NA,NA,,
54,Palikka @UCIDAAsL8itqP3SJAOIYrDpA,331K,9.4%,芬蘭,,99.3K,youtube,finland,False,2024,NA,NA,,
55,Biisonimafia @UCte-q3p4cuj69kn7VaiXuMw,326K,1%,芬蘭,,97.8K,youtube,finland,False,2024,NA,NA,,
56,eeddspeaks @UC_x_0w8z3tgPSSctfJR0lNQ,326K,0.8%,芬蘭,,97.8K,youtube,finland,False,2024,NA,NA,,
57,DJFITME @UCJodKvErbIT4U9mCw5QZEYw,314K,0.5%,芬蘭,,94.2K,youtube,finland,False,2024,NA,NA,,
58,Linkuru @UCdT4cnyWOh6sDXivyqLURHQ,313K,0.1%,芬蘭,,93.9K,youtube,finland,False,2024,NA,NA,,
59,Setup1337 @UCi-8tztOUytd4IxIIQuWbrQ,313K,-,芬蘭,,93.9K,youtube,finland,False,2024,NA,NA,,
60,Elliandra @UCpApnEIzV3T7rpxEK7e8lzg,312K,0.2%,芬蘭,,93.6K,youtube,finland,False,2024,NA,NA,,
61,Iha Just Imus @UCDJWinHf7IBqJe1eqzWwdAw,303K,3.3%,芬蘭,,90.9K,youtube,finland,False,2024,NA,NA,,
62,LaeppaVika @UCBJ4RpQPQutOnWcqiooL9eQ,288K,1.7%,芬蘭,,86.4K,youtube,finland,False,2024,NA,NA,,
63,Thumin @UCZyBi3H602BSVX0bI24kQVw,285K,3.3%,芬蘭,藝術,85.5K,youtube,finland,False,2024,Lifestyle,MAPPED,,Art
64,Deata @UCnfbbceA4_9nwW_PH1qvsCA,285K,0.3%,芬蘭,,85.5K,youtube,finland,False,2024,NA,NA,,
65,Northflowo @UCmyVfmItO8zVuV6gZC_1zkA,281K,-,芬蘭,,84.3K,youtube,finland,False,2024,NA,NA,,
66,Critical Ops @UCgq7D-ki9MIKeohjdpYFRCA,275K,-,芬蘭,,82.5K,youtube,finland,False,2024,NA,NA,,
67,IQ FITNESS @UCjd72p-Q-0BJ4d-ZuQWy-cg,274K,-,芬蘭,健身,82.2K,youtube,finland,False,2024,Sports,MAPPED,,fitness
68,Keep It Underground @UCrt9lFSd7y1nPQ-L76qE8MQ,272K,-,芬蘭,,81.6K,youtube,finland,False,2024,NA,NA,,
69,Mike @UCvk3bWK6moXKR-_hB6OkbxQ,272K,4.3%,芬蘭,,81.6K,youtube,finland,False,2024,NA,NA,,
70,Pinkku Pinsku @UCXy14JI8bGhvYtdwSsI1ZIw,269K,2.2%,芬蘭,,80.7K,youtube,finland,False,2024,NA,NA,,
71,Vesikaste @UCALHpxid2_qvoSnJFw5Rptg,269K,-,芬蘭,,80.7K,youtube,finland,False,2024,NA,NA,,
72,Kebu @UCV-5d2ZbKBRCGaG3MXXfXcw,263K,-,芬蘭,,78.9K,youtube,finland,False,2024,NA,NA,,
73,Peter Finn the Car Doctor @UCTEWPVoaYwoYkc6AAf_bFpg,260K,-,芬蘭,,78K,youtube,finland,False,2024,NA,NA,,
74,Warner Music Finland @UCRmjtDQlW0-TyWY38jWcIvQ,259K,-,芬蘭,,77.7K,youtube,finland,False,2024,NA,NA,,
75,HurHur @UC3KQFwVnouIx6KgjYSCNMdw,255K,0.9%,芬蘭,,76.5K,youtube,finland,False,2024,NA,NA,,
76,xPetu @UC1407h8ncS3zFYRK4KTPNvg,252K,2.5%,芬蘭,,75.6K,youtube,finland,False,2024,NA,NA,,
77,ZoneVD @UC5yn0ugTXc-AZQK6gTJPAEQ,249K,1.5%,芬蘭,,74.7K,youtube,finland,False,2024,NA,NA,,
78,Tipsy Duck @UC6c6mMQNEY6i6_Z2NBY0C1w,247K,11.6%,芬蘭,,74.1K,youtube,finland,False,2024,NA,NA,,
79,finntop5 @UCOtb9r4h4nagt8iYAFDwUzg,243K,-,芬蘭,,72.9K,youtube,finland,False,2024,NA,NA,,
80,Jaakko Parkkali @UC5SRfEhyMdg2S2LoZOTHNHw,243K,-,芬蘭,,72.9K,youtube,finland,False,2024,NA,NA,,
81,98DEMAKE @UC4vIcQOyHOcjCgEAVsjenxg,242K,0.4%,芬蘭,,72.6K,youtube,finland,False,2024,NA,NA,,
82,ASMR Sita Sofia @UCjNyeUaGpD0o7z5VbruS6-A,241K,-,芬蘭,,72.3K,youtube,finland,False,2024,NA,NA,,
83,Kutovakika @UCfqqHkzZt2X2DzxPFMucubQ,240K,9.3%,芬蘭,,72K,youtube,finland,False,2024,NA,NA,,
84,Foxzie @UCEdege-3c_jpRnIoUaY_3ow,239K,-,芬蘭,,71.7K,youtube,finland,False,2024,NA,NA,,
85,Miska Haakana @UCvrG3-mP1CrDGCfHlf9qVDg,236K,2.5%,芬蘭,,70.8K,youtube,finland,False,2024,NA,NA,,
86,Mauton @UCvWyB4de5nMlFdhYRpltrkw,234K,1.6%,芬蘭,,70.2K,youtube,finland,False,2024,NA,NA,,
87,Maketzi @UCVmVt5LK0ZT8mWXL58fXZgw,233K,-,芬蘭,,69.9K,youtube,finland,False,2024,NA,NA,,
88,Rudi Rok @UCy_pH0l1ENt0keocE09jYDw,232K,0.3%,芬蘭,,69.6K,youtube,finland,False,2024,NA,NA,,
89,eeddplays @UCvx1h5K7wZzOFJiPzSvpq4w,228K,-,芬蘭,,68.4K,youtube,finland,False,2024,NA,NA,,
90,Warqaad TV @UCTei3XY4XhKtR7VqeHAhZ2w,227K,-,芬蘭,,68.1K,youtube,finland,False,2024,NA,NA,,
91,Drive Ahead! @UCouCcPPshaYgkRW0igSFXaw,222K,-,芬蘭,,66.6K,youtube,finland,False,2024,NA,NA,,
92,MrJallu101 @UCpKnbXIIl9ud9dYYQ8S-dqA,218K,1.5%,芬蘭,,65.4K,youtube,finland,False,2024,NA,NA,,
93,FromTheBushes @UCubD9APpaN3rnsJpcyfBsDg,217K,1.2%,芬蘭,,65.1K,youtube,finland,False,2024,NA,NA,,
94,WAKA @UCHkXewrBQs3VlHMzJ-M7w1A,215K,5.3%,芬蘭,,64.5K,youtube,finland,False,2024,NA,NA,,
95,Remedeus @UCovAfSSglezOlIzM-acLCFA,215K,0.4%,芬蘭,,64.5K,youtube,finland,False,2024,NA,NA,,
96,Tume @UCYKUZ_Lp2k55TDqZjbMNaPQ,210K,0.6%,芬蘭,,63K,youtube,finland,False,2024,NA,NA,,
97,Axel Thesleff @UCCipFf6W_vyFc06ro-6yJNw,209K,0.3%,芬蘭,,62.7K,youtube,finland,False,2024,NA,NA,,
98,Zapper770 @UCSrK6pGVqznij29nyOf4oHg,205K,3%,芬蘭,,61.5K,youtube,finland,False,2024,NA,NA,,
99,Aleksi Rantamaa - Yle Kioski @UCvbJl3i27-4h4Na6Q-vZbRA,205K,-,芬蘭,,61.5K,youtube,finland,False,2024,NA,NA,,
100,INMESSIONANTE @UCr8rNJo8Z3sQ5UlZUh23g7w,195K,-,芬蘭,,58.5K,youtube,finland,False,2024,NA,NA,,
1,GIMS @UCCB1Byx5yTbLpQaV-rlfmtA,10.7M,0.1%,France,,3.2M,youtube,france,False,2024,NA,NA,,
2,Lofi Girl @UCSJ4gkVC6NrvII8umztf0Ow,10.6M,-,France,,3.2M,youtube,france,False,2024,NA,NA,,
3,Soolking Officiel @UCz6JjQtnK9XjMwKuqlEkRxw,9.3M,1.1%,France,,2.8M,youtube,france,False,2024,NA,NA,,
4,L'Algerino @UCp8Lmjx1i93YVokA4fNAs1g,8.2M,-,France,,2.5M,youtube,france,False,2024,NA,NA,,
5,Rémi GAILLARD @UCmPSwsooZq8an7xOLQQhAdw,7.3M,0.6%,France,,2.2M,youtube,france,False,2024,NA,NA,,
6,Mcfly et Carlito @UCDPK_MTu3uTUFJXRVcTJcEw,7.1M,2.3%,France,,2.1M,youtube,france,False,2024,NA,NA,,
7,SYMPA @UCt6IQpsggvn6zmalhPglSEA,6.9M,-,France,,2.1M,youtube,france,False,2024,NA,NA,,
8,Aya Nakamura @UC-69vhXlCa3XHbF8JHCQHfg,6.7M,4.6%,France,,2M,youtube,france,False,2024,NA,NA,,
9,DADJU @UC8HMvOLE0etpO_eVjJ98bHA,6.4M,1.7%,France,,1.9M,youtube,france,False,2024,NA,NA,,
10,PSG - Paris Saint-Germain @UCt9a_qP9CqHCNwilf-iULag,6.4M,-,France,,1.9M,youtube,france,False,2024,NA,NA,,
11,Monde des Titounis @UC8I-UIlXPNS4luC4iV7dRdQ,6.2M,-,France,,1.9M,youtube,france,False,2024,NA,NA,,
12,DORETDEPLATINE @UC-GI5LST5T3Gw93yZxjdFaw,6.1M,0.2%,France,,1.8M,youtube,france,False,2024,NA,NA,,
13,Swan The Voice - Neo & Swan @UCzYC9ss2P77Ry2LzIDL5Xsw,6M,0.1%,France,Sports Travel Video Gaming,1.8M,youtube,france,False,2024,Sports,MAPPED,,Sports Travel Video Gaming
14,Mister V @UC8Q0SLrZLiTj5s4qc9aad-w,6M,12.2%,France,,1.8M,youtube,france,False,2024,NA,NA,,
15,Masha et Michka @UCjd32KVfRCli1d9iqo4YZ5A,5.9M,-,France,,1.8M,youtube,france,False,2024,NA,NA,,
16,Osratouna tv - قناة أسرتنا @UCWIdqSQekeGmUWlSFeCiEnA,5.9M,-,France,,1.8M,youtube,france,False,2024,NA,NA,,
17,SkyrockFM @skyrockfm,5.7M,-,France,,1.7M,youtube,france,False,2024,NA,NA,,
18,Niska Officiel @UCtHtVptJ7tDRvbZrTFDrf7A,5.7M,1.5%,France,,1.7M,youtube,france,False,2024,NA,NA,,
19,Secrets of natural beauty @UChq9L7GcpwWIIe2MMxzvi9g,5.7M,-,France,,1.7M,youtube,france,False,2024,NA,NA,,
20,BRICO SYMPA @UC9TJezP2M1ADmUYVl8hrQ2A,5.6M,-,France,,1.7M,youtube,france,False,2024,NA,NA,,
21,Grizzy & the Lemmings @UCn9l4gU5mkmmlC2eiVu0LHw,5.6M,-,France,,1.7M,youtube,france,False,2024,NA,NA,,
22,Kevin Tran 陈科伟 @UCTt2AnK--mnRmICnf-CCcrw,5.5M,-,France,,1.6M,youtube,france,False,2024,NA,NA,,
23,Inoxtag @UCL9aTJb0ur4sovxcppAopEw,5.5M,8.3%,France,,1.6M,youtube,france,False,2024,NA,NA,,
24,Aymane Serhani @UCLGla5b4F1Y_qB74l3Fh8Vw,5.4M,3%,France,,1.6M,youtube,france,False,2024,NA,NA,,
25,Natoo @UCtihF1ZtlYVzoaj_bKLQZ-Q,5.2M,1.4%,France,,1.5M,youtube,france,False,2024,NA,NA,,
26,Anas @mrlebledart,5.1M,0.6%,France,,1.5M,youtube,france,False,2024,NA,NA,,
27,SEB @sebfrit,5.1M,3.8%,France,,1.5M,youtube,france,False,2024,NA,NA,,
28,JOYCA @UCow2IGnug1l3Xazkrc5jM_Q,5M,5.6%,France,,1.5M,youtube,france,False,2024,NA,NA,,
29,Lartiste @UC5Yf3sFdmOGmf3Wn-STnkjg,4.9M,0.4%,France,,1.5M,youtube,france,False,2024,NA,NA,,
30,Mastu @UCAhaFPP6v3WCfK5Tjao0B7A,4.8M,6.3%,France,,1.5M,youtube,france,False,2024,NA,NA,,
31,CYRILmp4 @UC-4M8AN08hw39nn2v91VuMQ,4.8M,0.6%,France,,1.4M,youtube,france,False,2024,NA,NA,,
32,Hugoposé @UCByWJsWPztkY3Rta2B62tgg,4.8M,2%,France,,1.4M,youtube,france,False,2024,NA,NA,,
33,Ninho @UCXdHJabqwLJ3NvPfx6XmS5Q,4.6M,4.4%,France,,1.4M,youtube,france,False,2024,NA,NA,,
34,Black M @UCa_m88y-YP42wOdoYaIk6og,4.6M,0.9%,France,,1.4M,youtube,france,False,2024,NA,NA,,
35,IbraTV @UCmIoN2ICieMp1hX2R_VmYkg,4.6M,0.3%,France,,1.4M,youtube,france,False,2024,NA,NA,,
36,Tuvok12 @UCeJQ-3Bs7AAN5m8HUbHG4-g,4.6M,-,France,,1.4M,youtube,france,False,2024,NA,NA,,
37,FastGoodCuisine @UCKq9JxyISqBHDd-fXfV3QtQ,4.5M,0.9%,France,,1.4M,youtube,france,False,2024,NA,NA,,
38,ProviSound @UCilzxuKGM1GzYdmOkTiN4SA,4.4M,-,France,,1.3M,youtube,france,False,2024,NA,NA,,
39,Mhd Officiel @UCvebOuGWNvuUpZBzpV_Bc9Q,4.4M,12.8%,France,,1.3M,youtube,france,False,2024,NA,NA,,
40,SQUEEZIE GAMING @UCY-_QmcW09PHAImgVnKxU2g,4.4M,0.9%,France,,1.3M,youtube,france,False,2024,NA,NA,,
41,Dr Nozman @UCWnfDPdZw6A23UtuBpYBbAg,4.3M,0.5%,France,,1.3M,youtube,france,False,2024,NA,NA,,
42,Soprano Officiel @UCYne4N06sHVhRBXS0Lq5D8g,4.3M,0.9%,France,,1.3M,youtube,france,False,2024,NA,NA,,
43,FilmsActu @UC_i8X3p8oZNaik8X513Zn1Q,4.2M,-,France,,1.3M,youtube,france,False,2024,NA,NA,,
44,Cheb Bilal - الشاب بلال @UCVYORSQEsFOQLavrogpFcXA,4.2M,3.6%,France,,1.3M,youtube,france,False,2024,NA,NA,,
45,L'atelier de Roxane @UC3rxwrZSiTp6Kk2RXcyHtCA,4.2M,0.1%,France,,1.3M,youtube,france,False,2024,NA,NA,,
46,Marwa Loud @UC2kfDKWZai6IrtmSq60YawQ,4.2M,7.5%,France,,1.2M,youtube,france,False,2024,NA,NA,,
47,Le Monde de Little Angel Français - Comptines Bébé @UCSp2f6yQYuzOavit1V81pZA,4.1M,-,France,,1.2M,youtube,france,False,2024,NA,NA,,
48,LeBouseuh @UCUl7mwOyySfZzUkq4H29nug,3.9M,-,France,,1.2M,youtube,france,False,2024,NA,NA,,
49,Pierre Croce @UCC_r3spMB5i5QKgtdNVO0OQ,3.9M,-,France,,1.2M,youtube,france,False,2024,NA,NA,,
50,Greg Guillotin @UCM1c1okZ-7cPV7BEZ-pzUGg,3.9M,2.9%,France,,1.2M,youtube,france,False,2024,NA,NA,,
51,Mok Saib @UCkg2AcvA9VCqqp3XcsPkZmQ,3.9M,2.7%,France,Celebrity,1.2M,youtube,france,False,2024,Entertainment,MAPPED,,Celebrity
52,Le Monde à L'Envers @UCeqsLJGWhZXEerY5JWvwLkg,3.9M,2.6%,France,,1.2M,youtube,france,False,2024,NA,NA,,
53,MichouOff @UCOdKaYgvLlPuinUJ1z5Gm2g,3.9M,-,France,,1.2M,youtube,france,False,2024,NA,NA,,
54,Skyprods Officiel @UCUJUF8DsWpkdzygMQeL91mQ,3.9M,-,France,,1.2M,youtube,france,False,2024,NA,NA,,
55,EnjoyPhoenix - Marie Lopez @UC99LgIedzGD1GirhFGldfUQ,3.7M,0.3%,France,,1.1M,youtube,france,False,2024,NA,NA,,
56,YoTips @UCIQgeXCqqK8piwOvK7tDg0w,3.6M,1.2%,France,,1.1M,youtube,france,False,2024,NA,NA,,
57,Golden Moustache @UCJruTcTs7Gn2Tk7YC-ENeHQ,3.6M,-,France,,1.1M,youtube,france,False,2024,NA,NA,,
58,Charlie Chaplin @UCe7sQfrqTHc-hWXdenf7VxQ,3.6M,-,France,,1.1M,youtube,france,False,2024,NA,NA,,
59,La Fouine @UCZ8lXecIr6UOwAJNyW1XDDg,3.6M,-,France,,1.1M,youtube,france,False,2024,NA,NA,,
60,Studio Bagel @UCZ8kV8vuMdDLSerCIFfWnFQ,3.5M,-,France,,1.1M,youtube,france,False,2024,NA,NA,,
61,Cauet @UCe2YQ986DdKliHNvE8va4kQ,3.5M,-,France,,1M,youtube,france,False,2024,NA,NA,,
62,Ubisoft @UC0KU8F9jJqSLS11LRXvFWmg,3.5M,-,France,,1M,youtube,france,False,2024,NA,NA,,
63,Astuces du Panda @UCWrtcU1OId_PQ_YoBN6lIRA,3.5M,-,France,,1M,youtube,france,False,2024,NA,NA,,
64,El Djazairia One @UCZX_vgW4txoI-AHhxg1ef_A,3.4M,-,France,,1M,youtube,france,False,2024,NA,NA,,
65,Berywam @UCxXFx2jz8N02sNqv1VeDEGA,3.4M,-,France,,1M,youtube,france,False,2024,NA,NA,,
66,Guillaume Pley @UCj8BKFCTH-mqRlYwcmX2xwg,3.4M,-,France,,1M,youtube,france,False,2024,NA,NA,,
67,Lolywood @lolywood,3.3M,1.8%,France,,987K,youtube,france,False,2024,NA,NA,,
68,Kader Japonais Officiel @UCYwKkGRd8AWxklGzAmpkQpw,3.3M,-,France,,975K,youtube,france,False,2024,NA,NA,,
69,Poisson Fécond @UC4ii4_aeS8iOFzsHuhJTq2w,3.2M,-,France,,966K,youtube,france,False,2024,NA,NA,,
70,WB Kids Français @UCqvIdlrnd4DCcqp2DZwaZYw,3.1M,-,France,,924K,youtube,france,False,2024,NA,NA,,
71,Koba LaD @UCCSFseZ6DfCtVO8giGp7GfA,3.1M,-,France,,921K,youtube,france,False,2024,NA,NA,,
72,The Voice : la plus belle voix @UCQRELbX0H5FCokIFxOAsHFA,3M,-,France,,912K,youtube,france,False,2024,NA,NA,,
73,Sananas @UCVoDMXLU_UNpljm83m-Ds4w,3M,0.2%,France,,909K,youtube,france,False,2024,NA,NA,,
74,Like Nastya FRA @UC7TEDWyFvKcLHgVLA9TBOlw,3M,-,France,,906K,youtube,france,False,2024,NA,NA,,
75,Hassan @UCdHnhKSsy1yGGZz4DSkOrJQ,3M,1.5%,France,,903K,youtube,france,False,2024,NA,NA,,
76,SARA’H @UCjt5aCibc8pUxIGn4af8-Jw,3M,0.2%,France,,894K,youtube,france,False,2024,NA,NA,,
77,Bigflo et Oli @UCp6bpinXPzdx7d7-gekWzZQ,3M,1.2%,France,,885K,youtube,france,False,2024,NA,NA,,
78,AYOUB @UC9RRAHA3RuA0N0Genbekgrg,2.8M,-,France,Video Gaming,837K,youtube,france,False,2024,Tech&Gaming,MAPPED,,Video Gaming
79,Juju Fitcats @UCIPbzkl1kZ_9Gyuph_FGvzg,2.8M,-,France,,834K,youtube,france,False,2024,NA,NA,,
80,Cercle @UCPKT_csvP72boVX0XrMtagQ,2.8M,-,France,,831K,youtube,france,False,2024,NA,NA,,
81,Valouzz @UCNGq4mP3Ds5OUGjPo8IJOcw,2.8M,1%,France,,828K,youtube,france,False,2024,NA,NA,,
82,XILAM TV @UCunZysK4AQ45ewLs5OhSsrg,2.7M,-,France,,813K,youtube,france,False,2024,NA,NA,,
83,We Are Kids United @UCrUlt5TwS6OUD8xpC36EBvw,2.7M,0.5%,France,,807K,youtube,france,False,2024,NA,NA,,
84,MIRACULOUS - Les aventures de Ladybug et Chat Noir @UCIpBLlcyR1W6oEji4_qdrQA,2.7M,-,France,,801K,youtube,france,False,2024,NA,NA,,
85,BouziTV @UCS5YLPHfjnwdcNNvhZqp_kw,2.6M,-,France,,783K,youtube,france,False,2024,NA,NA,,
86,DJHAMIDAOFFICIEL @UC3bmcYcRQ3D4zrHVyzyqjjQ,2.6M,0.1%,France,,774K,youtube,france,False,2024,NA,NA,,
87,Skyrroz @UCP4wIoy9W9WdAfVIN2sVmEw,2.6M,0.1%,France,,771K,youtube,france,False,2024,NA,NA,,
88,Nickelodeon France @UCeGvSi1Tb8OV78ue3_tux1A,2.6M,-,France,,768K,youtube,france,False,2024,NA,NA,,
89,Sofiane Officiel @UCqZsLxSCpQ2g-0CAT-cxuqg,2.5M,0.5%,France,,756K,youtube,france,False,2024,NA,NA,,
90,Scorpio Music @UCXaPWso3Q85gEzQ-DJ5lBoQ,2.5M,0.1%,France,,753K,youtube,france,False,2024,NA,NA,,
91,ARTE @UCwI-JbGNsojunnHbFAc0M4Q,2.5M,-,France,Travel,747K,youtube,france,False,2024,Lifestyle,MAPPED,,Travel
92,Trash @UCfGfdZuYifBYb1fmZcL1JBQ,2.5M,2.1%,France,,738K,youtube,france,False,2024,NA,NA,,
93,Fuze III @UCfznY5SlSoZoXN0-kBPtCdg,2.5M,1.8%,France,,735K,youtube,france,False,2024,NA,NA,,
94,Disney Junior FR @UCJ9JIVGOL07BqXp0CoG83fw,2.4M,-,France,,732K,youtube,france,False,2024,NA,NA,,
95,GotagaTV @UCwDeagCMN0rTg5-r3s9AINA,2.4M,0.2%,France,,726K,youtube,france,False,2024,NA,NA,,
96,HeyKids - Chansons Pour Enfants @UCl0KdGiwyqLJCdu5XMIz_TQ,2.4M,-,France,,723K,youtube,france,False,2024,NA,NA,,
97,Wankil Studio - Laink et Terracid @UCYGjxo5ifuhnmvhPvCc3DJQ,2.4M,-,France,,723K,youtube,france,False,2024,NA,NA,,
98,Horia @UCZMCU61JkQkqleoU7VyGncQ,2.4M,1%,France,,717K,youtube,france,False,2024,NA,NA,,
