uniqueId,handle,name,_platform,_year,_month,category_unified,populated_category,number_videos_last_year,processed_at_unix,status,_country,_is_global,category_1,category_2,category_primary,category_status,comments_avg,country,engagement_total,engagement_auth,er,followers,id,likes_avg,potential_reach,shares_avg,source_file,topic_of_influence,topic_of_influence_en,views_avg,engagement_count,er_pct
3621,lokiandthetesseract,-ʟᴇɴᴀ-,tiktok,2022,november,,,,,,,,,,,,5800.0,,,,,427000.0,,1000000.0,,15400.0,preprocessedData.csv,,,4600000.0,1021200.0,239.1569086651054
202,domelipa,domelipa,tiktok,2022,november,,Lifestyle,,,,,,,,,,6000.0,,,,,60500000.0,,1200000.0,,2700.0,preprocessedData.csv,,,9100000.0,1208700.0,1.9978512396694217
1667,stickyboy69,stickyboy69,tiktok,2022,november,,,,,,,,,,,,7400.0,,,,,9100000.0,,1200000.0,,3300.0,preprocessedData.csv,,,7100000.0,1210700.0,13.304395604395605
1830,jdiasss_,João Dias,tiktok,2022,november,,,,,,,,,,,,5000.0,,,,,8100000.0,,1400000.0,,3400.0,preprocessedData.csv,,,6800000.0,1408400.0,17.387654320987657
1497,dylanmulvaney,Dylan Mulvaney,tiktok,2022,november,,,,,,,,,,,,14600.0,,,,,8900000.0,,874200.0,,2400.0,preprocessedData.csv,,,5300000.0,891200.0,10.013483146067417
3622,jonatan.clay,Jonatan Clay,tiktok,2022,november,,,,,,,,,,,,6200.0,,,,,2900000.0,,1100000.0,,3600.0,preprocessedData.csv,,,6700000.0,1109800.0,38.26896551724138
1600,pietro_morello,Pietro Morello,tiktok,2022,november,,,,,,,,,,,,2600.0,,,,,3100000.0,,961300.0,,1700.0,preprocessedData.csv,,,17200000.0,965600.0,31.148387096774194
275,britneyspears,Britney Spears,tiktok,2022,november,,Music,,,,,,,,,,15300.0,,,,,7300000.0,,317400.0,,22200.0,preprocessedData.csv,,,5900000.0,354900.0,4.861643835616438
100,charlidamelio,charli d’amelio,tiktok,2022,november,,Lifestyle,,,,,,,,,,9700.0,,,,,148400000.0,,641900.0,,2500.0,preprocessedData.csv,,,8600000.0,654100.0,0.4407681940700809
4425,calebdigital,CALEB DIGITAL,tiktok,2022,november,,Music,,,,,,,,,,6800.0,,,,,613900.0,,991300.0,,8900.0,preprocessedData.csv,,,4300000.0,1007000.0,164.03323016777978
21893,therock,The Rock,tiktok,2022,november,,Entertainment,,,,,,,,,,10800.0,,,,,63200000.0,,689800.0,,4100.0,preprocessedData.csv,,,6400000.0,704700.0,1.1150316455696203
1670,frankielapenna,Frankie LaPenna,tiktok,2022,november,,,,,,,,,,,,2100.0,,,,,5400000.0,,694400.0,,6900.0,preprocessedData.csv,,,9000000.0,703400.0,13.025925925925927
115,kimberly.loaiza,Kimberly Loaiza,tiktok,2022,november,,Beauty&Fashion,,,,,,,,,,6200.0,,,,,69300000.0,,868000.0,,1900.0,preprocessedData.csv,,,7700000.0,876100.0,1.2642135642135641
22063,selenagomez,Selena Gomez,tiktok,2022,november,,Music,,,,,,,,,,4600.0,,,,,44200000.0,,1100000.0,,2900.0,preprocessedData.csv,,,6300000.0,1107500.0,2.505656108597285
21914,luvadepedreiro,Iran Ferreira (Lai),tiktok,2022,november,,,,,,,,,,,,3700.0,,,,,20600000.0,,1000000.0,,2400.0,preprocessedData.csv,,,8500000.0,1006100.0,4.883980582524272
3624,maherzainfanforever,maherzainfanforever,tiktok,2022,november,,,,,,,,,,,,5100.0,,,,,2000000.0,,409000.0,,31300.0,preprocessedData.csv,,,3200000.0,445400.0,22.27
1706,daviddobrik,DAVID DOBRIK,tiktok,2022,november,,Music,,,,,,,,,,3200.0,,,,,26300000.0,,1200000.0,,2000.0,preprocessedData.csv,,,7400000.0,1205200.0,4.582509505703422
1502,morimura,MoriMura🍕,tiktok,2022,november,,,,,,,,,,,,3300.0,,,,,8900000.0,,764300.0,,6600.0,preprocessedData.csv,,,6100000.0,774200.0,8.698876404494381
1521,rubentuestaok,Ruben Tuesta,tiktok,2022,november,,,,,,,,,,,,1600.0,,,,,24500000.0,,815100.0,,6600.0,preprocessedData.csv,,,6900000.0,823300.0,3.3604081632653062
1527,mclomaofficiall,mclomaofficial,tiktok,2022,november,,,,,,,,,,,,3700.0,,,,,5400000.0,,1200000.0,,1700.0,preprocessedData.csv,,,6800000.0,1205400.0,22.322222222222223
83,lilireinhart,Lili Reinhart,tiktok,2022,november,,Entertainment,,,,,,,,,,2900.0,,,,,5000000.0,,920900.0,,6400.0,preprocessedData.csv,,,4800000.0,930200.0,18.604000000000003
3625,dgdxofficial,D.M. Galloway | DGDX Animation,tiktok,2022,november,,,,,,,,,,,,1700.0,,,,,156300.0,,279100.0,,21800.0,preprocessedData.csv,,,5800000.0,302600.0,193.60204734484964
567,lexibrookerivera,Lexi Rivera,tiktok,2022,november,,Entertainment,,,,,,,,,,4500.0,,,,,24400000.0,,993400.0,,1600.0,preprocessedData.csv,,,6300000.0,999500.0,4.096311475409836
1498,ramonvitor,ramonvitor,tiktok,2022,november,,,,,,,,,,,,3800.0,,,,,10300000.0,,1200000.0,,1700.0,preprocessedData.csv,,,5600000.0,1205500.0,11.70388349514563
1472,matt_rife,Matt Rife,tiktok,2022,november,,,,,,,,,,,,3200.0,,,,,3900000.0,,700800.0,,7300.0,preprocessedData.csv,,,4700000.0,711300.0,18.23846153846154
21970,syifahadjuuuuuuu,Syifa Hadju,tiktok,2022,november,,,,,,,,,,,,4800.0,,,,,4100000.0,,808900.0,,1600.0,preprocessedData.csv,,,6100000.0,815300.0,19.885365853658538
1489,cedricgrolet,Cedric Grolet,tiktok,2022,november,,Knowledge&Info,,,,,,,,,,2200.0,,,,,2500000.0,,599300.0,,5500.0,preprocessedData.csv,,,6900000.0,607000.0,24.279999999999998
7153,nicollefigueroaa,Nicolle Figueroa,tiktok,2022,november,,,,,,,,,,,,2500.0,,,,,14400000.0,,1100000.0,,878.0,preprocessedData.csv,,,7900000.0,1103378.0,7.662347222222222
1807,isramy,Ramy Chaaban,tiktok,2022,november,,,,,,,,,,,,3300.0,,,,,2600000.0,,745800.0,,4900.0,preprocessedData.csv,,,4500000.0,754000.0,28.999999999999996
3129,lourdasprec,LOURD,tiktok,2022,november,,,,,,,,,,,,5300.0,,,,,10600000.0,,672900.0,,5000.0,preprocessedData.csv,,,3900000.0,683200.0,6.445283018867924
3423,markoterzo,M A R K O,tiktok,2022,november,,,,,,,,,,,,2300.0,,,,,2800000.0,,1000000.0,,727.0,preprocessedData.csv,,,8700000.0,1003027.0,35.82239285714286
3309,rauwalejandro,rauwalejandro,tiktok,2022,november,,Music,,,,,,,,,,2500.0,,,,,12700000.0,,616900.0,,4300.0,preprocessedData.csv,,,6100000.0,623700.0,4.911023622047244
2342,axxdermusic,Axder,tiktok,2022,november,,,,,,,,,,,,30900.0,,,,,5100000.0,,186300.0,,49300.0,preprocessedData.csv,,,1700000.0,266500.0,5.2254901960784315
1588,jaxwritessongs,Jax,tiktok,2022,november,,,,,,,,,,,,7600.0,,,,,12400000.0,,671300.0,,2600.0,preprocessedData.csv,,,3700000.0,681500.0,5.495967741935484
1680,saramohannad_,Sara,tiktok,2022,november,,,,,,,,,,,,5100.0,,,,,8700000.0,,329200.0,,15500.0,preprocessedData.csv,,,3700000.0,349800.0,4.020689655172414
1596,ayesebastien,Sebastien,tiktok,2022,november,,,,,,,,,,,,2200.0,,,,,8000000.0,,814200.0,,3500.0,preprocessedData.csv,,,5400000.0,819900.0,10.24875
21986,skaijackson,Skai Jackson 🥰,tiktok,2022,november,,,,,,,,,,,,2800.0,,,,,20800000.0,,857400.0,,2600.0,preprocessedData.csv,,,5000000.0,862800.0,4.148076923076923
1591,jvke,JVKE,tiktok,2022,november,,,,,,,,,,,,2200.0,,,,,8700000.0,,1000000.0,,1500.0,preprocessedData.csv,,,6000000.0,1003700.0,11.536781609195403
22012,addisonre,Addison,tiktok,2022,november,,,,,,,,,,,,2500.0,,,,,88700000.0,,523200.00000000006,,3800.0,preprocessedData.csv,,,6800000.0,529500.0,0.5969560315670801
2974,sucss.s,Açucena Guirra,tiktok,2022,november,,,,,,,,,,,,4000.0,,,,,11900000.0,,811700.0,,3600.0,preprocessedData.csv,,,3600000.0,819300.0,6.884873949579832
1530,druskitv,DRUSKI,tiktok,2022,november,,,,,,,,,,,,4000.0,,,,,3800000.0,,533600.0,,10400.0,preprocessedData.csv,,,2800000.0,548000.0,14.421052631578949
3201,tuckercomedy,Tucker Reynolds,tiktok,2022,november,,,,,,,,,,,,1900.0,,,,,2500000.0,,769500.0,,5100.0,preprocessedData.csv,,,3700000.0,776500.0,31.06
2017,connorprice__,Connor Price,tiktok,2022,november,,,,,,,,,,,,2900.0,,,,,3200000.0,,627800.0,,2400.0,preprocessedData.csv,,,5900000.0,633100.0,19.784375
444,bigsean,Big Sean,tiktok,2022,november,,Music,,,,,,,,,,2700.0,,,,,738800.0,,766600.0,,3600.0,preprocessedData.csv,,,4100000.0,772900.0,104.61559285327557
271,postmalone,Post Malone,tiktok,2022,november,,Music,,,,,,,,,,3100.0,,,,,14000000.0,,446800.0,,6000.0,preprocessedData.csv,,,4800000.0,455900.0,3.2564285714285712
1566,marisol.viola,marisol viola,tiktok,2022,november,,,,,,,,,,,,6700.0,,,,,1500000.0,,428300.0,,11200.0,preprocessedData.csv,,,2500000.0,446200.0,29.746666666666666
3,neymarjr,Enejota,tiktok,2022,november,,Sports,,,,,,,,,,3.0,,,,,11300000.0,,902500.0,,4100.0,preprocessedData.csv,,,5200000.0,906603.0,8.023035398230089
1705,wuesilva,Wue Silva,tiktok,2022,november,,,,,,,,,,,,4100.0,,,,,13800000.0,,540100.0,,3900.0,preprocessedData.csv,,,4400000.0,548100.0,3.971739130434783
1107,jimena.jimenezr,Jimena,tiktok,2022,november,,Entertainment,,,,,,,,,,1400.0,,,,,25200000.0,,816000.0,,1900.0,preprocessedData.csv,,,7200000.0,819300.0,3.251190476190476
272,nina,Nina Dobrev,tiktok,2022,november,,Entertainment,,,,,,,,,,2400.0,,,,,4000000.0,,772100.0,,1200.0,preprocessedData.csv,,,6800000.0,775700.0,19.3925
151,rosalia,La Rosalia,tiktok,2022,november,,,,,,,,,,,,2400.0,,,,,26800000.0,,588500.0,,4000.0,preprocessedData.csv,,,4800000.0,594900.0,2.2197761194029852
1731,itskingchris,KingChristian,tiktok,2022,november,,,,,,,,,,,,4300.0,,,,,17900000.0,,703400.0,,2700.0,preprocessedData.csv,,,3700000.0,710400.0,3.968715083798883
3626,dansurtiktok,Dan Sur beast 🤑,tiktok,2022,november,,,,,,,,,,,,13800.0,,,,,5900000.0,,219700.0,,543.0,preprocessedData.csv,,,5700000.0,234043.0,3.966830508474576
2135,itssassagurl,Sassa Gurl,tiktok,2022,november,,,,,,,,,,,,3000.0,,,,,7000000.0,,698400.0,,3200.0,preprocessedData.csv,,,4100000.0,704600.0,10.065714285714286
1671,jdpantoja,JD Pantoja,tiktok,2022,november,,,,,,,,,,,,4300.0,,,,,31400000.0,,732200.0,,906.0,preprocessedData.csv,,,4600000.0,737406.0,2.3484267515923567
2145,thehealchef,Harry Heal,tiktok,2022,november,,,,,,,,,,,,3600.0,,,,,3000000.0,,538700.0,,3700.0,preprocessedData.csv,,,4200000.0,546000.0,18.2
1477,anaraquelhz,Raquel,tiktok,2022,november,,,,,,,,,,,,2700.0,,,,,5400000.0,,331900.0,,9800.0,preprocessedData.csv,,,3800000.0,344400.0,6.377777777777778
1766,sara.wais,Sara Waisglass,tiktok,2022,november,,,,,,,,,,,,3500.0,,,,,4300000.0,,827200.0,,1300.0,preprocessedData.csv,,,3900000.0,832000.0,19.348837209302324
3627,cassmakeshome,CASSMAKESHOME | HOME & DIY,tiktok,2022,november,,,,,,,,,,,,22600.0,,,,,719000.0,,268200.0,,5500.0,preprocessedData.csv,,,2000000.0,296300.0,41.21001390820584
21904,jypestraykids,Stray Kids,tiktok,2022,november,,Music,,,,,,,,,,7000.0,,,,,14700000.0,,607100.0,,3700.0,preprocessedData.csv,,,2300000.0,617800.0,4.202721088435374
456,cocielo,Júlio Cocielo,tiktok,2022,november,,Music,,,,,,,,,,2800.0,,,,,5200000.0,,451200.0,,7200.0,preprocessedData.csv,,,3200000.0,461200.0,8.86923076923077
22016,meghantrainor,Meghan Trainor,tiktok,2022,november,,,,,,,,,,,,1700.0,,,,,13600000.0,,905100.0,,936.0,preprocessedData.csv,,,6100000.0,907736.0,6.674529411764706
1877,spriteder_spd,Prite Netijen Netirattanapaiboon,tiktok,2022,november,,,,,,,,,,,,1500.0,,,,,4900000.0,,789400.0,,991.0,preprocessedData.csv,,,7400000.0,791891.0,16.16104081632653
1677,santiperezvivas,Santi Perez,tiktok,2022,november,,,,,,,,,,,,2800.0,,,,,3000000.0,,638300.0,,3800.0,preprocessedData.csv,,,3400000.0,644900.0,21.496666666666666
3220,kurtisconner,kurtis conner,tiktok,2022,november,,,,,,,,,,,,7000.0,,,,,2000000.0,,689700.0,,3900.0,preprocessedData.csv,,,1900000.0,700600.0,35.03
3628,alwaystaketwo,alwaystaketwo,tiktok,2022,november,,,,,,,,,,,,2200.0,,,,,3500000.0,,667400.0,,1800.0,preprocessedData.csv,,,5200000.0,671400.0,19.18285714285714
2087,adamrayokay,ADAMRAY,tiktok,2022,november,,,,,,,,,,,,2400.0,,,,,7100000.0,,594500.0,,3900.0,preprocessedData.csv,,,3700000.0,600800.0,8.461971830985915
1557,spencer_serafica,Xspencer,tiktok,2022,november,,,,,,,,,,,,3000.0,,,,,13900000.0,,622000.0,,2100.0,preprocessedData.csv,,,4300000.0,627100.0,4.511510791366907
577,nianaguerrero,Niana Guerrero,tiktok,2022,november,,Music,,,,,,,,,,1800.0,,,,,34600000.0,,707800.0,,1700.0,preprocessedData.csv,,,5500000.0,711300.0,2.0557803468208093
21942,zachking,Zach King,tiktok,2022,november,,Entertainment,,,,,,,,,,1100.0,,,,,70700000.0,,591000.0,,1400.0,preprocessedData.csv,,,9300000.0,593500.0,0.8394625176803394
1553,imeyhou,Meyden,tiktok,2022,november,,,,,,,,,,,,2500.0,,,,,4600000.0,,690100.0,,708.0,preprocessedData.csv,,,6000000.0,693308.0,15.071913043478261
22013,qamar_altaey,𝑄𝐴𝑀𝐴𝑅,tiktok,2022,november,,,,,,,,,,,,4900.0,,,,,4300000.0,,313100.0,,7200.0,preprocessedData.csv,,,3400000.0,325200.0,7.562790697674418
9417,graciajessicajane,Jessica Jane🌙,tiktok,2022,november,,Lifestyle,,,,,,,,,,2000.0,,,,,11600000.0,,690000.0,,1400.0,preprocessedData.csv,,,5600000.0,693400.0,5.977586206896552
21974,ferxxo444,Feid,tiktok,2022,november,,,,,,,,,,,,2600.0,,,,,4600000.0,,522700.00000000006,,4800.0,preprocessedData.csv,,,3300000.0,530100.0,11.523913043478261
3629,rodrigodabcasale,Rodrigo Casale (DAB ADDICTION),tiktok,2022,november,,,,,,,,,,,,6400.0,,,,,1200000.0,,401700.0,,6800.0,preprocessedData.csv,,,2400000.0,414900.0,34.575
1555,nourmar5,nourmar5,tiktok,2022,november,,,,,,,,,,,,10000.0,,,,,14700000.0,,190400.0,,11600.0,preprocessedData.csv,,,3100000.0,212000.0,1.4421768707482994
3182,calebrownn,Cale Brown,tiktok,2022,november,,,,,,,,,,,,1700.0,,,,,5700000.0,,527000.0,,3800.0,preprocessedData.csv,,,4400000.0,532500.0,9.342105263157894
1603,shxtsngigs,ShxtsNGigs Podcast,tiktok,2022,november,,,,,,,,,,,,1500.0,,,,,5500000.0,,569100.0,,5300.0,preprocessedData.csv,,,3300000.0,575900.0,10.47090909090909
425,jasonderulo,Jason Derulo,tiktok,2022,november,,Music,,,,,,,,,,561.0,,,,,56100000.0,,225500.0,,15800.0,preprocessedData.csv,,,3400000.0,241861.0,0.4311247771836007
1525,esnyrrr,Esnyr,tiktok,2022,november,,,,,,,,,,,,1800.0,,,,,5800000.0,,756200.0,,1900.0,preprocessedData.csv,,,4400000.0,759900.0,13.101724137931035
2126,saraisthreads,Sarai Marie,tiktok,2022,november,,,,,,,,,,,,4000.0,,,,,2100000.0,,531800.0,,2300.0,preprocessedData.csv,,,3600000.0,538100.0,25.623809523809527
2477,billlnai,nai,tiktok,2022,november,,,,,,,,,,,,1800.0,,,,,8800000.0,,996600.0,,1300.0,preprocessedData.csv,,,3800000.0,999700.0,11.360227272727274
1402,lance210,Lance Stewart,tiktok,2022,november,,Entertainment,,,,,,,,,,1300.0,,,,,22600000.0,,398900.0,,5500.0,preprocessedData.csv,,,4400000.0,405700.0,1.7951327433628321
983,strangehuman,nova,tiktok,2022,november,,Lifestyle,,,,,,,,,,2500.0,,,,,11100000.0,,600700.0,,1700.0,preprocessedData.csv,,,4500000.0,604900.0,5.44954954954955
1811,herranwalt,Herr Anwalt,tiktok,2022,november,,,,,,,,,,,,4300.0,,,,,5900000.0,,363400.0,,6800.0,preprocessedData.csv,,,2800000.0,374500.0,6.347457627118644
3630,btswings7,BTS,tiktok,2022,november,,,,,,,,,,,,3000.0,,,,,4800000.0,,520300.0,,10500.0,preprocessedData.csv,,,1600000.0,533800.0,11.120833333333334
1883,christophersturniolo,Christopher Sturniolo,tiktok,2022,november,,,,,,,,,,,,3500.0,,,,,3800000.0,,593000.0,,2000.0,preprocessedData.csv,,,3400000.0,598500.0,15.75
1954,fhd.artz,فهد آرت || Fahad🎨,tiktok,2022,november,,,,,,,,,,,,4600.0,,,,,2300000.0,,320900.0,,3500.0,preprocessedData.csv,,,4300000.0,329000.0,14.304347826086957
1529,pongamoslo_a_prueba,Pongámoslo a Prueba,tiktok,2022,november,,,,,,,,,,,,1700.0,,,,,37600000.0,,662600.0,,1100.0,preprocessedData.csv,,,6100000.0,665400.0,1.7696808510638298
3631,jaywheeler,Jay Wheeler,tiktok,2022,november,,,,,,,,,,,,1700.0,,,,,6100000.0,,725700.0,,1900.0,preprocessedData.csv,,,4200000.0,729300.0,11.955737704918032
1561,sijad_qasim,سجاد قاسم,tiktok,2022,november,,,,,,,,,,,,4000.0,,,,,2300000.0,,171600.0,,6900.0,preprocessedData.csv,,,5900000.0,182500.0,7.934782608695652
2025,itsjaylaaw,🖤🖤🖤,tiktok,2022,november,,,,,,,,,,,,4700.0,,,,,2900000.0,,553500.0,,1400.0,preprocessedData.csv,,,3300000.0,559600.0,19.29655172413793
1552,olisboa,LISBOA,tiktok,2022,november,,Music,,,,,,,,,,941.0,,,,,3900000.0,,848700.0,,1800.0,preprocessedData.csv,,,4700000.0,851441.0,21.831820512820514
1931,maiaknight,Maia Knight,tiktok,2022,november,,,,,,,,,,,,1200.0,,,,,8800000.0,,807100.0,,1300.0,preprocessedData.csv,,,5400000.0,809600.0,9.2
21992,beyonce,Beyoncé,tiktok,2022,november,,Music,,,,,,,,,,7000.0,,,,,4300000.0,,496500.0,,3500.0,preprocessedData.csv,,,2100000.0,507000.0,11.790697674418604
67,shakira,Shakira,tiktok,2022,november,,Music,,,,,,,,,,2400.0,,,,,26500000.0,,401200.0,,3400.0,preprocessedData.csv,,,4700000.0,407000.0,1.5358490566037737
22042,ivanaalawi,Ivana Alawi,tiktok,2022,november,,Lifestyle,,,,,,,,,,2000.0,,,,,8600000.0,,606500.0,,956.0,preprocessedData.csv,,,5900000.0,609456.0,7.0866976744186045
2217,albert_cancook,albert_cancook,tiktok,2022,november,,,,,,,,,,,,3000.0,,,,,9200000.0,,441900.0,,1500.0,preprocessedData.csv,,,5300000.0,446400.0,4.852173913043478
3632,chinamcclain,China,tiktok,2022,november,,,,,,,,,,,,2100.0,,,,,16399999.999999998,,783600.0,,2000.0,preprocessedData.csv,,,3100000.0,787700.0,4.8030487804878055
3633,nadbilqis,nadb,tiktok,2022,november,,,,,,,,,,,,2500.0,,,,,219100.0,,414700.0,,4400.0,preprocessedData.csv,,,3500000.0,421600.0,192.42355089000455
1648,gordonramsayofficial,Gordon Ramsay,tiktok,2022,november,,Lifestyle,,,,,,,,,,1700.0,,,,,34700000.0,,561400.0,,1200.0,preprocessedData.csv,,,6200000.0,564300.0,1.6262247838616715
1653,firmanskd,𝙆𝙊𝘾𝘼𝙉,tiktok,2022,november,,,,,,,,,,,,891.0,,,,,3000000.0,,287900.0,,10800.0,preprocessedData.csv,,,3000000.0,299591.0,9.986366666666667
3634,jennyhan,Jenny Han,tiktok,2022,november,,,,,,,,,,,,2700.0,,,,,2000000.0,,561200.0,,2900.0,preprocessedData.csv,,,3100000.0,566800.0,28.34
1590,pablitocastilloo,pablitocastilloo,tiktok,2022,november,,,,,,,,,,,,1400.0,,,,,6100000.0,,277000.0,,10700.0,preprocessedData.csv,,,2900000.0,289100.0,4.739344262295082
3635,ndshvv,ndshvv,tiktok,2022,november,,,,,,,,,,,,2900.0,,,,,3900000.0,,578700.0,,955.0,preprocessedData.csv,,,4400000.0,582555.0,14.93730769230769
1483,williesalim,WILLIE SALIM,tiktok,2022,november,,,,,,,,,,,,4000.0,,,,,19400000.0,,299100.0,,2700.0,preprocessedData.csv,,,4900000.0,305800.0,1.5762886597938144
2049,lewiscapaldi,Lewis Capaldi,tiktok,2022,november,,Music,,,,,,,,,,2300.0,,,,,4000000.0,,311100.0,,8900.0,preprocessedData.csv,,,2800000.0,322300.0,8.0575
3636,hayleythebignoodle,💕Hayley💕,tiktok,2022,november,,,,,,,,,,,,10800.0,,,,,84600.0,,145900.0,,12800.0,preprocessedData.csv,,,2800000.0,169500.0,200.354609929078
1750,tooturnttony,Tooturnttony,tiktok,2022,november,,,,,,,,,,,,2700.0,,,,,18700000.0,,507000.0,,913.0,preprocessedData.csv,,,5300000.0,510613.0,2.7305508021390374
1945,douhalaribiii,Douha laribii,tiktok,2022,november,,,,,,,,,,,,2600.0,,,,,9300000.0,,405700.0,,1100.0,preprocessedData.csv,,,6300000.0,409400.0,4.402150537634409
3637,christian,Christian Del Grosso,tiktok,2022,november,,Music,,,,,,,,,,3200.0,,,,,4700000.0,,252600.0,,16500.0,preprocessedData.csv,,,1900000.0,272300.0,5.793617021276596
1629,jacobday,Jacob Day,tiktok,2022,november,,,,,,,,,,,,4500.0,,,,,6300000.0,,515400.0,,2200.0,preprocessedData.csv,,,2700000.0,522100.0,8.287301587301588
3638,dedaaladim,Debora Aladim,tiktok,2022,november,,,,,,,,,,,,3800.0,,,,,1800000.0,,531100.0,,3400.0,preprocessedData.csv,,,2400000.0,538300.0,29.90555555555556
1918,isaach.p,Isaac H.P,tiktok,2022,november,,,,,,,,,,,,4400.0,,,,,3400000.0,,445900.0,,2100.0,preprocessedData.csv,,,3100000.0,452400.0,13.305882352941175
2084,jindaouis,Louisa Jindaoui,tiktok,2022,november,,,,,,,,,,,,2600.0,,,,,2400000.0,,551500.0,,2000.0,preprocessedData.csv,,,3500000.0,556100.0,23.17083333333333
2210,raonyp,Rao,tiktok,2022,november,,,,,,,,,,,,6100.0,,,,,224500.0,,349100.0,,11400.0,preprocessedData.csv,,,1400000.0,366600.0,163.29621380846325
1598,soysuco,soysuco,tiktok,2022,november,,,,,,,,,,,,6900.0,,,,,13400000.0,,332300.0,,1100.0,preprocessedData.csv,,,3200000.0,340300.0,2.53955223880597
3639,robertirwin,Robert Irwin,tiktok,2022,november,,Lifestyle,,,,,,,,,,3600.0,,,,,4600000.0,,492900.0,,3800.0,preprocessedData.csv,,,2300000.0,500300.0,10.876086956521739
1935,olivertree,Oliver Tree,tiktok,2022,november,,,,,,,,,,,,2000.0,,,,,12800000.0,,490400.0,,1100.0,preprocessedData.csv,,,5500000.0,493500.0,3.8554687499999996
839,mollymaehague,Molly-Mae Hague,tiktok,2022,november,,Beauty&Fashion,,,,,,,,,,1800.0,,,,,2400000.0,,593600.0,,1000.0,preprocessedData.csv,,,5000000.0,596400.0,24.85
2068,theovon,Theo Von,tiktok,2022,november,,,,,,,,,,,,1000.0,,,,,3100000.0,,302300.0,,9300.0,preprocessedData.csv,,,2600000.0,312600.0,10.083870967741936
2018,chris,Chris Olsen,tiktok,2022,november,,Music,,,,,,,,,,1700.0,,,,,8600000.0,,682300.0,,851.0,preprocessedData.csv,,,4700000.0,684851.0,7.963383720930232
3401,sehataqua,SehatAQUA,tiktok,2022,november,,,,,,,,,,,,539.0,,,,,533200.0,,70000.0,,1300.0,preprocessedData.csv,,,61100000.0,71839.0,13.4731807951988
1697,dylan.page,Dylan Page,tiktok,2022,november,,,,,,,,,,,,4100.0,,,,,4500000.0,,403800.0,,2800.0,preprocessedData.csv,,,2800000.0,410700.0,9.126666666666667
2164,lagranjadelborrego,La granja del borrego,tiktok,2022,november,,,,,,,,,,,,1400.0,,,,,13200000.0,,744800.0,,627.0,preprocessedData.csv,,,5200000.0,746827.0,5.657780303030303
538,vhackerr,Vinnie,tiktok,2022,november,,,,,,,,,,,,3800.0,,,,,15000000.0,,473900.0,,2100.0,preprocessedData.csv,,,2800000.0,479800.0,3.198666666666666
1613,augustogimenez,AugustoGimenez,tiktok,2022,november,,,,,,,,,,,,1000.0,,,,,13900000.0,,862800.0,,464.0,preprocessedData.csv,,,6000000.0,864264.0,6.217726618705036
1595,garett__nolan,Garett Nolan,tiktok,2022,november,,,,,,,,,,,,2900.0,,,,,13400000.0,,351300.0,,5200.0,preprocessedData.csv,,,2700000.0,359400.0,2.682089552238806
1580,alexwaarren,Alex warren,tiktok,2022,november,,,,,,,,,,,,893.0,,,,,15600000.0,,854500.0,,981.0,preprocessedData.csv,,,4700000.0,856374.0,5.489576923076924
79,madisonbeer,Madison Beer,tiktok,2022,november,,Music,,,,,,,,,,2900.0,,,,,18100000.0,,492300.0,,2300.0,preprocessedData.csv,,,2900000.0,497500.0,2.748618784530387
2490,brodywellmaker,Brody Wellmaker,tiktok,2022,november,,,,,,,,,,,,1800.0,,,,,21700000.0,,461400.0,,4200.0,preprocessedData.csv,,,2700000.0,467400.0,2.1539170506912444
1686,lukas.urkijo,Lukas urkijo,tiktok,2022,november,,,,,,,,,,,,3600.0,,,,,1800000.0,,384300.0,,1400.0,preprocessedData.csv,,,3800000.0,389300.0,21.62777777777778
2014,victormelo,Victor Melo,tiktok,2022,november,,,,,,,,,,,,2000.0,,,,,22400000.0,,562200.0,,2200.0,preprocessedData.csv,,,3000000.0,566400.0,2.5285714285714285
3641,nashvibes,NashVibes Art,tiktok,2022,november,,,,,,,,,,,,1200.0,,,,,4000000.0,,534500.0,,1200.0,preprocessedData.csv,,,5600000.0,536900.0,13.422500000000001
3642,elbitalamanabita5,Elba González,tiktok,2022,november,,,,,,,,,,,,1600.0,,,,,1500000.0,,418700.0,,4800.0,preprocessedData.csv,,,2600000.0,425100.0,28.34
2681,jaimeonod,Telma,tiktok,2022,november,,,,,,,,,,,,3700.0,,,,,1900000.0,,365500.0,,3300.0,preprocessedData.csv,,,2700000.0,372500.0,19.605263157894736
1679,b.blek,b.blek,tiktok,2022,november,,,,,,,,,,,,2500.0,,,,,3100000.0,,332100.0,,2100.0,preprocessedData.csv,,,4300000.0,336700.0,10.861290322580645
3643,lachlanfairbairn,lachlanfairbairn,tiktok,2022,november,,,,,,,,,,,,2500.0,,,,,1100000.0,,425200.0,,4200.0,preprocessedData.csv,,,2300000.0,431900.0,39.26363636363636
3053,zeth,Zeth,tiktok,2022,november,,,,,,,,,,,,1100.0,,,,,13000000.0,,546300.0,,3000.0,preprocessedData.csv,,,3000000.0,550400.0,4.233846153846154
1492,emillyvickof,Emilly Vick,tiktok,2022,november,,Beauty&Fashion,,,,,,,,,,2500.0,,,,,13100000.0,,383000.0,,1000.0,preprocessedData.csv,,,4900000.0,386500.0,2.950381679389313
1832,pierson,Pierson,tiktok,2022,november,,Beauty&Fashion,,,,,,,,,,1800.0,,,,,13900000.0,,617100.0,,1100.0,preprocessedData.csv,,,3700000.0,620000.0,4.460431654676259
