rank,name,followers,er,country,topic_of_influence,potential_reach,unified_category,handle
3,Openmic Productions,2400000,,South Africa,Marketing and Advertising Music,732000,Music,@UCzMzPGGVKpjZAJy1aOAUieA
4,The Supa Strikas - Kids Soccer Cartoon,2000000,,South Africa,,597000,,@UCdtojT_ZwTRlZThoBSMVhoQ
5,Boomerang Africa,2000000,,South Africa,,594000,,@UCgGq2xHDvUHSUzs7VOIdKKw
6,Cartoon Network Africa,1900000,,South Africa,Travel Video Gaming,555000,Tech/Gaming,@UCYXAcMNZRdYkR-vKV3OO1DQ
7,SABC News,1600000,,South Africa,,480000,,@UC8yH-uI81UUtEMDsowQyx1g
8,Pastor Alph Lukau,1500000,,South Africa,,435000,,@UCmBMGitwFg3dDFNtOSQT1JQ
9,Hayls World,1300000,0.4,South Africa,,393000,,@haylsworld
10,Wian,1200000,,South Africa,,360000,,@UC3xgevNpGmAgWpdjtTXR20w
11,DJ Arch Jnr,1200000,,South Africa,,345000,,@UCQ1hYup0TxMjuGInZFkftzA
12,The Kiffness,1200000,2.7,South Africa,,345000,,@UCFy846QdKs3LbLgBpSqPcdg
13,michael jamison,1100000,,South Africa,Pets,342000,Lifestyle,@UC3SIm-UNl4Ou381-PYKzU8w
14,OMFilms,1100000,,South Africa,,333000,,@UCEZ6QFA7F37E--lqew7wbAQ
15,Nasty_C,947000,0.4,South Africa,,284100,,@UC01ompoZ0RMCuWP2ZODqzbg
16,Spirittunez,942000,,South Africa,,282600,,@UCVTDsWA7ItkDj9vt9Kt_oCw
17,MzansiMagicOfficial,931000,,South Africa,,279300,,@UCSEibSG6dlUJvkC40IpNMRQ
18,DLM Men's Lifestyle,863000,,South Africa,,258900,,@UC07qAfGd_Tqu8xRG6yPtw3A
19,Steegs Vlogs,863000,,South Africa,,258900,,@UCrwNyJioqAkfjQgqpQE-VtA
20,Zee World Africa,829000,,South Africa,,248700,,@UCdxk_T-82-s_J4ChPpw2sdg
21,MDM Sketch Comedy,803000,,South Africa,,240900,,@UCedZvSQVma70F1O67NOuYZw
22,Zee TV Africa,802000,,South Africa,,240600,,@UC5QOxgivpL-StHjEaEu92gg
23,Dan Mace,795000,0.4,South Africa,,238500,,@UCZfPrUL62TN74Mmrn-O_pZQ
24,MacG,770000,1.3,South Africa,,231000,,@UC7BXdXFxVgMPKmBeDgx2QrQ
25,Lasizwe Dambuza,763000,0.3,South Africa,,228900,,@UCVbVao4QtBLarbX01DX9YRg
26,Ambitiouz Entertainment,736000,0.2,South Africa,,220800,,@UCniUHTOy5nONQG1M4sSIHQg
27,Mziiki,715000,,South Africa,,214500,,@UCgyz0qRzl96ydHBxkPD1pBw
28,Caitlin De Ville,703000,0.2,South Africa,,210900,,@UCo5K4hzIXcf2qhFAQpwUdxg
29,MajorLeagueDjz,687000,0.4,South Africa,,206100,,@UCazIPE4aYxzcAjaBoSspLHw
30,Zeus Studios,658000,,South Africa,,197400,,@UC88vhhMsuOtE7hk2Ys_YEuA
31,Prophet Shepherd Bushiri,637000,,South Africa,,191100,,@UCcbBHQXuSkw8Me1vnY-u4bw
32,Cricket South Africa,578000,,South Africa,,173400,,@UCzevPCfP7MtRqOB0ZkU5cwg
33,Make Afrika Great,540000,,South Africa,,162000,,@UCKLSjhp6XZUEYDT1DMcrj8w
34,LEON GUMEDE,518000,,South Africa,,155400,,@UCIYIqQy8QwD5MEOachFjr6A
35,Lloyiso,510000,,South Africa,,153000,,@UC_jBXeWtwdqV14jldwAgsWg
36,Evangelist Gabriel Fernandes,493000,0.3,South Africa,,147900,,@UCTnXL2SKHAo0fHVW1WSaqfw
37,Zee Magic,487000,,South Africa,,146100,,@UC8WD329DJWB2DTYLQTUpUuw
38,90 Second IQ Boosters,472000,,South Africa,,141600,,@UCFLqqGVE_E8G3Sn-nhKmkAQ
39,Ramscomics,459000,2.9,South Africa,,137700,,@UCDjBqVmjUMFipzcINJbgOVQ
40,WildEarth,456000,,South Africa,Video Gaming,136800,Tech/Gaming,@UCV6HJBZD_hZcIX9JVJ3dCXQ
41,you belong,455000,,South Africa,,136500,,@UCAVmHjQH2rGQ58MGEPlLSWA
42,MaroGamingStudio8k,450000,,South Africa,,135000,,@UCSUcdHS_ZyQmqTgKXhJ3RxQ
43,MalaMala Game Reserve,437000,,South Africa,Video Gaming,131100,Tech/Gaming,@UCry5EFdbEMavAhQZht_nVbw
44,Dj Maphorisa,424000,3.3,South Africa,,127200,,@UCFXyVm03fMlzI4B4sQkDtBA
45,Jono Dry,411000,0.3,South Africa,,123300,,@UC1ez5vPW1WtzXLd1G18XI3w
46,Mihlali N,394000,2.4,South Africa,,118200,,@UCWhkEFN9UXdV2zFFZvP7O0A
47,TechNick,391000,0.5,South Africa,Technology,117300,Tech/Gaming,@UCK81mcGq-hLp3oqYG6dOcaw
48,Mr. Bow,384000,,South Africa,,115200,,@UCRuStbjeDvthcvGcr1XO82Q
49,IdolsSA,381000,,South Africa,,114300,,@UCIqNOMtvwCM3vwFi38WvQ5g
50,SABC Education Shows,370000,,South Africa,,111000,,@UCnHspqMx6eWIgCQfExI4Rdg
51,Sasenathi Studios,370000,2.0,South Africa,Celebrity,111000,Entertainment,@UCexgibQk1N1h5VILnh0lXTw
52,1 Magic,356000,,South Africa,,106800,,@UCAG4-W08jyodx28VmG-xxMw
53,AfricaOnNetflix,356000,,South Africa,,106800,,@UCzi3g9ade6lq-nGjShQOJJg
54,BOLO HOUSE MUSIC,348000,,South Africa,,104400,,@UCZBIKNpYXxh-Hl7vf7swyLQ
55,Muslim Central,346000,,South Africa,,103800,,@UCz4AXmFeSbi-0vPXI102Q5w
56,Kruger Park Sightings,345000,,South Africa,,103500,,@UCYxhhlA-a4_9241xgN6_hdg
57,Skits By Sphe,341000,0.6,South Africa,,102300,,@UC7OJqnWqGY9GTXjYatkQEPQ
58,Reinhardt Buhr,328000,,South Africa,,98400,,@UCCD_GyqAJ2w5UpH9R4yIEjw
59,Cassper Nyovest,327000,,South Africa,,98100,,@UCZsEDryBFbqJ_oeOZB__hNw
60,Gemini Blessed TV,326000,,South Africa,,97800,,@UCwIa8TXPdIdczCTkgdGvlSQ
61,Sean Kitching,319000,0.1,South Africa,,95700,,@UC3oFJp8_9KniTt_31-GcQKA
62,In Depth Cine,318000,,South Africa,,95400,,@UCUodELQsFwF8dq0X-bK9FQQ
63,Cars.co.za,314000,0.1,South Africa,Automotive,94200,Lifestyle,@UCB-mfYAd3oJLEkoMxjRAxbg
64,Anton Koen,312000,0.2,South Africa,,93600,,@UCDPicZC2OZKhd4ZhpeS1Mlw
65,William Last KRM,311000,0.2,South Africa,,93300,,@UClHh8adR12eC41xCPPuBmBQ
66,SamupertyZuluTV,306000,0.9,South Africa,,91800,,@UC7Zn__KZqh8QFA-PGnpJcOg
67,United Oromia,295000,,South Africa,Celebrity Music,88500,Music,@UCG9iFxTnt5MapeJ0rz7AJFA
68,Mafikizolo,292000,16.4,South Africa,,87600,,@UCqyuB-Y1zGRwO8wRNYGW92A
69,RockSteady Creatives,288000,,South Africa,,86400,,@UC-NUnxjx_g2Chj4riFdpDmw
70,We Love Africa,284000,,South Africa,,85200,,@UCX80qmC9baw6HXrSjfybdmQ
71,Makhadzi,283000,2.3,South Africa,,84900,,@UCSyGLZWpjz1hsIUvwAu9gaQ
72,Jack Bohloko,279000,,South Africa,,83700,,@UCjOfF7d911dLcJWRavezk8A
73,Prince Kaybee,277000,,South Africa,,83100,,@UCR7jIlutgJoNfcqq4GDoH2w
74,Showmax,266000,,South Africa,,79800,,@UCrwTExTkzOhMYkisQRHC2rg
75,Mr JazziQ,263000,2.3,South Africa,,78900,,@UCAdL_OJQ8El-Yxye0FE4jeQ
76,beautarie,261000,,South Africa,,78300,,@UCkOpz7yI4B2BG9s0GhlHEYQ
77,Johan Swanepoel,256000,,South Africa,,76800,,@UCBjwqkvxKq_acOSLRMgzp9g
78,Mpoomy Ledwaba,254000,,South Africa,Music,76200,Music,@UC72Q1TW6NVbcpt604NgX5KQ
79,Cream Puff,254000,,South Africa,,76200,,@UCVDPmj45l94H_bsum7mfnGw
80,Wild Africa Adventure Films,247000,,South Africa,,74100,,@UCbgAsqAJYbNW3RdgIfjy67g
81,Built IRL,245000,,South Africa,,73500,,@UC4gbCGiEov1VAcOFpfGKPiA
82,Kay Yarms,244000,5.3,South Africa,,73200,,@UCpEquK2QpZrwIFzxwnr9-Gg
83,Inkabi Records,235000,7.5,South Africa,,70500,,@UCqQFGn61VFpAODl5ZLiCGKA
84,Xhosanostra TV,235000,2.7,South Africa,,70500,,@UCTKqP0KbvbRlnGKzcwfrWAw
85,Emotional reader,234000,,South Africa,,70200,,@UCAIks49asygzUcmov8B10BQ
86,Mzansi Fresh Dancers,232000,0.6,South Africa,,69600,,@UCSWAzxal9yd3RH15d0a9nNw
87,Game Drive Channel,231000,,South Africa,,69300,,@UCMkrN4gjvV7zslL_Kl8tSCQ
88,MUTHALAND TV,230000,,South Africa,,69000,,@UCCvzuJsuwojJnSQwmUKan4Q
89,DStv,230000,,South Africa,,69000,,@UCgK0ISOrgUkitGvKo4c9Wfg
90,Lesiba Mothupi,225000,0.4,South Africa,,67500,,@UChCc2cTYSxDjUafGQSRmaDw
91,Kusemek,223000,,South Africa,,66900,,@UCUXL7_cdSqJiZn_XqMkUaww
92,Tio Yado Humorista Arte Tv,222000,,South Africa,,66600,,@UC8mfwn3nN1_vRnJ1s1HWnEQ
93,Koko Records,217000,1.0,South Africa,,65100,,@UCO-NoPS5l1g1cvbqp8lYHpQ
94,Woodshop Junkies,217000,1.0,South Africa,,65100,,@UCzHueSosfT92NUVmhrz7Hjw
95,Sho Madjozi,215000,,South Africa,,64500,,@UCkOVK-tMYtEITJkzsnm-uUg
96,Elaine,214000,,South Africa,,64200,,@UCjA1wdpqvS6yxHVdV1rxedQ
97,Tekweni,213000,,South Africa,,63900,,@UC3t8OVRjPKHowGxmTzxs6qA
98,Detormentis,210000,,South Africa,,63000,,@UCL5MgQS6VbE9DOwi-R5Vh6w
99,Mindset,208000,,South Africa,,62400,,@UC_ayO9NLpGuhCvxnWZ0KwYw
100,BET International,207000,,South Africa,,62100,,@UCZslbJ9Nu1TS4y6kqEtERXg
1,BLACKPINK,82000000,0.4,South Korea,,24600000,,@UCOmHUn--16B90oW2L6FRR3A
2,HYBE LABELS,68100000,,South Korea,Celebrity Music,20400000,Music,@UC3IZKseVpdzPSBaWxBxundA
3,1MILLION Dance Studio,25300000,,South Korea,,7600000,,@UCw8ZhLPdQ0u_Y-TLKd61hGA
4,KBS WORLD TV,19100000,,South Korea,,5700000,,@kbsworldtv
5,Jane ASMR 제인,16600000,,South Korea,,5000000,,@UC2fsxQr6Hcx1enORxXgKpxQ
6,BIGBANG,14800000,6.3,South Korea,,4400000,,@UCzw-C7fNfs018R1FzIKnlaA
7,Hongyu ASMR 홍유,13400000,,South Korea,,4000000,,@UCxtLc0Jqq3SKBWlIXM_OC9g
8,BIBO와 장난감,12600000,,South Korea,,3800000,,@UCL4r3zHKJpcJ0jEYSbobk1Q
9,핑크퐁 (인기 동요・동화),10800000,,South Korea,,3200000,,@UCqXwKu6dKobXEQFhdKtiJLQ
10,Stone Music Entertainment,10500000,,South Korea,Celebrity Music,3200000,Music,@UC_pwIXKXNm5KGhdEVzmY60A
11,TwinRoozi 쌍둥이 루지,10400000,,South Korea,Food and Drink,3100000,Lifestyle,@UCMa-5a4Hg3KnbiDOvhdfb3w
12,서은일상이야기,10100000,,South Korea,,3000000,,@UCraaN4FiNe7l3F4XR6s246A
13,Toymong tv 토이몽TV,10000000,,South Korea,,3000000,,@UC0vDCy8moGUhR7kRL19wWpw
14,GONGSAM TABLE 이공삼,10000000,,South Korea,,3000000,,@UC2B5onlYkZ7IaVekR9yIB6w
15,TOMORROW X TOGETHER OFFICIAL,9800000,0.1,South Korea,,2900000,,@txt_bighit
16,서은이야기[SeoeunStory],9400000,,South Korea,,2800000,,@UCVihezVtsguXEouYvtKmKYA
17,Boram Tube [宝蓝和朋友们],9000000,,South Korea,,2700000,,@UCJedRe-OQCN-75DhLmG3VPQ
18,EXO,8900000,0.2,South Korea,,2700000,,@UCzCedBCSSltI1TFd3bKyN6g
19,Mnet TV,8900000,,South Korea,,2700000,,@UCepUWUpH45hRTi-QePdq1Bg
20,M2,8800000,,South Korea,,2600000,,@UCTQVIXvcHrR9jYoJ6qaBAow
21,쏘영 Ssoyoung,8700000,0.1,South Korea,Food and Drink,2600000,Lifestyle,@UC4PpFUrfT2Pou7OwpVF0MUQ
22,SEVENTEEN,8500000,0.5,South Korea,,2500000,,@UCfkXDY7vwkcJ8ddFGz8KusA
23,이지금 [IU Official],8100000,0.8,South Korea,,2400000,,@dlwlrma
24,ITZY,7500000,0.2,South Korea,,2200000,,@UCDhM2k2Cua-JdobAh5moMFg
25,SonicToy소닉토이,7300000,,South Korea,,2200000,,@UC2NvqL2gbWQXbfnLN7C9XFg
26,야미보이 Yummyboy,7100000,,South Korea,,2100000,,@UCiiV8stcewhoCNyiErr7GtA
27,Sungha Jung,7000000,0.1,South Korea,,2100000,,@UCjWRi2qaGtKjQyoQLc4OGkw
28,ENHYPEN,6800000,1.2,South Korea,,2100000,,@enhypenofficial
29,MAMAMOO,6800000,0.2,South Korea,,2000000,,@UCuhAUMLzJxlP1W7mEk0_6lA
30,스브스케이팝 / SBS KPOP,6700000,,South Korea,,2000000,,@UCS_hnpJLQTvBkqALgapi_4g
31,TREASURE (트레저),6700000,0.5,South Korea,,2000000,,@UCx9hXYOCvUYwrprEqe4ZQHA
32,tvN drama,6500000,,South Korea,,2000000,,@UC9w-h_ciMmX64TcLRcb1xPg
33,MiniforceTV (Korean),6500000,,South Korea,,2000000,,@UCx4IY_sYVTL6RQu30Cprm8A
34,[장난감티비]TOYTV,6400000,,South Korea,,1900000,,@UCtzr07Iifce7-48Kw1phdzg
35,SBS Drama,6200000,,South Korea,,1900000,,@UC6erIDuvbOaAO-OT5rB2Xew
36,PONY Syndrome,5900000,,South Korea,,1800000,,@UCT-_4GqC-yLY1xtTHhwY0hA
37,PinkyPopTOY,5700000,,South Korea,,1700000,,@UCUf7BpZJOP4YnfF2iVDt-_Q
38,MovieCon Movie,5700000,0.3,South Korea,,1700000,,@UCMtOE24uqnPacF0y_smkw1w
39,starshipTV,5600000,0.3,South Korea,,1700000,,@UCYDmx2Sfpnaxg488yBpZIGg
40,스위트티비 SweetTV,5600000,,South Korea,Pets,1700000,Lifestyle,@UCnCXqo9jcQaHjW0iZM7tPOQ
41,jenny slime,5500000,,South Korea,,1700000,,@UCFZwZBF-5Kkw_SCHkb5_hRg
42,MayTree,5500000,,South Korea,Education Music,1600000,Music,@UC3mY2SKYhPjqImtBBXsR6_Q
43,백종원의 요리비책 Paik's Cuisine,5400000,,South Korea,,1600000,,@UCyn-K7rZLXjGl7VXGweIlcA
44,With KIds Playground [위드키즈 놀이터],5400000,,South Korea,,1600000,,@UCnHCaT79--qqZKBSWoJq_NA
45,베이비버스 -인기 동요・동화,5300000,,South Korea,,1600000,,@UCscjd-azZ1AqHxxrO6YDIQg
46,영국남자 Korean Englishman,5300000,4.5,South Korea,,1600000,,@UCg-p3lQIqmhh7gHpyaOmOiQ
47,콩순이 · 시크릿쥬쥬 [Kongsuni · Secret Jouju],5300000,,South Korea,,1600000,,@UC3sCmmMaM383cjv1jNdiU2w
48,NCT,5200000,0.9,South Korea,,1600000,,@UCwgtORdDtUKhpjE1VBv6XfA
49,[Awesome Haeun]어썸하은,5200000,,South Korea,,1600000,,@UCcpAtOvcne_cX7gvarTgKsQ
50,Fume,5200000,0.1,South Korea,,1500000,,@UCbzI92w5vWa6mEj1dACfy6g
51,BT21,5100000,,South Korea,,1500000,,@UCINr5W7cwW06ADtsszAToAw
52,Red Velvet,5100000,,South Korea,,1500000,,@UCk9GmdlDTBfgGRb7vXeRMoQ
53,NCT 127,5100000,,South Korea,,1500000,,@UCk2E0dbAyEJWnrN2bbQOcbg
54,NCT DREAM,5000000,2.4,South Korea,,1500000,,@UCXURHJRGr4-EB3l87kcbElw
55,Mini Pang TV (Korean),5000000,,South Korea,,1500000,,@UCDuoZoikGpBAlX4BZBDdGtw
56,COREANO LOCO TV,4900000,,South Korea,,1500000,,@UC4gvPAFbp7Qt6T616Y3MPLw
57,Jaeguchi,4800000,0.1,South Korea,,1500000,,@UCmth4hMyizG-_W9jidBqs_A
58,채널 십오야,4700000,0.3,South Korea,,1400000,,@UCQ2O-iftmnlfrBuNsUUTofQ
59,ddeong-gae,4700000,,South Korea,,1400000,,@UC-i2ywiuvjvpTy2zW-tXfkw
60,SBS TV동물농장x애니멀봐,4700000,,South Korea,,1400000,,@UC22go5LdQEw-iDuxFb4C0hw
61,CoCosToy 꼬꼬스토이,4700000,,South Korea,Pets,1400000,Lifestyle,@UCfVd4ZgG0hwe3F0cqRTvUWQ
62,Pororo Korean Official,4600000,,South Korea,,1400000,,@UCPUeGC_AL-OnDQORKhRm6iA
63,5 분 Tricks,4500000,,South Korea,,1400000,,@UC03jtg6Imz882ZCPnB7bZ0w
64,까니짱 [ G-NI ],4500000,0.2,South Korea,,1400000,,@UC2wZJuuD_WA9ps2FORco1EQ
65,Cooking tree 쿠킹트리,4500000,,South Korea,,1400000,,@UCtby6rJtBGgUm-2oD_E7bzw
66,하루한끼 one meal a day,4400000,0.2,South Korea,,1300000,,@UCPWFxcwPliEBMwJjmeFIDIg
67,JaeYeol ASMR 재열,4300000,,South Korea,,1300000,,@UCg7xkCKcxA84xSTGgtF9ySA
68,STUDIO CHOOM [스튜디오 춤],4300000,,South Korea,,1300000,,@UCEIi7zFR_wE23jFncVtd6-A
69,Raon,4300000,0.1,South Korea,,1300000,,@UCQn1FqrR2OCjSe6Nl4GlVHw
70,[Dorothy]도로시,4200000,,South Korea,,1200000,,@UCWUwriihuQ_ybNrAOqbg3yg
71,매일맛나 delicious day,4200000,0.2,South Korea,,1200000,,@UCFiYPUhUzLKoi-cZ0AwpjLA
72,(G)I-DLE (여자)아이들 (Official YouTube Channel),4100000,,South Korea,,1200000,,@UCritGVo7pLJLUS8wEu32vow
73,aespa,4100000,0.6,South Korea,,1200000,,@aespa
74,허팝Heopop,4000000,0.2,South Korea,,1200000,,@UCk6bX-MZXdte_7kG8TbMkqg
75,딩고 뮤직 / dingo music,4000000,,South Korea,,1200000,,@UCtCiO5t2voB14CmZKTkIzPQ
76,Daud Kim,4000000,,South Korea,,1200000,,@UCZvmd8vkAM_oMC_f90vWfag
77,ARTBEAT,3800000,,South Korea,,1100000,,@UCgZlBRLRB1-0l-qL9BkecLQ
78,워크맨-Workman,3800000,0.5,South Korea,Careers,1100000,Info/Business,@UCwx6n_4OcLgzAGdty0RWCoA
79,보경 Bokyoung,3800000,0.1,South Korea,,1100000,,@UCALl6UrYtJndCXo2p6hANPQ
80,CreamHeroes,3800000,,South Korea,,1100000,,@UCmLiSrat4HW2k07ahKEJo4w
81,KyoKwang TV,3800000,,South Korea,,1100000,,@UCwsFLjczPWiiWBS9_cdSQIQ
82,백현 Baekhyun,3700000,5.7,South Korea,,1100000,,@UCUyr5000laFgF79tWJB3rXQ
83,Kids Pang TV,3600000,,South Korea,,1100000,,@UCK2GFjc2PnRViSHRObX5nKA
84,drawholic,3600000,0.1,South Korea,,1100000,,@UCma2_rrf2FeD82J3OadClvA
85,tvN D ENT,3600000,,South Korea,,1100000,,@UCsRIHt5FkbGc6cQtCxt-ufA
86,ZOEY ASMR 조이,3500000,0.1,South Korea,,1100000,,@UCGISU4yWiEf4lB9RzdY8O4w
87,Asian Boss,3500000,,South Korea,,1000000,,@UC2-_WWPT_124iN6jiym4fOw
88,KARD,3500000,,South Korea,,1000000,,@UC5OwlwvsVmf_lXHguB6OYFw
89,Serena Art,3400000,,South Korea,Art,1000000,Entertainment,@UC7ge2l3B_-qraQ6eXkdGepw
90,YTN,3400000,,South Korea,,1000000,,@UChlgI3UHCOnwUGzWzbJ3H5w
91,푸드킹덤 Food Kingdom,3400000,0.1,South Korea,Food and Drink,1000000,Lifestyle,@UC4BfinFCS1o6t1tAsl0RVWQ
92,솔라시도 solarsido,3400000,,South Korea,,1000000,,@UCNx0TXIuGVEA_TWB5H2I6Lg
93,Smile Bam,3400000,2.4,South Korea,,1000000,,@UCKo9E6a6-E40CC6OdSbvcdA
94,Chihun ASMR 치훈,3400000,,South Korea,,1000000,,@UCx_7Isnu10jfrlV7m1Fz06A
95,JTBC Voyage,3300000,,South Korea,,993000,,@UCF3UEVPt5zZTlBVJwDG317g
96,리월드RIWORLD,3300000,,South Korea,,993000,,@UC7UbS3kToagugtwtcF2m3Fg
97,Like Nastya KOR,3300000,,South Korea,,987000,,@UCKtWpU7qXe9FxBPQwU7_W4g
98,럭키강이 LuckyKang i,3300000,,South Korea,,984000,,@UCDHIA4d_e4SOrODpU7nrVtA
99,English Singsing,3200000,,South Korea,,972000,,@UCGwA4GjY4nGMIYvaJiA0EGA
100,JAY PARK,3200000,,South Korea,,957000,,@UCK5fO9Q2gitao0M5yQvPnvw
1,Mikecrack,32200000,0.6,Spain,,9700000,,@UCqJ5zFEED1hWs0KNQCQuYdQ
2,AuronPlay,29200000,8.7,Spain,,8800000,,@auronplay
3,Las Ratitas,24500000,,Spain,,7400000,,@UCUY6t_N9MyEWu6I0ZXkbtKA
4,ElTrollino,18700000,,Spain,,5600000,,@UCI2FmVp--YL8d7iVFt8mmxg
5,TheGrefg,17700000,,Spain,,5300000,,@UCCEmjNPpJYhGDgaEqeeA4HA
6,Willyrex,17200000,,Spain,,5200000,,@UC8rNKrqBxJqL9izOOMxBJtw
7,Doggy Doggy Cartoons,16800000,,Spain,,5000000,,@UC_W0_Nv-3rxpWVvosddhrPw
8,Makiman131,14900000,0.1,Spain,,4500000,,@UCevY-z55kr37ZAXG15F-KiA
9,iTownGamePlay *Terror&Diversión*,14700000,,Spain,,4400000,,@UCKmlxQVs0vHtaLldRIQ8lsA
10,Auron,14000000,0.4,Spain,,4200000,,@UCFR2oaNj02WnXkOgLH0iqOA
11,gymvirtual,12600000,,Spain,,3800000,,@UCfwP2H1CDJvssk6g2pm8EgA
12,Adexe & Nau,12600000,,Spain,,3800000,,@UCKR6KdJmTdhLVQJnoJu9tRQ
13,Little Baby Bum en Español,12400000,,Spain,,3700000,,@UCHicabXz9rUMWLcdMqBtbxQ
14,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,12000000,,Spain,,3600000,,@UCHIwQiZhIn6fm5b_IilqBbQ
15,Luli Pampín,11900000,,Spain,,3600000,,@UCCw5Xsx3WazdczGTKJdjwPQ
16,Rubius Z,11800000,,Spain,,3500000,,@UCcjIvuxmWlS5IEQ0JdPV4Ng
17,POCOYÓ en ESPAÑOL - Canal Oficial,11700000,,Spain,,3500000,,@UCnB5W_ZJgiDFnklejRGADxw
18,Quantum Tech HD,11500000,,Spain,Careers Technology,3500000,Tech/Gaming,@UC4Tklxku1yPcRIH0VVCKoeA
19,ExpCaseros,11400000,,Spain,,3400000,,@UCoTyVfIkM-hjz4JauDoVvog
20,El Rincón De Giorgio,11200000,,Spain,,3400000,,@UCDZsyOkn-WTiTwgAvZSQ_cg
21,Mejores Juguetes,10900000,,Spain,,3300000,,@UCVnu0ZtcaY9bpJgdxAaqagA
22,Acenix,10800000,0.8,Spain,,3200000,,@UCH3h4jRKn3lJo0uORqqESPg
23,Dalas Review,10200000,0.6,Spain,,3100000,,@UCgRr2pZaGeaZVN6LfbvQk9w
24,CantaJuego,10000000,,Spain,,3000000,,@UCizr5gqjxUoz623B8B78VPQ
25,ROSALÍA,9800000,0.4,Spain,,2900000,,@UCQt9awGIFZeldFsATZNeJag
26,Pica - Pica Oficial,9700000,,Spain,,2900000,,@UCQFZLyU7ndDUk4epI-7QqXw
27,ZarcortGame,9600000,,Spain,,2900000,,@UCE3qZH8ltYwmQDmm5uinPXw
28,Ibai,9200000,0.6,Spain,,2800000,,@UCaY_-ksFSQtTGk0y1HA_3YQ
29,Wismichu,9100000,,Spain,,2700000,,@UCsmx517WjzoyFuC17DGVt1A
30,WildBrain Español,8900000,,Spain,,2700000,,@UCezM7Oug0cC4mW-9o60AjRA
31,Sparta356,8800000,,Spain,,2600000,,@UCY4_3ZL6HecuczYESAAKRdg
32,Disney Junior España,8800000,,Spain,,2600000,,@UCx5qQgFaVBfJJaw5hbE_MrA
33,Spain's Got Talent,8700000,,Spain,,2600000,,@UCxthdekpMin2DTv4i-3AjDg
34,LaLiga,8500000,,Spain,,2600000,,@UCTv-XvfzLX3i4IGWAm4sbmA
35,Funny Stop Motion videos,8300000,,Spain,,2500000,,@UCXLw_h6bFfPOKbDJXDUjA-Q
36,Real Madrid,8200000,0.2,Spain,,2500000,,@UCWV3obpZVGgJ3j9FVhEjF2Q
37,DjMaRiiO,8100000,0.6,Spain,,2400000,,@UCi7TVXyvrIwqeS9tfYD8UDA
38,Dani itss,7900000,,Spain,,2400000,,@UCD5dXej6wC856yigcC-HpeA
39,WooHoo ES,7900000,,Spain,,2400000,,@UCwmVv-CvbNdhlnPQ4SyWzkg
40,Inmagic,7700000,0.1,Spain,,2300000,,@UCdBQfHieMWDWxoCeu1de5RA
41,SaneuB,7500000,0.4,Spain,,2200000,,@UCoHQQI-lEfCQzKR1PK2LZvw
42,INNA,7300000,0.1,Spain,,2200000,,@UCr8RbU-D7iSvpy0ZO-AasoQ
43,YoSoyPlex,7300000,0.7,Spain,,2200000,,@UCl8bYBm0XAP23mReE11IBOA
44,TOYS on the go!,7100000,,Spain,,2100000,,@UCe1T7EkHIHvOIWBG1Om8xHA
45,Massi,6900000,,Spain,,2100000,,@UCGBNfqYHrq0BcVa9Co0ogsA
46,Tecnonauta,6900000,0.2,Spain,,2100000,,@UCFOSg71CRAJ58IPuV_-jMbw
47,Maya y Mary - Canciones Infantiles,6800000,,Spain,,2100000,,@UCl5hl5HIQqets-5iHhgrqOw
48,Experimentar En Casa,6800000,,Spain,,2000000,,@UCwuqQHp6LYTDIxlyaDkg6Mw
49,TheShooterCoc,6600000,0.4,Spain,,2000000,,@UCtdyg85rwF9bPlz3ON6izFw
50,Red Bull Batalla,6600000,,Spain,,2000000,,@UCRRtRg9N0R0WHZcyPZGiLKg
51,Porta,6400000,,Spain,,1900000,,@UCanCMSBvZLmv4B6XN73BTEQ
52,Trolerotutos,6400000,0.6,Spain,,1900000,,@UCazcTV-hRc4b-wdb0sFsRKQ
53,Ampeterby7,6200000,,Spain,,1900000,,@UCnmlCrWnJZ-YdDFcVKOnjhA
54,Sorpresas Divertidas,6200000,,Spain,,1800000,,@UCem7txHgFM0Egj4saI2rhdw
55,RiusPlay,6100000,0.4,Spain,,1800000,,@UCTXfzVSBZX2tnkbLf7ZU7rA
56,Manucraft,6100000,,Spain,,1800000,,@UCVoKxxQdeckWgU6DQGZCoIw
57,Morat,6000000,3.0,Spain,,1800000,,@UCvQwfdlOR55OO82gFWJCnWQ
58,ROBERT PG,6000000,1.0,Spain,,1800000,,@UC1StC0C68OdfjB9qyJPUF8A
59,Mikecrack Fans,5800000,0.1,Spain,,1700000,,@UCnm1ctk8ujjQlenfI0trHWw
60,bysTaXx,5700000,,Spain,,1700000,,@UCcfUAgCv_13Y7FyMCQ4rPYw
61,Mi Historia Animada,5700000,0.5,Spain,,1700000,,@UCAfRk-fbNGwVTfbXcmhIWoQ
62,Pablo Alborán,5700000,0.1,Spain,,1700000,,@UCf3L_9odIRo9G2L_-hsb7lg
63,¡Caja Mágica! Vídeos in Spanish,5700000,,Spain,,1700000,,@UCi06Lg5rmRjK9tCGzw7BrjQ
64,Salva,5600000,,Spain,,1700000,,@UCSmTKsZ0FfIND325ICTbxSA
65,byViruZz,5600000,0.3,Spain,,1700000,,@UCvGiJYBPgVP7W1ypE3DKOqA
