rank,name,followers,er,country,topic_of_influence,potential_reach,unified_category,handle
49,Dennis,361400,0.72,Denmark,,108400,,@5000dennis_nature
50,DANIELLA JONES,357700,1.31,Denmark,Art Design Celebrities,107300,Lifestyle,@dandanjones
51,Imran Shaikh,347600,4.57,Denmark,Beauty and Self Care Education Styling Hair Salons,104300,Beauty/Fashion,@imranintou
52,Jeanette,346600,0.28,Denmark,Fashion and Accessories Arts and Crafts DIY and Life Hacks Styling,104000,Beauty/Fashion,@_jeanettemadsen_
53,Frederikke Wærens - Food & Cake inspiration,346200,0.48,Denmark,Food and Drink Food Recipes Ice Hockey,103900,Sports,@frederikkewaerens
54,Rap Galsen Officiel🇸🇳,340400,0.09,Denmark,Entertainment and Music News Singer Music,102100,Music,@rap.galsen
55,Anders Matthesen,338100,0.55,Denmark,Entertainment and Music Design Interior Design,101400,Music,@andersandenmatthesen
56,Oliver Svejstrup Brynnum,337000,4.79,Denmark,,101100,,@oliverbrynnum
57,Cecilie Moosgaard Nielsen,332900,1.76,Denmark,Fashion and Accessories Modeling,99900,Beauty/Fashion,@ceciliemoosgaard
58,Hella Ben R.,330100,1.68,Denmark,Entertainment and Music Business,99000,Music,@thehellabr
59,Nordic Chefs 🇩🇰🇸🇪🇳🇴🇫🇮🇫🇴,310300,0.37,Denmark,Food Product Education Product Showcase Food and Drink,93100,Beauty/Fashion,@nordic_chefs
60,Carina Melissa,309600,0.08,Denmark,Home and Garden Parenting Design Interior Design,92900,Lifestyle,@mrscarlissa
61,JULIA SOFIA AASTRUP,298900,0.98,Denmark,Business and Finance Design Interior Design Celebrities,89700,Info/Business,@juliasofiaaastrup
62,Cecilie Haugaard,296800,4.11,Denmark,Funny Pets News Modeling,89000,Beauty/Fashion,@cillemouse
63,Rasmus Brohave,293700,1.9,Denmark,Video Blogger Design Interior Design Fashion,88100,Beauty/Fashion,@rasmusbrohave
64,𝐌𝐚𝐫𝐭𝐢𝐧 𝐕𝐞𝐭𝐡,293100,0.41,Denmark,Nature Outdoor Activity,87900,Lifestyle,@northern_woodsmen
65,CATHRINE LAUDRUP-DUFOUR,292500,5.11,Denmark,Animals Sports Personal Finance Coaching,87800,Sports,@cathrinedufour
66,Johan Sundstein,292000,3.2,Denmark,Sports,87600,Sports,@og_n0tail
67,Anna Astrup,289900,6.57,Denmark,Fashion and Accessories Modeling Design,87000,Beauty/Fashion,@annaastrup
68,Sally Javadi 🌙 سالی,280900,0.78,Denmark,Fashion and Accessories,84300,Beauty/Fashion,@sallyssneakers
69,Kamilla Tolnø,280700,2.02,Denmark,Arts and Crafts,84200,Entertainment,@k.tolnoe
70,Andre Tan,277100,1.77,Denmark,Fashion and Accessories Plus Size Modeling,83100,Beauty/Fashion,@andre_tan_official
71,Signe Bay,276300,0.47,Denmark,Photography Food Design Architecture,82900,Music,@signebay
72,Brian,271000,4.07,Denmark,Animals,81300,Lifestyle,@zookeeperguy
73,ArtPeople,263700,0.08,Denmark,,79100,,@artpeople_gallery
74,JULIE HOCKE,259800,7.41,Denmark,Fashion and Accessories,78000,Beauty/Fashion,@juliehocke
75,Amalie Szigethy✔,250000,1.1,Denmark,family,75000,Lifestyle,@amalieszigethyprivat
76,Sofie Linde,247400,5.2,Denmark,family Home and Garden Pets,74200,Lifestyle,@lindes_hus
77,Nikolaj Stokholm,246000,3.29,Denmark,Entertainment and Music News Design Interior Design,73800,Music,@nikolajstokholm
78,anas akchen,244400,14.37,Denmark,Fashion and Accessories,73300,Beauty/Fashion,@anas__copenhagen
79,𝐒𝐈𝐃𝐒𝐄𝐋 𝐁𝐎𝐘𝐄 𝐑𝐀𝐒𝐌𝐔𝐒𝐒𝐄𝐍,239500,0.4,Denmark,Fashion and Accessories Modeling,71800,Beauty/Fashion,@sidselrasmussen
80,MASCHA VANG,238500,2.29,Denmark,Fashion and Accessories Design Interior Design,71500,Beauty/Fashion,@maschavang
81,Ruben Søltoft,232700,5.9,Denmark,Entertainment and Music Design Interior Design,69800,Music,@rubenmedu
82,Laila Hasanovic🦂,231600,12.62,Denmark,Entertainment and Music Modeling Lifestyle,69500,Music,@lailahasanovic
83,✧ 𝕿𝖆𝖙𝖙𝖔𝖔 𝖆𝖗𝖙𝖎𝖘𝖙 ✧,229200,4.79,Denmark,Arts and Crafts DIY and Life Hacks Fashion and Accessories Piercing,68800,Beauty/Fashion,@kingaewelina_ink
84,Gina,228600,3.87,Denmark,Home and Garden Design Interior Design Decoration,68600,Lifestyle,@gncgarden
85,• 𝔐 𝔲 𝔪 𝔦 𝔞 •,225300,0.95,Denmark,Fashion Parenting Piercing,67600,Beauty/Fashion,@mumia916
86,F.C. København,225100,1.67,Denmark,Sports Soccer Design Interior Design,67500,Sports,@fc_kobenhavn
87,Галина Глосс | Блогиня 😈,224800,0.4,Denmark,Education,67400,Info/Business,@galina_gloss
88,Alexander Husum,224300,1.78,Denmark,Entertainment and Music Education Medical Health Design,67300,Music,@alexanderhusum
89,Umut Sakarya,224000,0.92,Denmark,Food,67200,Lifestyle,@umutsakarya
90,Lærke ☆ ears tour 🇸🇪N3 & 🇬🇧N5,223900,3.11,Denmark,Romance and Wedding Arts and Crafts,67200,Lifestyle,@swiftstyle__
91,Anna Briand 💛,220200,1.91,Denmark,Fashion and Accessories,66100,Beauty/Fashion,@annabriandh
92,Lærke Bagger,219300,2.62,Denmark,Arts and Crafts Education Styling Design,65800,Info/Business,@laerkebagger
93,Ella Karberg Simonsen ⛵️🍁🏊,218100,3.16,Denmark,Fashion and Accessories,65400,Beauty/Fashion,@ellakarberg
94,Aleksandra Lozinska,217600,4.84,Denmark,Home and Garden,65300,Lifestyle,@byggeligt.home
95,Tessa,216300,4.93,Denmark,Entertainment and Music,64900,Music,@tessa_okay
96,BASMA HAMZE بسمة حمزة,216300,2.92,Denmark,"Fashion Film, Music & Books",64900,Music,@basmabhamze
97,Rasmus Winther,214900,9.08,Denmark,Entertainment and Music,64500,Music,@g2.caps_
98,Jens The Beast,214100,0.13,Denmark,Fitness and Health Outdoor Activity Coaching Training,64200,Lifestyle,@jensthebeast1
99,Håndboldherrerne,213500,6.17,Denmark,Sports News Design Interior Design,64000,Sports,@haandboldherrerne
100,Chris ‘Kubby’ Kubbernus,212000,0.05,Denmark,Finance Business and Finance Marketing and Advertising Entrepreneur,63600,Info/Business,@chriskubby
1,NATTI NATASHA,36100000,0.44,Dominican Republic,Entertainment and Music Actors Music Singer,10800000,Music,@nattinatasha
2,"HONOR,LEALTAD Y RESPETO.",16600000,0.76,Dominican Republic,Life and Society Entertainment and Music Actors Music,5000000,Music,@arcangel
3,Prince Royce,15600000,0.33,Dominican Republic,Music Singer Songwriting,4700000,Music,@princeroyce
4,El Alfa El Jefe TE AMO DIOS,11100000,0.79,Dominican Republic,Actors Music,3300000,Music,@elalfaeljefe
5,🐾🎀💋La Mami Del Swagger 🎀🐾,7100000,0.35,Dominican Republic,Fashion and Accessories Actors,2100000,Beauty/Fashion,@lainsuperable
6,ALEXANDRA MVP,6600000,4.59,Dominican Republic,Fashion and Accessories Actors Modeling Digital Creator,2000000,Beauty/Fashion,@alexandramvp
7,EL JEFE DEL 28 🇩🇴,6300000,0.7,Dominican Republic,Entertainment and Music Actors Comedy,1900000,Music,@carlosmontesquieu
8,Miguel Angel Valerio,5700000,0.57,Dominican Republic,Entertainment and Music Rap Singer,1700000,Music,@donmiguelo
9,Mozart La Para,5700000,0.52,Dominican Republic,Entertainment and Music Music Actors,1700000,Music,@mozartlapara
10,Bulin 47,5600000,0.39,Dominican Republic,Entertainment and Music Music Actors,1700000,Music,@bulin47_oficial
11,EL PAPA DEL DEMBOW,4600000,0.22,Dominican Republic,Entertainment and Music,1400000,Music,@elmayorclasico
12,Amenazzy 🇩🇴,4400000,0.87,Dominican Republic,Entertainment and Music Actors Music,1300000,Music,@amenazzy
13,Yameyry Ynfante,4400000,0.58,Dominican Republic,Entertainment and Music Business and Finance Actors,1300000,Music,@lamaterialista1
14,Toxic Crow,4300000,0.25,Dominican Republic,Entertainment and Music Music,1300000,Music,@toxiccrow
15,Ana Carolina Castillo 🇩🇴,4300000,0.17,Dominican Republic,Beauty and Self Care Actors Virtualization,1300000,Beauty/Fashion,@anacarolinatv
16,EL IDOLO DE TU IDOLO 🇩🇴,4300000,0.19,Dominican Republic,Entertainment and Music Music Actors,1300000,Music,@lapizconciente
17,Caroline Aquino,4300000,0.23,Dominican Republic,Actors Virtualization,1300000,Entertainment,@carolineaquino1
18,EL NUEVO PAPA 🇩🇴 🌪🌨🌤,4200000,0.11,Dominican Republic,Entertainment and Music Music Actors,1300000,Music,@quimicoultramega
19,R O C H Y 🇩🇴,4100000,0.63,Dominican Republic,Art Actors Music,1200000,Music,@rochyrd
20,YESENIA THEN 🇩🇴🇺🇸,3800000,0.56,Dominican Republic,Business and Finance Actors Virtualization,1100000,Info/Business,@yeseniathenoficial
21,CNCO,3600000,0.83,Dominican Republic,Actors Music Singer,1100000,Music,@cncomusic
22,Yubelkis Peralta,3600000,0.17,Dominican Republic,Beauty and Self Care Fashion and Accessories Business and Finance Actors,1100000,Beauty/Fashion,@yubelkisperalta
23,Clarissa Molina,3600000,1.03,Dominican Republic,Celebrity Acting and Drama Entertainment and Music Romance and Wedding,1100000,Music,@clarissamolina
24,CHELSY,3600000,0.47,Dominican Republic,Entertainment and Music Actors Virtualization,1100000,Music,@chelsybautista5
25,Blanquito Perla 💎,3500000,0.19,Dominican Republic,Entertainment and Music Actors Music,1100000,Music,@shadowblow
26,Cheddy García,3500000,0.2,Dominican Republic,Entertainment and Music Funny Celebrity Actors,1000000,Music,@cheddyg
27,CAJADEVERDADES🤖,3300000,0.28,Dominican Republic,Life and Society News Actors,991200,Info/Business,@cajadeverdades
28,LA ROSS MARIA🎶️️️💖,3200000,4.77,Dominican Republic,Art,951600,Entertainment,@rossmariaofficial
29,Karen Yapoort Encarnacion,3200000,2.59,Dominican Republic,Entertainment and Music family Moms Actors,949900,Music,@yapoort
30,CRAZY DESIGN,3200000,0.16,Dominican Republic,Food Video Games Actors Virtualization,946400,Tech/Gaming,@crazydesignrd
31,The King🤴🏻 El Mayimbe,3100000,0.1,Dominican Republic,Art Actors,928500,Entertainment,@bulovasfamily
32,🙏CON MI DIOS 24/7🙏 El Kita 🕊🌌,3100000,0.31,Dominican Republic,Entertainment and Music Marketing and Advertising Actors Music,918500,Music,@chimbalaofficial
33,Musicologo The Libro,3000000,0.65,Dominican Republic,Entertainment and Music Music Actors Modeling,908800,Music,@musicologord
34,Karl-Anthony Towns,2900000,5.3,Dominican Republic,Actors Music Modeling,880500,Music,@karltowns
35,Shelow Shaq,2900000,0.15,Dominican Republic,Entertainment and Music Music DJ Actors,860300,Music,@shelowshaq_
36,Tokischa Altagracia Peralta,2700000,12.0,Dominican Republic,Romance and Wedding Music,806300,Music,@tokischa.popola
37,Nahiony Reyes Batista,2700000,0.24,Dominican Republic,Education Life and Society Actors Virtualization,803100,Info/Business,@nahiony
38,Alofoke Music,2600000,,Dominican Republic,News Actors Music,766900,Music,@alofokemusicnet
39,Amelia Alcantara🤍👑,2500000,2.29,Dominican Republic,Art,757500,Entertainment,@ameliaalcantara01
40,REDIMI2,2500000,0.57,Dominican Republic,"Art Celebrities Film, Music & Books",752600,Music,@realredimi2
41,Big Papi Ortiz,2400000,0.67,Dominican Republic,Sports Entertainment and Music Baseball,723200,Sports,@davidortiz
42,Martha Heredia,2400000,0.15,Dominican Republic,Entertainment and Music Music Actors,711100,Music,@marthaheredia
43,Sandra Berrocal,2300000,0.38,Dominican Republic,family Romance and Wedding,695400,Lifestyle,@sanberrocal
44,Mama Tarima 🇩🇴🔥♏️😈,2300000,4.6,Dominican Republic,,689300,,@laperversa_17
45,Dra. Tania Medina,2300000,0.29,Dominican Republic,Beauty and Self Care,685100,Beauty/Fashion,@drataniamedina
46,Jose Reyes “ La Melaza “,2200000,1.59,Dominican Republic,Entertainment and Music,663200,Music,@lamelaza_7
47,Juan Luis Liranzo,2200000,0.66,Dominican Republic,Actors Music,646800,Music,@drliranzo
48,EL MVP 🏆,2100000,1.05,Dominican Republic,Entertainment and Music Actors,635100,Music,@pushocpw
49,Vincent Carmona Arias,2100000,0.25,Dominican Republic,Art Actors,619400,Entertainment,@eldotolnastra
50,LA AUTORIDAD 👮🏽‍♂️,2100000,0.62,Dominican Republic,Art,618500,Entertainment,@ninofreestyle
51,Jenn Quezada,2000000,1.22,Dominican Republic,Entertainment and Music Business and Finance Actors Modeling,609400,Music,@jennquezada
52,YOUNG SWAGON 🇩🇴,2000000,7.32,Dominican Republic,Actors,606000,Entertainment,@youngswagon
53,El NEGRO ESTA CLARO,2000000,0.7,Dominican Republic,Automotive Actors,590900,Lifestyle,@negroestaclaro
54,Aneurys mateo,1900000,0.24,Dominican Republic,Entertainment and Music Actors,576000,Music,@cekyviciny
55,Tonio Skits,1800000,2.15,Dominican Republic,Parenting Entertainment Music Singer,540000,Music,@tonioskits
56,Shanny Lam,1800000,1.1,Dominican Republic,Fashion and Accessories Actors Virtualization,538700,Beauty/Fashion,@shannylam8
57,Andreza,1800000,5.27,Dominican Republic,family,529100,Lifestyle,@japa.chimenes
58,Yomel El Meloso🍈(EL POTI 🍆),1700000,2.7,Dominican Republic,Art Actors,524800,Entertainment,@yomelmeloso
59,Leidy Leidy💋,1700000,1.8,Dominican Republic,,524600,,@therealleidyleidy
60,Carlos Durán,1700000,2.3,Dominican Republic,Entertainment and Music Automotive Actors,500700,Music,@showcarlosduran
61,Luz Garcia,1600000,0.19,Dominican Republic,Entertainment and Music Actors Virtualization Journalists,486600,Music,@luzgarciatv
62,Luinny Corporan,1600000,0.83,Dominican Republic,Entertainment and Music Actors,469100,Music,@luinnycorporan
63,AMELIA VEGA,1600000,11.52,Dominican Republic,Entertainment and Music family Music Moms,466900,Music,@ameliavega
64,Luis Abinader,1500000,1.12,Dominican Republic,Finance Education Politics,463700,Info/Business,@luisabinader
65,LIRICO EN LA CASA,1500000,0.24,Dominican Republic,Events Actors Music,458800,Music,@liricoenlacasa
66,Nancy Alvarez,1500000,0.1,Dominican Republic,Education Upskilling Romance and Wedding Virtualization,442300,Info/Business,@dranancyalvarez
67,Ｔ Ｕ Ｅ Ｓ Ｋ Ａ,1500000,0.05,Dominican Republic,Pets Events Actors,440300,Lifestyle,@tueska
68,Vera Carolina Brito Roys,1500000,0.9,Dominican Republic,Business and Finance Actors,439700,Info/Business,@carobritor
69,Santanabarbershop,1400000,0.04,Dominican Republic,Beauty and Self Care Careers Styling School,428700,Beauty/Fashion,@santanabarbershop7
70,Mark B 🇩🇴,1400000,0.16,Dominican Republic,Music Producers Actors,417800,Music,@markbmusic
71,Ibelka Ulerio,1400000,0.03,Dominican Republic,family Fitness and Health Entertainment and Music Actors,409400,Music,@ibelkaulerio
72,SICOPATA DICHO X LO SICOPATA 👹,1400000,0.22,Dominican Republic,Art,409000,Entertainment,@elfechotrotiao
73,Hony Estrella,1300000,1.1,Dominican Republic,,389200,,@hony_estrella
74,ARLENE MC,1300000,4.83,Dominican Republic,Art Music Actors Singer,386800,Music,@arlene.mc
75,Pamela Sued Chávez,1300000,0.45,Dominican Republic,Entertainment and Music Actors Humor Celebrities,386400,Music,@pamsued
76,La Unica Diva De La 📺,1300000,0.1,Dominican Republic,Education Actors,383200,Info/Business,@divajessurum
77,Djmariposa RD,1300000,0.49,Dominican Republic,Entertainment and Music Actors Journalists,381100,Music,@djmariposard
78,Fernando Tatis Jr,1300000,12.3,Dominican Republic,,376200,,@fernando_tatis21
79,Roberto Ángel Salcedo,1200000,0.04,Dominican Republic,Entertainment and Music Actors,356200,Music,@robertoangel01
80,TheNino,1200000,1.87,Dominican Republic,Art,352700,Entertainment,@theninoyt
81,Yinett Baez 👸🏻LAMUŃECA👸🏻,1200000,1.4,Dominican Republic,Fashion and Accessories Actors,350300,Beauty/Fashion,@yinettbaez
82,TATIANA DURAN,1200000,1.15,Dominican Republic,Fitness and Health,346900,Lifestyle,@ktatiana_duran
83,Santiago Matias Alofoke,1100000,3.08,Dominican Republic,Entertainment and Music,342400,Music,@pr1ncematias
84,Dra.Yaquely Cabrera Ortega👑,1100000,0.18,Dominican Republic,Health and Medical Services,341800,Lifestyle,@yaquelycabrera
85,Ramón Tolentino,1100000,0.6,Dominican Republic,,336200,,@ramon_tolentino1
86,Dania Ramirez,1100000,0.45,Dominican Republic,family Acting and Drama Parenting News,334700,Info/Business,@daniajramirez
87,♾ BjP ♾,1100000,0.51,Dominican Republic,Entertainment and Music Parenting Music Actors,334600,Music,@blackjonaspointelnegro
88,Aliany Garcia,1100000,0.35,Dominican Republic,Art,329400,Entertainment,@aliany_g
89,Iamdra Fermín,1100000,0.62,Dominican Republic,family Education Video Gaming Actors,328600,Tech/Gaming,@iamdrafermin
90,Carolina Baez,1100000,0.13,Dominican Republic,Food Fitness and Health News Chef,327200,Info/Business,@carobaezb
91,Manny Cruz,1100000,1.92,Dominican Republic,Entertainment and Music Music Actors Humor,324600,Music,@mannycruzrd
92,Nuria Piera,1100000,1.48,Dominican Republic,Education News TV Host Journalists,322200,Info/Business,@nuriapiera
93,CH🔺EL 🎶 PRODUCIENDO,1100000,0.58,Dominican Republic,Entertainment and Music Celebrity,320500,Music,@chaelproduciendo
94,Haraca Kiko,1100000,3.17,Dominican Republic,Entertainment and Music,318500,Music,@haracakikooficial
95,Val Mercado,1100000,0.58,Dominican Republic,Fashion and Accessories Beauty and Self Care Entertainment Music,318300,Music,@val.mercado
96,CHiNO RB,1100000,3.13,Dominican Republic,Video Gaming,315800,Tech/Gaming,@elchino_rb
97,Fausto Mata,1000000,0.15,Dominican Republic,Entertainment and Music Acting and Drama Funny Romance and Wedding,314900,Music,@faustomata5
98,🦋DALISA ALEGRÍA🦋,1000000,1.04,Dominican Republic,Actors,310200,Entertainment,@dalisaalegria
99,J O S É R A M O S 🇩🇴🍉,1000000,1.24,Dominican Republic,Fitness and Health,304800,Lifestyle,@joseramosfit
100,🤴🏾 𝑹𝒂𝒚𝒎𝒐𝒏𝒅 𝒚 𝒎𝒊𝒈𝒖𝒆𝒍 🤴🏾,989200,0.4,Dominican Republic,Fashion and Accessories Celebrity TV Shows Actors,296700,Beauty/Fashion,@miguelyraymond
1,Kevlex Pazmiño,5100000,0.21,Ecuador,Fashion Singer Actors Music,1500000,Music,@kevlexd
2,Danilo Carrera,3800000,0.6,Ecuador,Life and Society Acting and Drama Celebrity Actors,1100000,Lifestyle,@danilocarrerah
3,Pongamoslo a prueba,3300000,2.28,Ecuador,,977500,,@pongamoslo_a_prueba
4,Roberto Manrique,3200000,0.15,Ecuador,Acting and Drama Education Animals Entertainment and Music,964600,Music,@robertomanrique13
5,Anthony Lencina,2900000,15.06,Ecuador,Fashion Fashion and Accessories Business and Finance Actors,882400,Beauty/Fashion,@anthonnyswagg
6,Mayita arizaga,2500000,3.0,Ecuador,family Fashion and Accessories Business and Finance Actors,761500,Beauty/Fashion,@mayitaarizaga
7,Lcda. Sofia Caiche Romero,2400000,0.59,Ecuador,Fitness and Health Arts and Crafts Travel Virtualization,726800,Lifestyle,@sofiacaiche
8,Samantha Grey 🇪🇨,2400000,0.54,Ecuador,,723900,,@samanthagreyb
9,Erika Velez,2400000,1.14,Ecuador,Fashion and Accessories Celebrity Actors,709500,Beauty/Fashion,@erikavelez
10,AMBAR MONTENEGRO,2200000,0.66,Ecuador,Virtualization Actors,670800,Entertainment,@ambaritamar1
11,WIFI MONEY™️,2100000,1.44,Ecuador,Business and Finance Finance,631300,Info/Business,@amoeller
12,En Contacto - Ecuavisa,2100000,0.07,Ecuador,Entertainment and Music Business and Finance Actors,625300,Music,@encontactoecuavisa
13,Yuleysi Coca Suarez,2000000,0.32,Ecuador,Entertainment and Music Virtualization Actors,606700,Music,@yuleysicocasuarez
14,Michela PinBu,1900000,0.73,Ecuador,Entertainment and Music Beauty and Self Care Business and Finance Actors,557400,Music,@michelapinbu
15,Indi Skovar,1700000,6.48,Ecuador,Travel Entertainment and Music,517400,Music,@indi_skovar
16,Domenica Saporiti,1600000,6.03,Ecuador,Entertainment and Music Actors,482600,Music,@domesprt
17,María Teresa Guerrero,1500000,0.4,Ecuador,Fitness and Health Travel family Actors,460100,Lifestyle,@flacaguerrerog
18,MACHALA THE GREAT,1500000,10.91,Ecuador,Fitness and Health Celebrity,448800,Lifestyle,@carterefe
19,FERNANDA GALLARDO💕,1500000,0.89,Ecuador,Actors Virtualization,444300,Entertainment,@fergallardook
20,María Fernanda Ríos/Empoderamiento femenino.,1500000,0.59,Ecuador,Acting and Drama Fashion and Accessories Beauty and Self Care Marketing and Advertising,438300,Beauty/Fashion,@mariafernandariosoficial
21,SAMANTHA INTRIAGO MAKEUP•BEAUTY•INFLUENCER,1400000,5.58,Ecuador,Beauty and Self Care Education,405500,Beauty/Fashion,@samanthaintriagomua
22,Me Encanta el Chocolate,1300000,0.13,Ecuador,Food Marketing and Advertising,404800,Info/Business,@elchocolatemeencanta
23,Dina | Entrenador | Ejercicios en casa,1300000,0.41,Ecuador,Business and Finance Bikini Coaching,403200,Info/Business,@dinamunozok
24,Tete 💃🏼,1300000,0.6,Ecuador,Soccer Actors Virtualization,398500,Sports,@stephronquillo5
25,Jefferson Rescata,1300000,1.23,Ecuador,Animals,398400,Lifestyle,@jeffersonrescata
26,Nathalie Carvajal,1300000,1.06,Ecuador,Photography Actors,398300,Music,@nathalie_carvajalcampoverde
27,De Casa en Casa,1300000,,Ecuador,Home and Garden Actors Journalists,394400,Info/Business,@decasaencasa
28,Evelyn Vanessa Calderón,1300000,0.67,Ecuador,Fashion and Accessories Modeling Entertainment Actors,392600,Beauty/Fashion,@evelynvcalderon
29,Johann Vera,1300000,1.25,Ecuador,Entertainment and Music Music Band,387300,Music,@johannvera
30,Andreina Bravo 🌙,1200000,1.37,Ecuador,Entertainment and Music Actors,368800,Music,@andreinabravoo
31,Mare,1200000,0.86,Ecuador,Acting and Drama Actors Artist,356000,Entertainment,@marecevallos
32,Fernando Tufiño,1100000,0.93,Ecuador,Art Actors Virtualization,325600,Entertainment,@fertufin
33,Fabiola Véliz,1100000,0.18,Ecuador,,325500,,@fabiolaveliz
34,Carlos Jose Matamoros Icaza,1100000,0.1,Ecuador,Acting and Drama Education Parenting Virtualization,320800,Info/Business,@carlosjosemi
35,Marlon Chito Vera 🇪🇨,1000000,3.72,Ecuador,Sports Actors Modeling,314000,Sports,@chitoveraufc
36,Claudia Camposano,1000000,0.06,Ecuador,Art,311800,Entertainment,@claudiacamposano
37,Marcela Ruete,1000000,0.17,Ecuador,Fitness Actors,307700,Lifestyle,@marcelaruete
38,Erika Valencia,1000000,0.2,Ecuador,Acting and Drama Fashion and Accessories Soccer Actors,305400,Sports,@lanegraerika
39,DMTX,1000000,0.57,Ecuador,,301700,,@dimitrhix
40,Eduardo Verástegui,1000000,0.57,Ecuador,Entertainment and Music Celebrity Actors,301200,Music,@eduardoverastegui
41,Silvana Torres🐍,985900,0.4,Ecuador,Entertainment and Music Actors,295800,Music,@lavenenotorres
42,Somos La Joda!,893900,0.4,Ecuador,Entertainment and Music,268200,Music,@somoslajoda.ec
43,Priscilla Rendon,891200,1.53,Ecuador,Beauty and Self Care Virtualization,267400,Beauty/Fashion,@prisrendonmakeup
44,Nancy Puglla🇪🇨,889300,1.83,Ecuador,family Beauty and Self Care,266800,Beauty/Fashion,@nancy_risol
45,BarcelonaSC,855000,0.34,Ecuador,Sports Marketing and Advertising Soccer,256500,Sports,@barcelonasc
46,Miguel Cedeño,831700,1.25,Ecuador,Actors Virtualization,249500,Entertainment,@miguelcedenoc
47,FARÁNDULA ECUADOR,808700,1.84,Ecuador,Entertainment and Music,242600,Music,@faranduladatos
48,Jordan Álvarez,808100,0.73,Ecuador,Funny,242400,Entertainment,@jordan.alvarez
49,Moda Peinados Maquillaje,806500,0.14,Ecuador,,241900,,@moda_peinados_y_maquillaje
50,Virginia Limongi Silva 🍋,806400,1.4,Ecuador,Entertainment and Music Actors,241900,Music,@virginialimongis
51,Margarita Cabrera,799700,1.83,Ecuador,,239900,,@margaritamarilyn
52,La Tri Ecuador 🇪🇨,786100,1.2,Ecuador,,235800,,@latriecu
53,Alejandra Quiroz,777300,6.4,Ecuador,,233200,,@alejandraquiroz_f
54,𝔸𝕝𝕖𝕩 𝕍𝕚𝕫𝕦𝕖𝕥𝕖 •Actor,769000,1.8,Ecuador,Funny Acting and Drama Entertainment and Music Actors,230700,Music,@alexvizuete
55,Mariela Viteri,763300,0.06,Ecuador,Entertainment and Music Parenting Actors,229000,Music,@marielaviteri
56,Leito Granda \o/,763200,19.36,Ecuador,Entertainment and Music family Actors Modeling,229000,Music,@leitogranda
57,Richard Carapaz,747400,1.09,Ecuador,Sports Actors,224200,Sports,@richardcarapaz
58,Maykel Oficial,721000,0.2,Ecuador,Entertainment and Music Actors,216300,Music,@maykel_oficial
59,Erick Trujillo López,711500,0.36,Ecuador,Product Education Actors Virtualization,213400,Info/Business,@chichotrujillo5
60,Hincha Amarillo,709700,0.06,Ecuador,Virtualization Actors,212900,Entertainment,@hincha_amarilloec
61,Cecilia Cascante,707500,1.38,Ecuador,Beauty and Self Care Actors Virtualization,212300,Beauty/Fashion,@ceciliacascante
62,Jhon Alex Alava,698100,1.41,Ecuador,Virtualization Actors,209400,Entertainment,@jhonalava
63,KikeJav,690200,2.72,Ecuador,Entertainment and Music Business and Finance Celebrity Video Blogger,207100,Music,@kikejav
64,Gina López,678900,3.5,Ecuador,,203700,,@ginaalopeez
65,Henry Bustamante,675400,0.2,Ecuador,Entertainment and Music Actors Journalists Virtualization,202600,Music,@henrybustamant
66,Cynthia Viteri,674900,1.11,Ecuador,Actors Virtualization,202500,Entertainment,@cynthiaviteri
67,Davicho Reinoso,664800,1.1,Ecuador,Actors,199400,Entertainment,@davichoreinoso
68,MA MERCEDES PACHECO,657200,0.74,Ecuador,Acting and Drama Celebrity Television Actors,197200,Entertainment,@mamercedesp
69,Nataly Valencia,654500,2.8,Ecuador,,196300,,@natalyvalencia.v
70,FARÁNDULA ECUADOR,644600,1.3,Ecuador,,193400,,@lasapadatv
71,Guillermo Lasso,644600,0.44,Ecuador,Actors Virtualization,193400,Entertainment,@guillermolasso
72,Constanza Baez Jalil,632500,0.8,Ecuador,Actors,189800,Entertainment,@constanzabaezjalil
73,Renier Izquierdo,626400,1.96,Ecuador,Entertainment and Music,187900,Music,@renier.izquierdo
74,FEF🇪🇨,615300,0.77,Ecuador,Sports Soccer,184600,Sports,@fefecuador
75,Klei Mora,603300,1.18,Ecuador,Finance,181000,Info/Business,@kleimora
76,DrMarcelo Medrano Freire,578900,,Ecuador,Beauty and Self Care Home and Garden Parenting Actors,173700,Beauty/Fashion,@drmarcelomedranofreire
77,María José Flores,578500,0.36,Ecuador,Entertainment and Music Actors,173600,Music,@majosefloresm
78,Roberto Ochoa,577600,0.85,Ecuador,Travel Business and Finance Adventure,173300,Info/Business,@robertoochoahe
79,Bustabrothers,574600,2.0,Ecuador,Art Public Figure,172400,Entertainment,@bustabrothers_ofc
80,Ana Paula Roldan,565200,1.73,Ecuador,Entertainment and Music Finance Business and Finance Actors,169600,Music,@aprd5
81,Jandino,548700,0.37,Ecuador,Art Celebrities Animals & Pets Humor,164600,Lifestyle,@jandino
82,Guillermo Toscano,544500,1.44,Ecuador,Automotive Actors Celebrities Hair & Beauty,163300,Beauty/Fashion,@guillermotoscanof
83,Gonzalo Plata,544000,9.66,Ecuador,,163200,,@gonzalo_plata20
84,Renata Mosquera Beauty Center,541300,,Ecuador,Beauty and Self Care Actors Virtualization,162400,Beauty/Fashion,@rmdbeautycenter
