rank,handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg,_platform,_month,_year
276,jesusnalgas,JESUSNALGAS,3.6M,1.7M,244.3K,3.2K,4.2K,tiktok,november,2022
277,porojin,Chammy 🦁,1.4M,3.3M,648.6K,883,510,tiktok,november,2022
278,eldiegobonilla,Diego Bonilla 💎,2.7M,5.6M,261.6K,709,1.3K,tiktok,november,2022
279,iury.ofc,Iury Silva,3.3M,4.1M,250.3K,865,2K,tiktok,november,2022
280,jackktierney,Jack Lawrenson-Jones,28.7K,2M,458.2K,1.6K,1.6K,tiktok,november,2022
281,www.luluca,luluca 💗,2.6M,1.8M,202.1K,5.9K,2.5K,tiktok,november,2022
282,arigameplays,AriGameplays,23.6M,2.9M,415.8K,1.6K,897,tiktok,november,2022
283,kervo.dolo,Kervo.dolo,10.4M,1.7M,344.5K,1.5K,3.6K,tiktok,november,2022
284,jamescharles,James Charles,37.5M,3.3M,317K,1.7K,1.1K,tiktok,november,2022
285,datdo0803,Đỗ Đạt,7.7M,3.6M,398.2K,1.4K,619,tiktok,november,2022
286,miguelito_peru,Miguel Alessandro,2.4M,2.4M,183.3K,1.2K,5.4K,tiktok,november,2022
287,sabrinacarpenter,Sabrina Carpenter,13.1M,2.9M,361.7K,1.7K,1K,tiktok,november,2022
288,soy_marcela4,Soy_marcela,5.2M,1.8M,332.6K,1K,3.8K,tiktok,november,2022
289,adifishy,adi,3.4M,10.7M,291K,427,471,tiktok,november,2022
290,leannafirestone,leanna,691.6K,1.7M,277.2K,1.9K,4K,tiktok,november,2022
291,outtpig,OuttPig,2.3M,1.5M,341.1K,2.5K,2.9K,tiktok,november,2022
292,jennialarcon_,Jenni Alarcon,3.7M,2.6M,452.3K,1.3K,1K,tiktok,november,2022
293,larrywheels,Larrywheels,2.1M,3M,305.6K,1.1K,1.9K,tiktok,november,2022
294,bestgodmode,GOD MODE MOMENTS🌀,2.1M,4.1M,570.6K,595,583,tiktok,november,2022
295,kallmekris,Kris HC,47.1M,2.4M,292.3K,2.6K,1.3K,tiktok,november,2022
296,retomiguel,Jen & Miguel,3.2M,2.4M,279.6K,582,3.5K,tiktok,november,2022
297,pokmindset,POKMINDSET,2.2M,4.5M,408.8K,786,708,tiktok,november,2022
298,tatizaqui,TATI ZAQUI,8.1M,4.1M,212.9K,2.7K,376,tiktok,november,2022
299,winnermaxyt,WinnerMax,6.2M,4M,318.2K,1.1K,1K,tiktok,november,2022
300,tarcisioxx_,Thiago Tarcisio,3.1M,1.8M,39.6K,35.2K,1.9K,tiktok,november,2022
301,rl.carbona,rl carbona,1.3M,2.7M,404.9K,758,1.6K,tiktok,november,2022
302,ninogashi,NinoGashi,1.6M,2M,166.2K,2.8K,5K,tiktok,november,2022
303,its.michhh,Michel Chavez,33.3M,3.6M,432.9K,1.4K,250,tiktok,november,2022
304,larissagloor,𝗟𝗮𝗿𝗶𝘀𝘀𝗮 𝗚𝗹𝗼𝗼𝗿,3.8M,2.2M,424.7K,1.9K,886,tiktok,november,2022
305,nonnapiaa,Nonna Pia,3M,1.8M,177.8K,3.9K,4.1K,tiktok,november,2022
306,carloandsarah,carloandsarah,4.2M,2.6M,324.8K,1.1K,2K,tiktok,november,2022
307,sapphie_the_pomsky,Sapphie the Pomsky,3.2M,2.6M,220K,1K,3.4K,tiktok,november,2022
308,samanthayve,samantha eve 🤠,6.7M,4.6M,249.6K,1.7K,552,tiktok,november,2022
309,jimenibby,jimenibby,1.6M,2.3M,404.6K,2K,693,tiktok,november,2022
310,robegrill,robegrill,11.4M,3M,340.6K,578,1.9K,tiktok,november,2022
311,rafaelsantos,Rafael Santos,18.9M,2.7M,425K,1.5K,637,tiktok,november,2022
312,montpantoja,Montpantoja,36.4M,3.2M,449.9K,1.2K,520,tiktok,november,2022
313,jordanavucetic,jordanavucetic,3M,1.7M,390.3K,3.2K,606,tiktok,november,2022
314,yazidzohri,Yazid Zohri,2.8M,3.2M,237.9K,2.4K,816,tiktok,november,2022
315,suillaud,suillaud,1.1M,1.2M,321.7K,3.1K,3K,tiktok,november,2022
316,livvy,Olivia Dunne,6.2M,2.5M,312.3K,2K,1.1K,tiktok,november,2022
317,dannero,Dannero,7.5M,3M,265.9K,1.6K,1.4K,tiktok,november,2022
318,jjeverettrose,Jake Joseph Everett-Rose,4.2M,2.3M,367.7K,1.4K,1.5K,tiktok,november,2022
319,cierraramirezofficial,Cierra Ramirez,1.3M,2.4M,520.8K,998,921,tiktok,november,2022
320,datvilla94,🔥Đạt Villa🔥,7.2M,1.9M,158.9K,5.6K,2.5K,tiktok,november,2022
321,shayvise,Shayvise,4M,2.7M,459.2K,1.5K,401,tiktok,november,2022
322,lyodrabeneran,Lyodra Ginting,2.2M,2.1M,286.6K,1.2K,2.7K,tiktok,november,2022
323,dudeperfect,Dude Perfect,17.2M,4.7M,544.8K,396,531,tiktok,november,2022
324,jordanbardella,Jordan Bardella,292.2K,1.7M,178.9K,4.6K,3.2K,tiktok,november,2022
325,gusyterequijas,Gus Quijas,2.7M,2.8M,393.3K,864,1.3K,tiktok,november,2022
326,e_l_k_s_a_7_a,🔱 الكساحه 🔱,7.5M,2.2M,245.4K,2.4K,1.9K,tiktok,november,2022
327,oscar_mezar,Oscar Meza,6.2M,3.7M,352.1K,664,1.1K,tiktok,november,2022
328,mimiyouu,Mimi YOU,497.5K,2.3M,211.4K,1.8K,2.9K,tiktok,november,2022
329,marshelwidianto,Marshel Widianto,2.5M,2.9M,222.9K,2.6K,969,tiktok,november,2022
330,atretaequedahonorarios,Pedro Almeida,121.7K,1.7M,119.4K,4.9K,6.3K,tiktok,november,2022
331,jubiandxian,jubiandxian,6.1M,2.6M,380.2K,1.2K,1.2K,tiktok,november,2022
332,helen_christie,Helen Christie,1.2M,3M,514.9K,792,665,tiktok,november,2022
333,mrnigelng,Nigel Ng (Uncle Roger),6.4M,2.7M,313.8K,855,1.9K,tiktok,november,2022
334,landonbarkerr,Landon Barker,4.3M,3.2M,397.8K,1.4K,368,tiktok,november,2022
335,timmy2cans,Timmy2Cans,1.6M,2.5M,229.8K,1K,2.8K,tiktok,november,2022
336,fedevigevani,Fede Vigevani,15M,3.4M,232.9K,2.3K,541,tiktok,november,2022
337,dafnnejm,dafnne ☻,4.4M,2.5M,468.7K,1.3K,565,tiktok,november,2022
338,thecordlefamily,Hunter & Devin,3.2M,2.6M,379.7K,869,1.4K,tiktok,november,2022
339,bu3qeel,abu aqeel 🙆🏻‍♀️,1.1M,3.3M,137.3K,2.5K,2.4K,tiktok,november,2022
340,reemandbarbary,Reem و Barbary,3.8M,3.6M,261.6K,918,1.4K,tiktok,november,2022
341,realmadrid,Real Madrid C.F.,22.3M,2.7M,321.8K,1.1K,1.4K,tiktok,november,2022
342,flossybaby,flossybaby,4.2M,2.1M,362.4K,1.4K,1.4K,tiktok,november,2022
343,pkllipe,Pk,19.6M,2M,405.4K,1.4K,1.3K,tiktok,november,2022
344,trevorwallace,trevor wallace,9.1M,2M,313.6K,755,2.7K,tiktok,november,2022
345,jairitosolano,jairito,1.9M,4.9M,330.7K,589,737,tiktok,november,2022
346,6ar6ie6,BARBIE THREE SIX,1.8M,2.6M,345.3K,1.5K,871,tiktok,november,2022
347,minami.0819,🦄💙MINAMI💙🦄,1.8M,1.3M,160.9K,8.5K,1.7K,tiktok,november,2022
348,huddy,Huddy,32.2M,2.1M,264K,2.7K,1.3K,tiktok,november,2022
349,iimaya1,Maya Majed,1.7M,2.9M,158.6K,2K,2.6K,tiktok,november,2022
350,anas_fikry,Anas fikry,12.3M,2.7M,183.6K,2.3K,2K,tiktok,november,2022
351,keeganevansphoto,Keegan Evans,1.2M,2.5M,372.9K,1.2K,1K,tiktok,november,2022
352,sonyakisa8,Cat Sonya,17.9M,3.8M,180.7K,679,2.3K,tiktok,november,2022
353,mattiastanga,Mattia Stanga,2.8M,1.4M,223.1K,1.2K,5.4K,tiktok,november,2022
354,charlieputh,Charlie Puth,20.7M,2.2M,285.2K,2.2K,1.1K,tiktok,november,2022
355,abbieherbert,AbbieHerbert,14.2M,4.3M,459.1K,671,372,tiktok,november,2022
356,keirariff,Keira,5.4M,2.4M,521.4K,832,813,tiktok,november,2022
357,joshpeck,Josh Peck,7.8M,2.9M,369.7K,627,1.3K,tiktok,november,2022
358,nottclay,nottclay,2.2M,976.4K,182.9K,1.5K,10K,tiktok,november,2022
359,ayudewi070,AyuDewi,1.3M,4.4M,186K,1.3K,1.2K,tiktok,november,2022
360,nottheworstcleaner,Not the Worst Cleaner,5M,3M,359.4K,1.4K,484,tiktok,november,2022
361,sweizayne,Iana McCalebb,1.8M,1.1M,242.7K,2.9K,4.6K,tiktok,november,2022
362,incorrectlyroce,Roce Ordoñez,9M,2.6M,418.4K,851,990,tiktok,november,2022
363,halinhofficial,Ha Linh Official,2.9M,3M,302.9K,1.8K,431,tiktok,november,2022
364,virginiafonseca,Virginia,34.8M,2.8M,393.3K,1.1K,720,tiktok,november,2022
365,brentrivera,Brent Rivera,45.5M,2.1M,306.8K,2.7K,382,tiktok,november,2022
366,murphslife,Aaron Murphy,5.9M,1.7M,198.7K,1.8K,4K,tiktok,november,2022
367,erictro,Eric Tro,4.8M,4.2M,417.5K,605,503,tiktok,november,2022
368,melfouad,Melfouad,1.5M,1.9M,126.7K,1.8K,6.4K,tiktok,november,2022
369,itspuffpuff,Puff Puff,4M,1.4M,80.4K,1.4K,16.3K,tiktok,november,2022
370,iben_ma,Iben M.A.,9.2M,2.7M,207.5K,3.2K,280,tiktok,november,2022
371,hesfinatia,PINAT🍅|| IG: @hesfinatia,9.3M,3.8M,399.6K,1K,262,tiktok,november,2022
372,rucenuenda1,Ruce Nuenda,2.5M,2.5M,367.8K,1.6K,443,tiktok,november,2022
373,joshtgodfrey,Josh Godfrey,785.3K,1.7M,178.8K,2.9K,3.5K,tiktok,november,2022
374,thecoreyb,Corey B,9M,1.2M,174.6K,977,8K,tiktok,november,2022
375,isaias,Isaías,11.5M,1.8M,266.7K,1.8K,2.2K,tiktok,november,2022
376,3dshane,Shanef3d,432.6K,2.5M,248.8K,1K,2.1K,tiktok,november,2022
377,dilanjaniyar,Emang namanya Dilan,2.1M,3M,263.6K,1.9K,445,tiktok,november,2022
378,insertrichie,Insert Richie,4.4M,2.7M,217.8K,767,2.4K,tiktok,november,2022
379,chourouk.model_official,Chourouk_model_official,5.7M,3.3M,173.5K,626,2.6K,tiktok,november,2022
380,keniaos,KeniaOs,16M,1.7M,319.5K,2.3K,1K,tiktok,november,2022
381,lana_mohd89,𝑳𝑨𝑵𝑨 🦋,6M,2.2M,174.2K,2.8K,1.9K,tiktok,november,2022
382,matt_and_abby,Matt & Abby,4.7M,3M,382.9K,520,1.1K,tiktok,november,2022
383,c4tluvr666,Kennedy Walsh,2.8M,1.8M,440.2K,1K,1.2K,tiktok,november,2022
384,chinguamiga,Chingu Amiga,20.5M,3M,399.5K,1.1K,384,tiktok,november,2022
385,iamdtg,DTG,2.7M,1.6M,182.6K,1.5K,4.5K,tiktok,november,2022
386,keemokazi,KEEMOKAZI,31.2M,3.3M,350.1K,1.2K,313,tiktok,november,2022
387,yogabukanhyuga,yogabukanhyuga,199.1K,2.4M,231.6K,639,2.6K,tiktok,november,2022
388,dermdoctor,DermDoctor | Dr. Shah,17.3M,4.8M,221.2K,711,941,tiktok,november,2022
389,twistedpennywise,TwistedPennywise,17.6M,2.5M,260.6K,1.3K,1.4K,tiktok,november,2022
390,2m.elgany,🇲🇦(محمود&مريم)🇪🇬 هيستيريا,1.2M,2.6M,144K,1.8K,2.8K,tiktok,november,2022
391,morganveraa,Morgan Vera,6.2M,3.5M,328.5K,773,709,tiktok,november,2022
392,therealhammytv,TheRealHammyTV,15.7M,3M,164.1K,533,2.9K,tiktok,november,2022
393,leal_stephany,Stephany Leal,13.6M,1.9M,376.1K,452,1.9K,tiktok,november,2022
394,quenblackwell,quenblackwell,7.9M,1.8M,271.1K,2.4K,1.2K,tiktok,november,2022
395,alwifahry,alwi fahry,10.9M,1.9M,242K,2K,1.6K,tiktok,november,2022
396,namemnjtv12,MNJ TV(ตัวจริง),7.6M,3.3M,285.6K,1.4K,346,tiktok,november,2022
397,attahalilintar,Atta Halilintar,12.8M,2.8M,258.1K,1.3K,1K,tiktok,november,2022
398,julesleblanc,jules,18.9M,2.4M,561K,1K,186,tiktok,november,2022
399,iamdikeh,Dikeh,4.9M,1.9M,248.7K,2.4K,1.1K,tiktok,november,2022
400,dennismik,DENNISMIK💫,5.5M,4.1M,212.2K,736,1.1K,tiktok,november,2022
401,vilmeijuga,VILMEI✨,20.4M,2.1M,183.8K,2.2K,2K,tiktok,november,2022
402,dudamaryah,dudamaryah,6.4M,1.8M,325.6K,1.1K,1.6K,tiktok,november,2022
403,mdmotivator,Zachery Dereniowski,11.1M,2.6M,388.3K,1.2K,382,tiktok,november,2022
404,andreaaybar1995,Andrea Aybar,3.5M,3.9M,270.3K,1.3K,252,tiktok,november,2022
405,lizzza,Liza Koshy,30.3M,2.3M,337.1K,1.3K,801,tiktok,november,2022
406,itsasiaelaine,Asia E Smith,176.8K,1.1M,125.5K,3.3K,8.3K,tiktok,november,2022
407,pedroarcafra,PEDRO ARCAFRA,2.9M,934.2K,63.9K,768,25.9K,tiktok,november,2022
408,thebrandonrobert,Brandon Robert,11.5M,2.3M,198.5K,1.9K,1.6K,tiktok,november,2022
409,madelineargy,madz,3M,2.5M,454.1K,933,468,tiktok,november,2022
410,nathaliavalente,Nathalia,14.4M,2.8M,303K,1.4K,488,tiktok,november,2022
411,airrack,Eric Decker,1.3M,3.4M,418.5K,857,252,tiktok,november,2022
412,zodiac.boyfriend,Zodiac Boyfriend🪐🔮,2.4M,1.6M,207.3K,2.1K,2.6K,tiktok,november,2022
413,yurielkysojeda,Yurielkys Ojeda 🕷,15.5M,2.2M,280.8K,995,1.5K,tiktok,november,2022
414,brittikitty,Brittany & Lily,14.7M,2.3M,346.9K,1K,926,tiktok,november,2022
415,jiembasands,Jiemba Sands,4.8M,1.5M,245.3K,1.1K,3.2K,tiktok,november,2022
416,ireniusx,ireniusx,6.5M,2.1M,381.2K,960,1K,tiktok,november,2022
417,1iamdesibanks,Desi Banks,1.7M,1.2M,195.5K,1.3K,5.4K,tiktok,november,2022
418,noeldeyzel_bodybuilder,Noel Deyzel🇿🇦,5.8M,1.9M,308.8K,1.3K,1.4K,tiktok,november,2022
419,mieayamthebstt,Unaa🍜,16.7M,2.8M,278.9K,1.3K,653,tiktok,november,2022
420,sabrenorris,Sabre Norris,3.7M,2.2M,205.7K,3K,346,tiktok,november,2022
421,beca,beca,26.8M,2.1M,254.2K,1.9K,947,tiktok,november,2022
422,dilanjaniyar_2,Emang Dilan namanya,2.6M,2.6M,328.9K,1.3K,468,tiktok,november,2022
423,nnatalieaguilar,natalie & the aguilars,5.4M,3.3M,467.4K,450,547,tiktok,november,2022
424,tifannylm,⚡️TEF,9M,3.5M,443.7K,604,370,tiktok,november,2022
425,zeinazeee,Zeina Zee,4.1M,3.7M,225.4K,1K,807,tiktok,november,2022
426,thebenjishow,benji,6M,2.1M,287.4K,883,1.6K,tiktok,november,2022
427,the.sign.guy,Austin Mollno,5.1M,3.5M,405K,872,176,tiktok,november,2022
428,nick.digiovanni,nick.digiovanni,9.4M,2.8M,398.3K,890,438,tiktok,november,2022
429,lkzinhu,LK,18M,2.4M,337.7K,937,889,tiktok,november,2022
430,nilered,NileRed,10.6M,1.6M,351.8K,1.4K,1.2K,tiktok,november,2022
431,n.vv3,ناصر || 🇸🇦 alsubaie,4.8M,2.2M,145.6K,2.1K,2.6K,tiktok,november,2022
432,mispastelitos_,Mis Pastelitos,10.2M,2.6M,389.5K,620,827,tiktok,november,2022
433,lordtrunks,Lord Trunks,4.5M,2.1M,240.4K,1.5K,1.4K,tiktok,november,2022
434,taliyaandgustavo,TALIYA & GUSTAVO,2.5M,3.1M,297K,701,868,tiktok,november,2022
435,dimelonegritow,El negrito🧑🏾‍🦱,1.5M,2M,249.4K,723,2.1K,tiktok,november,2022
436,tessa_dgen,Анастасия,2.7M,1.9M,103.1K,2.5K,4.8K,tiktok,november,2022
437,maytree_music,Maytree 메이트리,11.3M,2.6M,214.9K,1.6K,1K,tiktok,november,2022
438,kimandnorth,Kim and North,9.6M,4.6M,332K,0,945,tiktok,november,2022
439,karenbarreraoficial,Karen Barrera,16.3M,3.5M,335.6K,484,724,tiktok,november,2022
440,venomlive85,🕸 VENOM 🕸,1.1M,2.9M,217.9K,1.8K,410,tiktok,november,2022
441,abu_julia_official,Abu Julia أبو جوليا,3.3M,2M,123.6K,1K,4.7K,tiktok,november,2022
442,initiaraandini,tiara andini,5.2M,2.5M,267.2K,1.4K,730,tiktok,november,2022
443,krisjenner,Kris,3.5M,1.6M,237.7K,2.2K,1.5K,tiktok,november,2022
444,bek1as,Bektas,243.6K,1.7M,201.4K,1.2K,2.9K,tiktok,november,2022
445,lucasvarelaaaa,Lucas varela,3M,1.6M,264K,436,3K,tiktok,november,2022
446,madonna,madonna,3M,3.1M,71.5K,4.2K,2.1K,tiktok,november,2022
447,mondeenise,Monica🖤,1.4M,1.2M,188.9K,5.2K,904,tiktok,november,2022
448,vanbanger,tyler,958.6K,1.4M,220.1K,1.9K,2.7K,tiktok,november,2022
449,thelondoncharles,London Charles,6.1M,2.1M,365K,1K,749,tiktok,november,2022
450,farhanrn__,FARHAN,5.4M,2.4M,343.6K,1.1K,591,tiktok,november,2022
451,taylorrandsoph,TAYLOR & SOPHIA,2.8M,1.8M,250.6K,1.3K,1.8K,tiktok,november,2022
452,pakoyaso_,Pakoyaso,13.8M,2.4M,327.8K,1K,725,tiktok,november,2022
453,ali.klose11,علي كلوزه,2.2M,1.8M,213.4K,2.6K,919,tiktok,november,2022
454,katclark86,Kat Clark,3.1M,2.6M,392.4K,1.2K,161,tiktok,november,2022
455,official_gidle,(G)I-DLE·(여자)아이들,3.4M,2.1M,345.1K,1.3K,643,tiktok,november,2022
456,diegodiego_,Diego Cruz,8.3M,1.3M,208.9K,2.5K,2.5K,tiktok,november,2022
457,snerixx,Sam Erix,8.5M,1.4M,334.2K,1.6K,1.3K,tiktok,november,2022
458,fedez,fedez,5.9M,1.8M,225.3K,1.6K,1.8K,tiktok,november,2022
459,kulinaria.recetas,AGUS LIPORACE,4.2M,2.2M,249.5K,340,2.1K,tiktok,november,2022
460,itsmatheuscosta,Matheus Costa,5.1M,1.7M,219.2K,1.7K,1.9K,tiktok,november,2022
461,leen_mohd98,LEEN🌸,4M,2.4M,150.4K,2K,1.7K,tiktok,november,2022
462,rayssabuq,Rayssa Buq,7.6M,2M,164.1K,1.6K,2.5K,tiktok,november,2022
463,rondamichael,michael ronda,4M,2.5M,285.5K,692,1.2K,tiktok,november,2022
464,lisefalfio,Lisef Alfio,1.6M,2.1M,160.7K,596,3.4K,tiktok,november,2022
465,fredziownik_art,Franek Bielak,12.6M,3.6M,194K,1.4K,504,tiktok,november,2022
466,sonrixs_,Sonrixs,14.8M,3.3M,397K,661,351,tiktok,november,2022
467,unnecessaryinventions,Unnecessary Inventions,6M,1.6M,314K,1.8K,814,tiktok,november,2022
468,_mrs.grey,_mrs.grey,127.1K,1.4M,357.9K,1.5K,1.2K,tiktok,november,2022
469,ailutokman,Ailu Tokman | RECETAS FÁCILES,3.7M,1.6M,201.9K,323,3.8K,tiktok,november,2022
470,adrianbliss,Adrian Bliss,7.6M,2M,332.7K,724,1.3K,tiktok,november,2022
471,tiger050794,Son Tung M-TP,3.9M,1.6M,236.5K,3K,445,tiktok,november,2022
472,zainah.mb,Zainah & Minnie,2M,1.5M,278.5K,818,2.3K,tiktok,november,2022
473,noguidnce,NO GUIDNCE,2.4M,2.3M,387.7K,990,481,tiktok,november,2022
474,good.boy.ollie,Good Boy Ollie,5M,1.2M,254.4K,1.4K,2.9K,tiktok,november,2022
475,basementgang,Basement Gang,5.8M,1.6M,306.6K,947,1.7K,tiktok,november,2022
476,averycyrus,Avery Cyrus,8.2M,3.4M,273.4K,739,658,tiktok,november,2022
477,fujiiian,Fuji,16.6M,3M,274K,809,763,tiktok,november,2022
478,chilinypikinoficial,Chilinypikinoficial,4.1M,3.6M,184.7K,518,1.4K,tiktok,november,2022
479,aaaniiqqq,aniqsuhair,284.2K,1.8M,205.1K,1.4K,2.1K,tiktok,november,2022
480,germangarmendia,German Garmendia,18.8M,1.9M,327.7K,1.5K,522,tiktok,november,2022
481,fayneee,Unaverage Student,3M,2.3M,165K,2.1K,1.2K,tiktok,november,2022
482,baylenlevine,Baylen Levine,4.7M,1.3M,219.7K,3.5K,942,tiktok,november,2022
483,bigtugg,Tucker Lindgren,2.1M,1M,275.7K,1.7K,3K,tiktok,november,2022
484,nelyrall,NELYRALL,7.2M,1.3M,191.8K,1.5K,3.6K,tiktok,november,2022
485,calebwsimpson,CALEB SIMPSON,5.6M,3.2M,303.8K,653,651,tiktok,november,2022
486,avascreams,ava,1M,1.4M,323.6K,2.3K,542,tiktok,november,2022
487,kfc_es,KFC España,3.9M,1.4M,166.5K,2.6K,2.6K,tiktok,november,2022
488,tommyinnit,Tommy,11.9M,1.1M,247.2K,3.4K,1.2K,tiktok,november,2022
489,mattsturniolo,Matt,3.6M,1.5M,235.9K,2.6K,893,tiktok,november,2022
490,capa_in_visible,Capa Invisible,1.2M,1.5M,326.6K,1.2K,1.3K,tiktok,november,2022
491,isaac.h.p.karaoke.backup,Isaac H.P Karaoke Backup,1.9M,870K,156.7K,3.8K,5.3K,tiktok,november,2022
492,supremepatty_,Supreme Patty,471.5K,2.7M,238.3K,1.4K,548,tiktok,november,2022
493,dovecameron,Dove Cameron,12.3M,1.8M,338.2K,1.4K,712,tiktok,november,2022
494,jhothsa,jhothsa,14M,1.4M,227.2K,1.5K,2.5K,tiktok,november,2022
495,annamcnulty,Anna McNulty,8.1M,2.4M,240.9K,1.3K,793,tiktok,november,2022
496,cirowhites1.0,CiroWhites,2.5M,1.6M,304.4K,604,1.9K,tiktok,november,2022
497,grannybibbins,Granny,636.4K,980.2K,197.3K,874,5.5K,tiktok,november,2022
498,niziu_official,NiziU,2.6M,2.7M,143.6K,1.3K,1.9K,tiktok,november,2022
499,nada_m7amed,دودا🦹🏻🤍,6.5M,1.6M,219.3K,753,2.7K,tiktok,november,2022
500,marsaimartin,Marsai,3.8M,1.4M,371.8K,1.5K,814,tiktok,november,2022
501,vidhia_r,🐇Vidhi_R🐇,7.5M,1.4M,168.8K,3.6K,1.7K,tiktok,november,2022
502,joaoferdnan,João Ferdnan,8.4M,1.2M,173.4K,2.2K,3.7K,tiktok,november,2022
503,clawmachine_mokkai,もっかいちゃんねる,267.4K,5.3M,111.1K,705,1.4K,tiktok,november,2022
504,yasincengiz38,YasinCengiz,3.3M,2M,137.7K,1.4K,3K,tiktok,november,2022
505,angryreactions,Oneya D’Amelio,26.7M,1.4M,236.7K,3.2K,449,tiktok,november,2022
506,logfive,Logan,2.7M,1.6M,243.3K,1.1K,2K,tiktok,november,2022
507,just.hamilton,Just Hamilton,3.1M,1.3M,260.6K,939,2.6K,tiktok,november,2022
508,deshawnharrisss,Deshawn ✪,2.1M,1.1M,190.9K,1.4K,4.2K,tiktok,november,2022
509,mackenziesol,mackenzie sol,12.2M,2.2M,160.3K,432,3K,tiktok,november,2022
510,katstickler,Kat,9.4M,3M,339.4K,736,456,tiktok,november,2022
511,julisavioli,Juli Savioli,6.8M,2.3M,266.6K,1.2K,707,tiktok,november,2022
512,faiqfreestyle,Faiq Freestyle,1.1M,2.2M,234.9K,1K,1.3K,tiktok,november,2022
513,avemoves,avemoves,17M,1.7M,393.9K,841,920,tiktok,november,2022
514,francoescamillaofficial,Franco Escamilla,17.5M,2.1M,250.9K,481,1.8K,tiktok,november,2022
515,hadeel.alali,ام سيف om sayf,3.2M,3.9M,138.6K,896,1.3K,tiktok,november,2022
516,dictionarei,Reizuka Ari,2.9M,2.5M,313.9K,1.1K,364,tiktok,november,2022
517,riumbau,Hector Riumbau,2.6M,1.3M,180.2K,752,4.3K,tiktok,november,2022
518,shaughnaphillips,shaughnaphillips,397.5K,1.4M,184K,1.8K,2.6K,tiktok,november,2022
519,seungbin030708,승빈🍥,5.2M,2.7M,227.7K,1.3K,662,tiktok,november,2022
520,kessel_nathan_official,Nathan Kessel,8.9M,1.6M,166.3K,1K,3.4K,tiktok,november,2022
521,naimdarrechi,Naim Darrechi🏆,28.4M,2.3M,259K,441,1.5K,tiktok,november,2022
522,priimoraa,Prii Moraa,17.1M,3.4M,433.5K,423,354,tiktok,november,2022
523,chuponcitotv,Chuponcito,4.9M,2.3M,113.8K,287,4.1K,tiktok,november,2022
524,gilmhercroes,GIL CROES,35.2M,2.8M,162.4K,896,1.6K,tiktok,november,2022
525,aliciacreti,Alicia Creti,714.9K,836.9K,204.3K,3.7K,2.9K,tiktok,november,2022
526,axelviewoficial,AxelView,4M,1.5M,152.4K,794,4.1K,tiktok,november,2022
527,locofer5,Locofer5,1.2M,1.4M,260.1K,1.5K,1.7K,tiktok,november,2022
528,irinimeza06,irini Trix,1.7M,3.5M,269.7K,780,410,tiktok,november,2022
529,krissiti911,Krisjiana & Siti Badriah,3.2M,3.9M,310.5K,582,342,tiktok,november,2022
530,erikconover,Erik Conover,524.1K,2.3M,153.9K,1.5K,1.7K,tiktok,november,2022
531,abbduuu21,بوشنب⭐️,13.7M,2.7M,163.2K,1.1K,1.5K,tiktok,november,2022
532,ateez_official_,ATEEZ_Official,3.6M,806.6K,243.4K,3.2K,2.3K,tiktok,november,2022
533,zdotss,ZDOTSS,2.1M,2M,221.2K,1K,1.5K,tiktok,november,2022
534,dr.cracks,Dr.Cracks,5.7M,2.4M,107K,866,3.4K,tiktok,november,2022
535,martita_de_grana,Martita de Graná,704.2K,1.6M,78.7K,939,7.7K,tiktok,november,2022
536,dandiaff,dan x id,1.3M,4.1M,311K,444,406,tiktok,november,2022
537,abrahamdpee,Abrahamdpe,4.8M,2.2M,174.8K,1K,1.9K,tiktok,november,2022
538,kodasteven,Steven🇵🇷,6.2M,1.7M,328.1K,1.5K,468,tiktok,november,2022
539,felipenpv,Felipe Paiva,4.3M,1.5M,263.4K,1.4K,1.3K,tiktok,november,2022
540,alwuhu,Alan Wu,3.8M,1.1M,184.4K,864,4.5K,tiktok,november,2022
541,thehypehouse,The Hype House,21.3M,2.5M,303.9K,1.1K,324,tiktok,november,2022
542,notorious_foodie,Notorious Foodie,2.4M,2.3M,149.9K,865,2.2K,tiktok,november,2022
543,pete_pamana,petepamana,3.3M,4.2M,168.8K,896,592,tiktok,november,2022
544,manhtienkhoi_,Mạnh Tiến Khôi 🐯,5.1M,1.9M,194.2K,2.1K,714,tiktok,november,2022
545,nathalieholscher14,Nathalie Holscher,7.7M,4M,216.2K,597,599,tiktok,november,2022
546,kfulgar,Kristel Fulgar,3.6M,1.5M,284.6K,1.3K,1.1K,tiktok,november,2022
547,karolsevillaokay,karolsevillaofc,26.2M,2.6M,243.1K,1.1K,499,tiktok,november,2022
548,renpc_,✨Ren PC✨,5M,1.1M,199.1K,989,3.7K,tiktok,november,2022
549,jawarshere,Jawaria,852K,2.5M,325K,863,401,tiktok,november,2022
550,japanfriends,Japan and friends,2.1M,2.3M,288.6K,463,1.1K,tiktok,november,2022
551,guipolemicoo,GUI POLÊMICO,8.5M,1.7M,194.1K,707,2.4K,tiktok,november,2022
552,itsqcp,QCP,11.3M,2.2M,321.1K,809,637,tiktok,november,2022
553,dante_caro,Dante Caro,1.8M,2.3M,202.1K,310,1.9K,tiktok,november,2022
554,casaltoxico,✨ Casal Tóxico ✨,6.5M,1.2M,196.5K,1K,3.3K,tiktok,november,2022
